hold_days,drawdown_min,drawdown_max,vol_shrink_ratio,last_limit_up_days_min,last_limit_up_days_max,limit_up_count_10_max,picks_per_day,valid_folds,total_test_trades,avg_test_win_rate,median_test_win_rate,avg_test_day_win_rate,avg_test_return,avg_test_max_drawdown,avg_test_profit_factor,win_rate_std,score
2,0.04,0.06,0.6,2,5,1,2,4,30,0.5764957264957264,0.5641025641025641,0.5753968253968254,0.0232803255356058,-0.0302577546289913,9.783895766662422,0.15248866913424314,0.6266088085589505
3,0.03,0.06,0.7,2,4,2,2,4,45,0.5938568376068376,0.5902777777777778,0.6642857142857143,0.01602082680313418,-0.09088668796957594,2.7914244634885526,0.0992455669994057,0.6237856211067634
2,0.04,0.1,0.6,2,5,1,2,4,35,0.5694444444444444,0.5833333333333333,0.6156746031746032,0.01730295984676589,-0.034622571129173135,4.585000308875687,0.16839382851364085,0.6225222576344476
3,0.04,0.06,0.7,2,4,2,3,4,44,0.5693889443889444,0.5641025641025641,0.6023809523809524,0.01926007229959143,-0.04293170761305776,6.044245056488432,0.16600109915938557,0.6213814093644073
2,0.04,0.08,0.6,2,5,1,1,4,24,0.5865079365079364,0.5777777777777777,0.5865079365079364,0.01597692728402582,-0.03594333613309017,8.469521208136406,0.18606499242440985,0.6212040717410661
3,0.04,0.06,0.7,2,4,1,2,4,29,0.5628787878787879,0.55,0.5642857142857143,0.025495993037183,-0.016841873080501002,5.18697970975717,0.17550105365698165,0.6206866799849984
2,0.04,0.08,0.6,2,5,1,2,4,34,0.5682539682539682,0.5476190476190476,0.6087301587301587,0.015827797138491407,-0.03196450753846117,4.456510749574088,0.15922146187905226,0.6198802161715676
2,0.03,0.06,0.6,2,4,1,1,2,10,0.6,0.6,0.6,0.015299839055695319,-0.02816513760607775,2.6839351978661723,0.0,0.6196948061833988
2,0.03,0.08,0.6,2,4,1,1,2,10,0.6,0.6,0.6,0.015299839055695319,-0.02816513760607775,2.6839351978661723,0.0,0.6196948061833988
4,0.03,0.1,0.6,2,4,1,3,4,26,0.4833333333333333,0.4666666666666667,0.7166666666666667,0.027196614035654692,-0.015678956646635905,4.659775497362231,0.15184055965240498,0.6194405506063303
2,0.02,0.1,0.6,2,4,1,3,4,34,0.5128205128205128,0.5,0.6916666666666667,0.016925875777997285,-0.018970991606738707,3.0988332449030764,0.1005409432138341,0.6190938205862455
3,0.04,0.08,0.7,2,4,2,3,4,49,0.5452380952380953,0.5571428571428572,0.675595238095238,0.018099305263349394,-0.07492290522927703,5.908362255526327,0.18024611544085845,0.6187849189294279
3,0.04,0.06,0.7,2,4,2,2,4,35,0.542929292929293,0.5222222222222221,0.6023809523809524,0.02283838404738518,-0.036212094454892374,5.452405931948378,0.12977636104991708,0.6174728729326541
2,0.04,0.06,0.6,2,5,2,1,4,26,0.5642857142857143,0.5,0.5642857142857143,0.02452061565137998,-0.05051953609918239,7.640447544815553,0.1739399380269417,0.616232913693313
4,0.02,0.08,0.6,2,4,1,3,4,33,0.4864468864468864,0.4857142857142857,0.6916666666666667,0.023484807167007665,-0.02574878161758329,4.320084249102955,0.14064789330708083,0.611074515576165
3,0.04,0.1,0.6,2,4,1,2,4,19,0.488095238095238,0.5,0.6625,0.027909445683807686,-0.005072718622711775,7.4196140305246185,0.17936332349189718,0.6106763998493491
3,0.04,0.06,0.55,2,5,1,1,2,8,0.5666666666666667,0.5666666666666667,0.5666666666666667,0.018141303133495774,-0.020163060732370952,5.778563436759328,0.23333333333333336,0.6090166631389771
3,0.04,0.08,0.55,2,5,1,1,2,8,0.5666666666666667,0.5666666666666667,0.5666666666666667,0.018141303133495774,-0.020163060732370952,5.778563436759328,0.23333333333333336,0.6090166631389771
3,0.04,0.06,0.6,2,4,1,3,2,15,0.5446428571428572,0.5446428571428572,0.575,0.019250806387055695,-0.007971566343990488,3.612164441863485,0.16964285714285715,0.6086622368460451
