hold_days,drawdown_min,drawdown_max,vol_shrink_ratio,days_min,days_max,limit_up_count_10_min,limit_up_count_10_max,picks_per_day,total_trades,total_signal_days,win_rate,day_win_rate,annual_return,sharpe_ratio,max_drawdown,total_return,avg_return,profit_factor,score
2,0.02,0.08,0.8,1,6,1,1,2,124,73,0.5241935483870968,0.5616438356164384,14.67705776967623,3.9775799142548074,-0.4539967021597693,2.4353564522712348,0.023101662836674162,1.985212811571389,0.6879572888932388
3,0.02,0.1,0.85,2,7,1,2,2,126,70,0.5238095238095238,0.5857142857142857,17.49861319566161,3.8984404846854974,-0.285619381212077,2.615302446270133,0.022890470607283043,1.709873903840878,0.6877256976594015
3,0.02,0.08,0.8,1,6,1,2,3,154,72,0.4935064935064935,0.5694444444444444,47.31252106799138,4.695276628989349,-0.3775218785902501,4.6036496945898415,0.02027943788647728,1.5894000513390945,0.6867960754691895
3,0.01,0.08,0.7000000000000001,2,6,1,2,3,164,70,0.49390243902439024,0.6,26.874777870083967,4.5186047755107905,-0.3938146074888593,3.330930541014105,0.020352279543935512,1.613095176605377,0.685809494930966
2,0.02,0.1,0.7000000000000001,2,7,1,2,2,126,71,0.5079365079365079,0.5774647887323944,24.897046395211454,4.319066289620036,-0.33252572865030006,3.247283157707785,0.018434894723326455,1.6807367815975411,0.6857023120134605
2,0.02,0.08,0.7000000000000001,1,6,1,2,2,126,73,0.49206349206349204,0.5753424657534246,38.50333320230241,4.404153228507816,-0.49044361405051895,4.199371443942574,0.02377905693593923,1.8286792090259232,0.6839783631290642
2,0.02,0.08,0.85,2,7,1,2,2,125,71,0.504,0.5633802816901409,22.255211653947917,4.301602126284134,-0.3724727435076003,3.048949443080706,0.02005246492770624,1.7563383000677084,0.683414208912806
2,0.02,0.1,0.8,2,6,1,1,1,71,71,0.5492957746478874,0.5492957746478874,24.495816539603275,3.9672060101704583,-0.5823632791596851,3.2179099172442003,0.025167554241715937,1.9969970937084223,0.6830300593897353
2,0.01,0.08,0.85,1,6,1,2,3,167,73,0.46706586826347307,0.6164383561643836,24.72667860987719,4.380757163129438,-0.3503809622110401,3.2897696294151384,0.019184391862061362,1.695417337874367,0.6823380538606737
2,0.02,0.1,0.85,2,6,1,1,1,71,71,0.5633802816901409,0.5633802816901409,22.44850836114181,3.829652489128755,-0.5467832144835301,3.06387272729319,0.02489944949195311,1.9111209634535045,0.6823046731312159
