symbol,ts_code,name,rec_date,buy_date,buy_price,sell_date,sell_price,gross_return,net_return,score,strategy,month,score_bin
605298.SH,605298.SH,必得科技,20260306,20260309,50.91,20260316,48.13,-5.4606,-5.6206,96.3,运输设备,2026-03,高分
000534.SZ,000534.SZ,万泽股份,20260309,20260310,47.0,20260317,39.73,-15.4681,-15.6281,94.8,生物制药,2026-03,高分
000601.SZ,000601.SZ,韶能股份,20260309,20260310,6.6,20260317,6.12,-7.2727,-7.4327,95.5,水力发电,2026-03,高分
000893.SZ,000893.SZ,亚钾国际,20260309,20260310,63.8,20260317,60.16,-5.7053,-5.8653,94.6,农药化肥,2026-03,高分
000988.SZ,000988.SZ,华工科技,20260309,20260310,119.49,20260317,111.12,-7.0048,-7.1648,97.6,专用机械,2026-03,高分
001258.SZ,001258.SZ,立新能源,20260309,20260310,9.97,20260317,9.62,-3.5105,-3.6705,95.5,新型电力,2026-03,高分
001339.SZ,001339.SZ,智微智能,20260309,20260310,77.0,20260317,68.52,-11.013,-11.173,98.0,IT设备,2026-03,高分
001896.SZ,001896.SZ,豫能控股,20260309,20260310,15.96,20260317,13.9,-12.9073,-13.0673,95.0,火力发电,2026-03,高分
002300.SZ,002300.SZ,太阳电缆,20260309,20260310,11.58,20260317,10.06,-13.1261,-13.2861,95.5,电气设备,2026-03,高分
002380.SZ,002380.SZ,科远智慧,20260309,20260310,40.5,20260317,35.76,-11.7037,-11.8637,94.8,软件服务,2026-03,高分
002490.SZ,002490.SZ,山东墨龙,20260309,20260310,11.92,20260317,11.83,-0.755,-0.915,96.3,化工机械,2026-03,高分
002531.SZ,002531.SZ,天顺风能,20260309,20260310,10.58,20260317,11.79,11.4367,11.2767,97.0,电气设备,2026-03,高分
002638.SZ,002638.SZ,勤上股份,20260309,20260310,3.65,20260317,4.1,12.3288,12.1688,94.6,家用电器,2026-03,高分
002986.SZ,002986.SZ,宇新股份,20260309,20260310,16.54,20260317,15.31,-7.4365,-7.5965,95.3,化工原料,2026-03,高分
600268.SH,600268.SH,国电南自,20260309,20260310,16.97,20260317,14.47,-14.7319,-14.8919,95.5,电气设备,2026-03,高分
600299.SH,600299.SH,安迪苏,20260309,20260310,13.74,20260317,14.29,4.0029,3.8429,95.2,饲料,2026-03,高分
600673.SH,600673.SH,东阳光,20260309,20260310,40.5,20260317,34.0,-16.0494,-16.2094,97.1,综合类,2026-03,高分
603226.SH,603226.SH,菲林格尔,20260309,20260310,35.41,20260317,42.2,19.1754,19.0154,95.0,家居用品,2026-03,高分
603588.SH,603588.SH,高能环境,20260309,20260310,14.17,20260317,14.8,4.446,4.286,95.3,环境保护,2026-03,高分
605268.SH,605268.SH,王力安防,20260309,20260310,16.86,20260317,12.52,-25.7414,-25.9014,95.0,家居用品,2026-03,高分
605298.SH,605298.SH,必得科技,20260309,20260310,53.0,20260317,46.41,-12.434,-12.594,97.1,运输设备,2026-03,高分
000537.SZ,000537.SZ,绿发电力,20260310,20260311,11.05,20260318,11.49,3.9819,3.8219,98.0,新型电力,2026-03,高分
000967.SZ,000967.SZ,盈峰环境,20260310,20260311,8.82,20260318,8.76,-0.6803,-0.8403,95.1,环境保护,2026-03,高分
000988.SZ,000988.SZ,华工科技,20260310,20260311,122.99,20260318,114.78,-6.6753,-6.8353,97.9,专用机械,2026-03,高分
001258.SZ,001258.SZ,立新能源,20260310,20260311,9.43,20260318,9.32,-1.1665,-1.3265,95.9,新型电力,2026-03,高分
001339.SZ,001339.SZ,智微智能,20260310,20260311,77.82,20260318,70.5,-9.4063,-9.5663,97.0,IT设备,2026-03,高分
002380.SZ,002380.SZ,科远智慧,20260310,20260311,41.92,20260318,36.67,-12.5239,-12.6839,97.1,软件服务,2026-03,高分
002531.SZ,002531.SZ,天顺风能,20260310,20260311,10.96,20260318,11.62,6.0219,5.8619,97.2,电气设备,2026-03,高分
002631.SZ,002631.SZ,德尔未来,20260310,20260311,6.89,20260318,7.4,7.402,7.242,97.0,家居用品,2026-03,高分
002638.SZ,002638.SZ,勤上股份,20260310,20260311,3.76,20260318,4.23,12.5,12.34,97.6,家用电器,2026-03,高分
002756.SZ,002756.SZ,永兴材料,20260310,20260311,70.0,20260318,63.49,-9.3,-9.46,95.4,小金属,2026-03,高分
600726.SH,600726.SH,华电能源,20260310,20260311,3.24,20260318,4.56,40.7407,40.5807,95.5,火力发电,2026-03,高分
601567.SH,601567.SH,三星医疗,20260310,20260311,32.68,20260318,29.17,-10.7405,-10.9005,97.1,电气设备,2026-03,高分
601778.SH,601778.SH,晶科科技,20260310,20260311,5.78,20260318,5.32,-7.9585,-8.1185,97.5,新型电力,2026-03,高分
601868.SH,601868.SH,中国能建,20260310,20260311,3.15,20260318,3.38,7.3016,7.1416,96.6,建筑工程,2026-03,高分
601877.SH,601877.SH,正泰电器,20260310,20260311,40.1,20260318,35.52,-11.4214,-11.5814,97.3,电气设备,2026-03,高分
603226.SH,603226.SH,菲林格尔,20260310,20260311,37.0,20260318,40.87,10.4595,10.2995,97.3,家居用品,2026-03,高分
603588.SH,603588.SH,高能环境,20260310,20260311,14.52,20260318,14.69,1.1708,1.0108,97.9,环境保护,2026-03,高分
603991.SH,603991.SH,至正股份,20260310,20260311,105.5,20260318,108.5,2.8436,2.6836,95.3,半导体,2026-03,高分
605268.SH,605268.SH,王力安防,20260310,20260311,18.55,20260318,12.67,-31.6981,-31.8581,97.5,家居用品,2026-03,高分
605298.SH,605298.SH,必得科技,20260310,20260311,52.82,20260318,46.88,-11.2457,-11.4057,96.9,运输设备,2026-03,高分
000533.SZ,000533.SZ,顺钠股份,20260311,20260312,17.31,20260319,18.58,7.3368,7.1768,96.6,电气设备,2026-03,高分
000537.SZ,000537.SZ,绿发电力,20260311,20260312,12.4,20260319,11.63,-6.2097,-6.3697,98.0,新型电力,2026-03,高分
000967.SZ,000967.SZ,盈峰环境,20260311,20260312,9.67,20260319,8.69,-10.1344,-10.2944,97.1,环境保护,2026-03,高分
000988.SZ,000988.SZ,华工科技,20260311,20260312,133.74,20260319,119.99,-10.2811,-10.4411,97.8,专用机械,2026-03,高分
001258.SZ,001258.SZ,立新能源,20260311,20260312,10.04,20260319,10.25,2.0916,1.9316,96.9,新型电力,2026-03,高分
001267.SZ,001267.SZ,汇绿生态,20260311,20260312,47.99,20260319,40.77,-15.0448,-15.2048,97.1,建筑工程,2026-03,高分
001309.SZ,001309.SZ,德明利,20260311,20260312,299.92,20260319,345.0,15.0307,14.8707,97.2,半导体,2026-03,高分
002531.SZ,002531.SZ,天顺风能,20260311,20260312,11.0,20260319,11.2,1.8182,1.6582,96.8,电气设备,2026-03,高分
002631.SZ,002631.SZ,德尔未来,20260311,20260312,7.46,20260319,7.01,-6.0322,-6.1922,97.6,家居用品,2026-03,高分
002638.SZ,002638.SZ,勤上股份,20260311,20260312,4.1,20260319,3.97,-3.1707,-3.3307,97.5,家用电器,2026-03,高分
002756.SZ,002756.SZ,永兴材料,20260311,20260312,73.45,20260319,58.22,-20.7352,-20.8952,97.9,小金属,2026-03,高分
600726.SH,600726.SH,华电能源,20260311,20260312,3.63,20260319,5.02,38.292,38.132,98.0,火力发电,2026-03,高分
601016.SH,601016.SH,节能风电,20260311,20260312,4.23,20260319,4.57,8.0378,7.8778,98.0,新型电力,2026-03,高分
601789.SH,601789.SH,宁波建工,20260311,20260312,7.3,20260319,6.49,-11.0959,-11.2559,97.5,建筑工程,2026-03,高分
601868.SH,601868.SH,中国能建,20260311,20260312,3.52,20260319,3.36,-4.5455,-4.7055,98.0,建筑工程,2026-03,高分
601877.SH,601877.SH,正泰电器,20260311,20260312,41.35,20260319,34.28,-17.0979,-17.2579,97.0,电气设备,2026-03,高分
603226.SH,603226.SH,菲林格尔,20260311,20260312,37.86,20260319,39.5,4.3317,4.1717,97.6,家居用品,2026-03,高分
603588.SH,603588.SH,高能环境,20260311,20260312,15.11,20260319,14.12,-6.552,-6.712,97.4,环境保护,2026-03,高分
603991.SH,603991.SH,至正股份,20260311,20260312,108.25,20260319,105.87,-2.1986,-2.3586,97.2,半导体,2026-03,高分
605298.SH,605298.SH,必得科技,20260311,20260312,52.01,20260319,45.93,-11.6901,-11.8501,96.9,运输设备,2026-03,高分
000533.SZ,000533.SZ,顺钠股份,20260312,20260313,18.05,20260320,16.75,-7.2022,-7.3622,97.3,电气设备,2026-03,高分
000537.SZ,000537.SZ,绿发电力,20260312,20260313,13.76,20260320,11.1,-19.3314,-19.4914,98.0,新型电力,2026-03,高分
002056.SZ,002056.SZ,横店东磁,20260312,20260313,23.79,20260320,22.26,-6.4313,-6.5913,97.8,电气设备,2026-03,高分
002432.SZ,002432.SZ,九安医疗,20260312,20260313,58.63,20260320,62.36,6.3619,6.2019,94.9,医疗保健,2026-03,高分
002445.SZ,002445.SZ,中南文化,20260312,20260313,4.49,20260320,3.92,-12.6949,-12.8549,95.0,钢加工,2026-03,高分
002631.SZ,002631.SZ,德尔未来,20260312,20260313,7.71,20260320,6.79,-11.9326,-12.0926,97.6,家居用品,2026-03,高分
002638.SZ,002638.SZ,勤上股份,20260312,20260313,4.16,20260320,3.77,-9.375,-9.535,97.6,家用电器,2026-03,高分
002667.SZ,002667.SZ,威领股份,20260312,20260313,32.76,20260320,28.12,-14.1636,-14.3236,97.0,小金属,2026-03,高分
600131.SH,600131.SH,国网信通,20260312,20260313,23.45,20260320,20.53,-12.452,-12.612,97.0,通信设备,2026-03,高分
600310.SH,600310.SH,广西能源,20260312,20260313,4.55,20260320,4.88,7.2527,7.0927,95.1,水力发电,2026-03,高分
600628.SH,600628.SH,新世界,20260312,20260313,9.05,20260320,7.48,-17.3481,-17.5081,95.5,百货,2026-03,高分
600726.SH,600726.SH,华电能源,20260312,20260313,4.2,20260320,5.52,31.4286,31.2686,98.0,火力发电,2026-03,高分
600821.SH,600821.SH,金开新能,20260312,20260313,10.9,20260320,10.71,-1.7431,-1.9031,97.5,新型电力,2026-03,高分
601016.SH,601016.SH,节能风电,20260312,20260313,4.61,20260320,4.45,-3.4707,-3.6307,98.0,新型电力,2026-03,高分
601789.SH,601789.SH,宁波建工,20260312,20260313,7.35,20260320,5.92,-19.4558,-19.6158,96.5,建筑工程,2026-03,高分
601868.SH,601868.SH,中国能建,20260312,20260313,3.8,20260320,3.17,-16.5789,-16.7389,98.0,建筑工程,2026-03,高分
603077.SH,603077.SH,和邦生物,20260312,20260313,3.33,20260320,2.77,-16.8168,-16.9768,95.0,化工原料,2026-03,高分
603588.SH,603588.SH,高能环境,20260312,20260313,16.0,20260320,13.96,-12.75,-12.91,98.0,环境保护,2026-03,高分
603778.SH,603778.SH,国晟科技,20260312,20260313,21.6,20260320,24.21,12.0833,11.9233,97.0,电气设备,2026-03,高分
605298.SH,605298.SH,必得科技,20260312,20260313,52.8,20260320,44.75,-15.2462,-15.4062,97.1,运输设备,2026-03,高分
000890.SZ,000890.SZ,法尔胜,20260313,20260316,11.12,20260323,13.15,18.2554,18.0954,95.0,环境保护,2026-03,高分
000893.SZ,000893.SZ,亚钾国际,20260313,20260316,69.1,20260323,58.32,-15.6006,-15.7606,94.8,农药化肥,2026-03,高分
000973.SZ,000973.SZ,佛塑科技,20260313,20260316,16.77,20260323,16.4,-2.2063,-2.3663,97.0,塑料,2026-03,高分
002015.SZ,002015.SZ,协鑫能科,20260313,20260316,22.24,20260323,19.0,-14.5683,-14.7283,97.7,新型电力,2026-03,高分
002056.SZ,002056.SZ,横店东磁,20260313,20260316,25.3,20260323,21.6,-14.6245,-14.7845,98.0,电气设备,2026-03,高分
002150.SZ,002150.SZ,正泰电源,20260313,20260316,33.86,20260323,38.37,13.3196,13.1596,94.4,机械基件,2026-03,高分
002382.SZ,002382.SZ,蓝帆医疗,20260313,20260316,7.48,20260323,7.55,0.9358,0.7758,95.5,医疗保健,2026-03,高分
002445.SZ,002445.SZ,中南文化,20260313,20260316,4.72,20260323,3.71,-21.3983,-21.5583,97.5,钢加工,2026-03,高分
002531.SZ,002531.SZ,天顺风能,20260313,20260316,12.8,20260323,10.95,-14.4531,-14.6131,98.0,电气设备,2026-03,高分
002631.SZ,002631.SZ,德尔未来,20260313,20260316,7.9,20260323,6.26,-20.7595,-20.9195,97.1,家居用品,2026-03,高分
600683.SH,600683.SH,京投发展,20260313,20260316,9.58,20260323,10.54,10.0209,9.8609,97.5,区域地产,2026-03,高分
600691.SH,600691.SH,潞化科技,20260313,20260316,4.8,20260323,3.52,-26.6667,-26.8267,95.0,农药化肥,2026-03,高分
600722.SH,600722.SH,金牛化工,20260313,20260316,16.94,20260323,16.33,-3.6009,-3.7609,94.8,化工原料,2026-03,高分
600726.SH,600726.SH,华电能源,20260313,20260316,4.3,20260323,5.32,23.7209,23.5609,97.5,火力发电,2026-03,高分
600844.SH,600844.SH,金煤科技,20260313,20260316,4.17,20260323,4.03,-3.3573,-3.5173,94.3,化工原料,2026-03,高分
601117.SH,601117.SH,中国化学,20260313,20260316,10.13,20260323,8.64,-14.7088,-14.8688,94.4,建筑工程,2026-03,高分
601218.SH,601218.SH,吉鑫科技,20260313,20260316,6.94,20260323,7.19,3.6023,3.4423,98.0,电气设备,2026-03,高分
601669.SH,601669.SH,中国电建,20260313,20260316,7.1,20260323,5.81,-18.169,-18.329,95.5,建筑工程,2026-03,高分
603248.SH,603248.SH,锡华科技,20260313,20260316,28.88,20260323,27.37,-5.2285,-5.3885,98.0,机械基件,2026-03,高分
603803.SH,603803.SH,瑞斯康达,20260313,20260316,12.76,20260323,14.61,14.4984,14.3384,95.0,通信设备,2026-03,高分
000890.SZ,000890.SZ,法尔胜,20260316,20260317,12.55,20260324,12.79,1.9124,1.7524,95.0,环境保护,2026-03,高分
002159.SZ,002159.SZ,三特索道,20260316,20260317,20.73,20260324,19.08,-7.9595,-8.1195,94.1,旅游服务,2026-03,高分
002310.SZ,002310.SZ,东方新能,20260316,20260317,2.87,20260324,3.79,32.0557,31.8957,95.5,环境保护,2026-03,高分
002382.SZ,002382.SZ,蓝帆医疗,20260316,20260317,7.81,20260324,7.84,0.3841,0.2241,94.4,医疗保健,2026-03,高分
002384.SZ,002384.SZ,东山精密,20260316,20260317,117.0,20260324,107.52,-8.1026,-8.2626,95.1,元器件,2026-03,高分
002652.SZ,002652.SZ,扬子新材,20260316,20260317,5.64,20260324,4.55,-19.3262,-19.4862,93.8,其他建材,2026-03,高分
002831.SZ,002831.SZ,裕同科技,20260316,20260317,36.0,20260324,32.5,-9.7222,-9.8822,98.0,广告包装,2026-03,高分
600110.SH,600110.SH,诺德股份,20260316,20260317,8.44,20260324,7.83,-7.2275,-7.3875,93.9,电气设备,2026-03,高分
600152.SH,600152.SH,维科技术,20260316,20260317,10.74,20260324,9.38,-12.6629,-12.8229,93.0,电气设备,2026-03,高分
600683.SH,600683.SH,京投发展,20260316,20260317,10.6,20260324,10.88,2.6415,2.4815,97.5,区域地产,2026-03,高分
600714.SH,600714.SH,金瑞矿业,20260316,20260317,25.0,20260324,18.63,-25.48,-25.64,94.2,化工原料,2026-03,高分
600722.SH,600722.SH,金牛化工,20260316,20260317,17.35,20260324,15.97,-7.9539,-8.1139,94.4,化工原料,2026-03,高分
600726.SH,600726.SH,华电能源,20260316,20260317,4.16,20260324,5.59,34.375,34.215,97.3,火力发电,2026-03,高分
600956.SH,600956.SH,新天绿能,20260316,20260317,9.75,20260324,10.31,5.7436,5.5836,94.6,供气供热,2026-03,高分
601218.SH,601218.SH,吉鑫科技,20260316,20260317,6.86,20260324,7.62,11.0787,10.9187,96.9,电气设备,2026-03,高分
603026.SH,603026.SH,石大胜华,20260316,20260317,74.0,20260324,78.4,5.9459,5.7859,93.7,化工原料,2026-03,高分
603248.SH,603248.SH,锡华科技,20260316,20260317,30.8,20260324,28.2,-8.4416,-8.6016,98.0,机械基件,2026-03,高分
603527.SH,603527.SH,众源新材,20260316,20260317,12.65,20260324,10.41,-17.7075,-17.8675,93.5,铜,2026-03,高分
603817.SH,603817.SH,海峡环保,20260316,20260317,8.0,20260324,8.79,9.875,9.715,95.2,环境保护,2026-03,高分
603949.SH,603949.SH,雪龙集团,20260316,20260317,22.86,20260324,19.92,-12.8609,-13.0209,95.3,汽车配件,2026-03,高分
000007.SZ,000007.SZ,全新好,20260318,20260319,14.84,20260327,13.24,-10.7817,-10.9417,87.7,其他商业,2026-03,中分
000020.SZ,000020.SZ,深华发Ａ,20260318,20260319,21.21,20260327,16.79,-20.8392,-20.9992,95.0,元器件,2026-03,高分
000062.SZ,000062.SZ,深圳华强,20260318,20260319,26.7,20260327,27.78,4.0449,3.8849,86.5,元器件,2026-03,低分
000890.SZ,000890.SZ,法尔胜,20260318,20260319,13.4,20260327,13.48,0.597,0.437,96.9,环境保护,2026-03,高分
001309.SZ,001309.SZ,德明利,20260318,20260319,357.0,20260327,381.89,6.972,6.812,95.0,半导体,2026-03,高分
001382.SZ,001382.SZ,新亚电缆,20260318,20260319,24.03,20260327,22.55,-6.159,-6.319,87.7,电气设备,2026-03,中分
002135.SZ,002135.SZ,东南网架,20260318,20260319,7.43,20260327,6.78,-8.7483,-8.9083,84.4,钢加工,2026-03,低分
002202.SZ,002202.SZ,金风科技,20260318,20260319,30.0,20260327,27.45,-8.5,-8.66,86.3,电气设备,2026-03,低分
002256.SZ,002256.SZ,兆新股份,20260318,20260319,4.19,20260327,4.35,3.8186,3.6586,84.0,新型电力,2026-03,低分
002285.SZ,002285.SZ,世联行,20260318,20260319,3.47,20260327,3.0,-13.5447,-13.7047,97.6,房产服务,2026-03,高分
002294.SZ,002294.SZ,信立泰,20260318,20260319,57.95,20260327,61.88,6.7817,6.6217,92.1,化学制药,2026-03,中分
002298.SZ,002298.SZ,中电鑫龙,20260318,20260319,12.34,20260327,11.64,-5.6726,-5.8326,86.2,电气设备,2026-03,低分
002323.SZ,002323.SZ,雅博股份,20260318,20260319,3.03,20260327,2.62,-13.5314,-13.6914,92.2,建筑工程,2026-03,中分
002355.SZ,002355.SZ,兴民智通,20260318,20260319,7.46,20260327,6.84,-8.311,-8.471,84.1,汽车配件,2026-03,低分
002463.SZ,002463.SZ,沪电股份,20260318,20260319,88.55,20260327,80.64,-8.9328,-9.0928,88.6,元器件,2026-03,中分
002636.SZ,002636.SZ,金安国纪,20260318,20260319,33.0,20260327,31.26,-5.2727,-5.4327,94.8,元器件,2026-03,高分
002638.SZ,002638.SZ,勤上股份,20260318,20260319,4.28,20260327,4.42,3.271,3.111,92.5,家用电器,2026-03,高分
002730.SZ,002730.SZ,电光科技,20260318,20260319,21.0,20260327,24.42,16.2857,16.1257,85.0,专用机械,2026-03,低分
600328.SH,600328.SH,中盐化工,20260318,20260319,10.46,20260327,9.68,-7.457,-7.617,84.3,化工原料,2026-03,低分
600370.SH,600370.SH,三房巷,20260318,20260319,3.66,20260327,2.6,-28.9617,-29.1217,97.2,化工原料,2026-03,高分
600396.SH,600396.SH,华电辽能,20260318,20260319,5.24,20260327,8.99,71.5649,71.4049,95.0,火力发电,2026-03,高分
600683.SH,600683.SH,京投发展,20260318,20260319,10.2,20260327,10.33,1.2745,1.1145,96.8,区域地产,2026-03,高分
601919.SH,601919.SH,中远海控,20260318,20260319,16.14,20260327,15.17,-6.0099,-6.1699,85.7,水运,2026-03,低分
603175.SH,603175.SH,超颖电子,20260318,20260319,93.5,20260327,87.53,-6.385,-6.545,94.3,元器件,2026-03,高分
603211.SH,603211.SH,晋拓股份,20260318,20260319,24.58,20260327,24.0,-2.3596,-2.5196,87.4,汽车配件,2026-03,中分
603332.SH,603332.SH,苏州龙杰,20260318,20260319,14.66,20260327,12.91,-11.9372,-12.0972,85.6,化纤,2026-03,低分
603683.SH,603683.SH,晶华新材,20260318,20260319,27.39,20260327,27.98,2.1541,1.9941,85.4,化工原料,2026-03,低分
603693.SH,603693.SH,江苏新能,20260318,20260319,16.13,20260327,16.35,1.3639,1.2039,84.4,新型电力,2026-03,低分
603817.SH,603817.SH,海峡环保,20260318,20260319,8.58,20260327,7.89,-8.042,-8.202,84.7,环境保护,2026-03,低分
603880.SH,603880.SH,南卫股份,20260318,20260319,7.5,20260327,7.18,-4.2667,-4.4267,85.5,医疗保健,2026-03,低分
603929.SH,603929.SH,亚翔集成,20260318,20260319,174.1,20260327,185.11,6.324,6.164,95.0,装修装饰,2026-03,高分
603949.SH,603949.SH,雪龙集团,20260318,20260319,23.74,20260327,17.62,-25.7793,-25.9393,97.7,汽车配件,2026-03,高分
603977.SH,603977.SH,国泰集团,20260318,20260319,16.34,20260327,17.0,4.0392,3.8792,84.9,化工原料,2026-03,低分
603991.SH,603991.SH,至正股份,20260318,20260319,105.0,20260327,101.77,-3.0762,-3.2362,86.4,半导体,2026-03,低分
000020.SZ,000020.SZ,深华发Ａ,20260319,20260320,23.33,20260327,16.79,-28.0326,-28.1926,95.0,unknown,2026-03,高分
000890.SZ,000890.SZ,法尔胜,20260319,20260320,13.5,20260327,13.48,-0.1481,-0.3081,97.1,unknown,2026-03,高分
600396.SH,600396.SH,华电辽能,20260319,20260320,6.1,20260327,8.99,47.377,47.217,95.0,unknown,2026-03,高分
603817.SH,603817.SH,海峡环保,20260319,20260320,9.07,20260327,7.89,-13.0099,-13.1699,97.6,unknown,2026-03,高分
603949.SH,603949.SH,雪龙集团,20260319,20260320,23.39,20260327,17.62,-24.6687,-24.8287,97.8,unknown,2026-03,高分
000020.SZ,000020.SZ,深华发Ａ,20260320,20260323,25.66,20260327,16.79,-34.5674,-34.7274,97.5,unknown,2026-03,高分
000601.SZ,000601.SZ,韶能股份,20260320,20260323,8.12,20260327,7.8,-3.9409,-4.1009,95.0,unknown,2026-03,高分
002730.SZ,002730.SZ,电光科技,20260320,20260323,22.0,20260327,24.42,11.0,10.84,97.5,unknown,2026-03,高分
600396.SH,600396.SH,华电辽能,20260320,20260323,6.65,20260327,8.99,35.188,35.028,97.5,unknown,2026-03,高分
600726.SH,600726.SH,华电能源,20260320,20260323,5.31,20260327,6.68,25.8004,25.6404,95.0,unknown,2026-03,高分
600032.SH,600032.SH,浙江新能,20260323,20260324,10.84,20260327,11.71,8.0258,7.8658,95.5,unknown,2026-03,高分
600310.SH,600310.SH,广西能源,20260323,20260324,4.92,20260327,6.6,34.1463,33.9863,96.7,unknown,2026-03,高分
600396.SH,600396.SH,华电辽能,20260323,20260324,6.9,20260327,8.99,30.2899,30.1299,97.5,unknown,2026-03,高分
603105.SH,603105.SH,芯能科技,20260323,20260324,12.62,20260327,12.48,-1.1094,-1.2694,98.0,unknown,2026-03,高分
603687.SH,603687.SH,大胜达,20260323,20260324,15.0,20260327,15.63,4.2,4.04,97.5,unknown,2026-03,高分
000862.SZ,000862.SZ,银星能源,20260324,20260325,8.78,20260327,7.93,-9.6811,-9.8411,97.2,unknown,2026-03,高分
600310.SH,600310.SH,广西能源,20260324,20260325,5.02,20260327,6.6,31.4741,31.3141,97.2,unknown,2026-03,高分
600396.SH,600396.SH,华电辽能,20260324,20260325,8.01,20260327,8.99,12.2347,12.0747,97.5,unknown,2026-03,高分
600982.SH,600982.SH,宁波能源,20260324,20260325,6.3,20260327,7.35,16.6667,16.5067,98.0,unknown,2026-03,高分
603105.SH,603105.SH,芯能科技,20260324,20260325,12.85,20260327,12.48,-2.8794,-3.0394,96.9,unknown,2026-03,高分
600032.SH,600032.SH,浙江新能,20260325,20260327,12.07,20260327,11.71,-2.9826,-3.1426,97.5,unknown,2026-03,高分
600310.SH,600310.SH,广西能源,20260325,20260327,6.6,20260327,6.6,0.0,-0.16,97.4,unknown,2026-03,高分
600396.SH,600396.SH,华电辽能,20260325,20260327,9.23,20260327,8.99,-2.6002,-2.7602,97.5,unknown,2026-03,高分
600815.SH,600815.SH,厦工股份,20260325,20260327,4.03,20260327,4.25,5.4591,5.2991,98.0,unknown,2026-03,高分
600982.SH,600982.SH,宁波能源,20260325,20260327,6.43,20260327,7.35,14.3079,14.1479,98.0,unknown,2026-03,高分
