symbol,ts_code,name,rec_date,buy_date,buy_price,sell_date,sell_price,gross_return,net_return,score,strategy,month,score_bin
000701.SZ,000701.SZ,厦门信达,20251117,20251201,7.17,20251208,8.65,20.6416,20.4816,84.3,商贸代理,2025-11,低分
000753.SZ,000753.SZ,漳州发展,20251117,20251201,8.7,20251208,9.1,4.5977,4.4377,81.1,综合类,2025-11,低分
000863.SZ,000863.SZ,三湘印象,20251117,20251201,5.01,20251208,4.57,-8.7824,-8.9424,80.9,区域地产,2025-11,低分
002430.SZ,002430.SZ,杭氧股份,20251117,20251201,26.81,20251208,29.27,9.1757,9.0157,81.8,化工机械,2025-11,低分
002931.SZ,002931.SZ,锋龙股份,20251117,20251201,21.49,20251208,19.54,-9.074,-9.234,82.6,机械基件,2025-11,低分
600338.SH,600338.SH,西藏珠峰,20251117,20251118,16.74,20251125,14.46,-13.6201,-13.7801,80.9,铅锌,2025-11,低分
600734.SH,600734.SH,实达集团,20251117,20251118,3.99,20251125,5.59,40.1003,39.9403,81.3,软件服务,2025-11,低分
603755.SH,603755.SH,日辰股份,20251117,20251118,38.8,20251125,37.28,-3.9175,-4.0775,81.3,食品,2025-11,低分
603758.SH,603758.SH,秦安股份,20251117,20251118,16.5,20251125,15.83,-4.0606,-4.2206,81.8,汽车配件,2025-11,低分
603817.SH,603817.SH,海峡环保,20251117,20251118,8.71,20251125,7.38,-15.2698,-15.4298,81.5,环境保护,2025-11,低分
000778.SZ,000778.SZ,新兴铸管,20260205,20260206,5.13,20260213,4.85,-5.4581,-5.6181,94.8,钢加工,2026-02,高分
001278.SZ,001278.SZ,一彬科技,20260205,20260206,24.86,20260213,25.25,1.5688,1.4088,97.5,汽车配件,2026-02,高分
002043.SZ,002043.SZ,兔宝宝,20260205,20260206,17.52,20260213,16.31,-6.9064,-7.0664,94.7,其他建材,2026-02,高分
002193.SZ,002193.SZ,如意集团,20260205,20260206,7.01,20260213,6.88,-1.8545,-2.0145,97.0,纺织,2026-02,高分
002259.SZ,002259.SZ,升达林业,20260205,20260206,5.9,20260213,5.58,-5.4237,-5.5837,95.0,供气供热,2026-02,高分
002372.SZ,002372.SZ,伟星新材,20260205,20260206,12.41,20260213,12.06,-2.8203,-2.9803,94.7,其他建材,2026-02,高分
002506.SZ,002506.SZ,协鑫集成,20260205,20260206,4.01,20260213,4.31,7.4813,7.3213,95.0,电气设备,2026-02,高分
002931.SZ,002931.SZ,锋龙股份,20260205,20260206,113.0,20260213,89.85,-20.4867,-20.6467,95.3,机械基件,2026-02,高分
002948.SZ,002948.SZ,青岛银行,20260205,20260206,5.47,20260213,5.43,-0.7313,-0.8913,97.6,银行,2026-02,高分
002985.SZ,002985.SZ,北摩高科,20260205,20260206,45.98,20260213,44.22,-3.8278,-3.9878,97.5,航空,2026-02,高分
600054.SH,600054.SH,黄山旅游,20260205,20260206,14.19,20260213,12.98,-8.5271,-8.6871,96.3,旅游景点,2026-02,高分
600683.SH,600683.SH,京投发展,20260205,20260206,6.6,20260213,6.71,1.6667,1.5067,98.0,区域地产,2026-02,高分
600763.SH,600763.SH,通策医疗,20260205,20260206,51.06,20260213,46.95,-8.0494,-8.2094,94.6,医疗保健,2026-02,高分
601015.SH,601015.SH,陕西黑猫,20260205,20260206,5.18,20260213,4.45,-14.0927,-14.2527,95.0,焦炭加工,2026-02,高分
603059.SH,603059.SH,倍加洁,20260205,20260206,39.0,20260213,39.47,1.2051,1.0451,96.7,日用化工,2026-02,高分
603271.SH,603271.SH,永杰新材,20260205,20260206,51.98,20260213,46.81,-9.9461,-10.1061,94.8,铝,2026-02,高分
603616.SH,603616.SH,韩建河山,20260205,20260206,8.29,20260213,6.76,-18.456,-18.616,98.0,水泥,2026-02,高分
603618.SH,603618.SH,杭电股份,20260205,20260206,12.46,20260213,14.51,16.4526,16.2926,96.8,电气设备,2026-02,高分
605016.SH,605016.SH,百龙创园,20260205,20260206,26.53,20260213,24.7,-6.8979,-7.0579,94.9,食品,2026-02,高分
605599.SH,605599.SH,菜百股份,20260205,20260206,26.1,20260213,25.32,-2.9885,-3.1485,98.0,服饰,2026-02,高分
000415.SZ,000415.SZ,渤海租赁,20260206,20260209,5.25,20260224,5.31,1.1429,0.9829,95.0,多元金融,2026-02,高分
000428.SZ,000428.SZ,华天酒店,20260206,20260209,3.96,20260224,3.81,-3.7879,-3.9479,94.8,酒店餐饮,2026-02,高分
002193.SZ,002193.SZ,如意集团,20260206,20260209,7.12,20260224,6.73,-5.4775,-5.6375,96.6,纺织,2026-02,高分
002218.SZ,002218.SZ,拓日新能,20260206,20260209,7.4,20260224,6.79,-8.2432,-8.4032,96.7,新型电力,2026-02,高分
002259.SZ,002259.SZ,升达林业,20260206,20260209,5.98,20260224,5.66,-5.3512,-5.5112,95.0,供气供热,2026-02,高分
002342.SZ,002342.SZ,巨力索具,20260206,20260209,19.28,20260224,15.21,-21.11,-21.27,94.3,机械基件,2026-02,高分
002506.SZ,002506.SZ,协鑫集成,20260206,20260209,5.02,20260224,4.74,-5.5777,-5.7377,97.5,电气设备,2026-02,高分
002921.SZ,002921.SZ,联诚精密,20260206,20260209,26.37,20260224,23.96,-9.1392,-9.2992,95.5,汽车配件,2026-02,高分
002970.SZ,002970.SZ,锐明技术,20260206,20260209,73.0,20260224,76.01,4.1233,3.9633,94.0,IT设备,2026-02,高分
600814.SH,600814.SH,杭州解百,20260206,20260209,10.68,20260224,8.56,-19.8502,-20.0102,95.0,百货,2026-02,高分
600983.SH,600983.SH,惠而浦,20260206,20260209,12.7,20260224,12.04,-5.1969,-5.3569,93.7,家用电器,2026-02,高分
601015.SH,601015.SH,陕西黑猫,20260206,20260209,4.9,20260224,4.9,0.0,-0.16,94.0,焦炭加工,2026-02,高分
603507.SH,603507.SH,振江股份,20260206,20260209,32.0,20260224,31.4,-1.875,-2.035,94.2,电气设备,2026-02,高分
603616.SH,603616.SH,韩建河山,20260206,20260209,8.5,20260224,7.44,-12.4706,-12.6306,97.5,水泥,2026-02,高分
603618.SH,603618.SH,杭电股份,20260206,20260209,14.67,20260224,15.8,7.7028,7.5428,97.5,电气设备,2026-02,高分
603629.SH,603629.SH,利通电子,20260206,20260209,48.0,20260224,55.84,16.3333,16.1733,92.5,元器件,2026-02,高分
603922.SH,603922.SH,金鸿顺,20260206,20260209,21.06,20260224,22.18,5.3181,5.1581,94.6,汽车配件,2026-02,高分
603980.SH,603980.SH,吉华集团,20260206,20260209,7.21,20260224,8.26,14.5631,14.4031,94.0,染料涂料,2026-02,高分
605016.SH,605016.SH,百龙创园,20260206,20260209,27.0,20260224,24.67,-8.6296,-8.7896,94.5,食品,2026-02,高分
605599.SH,605599.SH,菜百股份,20260206,20260209,28.06,20260224,25.38,-9.551,-9.711,97.6,服饰,2026-02,高分
000070.SZ,000070.SZ,特发信息,20260209,20260210,15.5,20260225,18.14,17.0323,16.8723,96.3,通信设备,2026-02,高分
000415.SZ,000415.SZ,渤海租赁,20260209,20260210,5.38,20260225,5.36,-0.3717,-0.5317,96.7,多元金融,2026-02,高分
000703.SZ,000703.SZ,恒逸石化,20260209,20260210,12.75,20260225,12.63,-0.9412,-1.1012,95.0,化纤,2026-02,高分
001228.SZ,001228.SZ,永泰运,20260209,20260210,32.74,20260225,33.75,3.0849,2.9249,95.3,仓储物流,2026-02,高分
001326.SZ,001326.SZ,联域股份,20260209,20260210,61.93,20260225,60.99,-1.5178,-1.6778,95.5,电气设备,2026-02,高分
002015.SZ,002015.SZ,协鑫能科,20260209,20260210,13.2,20260225,12.56,-4.8485,-5.0085,95.8,新型电力,2026-02,高分
002193.SZ,002193.SZ,如意集团,20260209,20260210,7.25,20260225,6.72,-7.3103,-7.4703,96.9,纺织,2026-02,高分
002218.SZ,002218.SZ,拓日新能,20260209,20260210,7.85,20260225,6.83,-12.9936,-13.1536,97.2,新型电力,2026-02,高分
002506.SZ,002506.SZ,协鑫集成,20260209,20260210,5.41,20260225,4.88,-9.7967,-9.9567,97.5,电气设备,2026-02,高分
002957.SZ,002957.SZ,科瑞技术,20260209,20260210,29.49,20260225,28.09,-4.7474,-4.9074,96.2,专用机械,2026-02,高分
600185.SH,600185.SH,珠免集团,20260209,20260210,8.19,20260225,7.16,-12.5763,-12.7363,98.0,旅游服务,2026-02,高分
600983.SH,600983.SH,惠而浦,20260209,20260210,12.57,20260226,12.18,-3.1026,-3.2626,96.7,家用电器,2026-02,高分
600987.SH,600987.SH,航民股份,20260209,20260210,8.48,20260225,8.65,2.0047,1.8447,96.5,纺织,2026-02,高分
603150.SH,603150.SH,万朗磁塑,20260209,20260210,54.85,20260225,58.07,5.8706,5.7106,97.8,塑料,2026-02,高分
603188.SH,603188.SH,亚邦股份,20260209,20260210,5.93,20260225,5.92,-0.1686,-0.3286,95.5,染料涂料,2026-02,高分
603616.SH,603616.SH,韩建河山,20260209,20260210,9.0,20260225,8.01,-11.0,-11.16,97.5,水泥,2026-02,高分
603618.SH,603618.SH,杭电股份,20260209,20260210,13.57,20260225,15.14,11.5696,11.4096,97.5,电气设备,2026-02,高分
603665.SH,603665.SH,康隆达,20260209,20260210,39.2,20260225,32.21,-17.8316,-17.9916,96.6,服饰,2026-02,高分
603729.SH,603729.SH,龙韵股份,20260209,20260210,21.6,20260225,18.92,-12.4074,-12.5674,98.0,广告包装,2026-02,高分
603980.SH,603980.SH,吉华集团,20260209,20260210,7.93,20260225,8.4,5.9269,5.7669,95.5,染料涂料,2026-02,高分
000070.SZ,000070.SZ,特发信息,20260210,20260211,17.73,20260226,18.12,2.1997,2.0397,97.5,通信设备,2026-02,高分
000517.SZ,000517.SZ,荣安地产,20260210,20260211,2.16,20260226,2.14,-0.9259,-1.0859,95.2,区域地产,2026-02,高分
000703.SZ,000703.SZ,恒逸石化,20260210,20260211,13.4,20260226,12.51,-6.6418,-6.8018,97.6,化纤,2026-02,高分
000951.SZ,000951.SZ,中国重汽,20260210,20260211,20.15,20260226,20.71,2.7792,2.6192,95.1,汽车整车,2026-02,高分
001326.SZ,001326.SZ,联域股份,20260210,20260211,64.0,20260226,62.99,-1.5781,-1.7381,95.2,电气设备,2026-02,高分
002323.SZ,002323.SZ,雅博股份,20260210,20260211,2.29,20260226,2.48,8.2969,8.1369,97.5,建筑工程,2026-02,高分
002455.SZ,002455.SZ,百川股份,20260210,20260211,14.51,20260226,14.1,-2.8256,-2.9856,95.0,化工原料,2026-02,高分
002491.SZ,002491.SZ,通鼎互联,20260210,20260211,9.51,20260226,10.48,10.1998,10.0398,95.5,通信设备,2026-02,高分
002506.SZ,002506.SZ,协鑫集成,20260210,20260211,5.27,20260226,5.03,-4.5541,-4.7141,97.5,电气设备,2026-02,高分
002806.SZ,002806.SZ,华锋股份,20260210,20260211,16.08,20260226,16.84,4.7264,4.5664,95.5,汽车配件,2026-02,高分
002957.SZ,002957.SZ,科瑞技术,20260210,20260211,29.3,20260226,28.75,-1.8771,-2.0371,96.4,专用机械,2026-02,高分
600522.SH,600522.SH,中天科技,20260210,20260211,23.8,20260226,27.59,15.9244,15.7644,95.1,通信设备,2026-02,高分
600977.SH,600977.SH,中国电影,20260210,20260211,20.74,20260226,14.87,-28.3028,-28.4628,95.5,影视音像,2026-02,高分
601599.SH,601599.SH,浙文影业,20260210,20260211,5.59,20260226,4.35,-22.1825,-22.3425,95.5,纺织,2026-02,高分
603058.SH,603058.SH,永吉股份,20260210,20260211,13.53,20260226,13.26,-1.9956,-2.1556,95.0,广告包装,2026-02,高分
603150.SH,603150.SH,万朗磁塑,20260210,20260211,57.8,20260226,61.36,6.1592,5.9992,97.5,塑料,2026-02,高分
603301.SH,603301.SH,振德医疗,20260210,20260211,88.7,20260226,87.59,-1.2514,-1.4114,95.5,医疗保健,2026-02,高分
603729.SH,603729.SH,龙韵股份,20260210,20260211,23.76,20260226,18.91,-20.4125,-20.5725,98.0,广告包装,2026-02,高分
603968.SH,603968.SH,醋化股份,20260210,20260211,15.0,20260226,16.36,9.0667,8.9067,98.0,化工原料,2026-02,高分
603980.SH,603980.SH,吉华集团,20260210,20260211,8.35,20260226,8.24,-1.3174,-1.4774,97.5,染料涂料,2026-02,高分
000070.SZ,000070.SZ,特发信息,20260211,20260212,19.5,20260227,17.87,-8.359,-8.519,97.5,通信设备,2026-02,高分
000517.SZ,000517.SZ,荣安地产,20260211,20260212,2.23,20260227,2.15,-3.5874,-3.7474,97.7,区域地产,2026-02,高分
001217.SZ,001217.SZ,华尔泰,20260211,20260212,15.67,20260227,14.44,-7.8494,-8.0094,95.5,化工原料,2026-02,高分
001330.SZ,001330.SZ,博纳影业,20260211,20260212,12.06,20260227,9.07,-24.7927,-24.9527,96.7,影视音像,2026-02,高分
002323.SZ,002323.SZ,雅博股份,20260211,20260212,2.36,20260227,2.42,2.5424,2.3824,97.5,建筑工程,2026-02,高分
002470.SZ,002470.SZ,金正大,20260211,20260212,2.25,20260227,3.1,37.7778,37.6178,95.5,农药化肥,2026-02,高分
002723.SZ,002723.SZ,小崧股份,20260211,20260212,11.0,20260227,9.67,-12.0909,-12.2509,95.5,家用电器,2026-02,高分
002948.SZ,002948.SZ,青岛银行,20260211,20260212,5.65,20260227,5.28,-6.5487,-6.7087,95.4,银行,2026-02,高分
002957.SZ,002957.SZ,科瑞技术,20260211,20260212,29.02,20260227,28.29,-2.5155,-2.6755,97.0,专用机械,2026-02,高分
002969.SZ,002969.SZ,嘉美包装,20260211,20260212,31.6,20260227,23.49,-25.6646,-25.8246,97.1,广告包装,2026-02,高分
002992.SZ,002992.SZ,宝明科技,20260211,20260212,57.43,20260227,57.09,-0.592,-0.752,97.5,元器件,2026-02,高分
600176.SH,600176.SH,中国巨石,20260211,20260212,26.4,20260227,27.04,2.4242,2.2642,95.5,玻璃,2026-02,高分
603150.SH,603150.SH,万朗磁塑,20260211,20260212,62.37,20260227,63.34,1.5552,1.3952,96.9,塑料,2026-02,高分
603188.SH,603188.SH,亚邦股份,20260211,20260212,6.01,20260227,5.84,-2.8286,-2.9886,97.1,染料涂料,2026-02,高分
603301.SH,603301.SH,振德医疗,20260211,20260212,92.5,20260227,87.5,-5.4054,-5.5654,95.3,医疗保健,2026-02,高分
603629.SH,603629.SH,利通电子,20260211,20260212,61.1,20260227,58.52,-4.2226,-4.3826,97.5,元器件,2026-02,高分
603729.SH,603729.SH,龙韵股份,20260211,20260212,23.19,20260227,18.59,-19.8361,-19.9961,98.0,广告包装,2026-02,高分
603922.SH,603922.SH,金鸿顺,20260211,20260212,21.78,20260227,22.91,5.1882,5.0282,96.4,汽车配件,2026-02,高分
603968.SH,603968.SH,醋化股份,20260211,20260212,15.48,20260227,16.02,3.4884,3.3284,98.0,化工原料,2026-02,高分
603980.SH,603980.SH,吉华集团,20260211,20260212,8.4,20260227,8.07,-3.9286,-4.0886,97.5,染料涂料,2026-02,高分
000070.SZ,000070.SZ,特发信息,20260212,20260213,19.0,20260302,19.66,3.4737,3.3137,97.5,通信设备,2026-02,高分
000951.SZ,000951.SZ,中国重汽,20260212,20260213,21.41,20260302,20.53,-4.1102,-4.2702,97.3,汽车整车,2026-02,高分
001896.SZ,001896.SZ,豫能控股,20260212,20260213,9.12,20260302,14.14,55.0439,54.8839,98.0,火力发电,2026-02,高分
002323.SZ,002323.SZ,雅博股份,20260212,20260213,2.68,20260302,2.25,-16.0448,-16.2048,97.5,建筑工程,2026-02,高分
002806.SZ,002806.SZ,华锋股份,20260212,20260213,17.02,20260302,16.19,-4.8766,-5.0366,97.2,汽车配件,2026-02,高分
002842.SZ,002842.SZ,翔鹭钨业,20260212,20260213,37.59,20260302,45.72,21.6281,21.4681,97.5,小金属,2026-02,高分
002957.SZ,002957.SZ,科瑞技术,20260212,20260213,31.0,20260302,28.79,-7.129,-7.289,96.9,专用机械,2026-02,高分
002969.SZ,002969.SZ,嘉美包装,20260212,20260213,31.55,20260302,22.1,-29.9525,-30.1125,97.2,广告包装,2026-02,高分
600176.SH,600176.SH,中国巨石,20260212,20260213,26.8,20260302,28.35,5.7836,5.6236,97.5,玻璃,2026-02,高分
600395.SH,600395.SH,盘江股份,20260212,20260213,5.75,20260302,5.98,4.0,3.84,96.8,煤炭开采,2026-02,高分
