date,symbol,buy_price,sell_price_t2,sell_price_t3,sell_price_t4,sell_price_t5,return_t2,return_t3,return_t4,return_t5
20251013,600635,7.24,6.81,6.55,6.24,6.86,-0.05939226519337025,-0.09530386740331497,-0.13812154696132597,-0.05248618784530385
20251014,600010,2.92,2.73,2.71,2.66,2.67,-0.06506849315068491,-0.07191780821917808,-0.08904109589041088,-0.08561643835616438
20251014,600157,1.7,1.66,1.63,1.67,1.7,-0.023529411764705903,-0.041176470588235335,-0.01764705882352943,0.0
20251014,601727,10.07,9.64,9.13,9.16,9.26,-0.042701092353525295,-0.09334657398212508,-0.09036742800397221,-0.08043694141012914
20251014,601398,7.47,7.63,7.62,7.61,7.64,0.02141900937081662,0.02008032128514061,0.0187416331994646,0.02275769745649263
20251014,601600,8.74,8.72,8.47,8.37,8.62,-0.002288329519450752,-0.03089244851258576,-0.04233409610983993,-0.01372997711670492
20251015,600010,2.72,2.71,2.66,2.67,2.63,-0.0036764705882353786,-0.022058823529411783,-0.01838235294117657,-0.03308823529411776
20251015,600157,1.68,1.63,1.67,1.7,1.67,-0.029761904761904788,-0.005952380952380958,0.011904761904761916,-0.005952380952380958
20251015,601727,10.06,9.13,9.16,9.26,9.27,-0.09244532803180912,-0.08946322067594437,-0.0795228628230617,-0.07852882703777345
20251015,601288,7.25,7.62,7.75,7.88,8.09,0.05103448275862071,0.06896551724137931,0.08689655172413792,0.11586206896551722
20251015,600221,1.67,1.68,1.74,1.74,1.72,0.005988023952095814,0.0419161676646707,0.0419161676646707,0.02994011976047907
20251016,600010,2.73,2.66,2.67,2.63,2.64,-0.02564102564102558,-0.021978021978021997,-0.03663003663003666,-0.03296703296703291
20251016,600157,1.66,1.67,1.7,1.67,1.69,0.006024096385542174,0.024096385542168697,0.006024096385542174,0.018072289156626523
20251016,600221,1.69,1.74,1.74,1.72,1.7,0.029585798816568074,0.029585798816568074,0.017751479289940846,0.0059171597633136145
20251016,601288,7.49,7.75,7.88,8.09,7.99,0.03471295060080104,0.05206942590120156,0.08010680907877164,0.06675567423230974
20251016,600016,4.06,4.06,4.02,4.05,4.16,0.0,-0.009852216748768483,-0.0024630541871920658,0.024630541871921315
20251017,600010,2.7,2.67,2.63,2.64,2.63,-0.011111111111111202,-0.02592592592592603,-0.02222222222222224,-0.02592592592592603
20251017,600157,1.65,1.7,1.67,1.69,1.65,0.03030303030303033,0.012121212121212133,0.024242424242424267,0.0
20251017,600221,1.7,1.74,1.72,1.7,1.68,0.023529411764705903,0.011764705882352951,0.0,-0.011764705882352951
20251017,601288,7.54,7.88,8.09,7.99,7.99,0.045092838196286456,0.07294429708222809,0.05968169761273212,0.05968169761273212
20251017,601011,3.96,4.1,3.84,3.99,3.73,0.035353535353535276,-0.03030303030303033,0.007575757575757638,-0.05808080808080808
20251020,600010,2.64,2.63,2.64,2.63,2.67,-0.003787878787878875,0.0,-0.003787878787878875,0.01136363636363629
20251020,600157,1.69,1.67,1.69,1.65,1.63,-0.011834319526627229,0.0,-0.023668639053254458,-0.03550295857988169
20251020,600221,1.74,1.72,1.7,1.68,1.68,-0.011494252873563229,-0.022988505747126457,-0.03448275862068969,-0.03448275862068969
20251020,601288,7.75,8.09,7.99,7.99,8.18,0.04387096774193547,0.0309677419354839,0.0309677419354839,0.0554838709677419
20251020,601011,4.25,3.84,3.99,3.73,3.75,-0.09647058823529416,-0.06117647058823524,-0.1223529411764706,-0.11764705882352941
20251021,600157,1.69,1.69,1.65,1.63,1.63,0.0,-0.023668639053254458,-0.03550295857988169,-0.03550295857988169
20251021,600010,2.63,2.64,2.63,2.67,2.59,0.003802281368821381,0.0,0.015209125475285185,-0.015209125475285185
20251021,600221,1.74,1.7,1.68,1.68,1.69,-0.022988505747126457,-0.03448275862068969,-0.03448275862068969,-0.028735632183908073
20251021,600016,4.02,4.16,4.12,4.09,4.03,0.034825870646766316,0.0248756218905474,0.017412935323383158,0.0024875621890548946
20251021,601288,7.87,7.99,7.99,8.18,8.31,0.015247776365946646,0.015247776365946646,0.039390088945362084,0.05590851334180437
20251022,600010,2.63,2.63,2.67,2.59,2.62,0.0,0.015209125475285185,-0.015209125475285185,-0.003802281368821212
20251022,600157,1.66,1.65,1.63,1.63,1.65,-0.006024096385542174,-0.018072289156626523,-0.018072289156626523,-0.006024096385542174
20251022,600016,4.05,4.12,4.09,4.03,3.97,0.017283950617284022,0.009876543209876552,-0.0049382716049381666,-0.019753086419752996
20251022,600871,2.72,2.43,2.32,2.3,2.31,-0.10661764705882354,-0.14705882352941188,-0.15441176470588247,-0.1507352941176471
20251022,600221,1.71,1.68,1.68,1.69,1.75,-0.017543859649122823,-0.017543859649122823,-0.01169590643274855,0.0233918128654971
20251023,600157,1.68,1.63,1.63,1.65,1.63,-0.029761904761904788,-0.029761904761904788,-0.017857142857142873,-0.029761904761904788
20251023,600871,2.5,2.32,2.3,2.31,2.25,-0.07200000000000006,-0.08000000000000007,-0.07599999999999998,-0.1
20251023,600016,4.15,4.09,4.03,3.97,3.95,-0.014457831325301323,-0.02891566265060243,-0.04337349397590365,-0.04819277108433739
20251023,600010,2.64,2.67,2.59,2.62,2.62,0.01136363636363629,-0.01893939393939404,-0.007575757575757582,-0.007575757575757582
20251023,601288,7.85,8.18,8.31,8.15,8.06,0.042038216560509566,0.05859872611464979,0.038216560509554236,0.026751592356688007
20251024,600157,1.66,1.63,1.65,1.63,1.61,-0.018072289156626523,-0.006024096385542174,-0.018072289156626523,-0.03012048192771074
20251024,600010,2.64,2.59,2.62,2.62,2.54,-0.01893939393939404,-0.007575757575757582,-0.007575757575757582,-0.03787878787878791
20251024,600016,4.11,4.03,3.97,3.95,3.91,-0.019464720194647216,-0.03406326034063263,-0.03892944038929443,-0.04866180048661804
20251024,600871,2.37,2.3,2.31,2.25,2.24,-0.02953586497890307,-0.025316455696202552,-0.050632911392405104,-0.05485232067510544
20251024,601288,7.92,8.31,8.15,8.06,7.96,0.04924242424242432,0.029040404040404096,0.01767676767676775,0.005050505050505055
20251027,600010,2.67,2.62,2.62,2.54,2.66,-0.01872659176029956,-0.01872659176029956,-0.048689138576778986,-0.0037453183520598453
20251027,600157,1.63,1.65,1.63,1.61,1.62,0.012269938650306761,0.0,-0.012269938650306624,-0.006134969325153244
20251027,600601,11.82,13.52,12.91,12.33,12.18,0.143824027072758,0.09221658206429778,0.043147208121827395,0.030456852791878125
20251027,600016,4.09,3.97,3.95,3.91,3.97,-0.029339853300733416,-0.03422982885085567,-0.04400977995110018,-0.029339853300733416
20251027,601288,8.18,8.15,8.06,7.96,8.01,-0.003667481662591609,-0.014669926650366653,-0.026894865525672343,-0.02078239608801955
20251028,600010,2.58,2.62,2.54,2.66,2.8,0.015503875968992262,-0.015503875968992262,0.031007751937984523,0.08527131782945727
20251028,600016,4.02,3.95,3.91,3.97,4.05,-0.017412935323382936,-0.02736318407960185,-0.012437810945273478,0.007462686567164241
20251028,600601,13.4,12.91,12.33,12.18,11.9,-0.036567164179104494,-0.07985074626865674,-0.09104477611940304,-0.11194029850746269
20251028,600157,1.63,1.63,1.61,1.62,1.62,0.0,-0.012269938650306624,-0.006134969325153244,-0.006134969325153244
20251028,601600,9.38,10.31,9.99,10.17,9.85,0.0991471215351812,0.06503198294243064,0.08422174840085278,0.05010660980810222
20251029,600221,1.74,1.77,1.83,1.81,1.87,0.017241379310344845,0.05172413793103453,0.0402298850574713,0.07471264367816098
20251029,600010,2.6,2.54,2.66,2.8,2.72,-0.023076923076923096,0.023076923076923096,0.07692307692307682,0.04615384615384619
20251029,600157,1.64,1.61,1.62,1.62,1.66,-0.01829268292682915,-0.012195121951219388,-0.012195121951219388,0.012195121951219523
20251029,600219,4.65,4.61,4.71,4.62,4.62,-0.008602150537634416,0.012903225806451528,-0.006451612903225859,-0.006451612903225859
20251029,000620,3.1,2.48,2.73,3.0,3.3,-0.20000000000000004,-0.11935483870967745,-0.03225806451612906,0.06451612903225798
20251030,600010,2.6,2.66,2.8,2.72,2.72,0.023076923076923096,0.07692307692307682,0.04615384615384619,0.04615384615384619
20251030,600219,4.74,4.71,4.62,4.62,5.08,-0.006329113924050685,-0.025316455696202552,-0.025316455696202552,0.07172995780590714
20251030,600157,1.62,1.62,1.62,1.66,1.65,0.0,0.0,0.024691358024691242,0.018518518518518396
20251030,601600,10.25,10.17,9.85,9.87,10.86,-0.007804878048780495,-0.039024390243902474,-0.03707317073170739,0.05951219512195116
20251030,600120,7.12,7.36,7.23,7.11,7.01,0.03370786516853935,0.015449438202247236,-0.001404494382022442,-0.015449438202247236
20251031,600010,2.75,2.8,2.72,2.72,2.7,0.01818181818181812,-0.010909090909090839,-0.010909090909090839,-0.01818181818181812
20251031,600221,1.78,1.81,1.87,1.8,1.83,0.016853932584269676,0.050561797752809036,0.011235955056179785,0.02808988764044946
20251031,601668,5.45,5.44,5.42,5.42,5.41,-0.0018348623853210618,-0.005504587155963348,-0.005504587155963348,-0.00733944954128441
20251031,601818,3.34,3.46,3.45,3.44,3.45,0.035928143712574884,0.032934131736527046,0.02994011976047907,0.032934131736527046
20251031,600635,7.47,7.0,6.73,6.75,6.6,-0.06291834002677373,-0.09906291834002669,-0.09638554216867466,-0.11646586345381528
20251103,600010,2.67,2.72,2.72,2.7,2.67,0.018726591760299727,0.018726591760299727,0.011235955056179869,0.0
20251103,600221,1.83,1.87,1.8,1.83,1.84,0.021857923497267777,-0.016393442622950834,0.0,0.005464480874316944
20251103,600170,2.95,3.03,2.97,2.92,2.93,0.02711864406779648,0.006779661016949158,-0.010169491525423813,-0.006779661016949158
20251103,601360,12.75,12.72,12.92,12.38,12.93,-0.002352941176470538,0.013333333333333327,-0.029019607843137195,0.014117647058823507
20251103,601727,9.51,9.41,9.78,9.51,9.41,-0.010515247108307008,0.028391167192428977,0.0,-0.010515247108307008
20251104,600010,2.73,2.72,2.7,2.67,2.64,-0.003663003663003585,-0.010989010989010917,-0.021978021978021997,-0.03296703296703291
20251104,601929,4.48,4.44,4.23,4.47,4.39,-0.008928571428571435,-0.055803571428571425,-0.0022321428571430075,-0.02008928571428588
20251104,600221,1.8,1.8,1.83,1.84,1.83,0.0,0.01666666666666668,0.02222222222222224,0.01666666666666668
20251104,600759,2.6,2.67,2.74,2.7,2.72,0.026923076923076862,0.05384615384615389,0.03846153846153849,0.04615384615384619
20251104,600016,4.06,4.03,4.03,4.04,4.04,-0.007389162561576198,-0.007389162561576198,-0.0049261083743841316,-0.0049261083743841316
20251105,600010,2.72,2.7,2.67,2.64,2.6,-0.007352941176470594,-0.01838235294117657,-0.029411764705882377,-0.04411764705882357
20251105,600221,1.86,1.83,1.84,1.83,1.85,-0.01612903225806453,-0.01075268817204302,-0.01612903225806453,-0.00537634408602151
20251105,601929,4.89,4.23,4.47,4.39,4.15,-0.1349693251533741,-0.08588957055214723,-0.10224948875255624,-0.15132924335378312
20251105,600157,1.66,1.64,1.65,1.64,1.62,-0.012048192771084348,-0.006024096385542174,-0.012048192771084348,-0.024096385542168565
20251105,600170,3.0,2.92,2.93,2.95,2.97,-0.02666666666666669,-0.02333333333333328,-0.016666666666666607,-0.009999999999999934
20251106,600010,2.71,2.67,2.64,2.6,2.64,-0.014760147601476028,-0.025830258302582967,-0.040590405904059,-0.025830258302582967
20251106,600221,1.86,1.84,1.83,1.85,1.87,-0.01075268817204302,-0.01612903225806453,-0.00537634408602151,0.00537634408602151
