ts_code,trade_date,name,industry,label_true_breakout,path_source,score_total,rank_global_after_merge,rank_bucket,buy_date,buy_open_t1,close_t1,close_t2,close_t3,ret_t1,ret_t2,ret_t3,win_t1,win_t2,win_t3
002169.SZ,20260310,智光电气,电气设备,C,B,0.7697011319755118,1,top1,20260311,16.3,15.92,15.95,15.53,-0.02331288343558291,-0.021472392638036908,-0.04723926380368104,False,False,False
000688.SZ,20260311,国城矿业,铅锌,C,B,0.6852313693792242,2,top2,20260312,35.5,36.04,36.4,36.03,0.015211267605633738,0.025352112676056304,0.014929577464788846,True,True,True
001207.SZ,20260311,联科科技,化工原料,C,A,0.870701416280042,1,top1,20260312,31.7,32.45,30.94,29.44,0.023659305993690927,-0.023974763406940047,-0.07129337539432168,True,False,False
002245.SZ,20260311,蔚蓝锂芯,电气设备,C,B,0.681843451690707,3,top3,20260312,18.32,18.14,18.03,17.89,-0.009825327510917026,-0.015829694323144072,-0.02347161572052403,False,False,False
002709.SZ,20260312,天赐材料,化工原料,C,A,0.8686305644970355,1,top1,20260313,48.37,48.77,47.85,45.58,0.00826958858796778,-0.010750465164357959,-0.05768038040107504,True,False,False
600796.SH,20260312,钱江生化,环境保护,C,B,0.7737845656057817,2,top2,20260313,7.08,7.05,6.9,6.99,-0.004237288135593209,-0.025423728813559254,-0.012711864406779627,False,False,False
600888.SH,20260312,新疆众和,铝,C,B,0.7362945156461952,3,top3,20260313,10.0,9.48,9.29,8.8,-0.051999999999999935,-0.07100000000000006,-0.11999999999999988,False,False,False
002531.SZ,20260313,天顺风能,电气设备,C,B,0.694846100966713,2,top2,20260316,12.8,12.19,11.79,11.62,-0.04765625000000007,-0.07890625000000007,-0.09218750000000009,False,False,False
600096.SH,20260313,云天化,农药化肥,C,B,0.6752421657392225,3,top3,20260316,43.58,40.69,39.17,38.72,-0.06631482331344651,-0.10119320789352904,-0.11151904543368518,False,False,False
600722.SH,20260313,金牛化工,化工原料,G,A,0.9002015233259284,1,top1,20260316,16.94,18.4,19.3,17.37,0.08618654073199505,0.13931523022432102,0.025383707201888983,True,True,True
002733.SZ,20260316,雄韬股份,电气设备,C,A,0.8705204696921613,1,top1,20260317,27.8,26.01,26.77,24.99,-0.06438848920863305,-0.03705035971223025,-0.10107913669064761,False,False,False
600395.SH,20260316,盘江股份,煤炭开采,C,B,0.6957507178233971,3,top3,20260317,6.04,5.97,6.01,5.97,-0.011589403973509937,-0.004966887417218624,-0.011589403973509937,False,False,False
603929.SH,20260316,亚翔集成,装修装饰,A,B,0.7166130580436845,2,top2,20260317,161.8,170.4,181.88,175.5,0.05315203955500625,0.12410383189122354,0.08467243510506783,True,True,True
001382.SZ,20260317,新亚电缆,电气设备,C,A,0.808409010996761,1,top1,20260318,23.46,25.12,24.4,22.4,0.07075873827791979,0.040068201193520725,-0.04518329070758753,True,True,False
002470.SZ,20260317,金正大,农药化肥,C,B,0.672949521026349,2,top2,20260318,3.55,3.59,3.36,3.02,0.011267605633802802,-0.05352112676056342,-0.14929577464788724,True,False,False
601009.SH,20260317,南京银行,银行,C,B,0.5982607565348431,3,top3,20260318,11.53,11.52,11.47,11.37,-0.0008673026886383273,-0.005203816131829853,-0.013876843018213347,False,False,False
