ts_code,trade_date,name,industry,label_true_breakout,path_source,score_total,rank_global_after_merge,rank_bucket,buy_date,buy_open_t1,close_t1,close_t2,close_t3,ret_t1,ret_t2,ret_t3,win_t1,win_t2,win_t3
000729.SZ,20260318,燕京啤酒,啤酒,C,B,0.7346389038810104,2,top2,20260319,13.0,12.85,12.78,12.16,-0.011538461538461608,-0.01692307692307693,-0.06461538461538463,False,False,False
001287.SZ,20260318,中电港,元器件,A,B,0.6887490167231672,3,top3,20260319,24.65,24.55,25.01,24.68,-0.0040567951318457585,0.014604462474645086,0.0012170385395537942,False,True,True
002213.SZ,20260318,大为股份,半导体,C,A,0.859539402961015,1,top1,20260319,29.37,29.6,29.14,28.0,0.00783112019067067,-0.007831120190670782,-0.046646237657473666,True,False,False
600780.SH,20260319,通宝能源,火力发电,A,B,0.6449127497351498,3,top3,20260320,6.78,6.79,6.58,6.98,0.001474926253687281,-0.029498525073746285,0.029498525073746285,True,False,True
601088.SH,20260319,中国神华,煤炭开采,C,A,0.8246044767848957,1,top1,20260320,48.61,49.55,49.5,48.48,0.019337584859082435,0.018308989919769703,-0.0026743468422135708,True,True,False
603565.SH,20260319,中谷物流,水运,G,B,0.656732989157881,2,top2,20260320,11.0,11.17,10.68,11.14,0.015454545454545388,-0.029090909090909167,0.012727272727272698,True,False,True
000423.SZ,20260320,东阿阿胶,中成药,C,B,0.7774075275963246,2,top2,20260323,56.02,54.92,56.4,55.7,-0.01963584434130672,0.006783291681542236,-0.005712245626561918,False,True,False
002309.SZ,20260320,中利集团,电气设备,A,A,0.8814931767692797,1,top1,20260323,4.19,4.19,4.61,5.07,0.0,0.10023866348448696,0.2100238663484486,False,True,True
600207.SH,20260323,安彩高科,电气设备,A,B,0.78998325869186,2,top2,20260324,5.88,6.18,5.98,6.58,0.05102040816326525,0.017006802721088565,0.11904761904761907,True,True,True
600938.SH,20260323,中国海油,石油开采,C,B,0.6557682188946167,3,top3,20260324,40.92,41.95,40.58,40.93,0.025171065493646116,-0.008308895405669703,0.00024437927663734094,True,False,True
601908.SH,20260323,京运通,电气设备,A,A,0.8472818152967313,1,top1,20260324,4.33,4.5,4.57,5.03,0.03926096997690531,0.05542725173210172,0.161662817551963,True,True,True
601330.SH,20260324,绿色动力,环境保护,C,A,0.8968851158362425,1,top1,20260325,11.0,10.68,9.61,9.69,-0.029090909090909167,-0.12636363636363646,-0.11909090909090914,False,False,False
603301.SH,20260324,振德医疗,医疗保健,A,B,0.6895417178753384,3,top3,20260325,92.35,94.05,92.22,93.98,0.01840822956145094,-0.00140768814293446,0.017650243638332563,True,False,True
603628.SH,20260324,清源股份,电气设备,G,B,0.7107364375819112,2,top2,20260325,15.84,16.65,16.67,16.35,0.051136363636363535,0.052398989898990056,0.032196969696969724,True,True,True
000539.SZ,20260325,粤电力Ａ,火力发电,C,A,0.9002015233259284,1,top1,20260326,7.68,7.49,6.94,6.3,-0.02473958333333326,-0.09635416666666663,-0.1796875,False,False,False
600395.SH,20260325,盘江股份,煤炭开采,C,B,0.7721782317007007,2,top2,20260326,6.27,6.12,6.17,5.95,-0.023923444976076458,-0.015948963317384268,-0.05103668261562988,False,False,False
600642.SH,20260325,申能股份,火力发电,C,B,0.7431953825215578,3,top3,20260326,9.22,9.28,9.21,9.05,0.006507592190889255,-0.0010845986984815426,-0.018438177874186557,True,False,False
000720.SZ,20260326,新能泰山,电气设备,C,A,0.8807315138051413,1,top1,20260327,5.43,5.51,4.96,5.46,0.014732965009208066,-0.0865561694290976,0.005524861878453136,True,False,True
002655.SZ,20260326,共达电声,元器件,A,B,0.6920051306957717,3,top3,20260327,17.51,17.66,17.5,18.1,0.008566533409480215,-0.0005711022272987254,0.03369503141062258,True,False,True
002832.SZ,20260326,比音勒芬,服饰,C,B,0.6983793857409795,2,top2,20260327,17.44,17.36,17.5,17.12,-0.004587155963302836,0.0034403669724769603,-0.01834862385321101,False,True,False
000890.SZ,20260327,法尔胜,环境保护,A,B,0.6978859778345367,2,top2,20260330,13.95,14.83,15.43,15.3,0.06308243727598573,0.10609318996415773,0.09677419354838723,True,True,True
002866.SZ,20260327,传艺科技,IT设备,G,B,0.6895443922558088,3,top3,20260330,20.99,22.8,21.75,21.65,0.08623153882801349,0.036207717960933916,0.03144354454502141,True,True,True
600186.SH,20260327,莲花控股,食品,G,A,0.8322305352798053,1,top1,20260330,6.9,7.39,7.1,7.33,0.07101449275362315,0.02898550724637672,0.062318840579710155,True,True,True
600487.SH,20260330,亨通光电,通信设备,C,B,0.7499407322212448,2,top2,20260331,53.31,52.66,51.96,53.39,-0.012192834365034821,-0.025323579065841373,0.0015006565372350789,False,False,True
603738.SH,20260330,泰晶科技,元器件,C,B,0.7776736035715065,1,top1,20260331,26.34,25.92,26.3,24.81,-0.015945330296127547,-0.0015186028853454436,-0.05808656036446469,False,False,False
