group,n,avg_ret_t1,med_ret_t1,win_t1,avg_ret_t2,med_ret_t2,win_t2
top1_3,354,0.0036117465452879206,-0.003294621069786452,0.4661016949152542,0.005967756215217387,-0.003388662834506617,0.4632768361581921
top4_5,236,-0.0009652222258351068,-0.007523823872839008,0.4322033898305085,-0.003596595673284033,-0.008346228239845266,0.4110169491525424
