group,label_abc,n,avg_ret_t1,med_ret_t1,win_t1,avg_ret_t2,med_ret_t2,win_t2,avg_ret_t3,med_ret_t3,win_t3
top5,A,122,0.04966849352959015,0.049012324733085255,0.8934426229508197,0.09085205565980362,0.07840928243841438,0.9508196721311475,0.11435788972230478,0.09021607583367319,0.9754098360655737
top5,C,468,-0.010702543544605043,-0.014796023488204302,0.33760683760683763,-0.02098325142992333,-0.02005779690236842,0.30982905982905984,-0.02867233733696501,-0.030358280715982122,0.28846153846153844
rank6_10,A,102,0.045446690832987635,0.04407725540765994,0.9215686274509803,0.06942330554834933,0.05659642401021714,0.9509803921568627,0.09179954228398586,0.07411003961719687,0.9705882352941176
rank6_10,C,469,-0.010042615710782719,-0.010598290598290538,0.3326226012793177,-0.018431447011493234,-0.01741293532338295,0.326226012793177,-0.021225039661496903,-0.018675721561969394,0.32409381663113007
