sample_n,mean_ret_t1,mean_ret_t2,mean_ret_t3,median_ret_t1,median_ret_t2,median_ret_t3,win_t1,win_t2,win_t3,window,group
55,0.006419161254078703,0.006586329166634407,0.011933059658379899,0.004206098843323014,-0.0017073170731707332,-0.0026743468422135708,0.5818181818181818,0.45454545454545453,0.4727272727272727,main,A
112,0.004822586518381433,0.0030699540155264163,0.0009331405946757887,0.0028252194732641955,0.0009188027415413247,0.001236134332538441,0.5357142857142857,0.5089285714285714,0.5178571428571429,main,B
56,0.007335224862803126,0.01387764523262439,0.014209186398402551,-0.00316917749535911,0.005801402731635319,0.0014243000551357188,0.4642857142857143,0.5535714285714286,0.5178571428571429,confirm,A
116,0.004142840865486214,0.009787216878876433,0.0057639123246103876,0.001323272263268116,0.008236540127968373,0.003965323394472309,0.5172413793103449,0.5775862068965517,0.5172413793103449,confirm,B
