total_trading_days,days_with_f3_candidates,days_with_f2_only_candidates,selected_days,blank_days,blank_day_ratio,avg_days_per_selected,f3_selected_days,f2_selected_days,f3_selected_share,f2_selected_share,pace_target_days
115,7,4,9,106,0.9217391304347826,12.777777777777779,7,2,0.7777777777777778,0.2222222222222222,3
