trade_date,buy_date,stock_code,stock_name,path_source,priority_tag,rank_global_after_merge,score_total,ret_t1_close,ret_t2_close,ret_t3_close,signal_triggered,signal_type,signal_time,signal_price,signal_reason,non_trigger_reason,selector_explain,priority_reason
20251020,20251021,603099.SH,长白山,B,0,3,0.6794080980905708,-0.0162350212601469,-0.0338229609586393,0.0270583687669114,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251021,20251022,605228.SH,神通科技,B,0,2,0.6895699827797048,0.0057894736842105,-0.0405263157894736,-0.0526315789473684,1,pullback_confirm,2025-10-21 11:30:00,18.30225628,"pullback_reclaim_support(support=18.209,drawdown=0.704%)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251022,20251023,600667.SH,太极实业,B,0,3,0.6531733174431583,-0.0127906976744185,0.0348837209302326,0.0511627906976743,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251022,20251023,600853.SH,龙建股份,B,0,2,0.7976097948411599,0.0,-0.0257009345794393,-0.0257009345794393,1,pullback_confirm,2025-10-22 11:15:00,4.38,"pullback_reclaim_support(support=4.287,drawdown=0.680%)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251023,20251024,000027.SZ,深圳能源,B,0,2,0.7181540999694885,-0.0559895833333332,-0.0559895833333332,-0.0794270833333332,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251023,20251024,600210.SH,紫江企业,B,0,3,0.6652846379397974,0.0039113428943937,0.0,0.0,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251023,20251024,603699.SH,纽威股份,A,0,1,0.815976430976431,-0.0176600441501103,0.0805739514348786,0.1501103752759383,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=A;priority_tag=0,in_v32_core_only
20251024,20251027,000623.SZ,吉林敖东,B,0,3,0.7374348439844781,0.0067469879518071,0.0019277108433735,0.0515662650602408,1,pullback_confirm,2025-10-24 14:10:00,20.51,"pullback_reclaim_support(support=20.480,drawdown=0.437%)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251024,20251027,600237.SH,铜峰电子,B,0,2,0.7486509175973289,0.0024906600249068,0.0236612702366127,0.0136986301369863,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251027,20251028,605358.SH,立昂微,B,0,2,0.7356565308307668,0.0579582230067665,0.0638423065607529,0.0556045895851722,1,pullback_confirm,2025-10-27 13:35:00,33.95,"pullback_reclaim_support(support=33.732,drawdown=1.566%)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251028,20251029,000683.SZ,博源化工,B,0,3,0.7510995098988118,0.0462249614791987,0.044684129429892,0.0416024653312787,1,pullback_confirm,2025-10-28 15:00:00,6.5,"pullback_reclaim_support(support=6.472,drawdown=1.664%)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251028,20251029,000690.SZ,宝新能源,B,0,2,0.759875377498523,-0.006237006237006,0.0124740124740125,-0.0103950103950103,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251029,20251030,601336.SH,新华保险,B,0,3,0.762321144715824,0.0114122681883026,-0.0326676176890156,-0.0506419400855919,1,range_break_confirm,2025-10-29 13:35:00,68.79593388,"range_break_v11(path=B,width=0.887%,vol_ratio=1.48)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251029,20251030,603516.SH,淳中科技,B,0,2,0.787072283038558,-0.0491803278688525,-0.0562841530054645,0.0380874316939889,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251030,20251031,601121.SH,宝地矿业,B,0,2,0.7968832191326549,-0.0161725067385445,-0.0296495956873314,-0.0431266846361186,1,pullback_confirm,2025-10-30 13:10:00,7.38,"pullback_reclaim_support(support=7.366,drawdown=0.673%)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251030,20251031,601975.SH,招商南油,B,0,3,0.7603193578733309,-0.018018018018018,-0.024024024024024,-0.042042042042042,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251031,20251103,600064.SH,南京高科,B,0,2,0.7118312231481134,-0.0184782608695651,-0.0260869565217389,-0.0217391304347824,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251031,20251103,603823.SH,百合花,B,0,3,0.6839186686854698,0.0,0.0998298355076574,-0.0102098695405558,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251103,20251104,601677.SH,明泰铝业,B,0,2,0.7567471235701799,-0.0305393112410656,-0.0344379467186485,0.0064977257959712,1,breakout_confirm,2025-11-03 13:40:00,15.03623044,"breakout_v11(path=B,ref=15.016,vol_ratio=1.75,hold=3)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251104,20251105,600470.SH,六国化工,B,0,2,0.7524549393949069,0.0291262135922332,0.1245954692556634,0.0970873786407768,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251104,20251105,600996.SH,贵广网络,B,0,3,0.6370467659750976,0.0103092783505156,0.0,-0.004123711340206,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251105,20251106,600108.SH,亚盛集团,B,0,2,0.7601852226824741,-0.0062499999999999,-0.003125,-0.0062499999999999,1,pullback_confirm,2025-11-05 14:30:00,3.21,"pullback_reclaim_support(support=3.197,drawdown=0.619%)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251105,20251106,603079.SH,圣达生物,B,0,3,0.7513142098819374,0.0099502487562188,0.0388059701492535,0.0626865671641789,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251106,20251107,601226.SH,华电科工,B,0,2,0.7521798999960256,0.0012970168612191,0.1011673151750973,0.08041504539559,1,pullback_confirm,2025-11-06 11:30:00,7.91,"pullback_reclaim_support(support=7.888,drawdown=0.753%)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251106,20251107,603048.SH,浙江黎明,B,0,3,0.738966658537476,-0.0254716981132074,-0.0094339622641509,-0.0136792452830187,1,pullback_confirm,2025-11-06 13:45:00,20.59345414,"pullback_reclaim_support(support=20.543,drawdown=0.577%)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251107,20251110,600125.SH,铁龙物流,B,0,2,0.6964630560894555,-0.0030075187969925,0.0090225563909773,0.0165413533834586,1,pullback_confirm,2025-11-07 14:20:00,6.58089159,"pullback_reclaim_support(support=6.568,drawdown=0.897%)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251107,20251110,603803.SH,瑞斯康达,B,0,3,0.6839081723450137,-0.0081883316274309,-0.0235414534288639,0.0051177072671444,1,pullback_confirm,2025-11-07 14:10:00,9.63,"pullback_reclaim_support(support=9.609,drawdown=1.332%)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251110,20251111,600510.SH,黑牡丹,B,0,2,0.7695151994938887,0.0655737704918031,0.0437158469945355,0.0918032786885245,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251110,20251111,601121.SH,宝地矿业,B,0,3,0.7328235743008711,-0.0247831474597274,-0.0359355638166046,-0.023543990086741,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251111,20251112,600343.SH,航天动力,B,0,2,0.7416057716517425,0.0453709380748008,0.0324954015941141,0.0177805027590436,1,pullback_confirm,2025-11-11 13:40:00,16.65,"pullback_reclaim_support(support=16.587,drawdown=2.059%)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251111,20251112,600808.SH,马钢股份,B,0,3,0.7147747483901874,-0.0139534883720929,0.013953488372093,0.0046511627906977,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251112,20251113,600108.SH,亚盛集团,B,0,3,0.7489567985483898,0.0061538461538461,0.0061538461538461,0.0215384615384615,1,pullback_confirm,2025-11-12 13:50:00,3.27,"pullback_reclaim_support(support=3.257,drawdown=0.909%)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251112,20251113,601968.SH,宝钢包装,B,0,2,0.7779629810555371,-0.0087412587412587,-0.027972027972028,-0.0367132867132866,1,pullback_confirm,2025-11-12 14:10:00,5.66590738,"pullback_reclaim_support(support=5.653,drawdown=1.552%)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251113,20251114,600201.SH,生物股份,B,0,2,0.8121383629967508,0.0127334465195245,0.0212224108658742,0.0263157894736842,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251113,20251114,603889.SH,新澳股份,B,0,3,0.7914093854269328,-0.0119474313022699,-0.0047789725209078,-0.040621266427718,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251114,20251117,600157.SH,永泰能源,B,0,1,0.8122111116216568,0.0056179775280897,-0.0393258426966292,-0.0674157303370787,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251114,20251117,600686.SH,金龙汽车,B,0,3,0.7529906578850324,-0.0264452644526446,-0.0762607626076261,-0.0934809348093481,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251117,20251118,600361.SH,创新新材,B,0,2,0.7950549786460216,-0.0278969957081545,-0.0343347639484978,-0.0364806866952789,1,pullback_confirm,2025-11-17 13:40:00,4.68,"pullback_reclaim_support(support=4.670,drawdown=0.847%)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251117,20251118,605255.SH,天普股份,B,0,3,0.7870810131073434,0.0926192532872636,0.1460792782416737,0.0556675304731739,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251118,20251119,600100.SH,同方股份,B,0,3,0.7716235992086967,-0.012101210121012,-0.0396039603960395,-0.0847084708470846,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251118,20251119,601360.SH,三六零,A,1,1,0.8365632515632517,-0.0194244604316546,-0.0640287769784173,-0.0928057553956834,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=A;priority_tag=1,in_v32_core_and_hit_v31_relaxed
20251118,20251119,603190.SH,亚通精工,B,1,2,0.8313336980808129,0.0218068535825544,0.0284267912772586,0.0077881619937694,1,pullback_confirm,2025-11-18 13:30:00,26.08,"pullback_reclaim_support(support=26.021,drawdown=0.837%)",,schemeB:v32_core;path=B;priority_tag=1,in_v32_core_and_hit_v31_relaxed
20251119,20251120,601398.SH,工商银行,B,0,3,0.6941637574624951,0.0073081607795368,0.0048721071863579,-0.0012180267965896,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251119,20251120,601988.SH,中国银行,B,0,2,0.7320297876572678,0.0417362270450751,0.0500834724540901,0.0300500834724539,1,breakout_confirm,2025-11-19 14:35:00,5.88522,"breakout_v11(path=B,ref=5.875,vol_ratio=1.51,hold=3)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251120,20251121,600601.SH,方正科技,B,0,2,0.6945714658204875,0.0199652777777779,-0.0147569444444444,0.0269097222222223,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251120,20251121,600734.SH,实达集团,A,1,1,0.8375060125060126,0.0221238938053098,0.1238938053097347,0.2367256637168142,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=A;priority_tag=1,in_v32_core_and_hit_v31_relaxed
20251120,20251121,601328.SH,交通银行,B,0,3,0.6897035905928591,-0.0052219321148825,-0.0130548302872063,0.0078328981723236,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251121,20251124,000065.SZ,北方国际,B,0,2,0.7002601810135303,0.032,0.016,0.0431999999999999,1,pullback_confirm,2025-11-21 11:30:00,12.08,"pullback_reclaim_support(support=12.000,drawdown=1.065%)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251121,20251124,000070.SZ,特发信息,B,0,3,0.6319866654352019,0.0454545454545454,0.1500000000000001,0.2654545454545454,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251124,20251125,600151.SH,航天机电,A,1,1,0.8663503113503114,0.0168918918918916,-0.0292792792792794,-0.0484234234234235,1,range_break_confirm,2025-11-24 13:05:00,8.9,"range_break_v11(path=A,width=0.795%,vol_ratio=1.84)",,schemeB:v32_core;path=A;priority_tag=1,in_v32_core_and_hit_v31_relaxed
20251124,20251125,603280.SH,南方路机,B,0,2,0.7252308529417855,0.0137369033760186,0.0074505238649593,-0.0221187427240978,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251125,20251126,600901.SH,江苏金租,B,0,2,0.7381223928157665,-0.018348623853211,-0.0198776758409785,-0.0122324159021406,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251126,20251127,603338.SH,浙江鼎力,B,0,2,0.776471495466963,-0.0115232265034209,0.0136838314728122,0.0027007562117391,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251126,20251127,603778.SH,国晟科技,A,1,1,0.8468278018278019,0.0343473994111873,0.1373895976447499,0.251226692836114,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=A;priority_tag=1,in_v32_core_and_hit_v31_relaxed
20251127,20251128,600690.SH,海尔智家,B,0,3,0.7125619037324719,0.0058351568198393,0.0018234865061996,0.0123997082421589,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251127,20251128,600803.SH,新奥股份,B,0,2,0.7213577941418923,-0.0042075736325385,0.0271154745208039,0.0172978027115475,1,pullback_confirm,2025-11-27 13:40:00,21.31,"pullback_reclaim_support(support=21.243,drawdown=0.421%)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251128,20251201,600678.SH,四川金顶,B,0,2,0.7103484187826161,-0.0287206266318538,0.0113141862489121,-0.0382941688424717,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251128,20251201,603933.SH,睿能科技,B,0,3,0.6838403248305774,0.0193236714975846,0.1211755233494364,0.0507246376811594,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251201,20251202,000735.SZ,罗牛山,B,0,3,0.7287685656944717,0.0977620730270907,0.1401648998822142,0.0259128386336868,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251201,20251202,000886.SZ,海南高速,B,0,2,0.7441683624297959,0.014341590612777,0.0117340286831812,-0.044328552803129,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251202,20251203,000825.SZ,太钢不锈,B,0,2,0.7328611262445064,-0.0090702947845805,-0.0272108843537415,-0.0090702947845805,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251203,20251204,603338.SH,浙江鼎力,B,0,3,0.7332929342512593,0.0091093117408906,0.0231106612685558,0.0241228070175438,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251204,20251205,600118.SH,中国卫星,B,0,2,0.7809631359079546,0.0463504440112627,0.0608620316222654,0.0543643058262941,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251205,20251208,600219.SH,南山铝业,B,0,3,0.7492770144849619,-0.0187969924812031,-0.0657894736842106,-0.0582706766917293,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251205,20251208,603129.SH,春风动力,B,0,2,0.7656976360776669,0.0027703820968554,0.0105778225516297,0.0595812045765273,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251208,20251209,600909.SH,华安证券,B,0,3,0.7043253604815554,-0.0045317220543806,-0.0030211480362538,-0.0241691842900302,1,pullback_confirm,2025-12-08 13:45:00,6.75,"pullback_reclaim_support(support=6.741,drawdown=0.735%)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251208,20251209,603660.SH,苏州科达,B,0,2,0.7047700137204433,-0.0078277886497064,0.0107632093933462,-0.00293542074364,1,pullback_confirm,2025-12-08 14:20:00,10.15,"pullback_reclaim_support(support=10.136,drawdown=2.404%)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251209,20251210,000953.SZ,河化股份,B,0,3,0.6817761379220459,0.0213032581453633,0.0025062656641603,0.0087719298245614,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251209,20251210,600601.SH,方正科技,B,0,2,0.7231784340346648,-0.0074196207749382,0.032151690024732,0.0263808738664466,1,pullback_confirm,2025-12-09 15:00:00,12.29,"pullback_reclaim_support(support=12.274,drawdown=2.460%)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251210,20251211,600801.SH,华新建材,B,0,3,0.7361611330904021,0.0,0.0101997450063748,0.0148746281342966,1,pullback_confirm,2025-12-10 13:30:00,23.16,"pullback_reclaim_support(support=23.043,drawdown=0.515%)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251210,20251211,601156.SH,东航物流,B,0,2,0.8032387859555706,0.00595947556615,0.0202622169249107,0.0202622169249107,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251211,20251212,600577.SH,精达股份,B,0,2,0.7072024604510679,0.0626702997275203,0.0626702997275203,-0.0435967302452316,1,pullback_confirm,2025-12-11 14:05:00,11.12,"pullback_reclaim_support(support=11.060,drawdown=2.371%)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251212,20251215,000862.SZ,银星能源,B,0,2,0.6747146001178028,-0.0334394904458599,-0.0429936305732484,-0.0557324840764331,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251212,20251215,601208.SH,东材科技,B,0,3,0.6256623979187007,0.1171355498721227,0.0777493606138106,0.1739130434782607,1,pullback_confirm,2025-12-12 13:35:00,19.93740372,"pullback_reclaim_support(support=19.828,drawdown=1.283%)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251215,20251216,000766.SZ,通化金马,B,0,3,0.7514392047172915,-0.0320422535211267,-0.0183098591549295,-0.0313380281690139,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251215,20251216,600113.SH,浙江东日,B,0,1,0.8184985297669645,-0.1068835318036596,-0.0926517571884985,-0.1415916352018588,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251216,20251217,600298.SH,安琪酵母,B,0,2,0.6981457868332834,0.0266009852216748,0.0379310344827585,0.0982758620689656,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251216,20251217,603081.SH,大丰实业,B,0,3,0.696368410520148,0.0181956027293404,0.0098559514783926,0.0409401061410159,1,pullback_confirm,2025-12-16 14:10:00,13.18,"pullback_reclaim_support(support=13.146,drawdown=0.828%)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251217,20251218,000893.SZ,亚钾国际,A,1,1,0.8697859547859549,-0.0238244514106583,-0.0194357366771159,-0.0183908045977011,1,pullback_confirm,2025-12-17 11:15:00,47.85,"pullback_reclaim_support(support=47.756,drawdown=0.932%)",,schemeB:v32_core;path=A;priority_tag=1,in_v32_core_and_hit_v31_relaxed
20251217,20251218,000923.SZ,河钢资源,B,0,2,0.7945118372169495,0.0041950707918194,0.0120608285264813,0.0152071316203461,1,breakout_confirm,2025-12-17 14:00:00,19.26,"breakout_v11(path=B,ref=19.180,vol_ratio=1.81,hold=3)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251217,20251218,600309.SH,万华化学,B,0,3,0.7918568700071922,0.0176478512730702,0.0183214333827292,0.0210157618213659,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251218,20251219,600497.SH,驰宏锌锗,B,0,2,0.7918216255843812,0.0271428571428571,0.0285714285714286,0.0271428571428571,1,pullback_confirm,2025-12-18 14:20:00,7.02,"pullback_reclaim_support(support=7.007,drawdown=2.092%)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251218,20251219,603993.SH,洛阳钼业,B,0,3,0.7383393578838271,0.0228412256267409,0.0373259052924792,0.0334261838440113,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251219,20251222,001215.SZ,千味央厨,B,0,2,0.7658798655696192,-0.018599033816425,-0.0328502415458936,-0.0628019323671498,1,range_break_confirm,2025-12-19 13:05:00,40.47,"range_break_v11(path=B,width=1.155%,vol_ratio=2.99)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251222,20251223,600711.SH,盛屯矿业,A,1,1,0.8657540413790413,0.030942334739803,0.0218002812939521,0.0028129395218001,1,pullback_confirm,2025-12-22 13:10:00,14.13,"pullback_reclaim_support(support=14.109,drawdown=1.050%)",,schemeB:v32_core;path=A;priority_tag=1,in_v32_core_and_hit_v31_relaxed
20251223,20251224,000157.SZ,中联重科,B,0,3,0.6773146947893203,0.0023724792408066,0.0,0.0166073546856466,0,,,,,no_v1_1_pattern_triggered,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251224,20251225,603890.SH,春秋电子,B,0,2,0.7525688764834377,0.0139372822299652,-0.0121951219512193,-0.0441347270615561,1,pullback_confirm,2025-12-24 14:05:00,17.22,"pullback_reclaim_support(support=17.197,drawdown=2.215%)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
20251225,20251226,000960.SZ,锡业股份,B,0,3,0.7182935785464636,0.0201908957415566,0.0062408223201175,0.012114537444934,1,pullback_confirm,2025-12-25 13:15:00,26.89545776,"pullback_reclaim_support(support=26.747,drawdown=0.480%)",,schemeB:v32_core;path=B;priority_tag=0,in_v32_core_only
