trade_date,window,stock_code,stock_name,ts_code,score_total,score_platform_axis_single,score_industry_axis_single,f_platform_compress_ratio,label_A_high,label_A_mid,label_A_low,label_C,label_G,ret_t1_close,ret_t2_close,ret_t3_close,f31_tier
20251118,confirm,601360.SH,三六零,601360.SH,0.8365632515632517,0.6245640713706406,0.5549182299182299,0.425824175824176,0,0,0,1,0,-0.0194244604316546,-0.0640287769784173,-0.0928057553956834,strict
20251120,confirm,600734.SH,实达集团,600734.SH,0.8375060125060126,0.5898925385239254,0.5727633477633478,0.5135135135135135,1,0,0,0,0,0.0221238938053098,0.1238938053097347,0.2367256637168142,strict
20251126,confirm,603778.SH,国晟科技,603778.SH,0.8468278018278019,0.5247668288726682,0.4821669071669071,0.44751381215469593,1,0,0,0,0,0.0343473994111873,0.1373895976447499,0.251226692836114,strict
20251222,confirm,600711.SH,盛屯矿业,600711.SH,0.8657540413790413,0.6557988645579886,0.7954545454545454,0.4051724137931034,0,0,1,0,0,0.030942334739803,0.0218002812939521,0.0028129395218001,relaxed_fallback
20260105,main,000962.SZ,东方钽业,000962.SZ,0.8682053157053157,0.6101378751013787,0.7796176046176047,0.38461538461538475,1,0,0,0,0,0.0670475045099219,0.05832832230908,0.0643415514131089,strict
20260319,main,601088.SH,中国神华,601088.SH,0.8350986050986051,0.5678223844282237,0.4290163540163541,0.5058365758754862,0,0,0,1,0,0.0193375848590824,0.0183089899197697,-0.0026743468422135,strict
20260320,main,002309.SZ,中利集团,002309.SZ,0.890508463008463,0.6369525547445254,0.618867243867244,0.44047619047619047,1,0,0,0,0,0.0,0.1002386634844869,0.2100238663484486,strict
20260323,main,601908.SH,京运通,601908.SH,0.8608152958152958,0.5837793998377939,0.5268278018278018,0.5636363636363643,1,0,0,0,0,0.0392609699769053,0.0554272517321017,0.161662817551963,strict
