scope,scenario,selected_n,A_recall_rate,A_high_recall_rate,A_high_over_C,A_low_plus_C_share,mean_ret_t2,median_ret_t2,win_t2,A3_early_structure_low_rs20_recall,A5_mixed_other_recall
full_year,mainline_s2_er1,914,0.06680639245480743,0.0761904761904762,0.29721362229102166,0.43435448577680524,0.005134357537938006,0.0007272727272726875,0.49781181619256015,0.06329113924050633,0.03190184049079755
full_year,mainline_s3_er1,965,0.07126015195179461,0.07698412698412699,0.28362573099415206,0.44145077720207254,0.004680959972106634,0.0006195786864930941,0.49740932642487046,0.07172995780590717,0.03190184049079755
full_year,mainline_s3_er1_er2,1000,0.07492795389048991,0.08492063492063492,0.29971988795518206,0.444,0.005201917454707979,0.000773067234912439,0.5,0.07172995780590717,0.03190184049079755
main_window,mainline_s2_er1,260,0.05329593267882188,0.061752988047808766,0.27927927927927926,0.5115384615384615,0.0027493821519229836,-0.000827850462890134,0.49230769230769234,0.08450704225352113,0.014450867052023121
main_window,mainline_s3_er1,279,0.05750350631136045,0.061752988047808766,0.2605042016806723,0.5161290322580645,0.002237913680952123,-0.0009560229445507717,0.4910394265232975,0.09859154929577464,0.014450867052023121
main_window,mainline_s3_er1_er2,287,0.06030855539971949,0.0697211155378486,0.2916666666666667,0.5052264808362369,0.0038335314144040677,0.0006195786864930941,0.5017421602787456,0.09859154929577464,0.014450867052023121
confirm_window,mainline_s2_er1,226,0.07266009852216748,0.09057971014492754,0.3125,0.42035398230088494,0.0082852050846812,0.0026044841834315102,0.5442477876106194,0.05263157894736842,0.046511627906976744
confirm_window,mainline_s3_er1,234,0.07389162561576355,0.09057971014492754,0.29411764705882354,0.43162393162393164,0.007636224111379178,0.002216988253766927,0.5341880341880342,0.05263157894736842,0.046511627906976744
confirm_window,mainline_s3_er1_er2,244,0.08251231527093596,0.10144927536231885,0.3218390804597701,0.4344262295081967,0.008587483800126035,0.00274178516670176,0.5409836065573771,0.05263157894736842,0.046511627906976744
