trade_date,stock_code,stock_name,ts_code,input_tier,in_f3,in_t2_s4,pass_v3_2_candidate,pass_v3_1_relaxed,is_core_candidate,priority_tag,priority_reason,path_source,rank_in_path,rank_global_after_merge,score_total,score_trend_axis_single,score_platform_axis_single,score_chip_axis_single,score_industry_axis_single,f_chip_winner_rate,f_platform_compress_ratio,selector_explain,ret_t1_close,ret_t2_close,ret_t3_close,label_A_high,label_A_mid,label_A_low,label_C,label_G,signal_triggered,signal_type,signal_time,signal_price,signal_reason,non_trigger_reason
20251016,600179.SH,安通控股,600179.SH,T2_S4,0,1,1,0,1,0,in_v32_core_only,A,1.0,1,0.801281785031785,0.866779858290149,0.6167477696674777,0.59745645506244,0.5372655122655123,0.9999999999999999,0.5384615384615381,schemeB:v32_core;path=A;priority_tag=0,0.0439024390243905,0.1487804878048781,0.1243902439024391,1,0,0,0,0,0,,,,,no_v1_1_pattern_triggered
20251023,603699.SH,纽威股份,603699.SH,T2_S4,0,1,1,0,1,0,in_v32_core_only,A,1.0,1,0.815976430976431,0.891838613233244,0.6050790754257908,0.4246107134760501,0.3961159211159211,0.9736347216747478,0.41654778887303867,schemeB:v32_core;path=A;priority_tag=0,-0.0176600441501103,0.0805739514348786,0.1501103752759383,1,0,0,0,0,0,,,,,no_v1_1_pattern_triggered
20251118,601360.SH,三六零,601360.SH,F3,1,0,1,1,1,1,in_v32_core_and_hit_v31_relaxed,A,1.0,1,0.8365632515632517,0.8969421769384447,0.6245640713706406,0.8424767086612472,0.5549182299182299,0.9838066163956888,0.425824175824176,schemeB:v32_core;path=A;priority_tag=1,-0.0194244604316546,-0.0640287769784173,-0.0928057553956834,0,0,0,1,0,0,,,,,no_v1_1_pattern_triggered
20251120,600734.SH,实达集团,600734.SH,F3,1,0,1,1,1,1,in_v32_core_and_hit_v31_relaxed,A,1.0,1,0.8375060125060126,0.8795352756549882,0.5898925385239254,0.6889163454998867,0.5727633477633478,0.9663457473925686,0.5135135135135135,schemeB:v32_core;path=A;priority_tag=1,0.0221238938053098,0.1238938053097347,0.2367256637168142,1,0,0,0,0,0,,,,,no_v1_1_pattern_triggered
20251126,603778.SH,国晟科技,603778.SH,F3,1,0,1,1,1,1,in_v32_core_and_hit_v31_relaxed,A,1.0,1,0.8468278018278019,0.9094904474121422,0.5247668288726682,0.938025391067785,0.4821669071669071,0.9758907324152879,0.44751381215469593,schemeB:v32_core;path=A;priority_tag=1,0.0343473994111873,0.1373895976447499,0.251226692836114,1,0,0,0,0,0,,,,,no_v1_1_pattern_triggered
20251231,002134.SZ,天津普林,002134.SZ,T2_S4,0,1,1,0,1,0,in_v32_core_only,A,1.0,1,0.8881890331890333,0.9000772525772527,,,0.6865680615680616,0.9849286761603238,,schemeB:v32_core;path=A;priority_tag=0,-0.0126865671641791,-0.0283582089552238,-0.0171641791044776,0,0,0,0,1,1,pullback_confirm,2025-12-31 13:10:00,25.92,"pullback_reclaim_support(support=25.677,drawdown=0.766%)",
20260105,000962.SZ,东方钽业,000962.SZ,F3,1,0,1,1,1,1,in_v32_core_and_hit_v31_relaxed,A,1.0,1,0.8682053157053157,0.9019411689429798,0.6101378751013787,0.8640323553789887,0.7796176046176047,0.9199324858050398,0.38461538461538475,schemeB:v32_core;path=A;priority_tag=1,0.0670475045099219,0.05832832230908,0.0643415514131089,1,0,0,0,0,1,range_break_confirm,2026-01-05 14:55:00,33.27,"range_break_v11(path=A,width=0.820%,vol_ratio=1.65)",
20260106,002501.SZ,利源股份,002501.SZ,T2_S4,0,1,1,0,1,0,in_v32_core_only,A,1.0,1,0.8738405288405289,0.895925332482937,,,0.7967652717652718,0.982354807902433,,schemeB:v32_core;path=A;priority_tag=0,-0.0315789473684211,-0.0210526315789474,-0.0526315789473683,0,0,0,0,1,0,,,,,no_v1_1_pattern_triggered
20260107,002284.SZ,亚太股份,002284.SZ,T2_S4,0,1,1,0,1,0,in_v32_core_only,A,1.0,1,0.8605651755651756,0.9009370175367598,,,0.681024531024531,0.9648312913126543,,schemeB:v32_core;path=A;priority_tag=0,-0.0151228733459356,-0.0220541902961562,-0.0214240705734088,0,0,1,0,0,1,range_break_confirm,2026-01-07 14:10:00,15.93,"range_break_v11(path=A,width=0.824%,vol_ratio=1.97)",
20260319,601088.SH,中国神华,601088.SH,F3,1,0,1,1,1,1,in_v32_core_and_hit_v31_relaxed,A,1.0,1,0.8350986050986051,0.8760587152055633,0.5678223844282237,0.5948427092442055,0.4290163540163541,0.9987319435255608,0.5058365758754862,schemeB:v32_core;path=A;priority_tag=1,0.0193375848590824,0.0183089899197697,-0.0026743468422135,0,0,0,1,0,1,range_break_confirm,2026-03-19 13:05:00,49.25,"range_break_v11(path=A,width=0.927%,vol_ratio=3.18)",
20260320,002309.SZ,中利集团,002309.SZ,F3,1,0,1,1,1,1,in_v32_core_and_hit_v31_relaxed,A,1.0,1,0.890508463008463,0.8786357415634973,0.6369525547445254,0.7262731039164955,0.618867243867244,0.9928126508651078,0.44047619047619047,schemeB:v32_core;path=A;priority_tag=1,0.0,0.1002386634844869,0.2100238663484486,1,0,0,0,0,0,,,,,no_v1_1_pattern_triggered
20260323,601908.SH,京运通,601908.SH,F3,1,0,1,1,1,1,in_v32_core_and_hit_v31_relaxed,A,1.0,1,0.8608152958152958,0.8703650838614526,0.5837793998377939,0.5400042102535868,0.5268278018278018,0.9760319576907811,0.5636363636363643,schemeB:v32_core;path=A;priority_tag=1,0.0392609699769053,0.0554272517321017,0.161662817551963,1,0,0,0,0,1,pullback_confirm,2026-03-23 14:55:00,4.33,"pullback_reclaim_support(support=4.300,drawdown=2.257%)",
