variant,window,sample_n,win_t1,win_t2,win_t3,mean_ret_t1,mean_ret_t2,mean_ret_t3,median_ret_t1,median_ret_t2,median_ret_t3
v3.1_relaxed,main,17,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.0191310413483398,0.039885674369218124,0.07120218647193734,0.014122759369907811,0.04762509525019043,0.07111436950146621
v3.1_relaxed,confirm,15,0.4,0.4666666666666667,0.6,-0.009135794676970269,0.0054918765448095964,0.020393878466898403,-0.009551374819102731,-0.013748191027496248,0.011570247933884392
v3.2_candidate,main,101,0.5247524752475248,0.5247524752475248,0.5247524752475248,0.0035714832487378856,0.006170798189800563,0.007471617859709972,0.001980198019801982,0.0024721878862792313,0.001255230125523088
v3.2_candidate,confirm,109,0.5321100917431193,0.5688073394495413,0.5504587155963303,0.0051606508897492215,0.012450927303648848,0.010960104784212277,0.0027703820968554282,0.006240822320117578,0.006497725795971299
v3_freeze_candidate_2,main,166,0.5421686746987951,0.5060240963855421,0.5060240963855421,0.00490204280128715,0.004433793063297813,0.0038628643899852153,0.0030793099168425764,0.0009188027415413247,0.0007307089080955675
v3_freeze_candidate_2,confirm,172,0.5174418604651163,0.5406976744186046,0.5058139534883721,0.005989985599504289,0.00705644061398899,0.002276357501853045,0.0013468324529559705,0.004910076354188386,0.0014243000551357188
