group,n,avg_ret_t1,med_ret_t1,win_t1,avg_ret_t2,med_ret_t2,win_t2
top1,118,0.006509376064677495,0.0006487187804087302,0.5,0.008305526128265005,-0.002126361034768376,0.4915254237288136
top2,236,0.00527237788623201,-0.0020810291950106863,0.4745762711864407,0.011665202384728783,0.0006179775280898969,0.5
top3,354,0.0036117465452879206,-0.003294621069786452,0.4661016949152542,0.005967756215217387,-0.003388662834506617,0.4632768361581921
top5,590,0.0017809590368387093,-0.0042148414443476945,0.45254237288135596,0.0021420154598168185,-0.005518680238794205,0.4423728813559322
rank6_10,571,-0.00013034028615123558,-0.005154639175257825,0.43782837127845886,-0.0027376032967753,-0.007031249999999933,0.43782837127845886
