trade_date,stock_code,stock_name,ts_code,label_class,label_A_high,label_A_mid,label_A_low,label_C,label_G,path_source,in_C2A,in_ech2_s2,in_mainline_current,mainline_channel,score_total,score_platform_axis_single,score_industry_axis_single,f_chip_winner_rate,f_platform_compress_ratio,f_strength_rs20_xsec_q,rank_global_after_merge,ret_t1_close,ret_t2_close,ret_t3_close
20260202,000657.SZ,中钨高新,000657.SZ,A,0,0,1,0,0,,False,False,False,none,,0.2433685968819599,0.18077713482234603,0.5772492553974576,0.6527102803738319,0.9904622157006603,,-0.017756423647378172,-0.020681011071652322,-0.05055358261959464
20260202,000700.SZ,模塑科技,000700.SZ,A,0,0,1,0,0,,False,False,False,none,,0.3803786191536748,0.4924557893029041,0.6069937077255027,0.556521739130435,0.40792369772560527,,0.015089163237311354,0.011659807956104329,0.010973936899862924
20260202,000767.SZ,晋控电力,000767.SZ,A,0,0,1,0,0,,False,False,False,none,,0.6800779510022271,0.11055378292142123,0.8872668167598576,0.5,0.8407923697725606,,-0.012422360248447228,-0.006211180124223614,-0.034161490683229934
20260202,000778.SZ,新兴铸管,000778.SZ,A,1,0,0,0,0,,False,False,False,none,,0.3133574610244989,0.1117976312800822,0.8645127032560063,0.6557377049180331,0.863536316947909,,0.01041666666666674,0.05208333333333326,0.07916666666666661
20260202,000815.SZ,美利云,000815.SZ,A,0,0,1,0,0,,False,False,False,none,,0.19521158129175947,0.38097588015791467,0.5974718588275831,0.7690217391304348,0.925898752751284,,0.06430635838150289,0.005057803468208055,-0.03106936416184969
20260202,000886.SZ,海南高速,000886.SZ,G,0,0,0,0,1,,False,False,False,none,,0.7589142538975502,0.1158942188091504,0.4191616494232475,0.21893491124260356,0.4996331621423331,,-0.004552352048558417,0.0015174506828528056,0.01365705614567525
20260202,001965.SZ,招商公路,001965.SZ,G,0,0,0,0,1,,False,False,False,none,,0.7957238307349666,0.1764236655670326,0.03827928882625011,0.4230769230769235,0.2938371239911959,,-0.0020703933747411307,0.0031055900621117516,0.009316770186335477
20260202,002041.SZ,登海种业,002041.SZ,C,0,0,0,1,0,,False,False,False,none,,0.2524220489977728,0.3792520685739008,0.9620085533402272,0.7731481481481487,0.9310344827586207,,0.04414414414414414,0.024324324324324298,-0.027927927927927976
20260202,002054.SZ,德美化工,002054.SZ,A,0,1,0,0,0,,False,False,False,none,,0.28645879732739415,0.07709831810069764,0.35591260246056217,0.654275092936803,0.871606749816581,,0.034443168771526755,0.03214695752009167,0.04936854190585538
20260202,002099.SZ,海翔药业,002099.SZ,A,0,0,1,0,0,,False,False,False,none,,0.7252449888641426,0.3106443675301498,0.8823267725754873,0.267379679144385,0.7142333088774762,,-0.005747126436781658,0.00287356321839094,-0.01867816091954022
20260202,002723.SZ,小崧股份,002723.SZ,A,0,0,1,0,0,,False,False,False,none,,0.6007349665924275,0.1849954031691093,0.6818155356142889,0.46551724137931055,0.6500366837857667,,-0.0032858707557503752,-0.009857612267251015,-0.02300109529025196
20260202,002830.SZ,名雕股份,002830.SZ,A,1,0,0,0,0,,False,False,False,none,,0.47253897550111357,0.1360256340922611,1.0,0.5681818181818182,0.9651504035216434,,0.1310289389067525,0.2439710610932475,0.11977491961414799
20260202,002849.SZ,威星智能,002849.SZ,G,0,0,0,0,1,,False,False,False,none,,0.6752839643652561,0.035091395814179874,0.7886337679619546,0.28591352859135294,0.8910491562729274,,0.012383900928792713,0.004643962848297267,0.0
20260202,002879.SZ,长缆科技,002879.SZ,G,0,0,0,0,1,,False,False,False,none,,0.4819961024498886,0.7129481910118436,0.4671086419785666,0.5030864197530867,0.8881144534115921,,0.02000930665425793,0.03350395532805961,-0.006514657980455918
20260202,002996.SZ,顺博合金,002996.SZ,C,0,0,0,1,0,,False,False,False,none,,0.3249554565701559,0.1858674490292575,0.450262247784058,0.6431924882629109,0.7443140132061629,,-0.013253012048192958,-0.014457831325301318,-0.046987951807229034
20260202,600088.SH,中视传媒,600088.SH,G,0,0,0,0,1,,False,False,False,none,,0.6194376391982181,0.28969498675031097,0.7299738960588354,0.4478873239436618,0.8004402054292002,,0.012813370473537589,-0.012256267409470722,0.004456824512534929
