trade_date,stock_code,stock_name,pass_v3_2_candidate,pass_v3_1_relaxed,is_core_candidate,priority_tag,priority_reason,path_source,rank_global_after_merge,selector_explain,score_total,ret_t1_close,ret_t2_close,ret_t3_close,label_A_high,label_A_mid,label_A_low,label_C,label_G
20250929,000623.SZ,吉林敖东,1,0,1,0,in_v32_core_only,B,2,schemeB:v32_core;path=B;priority_tag=0,0.7761092352631525,-0.009896091044037547,0.004948045522018774,0.03067788223651635,0,0,0,0,1
20250930,600301.SH,华锡有色,1,0,1,0,in_v32_core_only,B,2,schemeB:v32_core;path=B;priority_tag=0,0.766644927765261,0.03044776119402992,-0.04865671641791047,-0.02179104477611926,0,0,0,1,0
20251009,600392.SH,盛和资源,1,0,1,0,in_v32_core_only,B,3,schemeB:v32_core;path=B;priority_tag=0,0.7466099773026618,-0.04996034892942103,0.03370340999206989,-0.008723235527359208,0,0,0,0,1
20251009,603038.SH,华立股份,1,0,1,0,in_v32_core_only,B,2,schemeB:v32_core;path=B;priority_tag=0,0.7539940772029983,0.028993746446844826,0.1318931210915293,0.13359863558840268,1,0,0,0,0
20251010,600850.SH,电科数字,1,0,1,0,in_v32_core_only,B,3,schemeB:v32_core;path=B;priority_tag=0,0.6602070508572456,0.04593639575971742,-0.020848056537102422,0.016254416961130724,0,0,0,1,0
20251010,605580.SH,恒盛能源,1,0,1,0,in_v32_core_only,B,2,schemeB:v32_core;path=B;priority_tag=0,0.7301196540172276,0.053333333333333455,0.038518518518518396,0.04740740740740734,0,0,0,1,0
20251013,600114.SH,东睦股份,1,0,1,0,in_v32_core_only,B,3,schemeB:v32_core;path=B;priority_tag=0,0.7478130585384849,-0.07636887608069176,-0.04783861671469747,-0.08645533141210382,0,0,0,1,0
20251013,603969.SH,银龙股份,1,0,1,0,in_v32_core_only,B,2,schemeB:v32_core;path=B;priority_tag=0,0.7596440835677918,-0.02010968921389389,-0.026508226691042025,-0.04936014625228513,0,0,0,1,0
20251014,601069.SH,西部黄金,1,0,1,0,in_v32_core_only,B,2,schemeB:v32_core;path=B;priority_tag=0,0.7645950212928023,-0.016388729154686588,-0.07734330074755602,-0.04370327774583105,0,0,0,1,0
20251014,605188.SH,国光连锁,1,0,1,0,in_v32_core_only,B,3,schemeB:v32_core;path=B;priority_tag=0,0.6539353303991662,0.06687085247575286,0.06278713629402755,-0.025523226135783617,0,0,0,0,1
20251015,603391.SH,力聚热能,1,0,1,0,in_v32_core_only,B,2,schemeB:v32_core;path=B;priority_tag=0,0.8184580425225255,-0.0688584474885845,-0.08748858447488583,-0.06958904109589048,0,0,0,1,0
20251015,603725.SH,天安新材,1,0,1,0,in_v32_core_only,B,3,schemeB:v32_core;path=B;priority_tag=0,0.6965587641505329,-0.006363636363636349,-0.05545454545454542,-0.06272727272727263,0,0,0,1,0
20251016,600179.SH,安通控股,1,0,1,0,in_v32_core_only,A,1,schemeB:v32_core;path=A;priority_tag=0,0.801281785031785,0.043902439024390505,0.14878048780487818,0.12439024390243913,1,0,0,0,0
20251016,603069.SH,海汽集团,1,0,1,0,in_v32_core_only,B,2,schemeB:v32_core;path=B;priority_tag=0,0.7577400208210955,0.031847133757961776,0.13503184713375793,0.21698513800424624,1,0,0,0,0
20251017,601718.SH,际华集团,1,0,1,0,in_v32_core_only,B,3,schemeB:v32_core;path=B;priority_tag=0,0.5667894488986603,-0.015748031496062964,-0.015748031496062964,0.013123359580052396,0,0,0,1,0
20251017,603988.SH,中电电机,1,0,1,0,in_v32_core_only,B,2,schemeB:v32_core;path=B;priority_tag=0,0.5674536796156288,-0.024148197155143936,-0.033079722130334055,-0.08633807476017197,0,0,0,1,0
20251020,600158.SH,中体产业,1,0,1,0,in_v32_core_only,B,2,schemeB:v32_core;path=B;priority_tag=0,0.6822739528377896,0.006362672322375529,0.009544008483563182,0.005302226935312904,0,0,0,1,0
20251020,603099.SH,长白山,1,0,1,0,in_v32_core_only,B,3,schemeB:v32_core;path=B;priority_tag=0,0.6794080980905708,-0.016235021260146976,-0.03382296095863935,0.027058368766911478,0,0,0,0,1
20251021,605228.SH,神通科技,1,0,1,0,in_v32_core_only,B,2,schemeB:v32_core;path=B;priority_tag=0,0.6895699827797048,0.0057894736842105665,-0.04052631578947363,-0.052631578947368474,0,0,0,0,1
20251022,600667.SH,太极实业,1,0,1,0,in_v32_core_only,B,3,schemeB:v32_core;path=B;priority_tag=0,0.6531733174431583,-0.012790697674418539,0.03488372093023262,0.051162790697674376,0,0,0,0,1
20251022,600853.SH,龙建股份,1,0,1,0,in_v32_core_only,B,2,schemeB:v32_core;path=B;priority_tag=0,0.7976097948411599,0.0,-0.02570093457943934,-0.02570093457943934,0,0,0,1,0
20251023,000027.SZ,深圳能源,1,0,1,0,in_v32_core_only,B,2,schemeB:v32_core;path=B;priority_tag=0,0.7181540999694885,-0.05598958333333326,-0.05598958333333326,-0.07942708333333326,0,0,0,1,0
20251023,600210.SH,紫江企业,1,0,1,0,in_v32_core_only,B,3,schemeB:v32_core;path=B;priority_tag=0,0.6652846379397974,0.003911342894393766,0.0,0.0,0,0,1,0,0
