scenario,selected_n,A_recall_rate,A_high_recall_rate,A_high_over_C,mean_ret_t1,median_ret_t1,win_t1,mean_ret_t2,median_ret_t2,win_t2,mean_ret_t3,median_ret_t3,win_t3
C2A,636,0.04663348179198323,0.05476190476190476,0.2987012987012987,0.002115619923589973,0.0,0.4716981132075472,0.004632358700187716,0.0009097078576333351,0.5015723270440252,0.004607222630507995,0.0,0.4889937106918239
C2A+ECH1,1696,0.10820015719151166,0.10714285714285714,0.21669341894060995,0.0016209804467453197,-0.0014102059556604374,0.45872641509433965,0.0033247178452245037,-0.0006968641114982743,0.4793632075471698,0.004077140609710674,-0.0003929273084478657,0.4834905660377358
C2A+ECH2,835,0.06025674613570867,0.06587301587301587,0.27483443708609273,0.001579106888168646,-0.0010373443983402453,0.46347305389221555,0.003911224985536145,0.0,0.49221556886227547,0.0049987948755768575,0.0,0.49221556886227547
