scope,scenario,selected_n,A_recall_rate,A_high_recall_rate,A_high_over_C,A_low_plus_C_share,mean_ret_t2,median_ret_t2,win_t2,signal_days,trade_days,blank_days,blank_day_ratio,avg_days_per_signal
full_year,mainline_current,772,0.056850930049777315,0.06507936507936508,0.29927007299270075,0.43523316062176165,0.004758104358410817,0.0007272727272726875,0.49870466321243523,223,223,0,0.0,1.0
main_window,mainline_current,209,0.04207573632538569,0.05179282868525897,0.29213483146067415,0.5119617224880383,0.003041660643982507,0.0006195786864930941,0.5023923444976076,57,57,0,0.0,1.0
confirm_window,mainline_current,194,0.0665024630541872,0.08333333333333333,0.34328358208955223,0.4175257731958763,0.008300017120642558,0.0026044841834315102,0.5515463917525774,60,60,0,0.0,1.0
