ts_code,trade_date,name,industry,label_true_breakout,selected_class,path_source,score_total,rank_global_after_merge,score_trend_axis_single,score_platform_axis_single,score_chip_axis_single,score_industry_axis_single,ret_t1,ret_t2,ret_t3,a_quality_layer,a_quality_score,selected_c_reason,selected_g_reason
002378.SZ,20260304,章源钨业,小金属,C,selected_C,A,0.8370876329576123,1,0.9097527853119379,0.1895489734096264,0.847557957045336,0.5293498968090172,-0.08892763731473419,-0.02571926765475152,-0.02114210985178744,,,platform_false_break_C,
000591.SZ,20260305,太阳能,新型电力,A,selected_A,B,0.7675711782353373,2,0.7182802215448995,0.7450353416358129,0.7939566597872678,0.5514962692490871,0.016260162601625883,0.04065040650406493,0.02276422764227637,A_mid,0.4807692307692308,,
002606.SZ,20260305,大连电瓷,电气设备,G,selected_G,B,0.7572516346563233,3,0.9002338559955214,0.5544597778525748,0.9363093234753816,0.804334021273218,-0.025174825174825277,-0.015384615384615441,-0.007692307692307776,,,,grey_uncertain
600236.SH,20260305,桂冠电力,水力发电,C,selected_C,A,0.8373813303699,1,0.9029075849255369,0.16891618983507237,0.5780678338965369,0.6316081917764724,0.008287292817679592,-0.03959484346224673,-0.0524861878453039,,,trend_chase_C,
003035.SZ,20260306,南网能源,新型电力,A,selected_A,A,0.8467478964915066,1,0.9065071170241589,0.34418545944126555,0.7651918898691401,0.6727655183362438,0.09862385321100908,0.10665137614678888,0.15711009174311918,A_high,0.9375000000000001,,
600873.SH,20260306,梅花生物,食品,A,selected_A,B,0.7372750538329131,2,0.6243449341401516,0.7514641534836756,0.6346976957793754,0.6487339260200031,-0.005877413937867337,-0.03694374475230899,0.0596137699412258,A_low,0.21634615384615385,,
603097.SH,20260306,江苏华辰,电气设备,C,selected_C,B,0.7349536254692857,3,0.8641731949616834,0.5305957590037024,0.8621019322795,0.813621209715828,0.021500000000000075,0.03874999999999984,0.027249999999999996,,,mixed_pseudo_C,
000048.SZ,20260309,京基智农,农业综合,A,selected_A,B,0.7005609339955333,3,0.4472616817802334,0.6847021204981487,0.6770505295625155,0.2785561200190506,0.03005904455179831,0.04884594739667203,0.08480944712828786,A_high,0.7115384615384616,,
001267.SZ,20260309,汇绿生态,通信设备,A,selected_A,A,0.837809969836482,1,0.9070362191944645,0.308751262201279,0.961290896514186,0.42482933799015715,0.04292237442922375,0.12100456621004585,0.0509132420091325,A_high,0.7259615384615384,,
603105.SH,20260309,芯能科技,电气设备,G,selected_G,B,0.7252248666140609,2,0.615276980917035,0.7070683271625716,0.666039598122151,0.8298142562311478,-0.0009372071227741197,0.026241799437675573,0.021555763823805085,,,,buypoint_sensitive_recovery
000927.SZ,20260310,中国铁物,仓储物流,A,selected_A,B,0.7296560193453033,2,0.4306941605774765,0.7661225176708178,0.629594062549611,0.46310922368629936,0.026936026936026813,0.023569023569023573,0.03367003367003352,A_mid,0.48653846153846153,,
002169.SZ,20260310,智光电气,电气设备,C,selected_C,B,0.769677303540837,1,0.8439429128119577,0.6287277011107371,0.9030492368403147,0.9545761231941579,-0.02331288343558291,-0.021472392638036908,-0.04723926380368104,,,mixed_pseudo_C,
000688.SZ,20260311,国城矿业,铅锌,C,selected_C,B,0.6852378307595887,2,0.8942267962975721,0.6045775833052844,0.7329485746036786,0.1476623273535482,0.015211267605633738,0.025352112676056304,0.014929577464788846,,,mixed_pseudo_C,
001207.SZ,20260311,联科科技,化工原料,C,selected_C,A,0.8708462651383899,1,0.8085708886162514,0.2837933355772467,0.755274714807339,0.9136172408318781,0.023659305993690927,-0.023974763406940047,-0.07129337539432168,,,mixed_pseudo_C,
002245.SZ,20260311,蔚蓝锂芯,电气设备,C,selected_C,B,0.6818784928920621,3,0.5906138927281444,0.7583978458431504,0.6048664300455855,0.9058977615494523,-0.009825327510917026,-0.015829694323144072,-0.02347161572052403,,,mixed_pseudo_C,
002709.SZ,20260312,天赐材料,化工原料,C,selected_C,A,0.8686712089557083,1,0.8571462675752287,0.15111073712554696,0.756615834712993,0.8171733608509286,0.00826958858796778,-0.010750465164357959,-0.05768038040107504,,,mixed_pseudo_C,
600796.SH,20260312,钱江生化,环境保护,C,selected_C,B,0.7738218739509061,2,0.5570179140763317,0.7607287108717604,0.7312128682557322,0.3587474202254326,-0.004237288135593209,-0.025423728813559254,-0.012711864406779627,,,mixed_pseudo_C,
600888.SH,20260312,新疆众和,铝,C,selected_C,B,0.7362407425904522,3,0.7473795175146905,0.6261023224503534,0.8171268001723629,0.5565565962851247,-0.051999999999999935,-0.07100000000000006,-0.11999999999999988,,,mixed_pseudo_C,
002531.SZ,20260313,天顺风能,电气设备,C,selected_C,B,0.6947887989537139,2,0.9064239838366739,0.6142712891282396,0.740980903998367,0.6005913637085252,-0.04765625000000007,-0.07890625000000007,-0.09218750000000009,,,mixed_pseudo_C,
600096.SH,20260313,云天化,农药化肥,C,selected_C,B,0.6752482382431174,3,0.8824113737367563,0.5653315382026253,0.7819040664050982,0.6469280838228291,-0.06631482331344651,-0.10119320789352904,-0.11151904543368518,,,mixed_pseudo_C,
600722.SH,20260313,金牛化工,化工原料,G,selected_G,A,0.9001849499920622,1,0.9096244754538104,0.20960955907101983,0.9551649354772866,0.7106088267979045,0.08618654073199505,0.13931523022432102,0.025383707201888983,,,,grey_uncertain
002733.SZ,20260316,雄韬股份,电气设备,C,selected_C,A,0.8704897602794095,1,0.9003277562920645,0.19436216762032985,0.9306314040777448,0.5529846007302747,-0.06438848920863305,-0.03705035971223025,-0.10107913669064761,,,platform_false_break_C,
600395.SH,20260316,盘江股份,煤炭开采,C,selected_C,B,0.6957935140477594,3,0.6470763267228676,0.7133456748569504,0.6716978998934071,0.08705746943959358,-0.011589403973509937,-0.004966887417218624,-0.011589403973509937,,,mixed_pseudo_C,
603929.SH,20260316,亚翔集成,装修装饰,A,selected_A,B,0.716616671428722,2,0.7968287993807994,0.5735106024907438,0.7227440296645726,0.23446181933640262,0.05315203955500625,0.12410383189122354,0.08467243510506783,A_high,0.8490384615384615,,
001382.SZ,20260317,新亚电缆,电气设备,C,selected_C,A,0.8084447879395746,1,0.8609222737117866,0.24092898014136654,0.7140588075204681,0.451976504207017,0.07075873827791979,0.040068201193520725,-0.04518329070758753,,,platform_false_break_C,
002470.SZ,20260317,金正大,农药化肥,C,selected_C,B,0.672859520319171,2,0.9085737651746273,0.3641029956243688,0.9781852788424468,0.31804651531989203,0.011267605633802802,-0.05352112676056342,-0.14929577464788724,,,platform_false_break_C,
601009.SH,20260317,南京银行,银行,C,selected_C,B,0.5982086207671893,3,0.5315577919741223,0.6607455402221474,0.43604146349760736,0.23960152405143673,-0.0008673026886383273,-0.005203816131829853,-0.013876843018213347,,,mixed_pseudo_C,
000729.SZ,20260318,燕京啤酒,啤酒,C,selected_C,B,0.7346489038202931,2,0.47296367763171915,0.844395826321104,0.6126795636495589,0.12285680266709001,-0.011538461538461608,-0.01692307692307693,-0.06461538461538463,,,mixed_pseudo_C,
001287.SZ,20260318,中电港,元器件,A,selected_A,B,0.6887923795029515,3,0.6150240659109283,0.7490912150790979,0.5534164946816955,0.7645658040958883,-0.0040567951318457585,0.014604462474645086,0.0012170385395537942,A_low,0.2951923076923077,,
002213.SZ,20260318,大为股份,半导体,C,selected_C,A,0.8595995333696729,1,0.8755159580589633,0.2167788623359138,0.741775191073413,0.6696896332751231,0.00783112019067067,-0.007831120190670782,-0.046646237657473666,,,platform_false_break_C,
600780.SH,20260319,通宝能源,火力发电,A,selected_A,B,0.6448589332180735,3,0.8342198643772193,0.65920565466173,0.5944709817884926,0.33163994284807113,0.001474926253687281,-0.029498525073746285,0.029498525073746285,A_low,0.18653846153846154,,
601088.SH,20260319,中国神华,煤炭开采,C,selected_C,A,0.8246241548205848,1,0.878638909150433,0.5956243688993604,0.5912668904361237,0.3801595491347833,0.019337584859082435,0.018308989919769703,-0.0026743468422135708,,,mixed_pseudo_C,
603565.SH,20260319,中谷物流,水运,G,selected_G,B,0.6567466162159812,2,0.6868646067662685,0.8229384045775833,0.37329790442927446,0.0592355929512621,0.015454545454545388,-0.029090909090909167,0.012727272727272698,,,,path_mixed_unclear
000423.SZ,20260320,东阿阿胶,中成药,C,selected_C,B,0.7774322235809531,2,0.6458149889477891,0.9001514641534837,0.5510454040323861,0.2997896491506588,-0.01963584434130672,0.006783291681542236,-0.005712245626561918,,,mixed_pseudo_C,
002309.SZ,20260320,中利集团,电气设备,A,selected_A,A,0.8814676932846485,1,0.8779657751326405,0.6609390777515987,0.730651860839589,0.583167963168757,0.0,0.10023866348448696,0.2100238663484486,A_high,0.8259615384615384,,
600207.SH,20260323,安彩高科,电气设备,A,selected_A,B,0.790002252356094,2,0.8784529830933242,0.7772972063278357,0.6916845304243303,0.4795602476583584,0.05102040816326525,0.017006802721088565,0.11904761904761907,A_high,0.6846153846153846,,
600938.SH,20260323,中国海油,石油开采,C,selected_C,B,0.6557483543545857,3,0.8907361678506059,0.5456748569505216,0.6684111423581974,0.197809176059692,0.025171065493646116,-0.008308895405669703,0.00024437927663734094,,,chip_distortion_C,
601908.SH,20260323,京运通,电气设备,A,selected_A,A,0.847240038101286,1,0.8680606544275554,0.6041905082463817,0.5421278887805321,0.4795602476583584,0.03926096997690531,0.05542725173210172,0.161662817551963,A_high,0.8182692307692307,,
601330.SH,20260324,绿色动力,环境保护,C,selected_C,A,0.8968669630100017,1,0.9054631949383476,0.10723662066644227,0.8081545823600118,0.6457374186378789,-0.029090909090909167,-0.12636363636363646,-0.11909090909090914,,,platform_false_break_C,
603301.SH,20260324,振德医疗,医疗保健,A,selected_A,B,0.6895680019537664,3,0.7896755269317557,0.6579602827330864,0.6751111174109269,0.6000952532147961,0.01840822956145094,-0.00140768814293446,0.017650243638332563,A_low,0.24519230769230765,,
603628.SH,20260324,清源股份,电气设备,G,selected_G,B,0.7106271911247924,2,0.8542592565267737,0.5649612924941098,0.8115816342730139,0.7712335291316081,0.051136363636363535,0.052398989898990056,0.032196969696969724,,,,grey_uncertain
000539.SZ,20260325,粤电力Ａ,火力发电,C,selected_C,A,0.9001849499920622,1,0.9045327790571732,0.13931336250420734,0.6670709069466809,0.8603746626448643,-0.02473958333333326,-0.09635416666666663,-0.1796875,,,industry_heat_C,
600395.SH,20260325,盘江股份,煤炭开采,C,selected_C,B,0.772141156323498,2,0.8030035775361408,0.7096768764725682,0.6900948223073957,0.3661890776313701,-0.023923444976076458,-0.015948963317384268,-0.05103668261562988,,,mixed_pseudo_C,
600642.SH,20260325,申能股份,火力发电,C,selected_C,B,0.743131464944665,3,0.8308225245105466,0.7254964658364187,0.5989695813394416,0.8603746626448643,0.006507592190889255,-0.0010845986984815426,-0.018438177874186557,,,mixed_pseudo_C,
000720.SZ,20260326,新能泰山,电气设备,C,selected_C,A,0.8807056675662803,1,0.8966509858036548,0.24209861999326826,0.69218987140816,0.5940823940307985,0.014732965009208066,-0.0865561694290976,0.005524861878453136,,,platform_false_break_C,
002655.SZ,20260326,共达电声,元器件,A,selected_A,B,0.6920210370931497,3,0.8770203276029719,0.6565466173005722,0.6900944480983376,0.3197531354183204,0.008566533409480215,-0.0005711022272987254,0.03369503141062258,A_low,0.27307692307692305,,
002832.SZ,20260326,比音勒芬,服饰,C,selected_C,B,0.6982866907219609,2,0.8792271208013422,0.6181504543924604,0.6490967046923547,0.1091641530401651,-0.004587155963302836,0.0034403669724769603,-0.01834862385321101,,,chip_distortion_C,
000890.SZ,20260327,法尔胜,环境保护,A,selected_A,B,0.6978877275882287,2,0.908911342216518,0.564372265230562,0.81634403420044,0.4892046356564534,0.06308243727598573,0.10609318996415773,0.09677419354838723,A_high,0.8548076923076923,,
002866.SZ,20260327,传艺科技,IT设备,G,selected_G,B,0.689444530200578,3,0.7916708660528621,0.4621844496802423,0.8372394257591907,0.14643197332909988,0.08623153882801349,0.036207717960933916,0.03144354454502141,,,,grey_uncertain
600186.SH,20260327,莲花控股,食品,G,selected_G,A,0.8323014707775053,1,0.859566918754922,0.19108044429485022,0.7851584718662826,0.6685386569296714,0.07101449275362315,0.02898550724637672,0.062318840579710155,,,,grey_uncertain
600487.SH,20260330,亨通光电,通信设备,C,selected_C,B,0.7499058692609966,2,0.8482977364660854,0.5549141703130258,0.9477561971287959,0.8483489442768694,-0.012192834365034821,-0.025323579065841373,0.0015006565372350789,,,mixed_pseudo_C,
603738.SH,20260330,泰晶科技,元器件,C,selected_C,B,0.777653185405334,1,0.8906570042922414,0.6047290474587681,0.9657180278048669,0.7401174789649151,-0.015945330296127547,-0.0015186028853454436,-0.05808656036446469,,,mixed_pseudo_C,
