trade_date,stock_code,stock_name,ts_code,input_tier,path_source,in_C2A,in_ech2_s2,in_mainline_current,score_total,score_platform_axis_single,score_industry_axis_single,f_chip_winner_rate,f_platform_compress_ratio,f_strength_rs20_xsec_q,rank_global_after_merge,label_A_high,label_A_mid,label_A_low,label_C,label_G,ret_t1_close,ret_t2_close,ret_t3_close
20250904,600660.SH,福耀玻璃,600660.SH,main_channel,A,True,False,True,0.8036442052890597,0.5768207126948774,0.31954058731274676,0.9791464410183576,0.46766507828454745,0.9476778365667254,1.0,0,1,0,0,0,0.016184112843355747,0.028359317000742568,0.04305864884929478
20250905,603013.SH,亚普股份,603013.SH,main_channel,A,True,False,True,0.851277707703231,0.502522271714922,0.7633510897193229,0.9651721014504885,0.5171821305841927,0.890652557319224,2.0,0,0,0,0,1,0.04872107186358088,0.04141291108404377,0.033698741372310215
20250908,603336.SH,宏辉果蔬,603336.SH,main_channel,B,True,False,True,0.793149681308039,0.63826280623608,0.5014872099940512,1.0,0.3851590106007068,0.9617871840094062,3.0,0,0,0,0,1,-0.036363636363636265,-0.02583732057416266,-0.004784688995215225
20250909,600113.SH,浙江东日,600113.SH,main_channel,A,True,False,True,0.8267500405602727,0.6840256124721603,0.7239603050132496,0.8391505052675028,0.21652577038451043,0.9888366627497063,1.0,0,0,0,1,0,-0.007443748942649209,-0.002537641684994041,0.0010150566739977052
20250910,601880.SH,辽港股份,601880.SH,main_channel,B,True,False,True,0.6606754946742748,0.6237193763919822,0.1113987885998594,0.929528681822949,0.5263157894736836,0.7480916030534351,3.0,0,1,0,0,0,0.0117647058823529,0.04117647058823537,0.04117647058823537
20250911,601375.SH,中原证券,601375.SH,main_channel,B,True,False,True,0.7159462840209644,0.6836024498886415,0.8261248715591369,0.9138275781183539,0.47272727272727333,0.6578483245149912,4.0,0,0,0,1,0,-0.008403361344537785,-0.010504201680672232,0.004201680672269115
20250912,601138.SH,工业富联,601138.SH,main_channel,A,True,False,True,0.8370442377372778,0.5208407572383073,0.604557622627224,0.9988331670971258,0.4435333581811405,0.981786133960047,2.0,0,0,0,1,0,-0.0016666666666667052,-0.0045000000000000595,0.01866666666666661
20250915,600853.SH,龙建股份,600853.SH,main_channel,B,True,False,True,0.7368143990247562,0.7005456570155901,0.6978394894813693,0.9665061719590041,0.4444444444444452,0.6844888366627497,3.0,0,0,0,1,0,-0.011792452830188593,-0.011792452830188593,-0.021226415094339535
20250916,603439.SH,三力制药,603439.SH,main_channel,B,True,False,True,0.6916980528628867,0.7815757238307349,0.36518441403926233,0.8580836174752977,0.37724550898203535,0.6081081081081081,3.0,0,0,0,1,0,-0.0014836795252225476,-0.0185459940652819,-0.03189910979228483
20250917,603111.SH,康尼机电,603111.SH,main_channel,B,True,False,True,0.7378975060485907,0.5736859688195991,0.508335136012114,1.0,0.4876543209876546,0.9412110523221634,4.0,0,0,0,1,0,-0.029090909090909167,-0.054545454545454564,-0.046060606060606024
20250918,603186.SH,华正新材,603186.SH,main_channel,B,True,False,True,0.7698072955865266,0.6340256124721603,0.5829254772592072,0.986426603279843,0.3711495116453793,0.8589894242068156,3.0,0,0,0,0,1,-0.01832340815391653,0.015574896930829363,-0.021300961978928057
20250919,603815.SH,交建股份,603815.SH,main_channel,A,True,False,True,0.8302463360553785,0.5876670378619153,0.482755124114434,0.9861632015895251,0.3916666666666665,0.9888366627497063,1.0,0,0,0,1,0,-0.029458598726114782,-0.06369426751592366,0.0031847133757960666
20250922,603025.SH,大豪科技,603025.SH,main_channel,B,True,False,True,0.6701157117829379,0.6326002227171492,0.12708885403709913,0.9091380783230756,0.4227642276422764,0.7338425381903643,3.0,0,0,0,0,1,0.0017720023626699444,0.04548139397519191,0.024808033077377445
20250923,600660.SH,福耀玻璃,600660.SH,main_channel,A,True,False,True,0.8582197054527189,0.7195935412026726,0.7322008003893786,0.9744587921474509,0.28213005632360494,0.9171562867215041,2.0,0,0,0,0,1,0.023619846261355715,0.013417190775681487,0.007966457023060869
