trade_date,stock_code,stock_name,ts_code,input_tier,path_source,in_C2A,in_ech2_s2,in_mainline_current,score_total,score_platform_axis_single,score_industry_axis_single,f_chip_winner_rate,f_platform_compress_ratio,f_strength_rs20_xsec_q,rank_global_after_merge,label_A_high,label_A_mid,label_A_low,label_C,label_G,ret_t1_close,ret_t2_close,ret_t3_close
20250924,600288.SH,大恒科技,600288.SH,main_channel,B,True,False,True,0.8006280442039222,0.6862416481069042,0.6918771294143097,0.9849941160262453,0.46470588235294036,0.8941798941798942,3.0,0,0,0,0,1,0.017743080198722394,-0.009936124911284594,0.0
20250925,603328.SH,依顿电子,603328.SH,main_channel,B,True,False,True,0.7202983596702308,0.6596269487750557,0.5366935265804986,0.8697495385642092,0.4038461538461539,0.7942386831275721,3.0,0,0,0,1,0,-0.039967373572593834,-0.02528548123980423,-0.04159869494290369
20250926,000581.SZ,威孚高科,000581.SZ,main_channel,B,True,False,True,0.7300544336498211,0.6493207126948775,0.6865772537991456,0.9708176766035274,0.4666666666666666,0.7871840094062317,3.0,0,0,0,1,0,-0.011940298507462588,-0.017484008528784623,-0.011513859275053329
20250929,000623.SZ,吉林敖东,000623.SZ,main_channel,B,True,False,True,0.7625159832498871,0.7511414253897549,0.35400329890216864,0.9423352566632022,0.4105691056910574,0.7031158142269254,3.0,0,0,0,0,1,-0.009896091044037547,0.004948045522018774,0.03067788223651635
20250930,600301.SH,华锡有色,600301.SH,main_channel,B,True,False,True,0.7602382068249086,0.6644626948775055,0.805790654913201,0.9835240104307479,0.3547008547008548,0.7242798353909465,3.0,0,0,0,1,0,0.03044776119402992,-0.04865671641791047,-0.02179104477611926
20251009,603038.SH,华立股份,603038.SH,main_channel,B,True,False,True,0.7457314262627857,0.7186804008908686,0.15790114109566816,0.8883923531324215,0.3071593533487295,0.8958210712183637,3.0,1,0,0,0,0,0.028993746446844826,0.1318931210915293,0.13359863558840268
20251010,605580.SH,恒盛能源,605580.SH,main_channel,B,True,False,True,0.7249982426823215,0.686586859688196,0.7710305013249689,0.8677014160878942,0.24264120922832144,0.9564449676280165,3.0,0,0,0,1,0,0.053333333333333455,0.038518518518518396,0.04740740740740734
20251013,603969.SH,银龙股份,603969.SH,main_channel,B,True,False,True,0.744579740394474,0.5676002227171493,0.28145449137418205,0.993338000939813,0.48034934497816595,0.9200470311581422,3.0,0,0,0,1,0,-0.02010968921389389,-0.026508226691042025,-0.04936014625228513
20251014,605289.SH,罗曼股份,605289.SH,main_channel,A,True,False,True,0.8069971878211022,0.44482182628062356,0.6189227191606728,0.8306776017784467,0.49566768603465855,0.9952968841857731,2.0,0,0,1,0,0,0.050204081632653,0.021088435374149617,-0.029251700680272164
20251015,603391.SH,力聚热能,603391.SH,main_channel,A,True,False,True,0.872001784651993,0.7095824053452116,0.7347358174246932,0.9626137814228732,0.30296756383712903,0.951793062904174,1.0,0,0,0,1,0,-0.0688584474885845,-0.08748858447488583,-0.06958904109589048
20251016,600179.SH,安通控股,600179.SH,main_channel,A,True,False,True,0.8179675887673374,0.5836135857461023,0.5769022767833001,0.9999999999999999,0.5384615384615381,0.9324324324324325,1.0,1,0,0,0,0,0.043902439024390505,0.14878048780487818,0.12439024390243913
20251017,603988.SH,中电电机,603988.SH,main_channel,B,True,False,True,0.5572624686111756,0.5608407572383072,0.03547671840354767,0.530330102005079,0.4112967382657123,0.9236192714453584,3.0,0,0,0,1,0,-0.024148197155143936,-0.033079722130334055,-0.08633807476017197
20251020,600158.SH,中体产业,600158.SH,main_channel,B,True,False,True,0.6729140966990433,0.7804955456570155,0.2672921962035585,0.7136783547509554,0.3428571428571431,0.660787771898883,3.0,0,0,0,1,0,0.006362672322375529,0.009544008483563182,0.005302226935312904
20251021,605228.SH,神通科技,605228.SH,main_channel,B,True,False,True,0.6745572936438025,0.5161859688195991,0.7827794602779731,0.9640673995834386,0.4958677685950414,0.8541176470588235,4.0,0,0,0,0,1,0.0057894736842105665,-0.04052631578947363,-0.052631578947368474
20251022,600853.SH,龙建股份,600853.SH,main_channel,B,True,False,True,0.7844473102951135,0.7479342984409799,0.4851684603320534,0.9822276393553061,0.46874999999999856,0.76,3.0,0,0,0,1,0,0.0,-0.02570093457943934,-0.02570093457943934
20251023,603699.SH,纽威股份,603699.SH,main_channel,A,True,False,True,0.8257928181277379,0.5835300668151447,0.42872208101238435,0.9736347216747478,0.41654778887303867,0.958259847148736,1.0,1,0,0,0,0,-0.017660044150110354,0.08057395143487867,0.1501103752759383
20251024,600237.SH,铜峰电子,600237.SH,main_channel,B,True,False,True,0.7323213612255772,0.6742483296213808,0.899282083175599,0.9710874918803296,0.47422680412371143,0.6878306878306878,3.0,0,0,0,0,1,0.0024906600249068322,0.023661270236612797,0.013698630136986356
20251027,605358.SH,立昂微,605358.SH,main_channel,B,True,False,True,0.7278414692484325,0.6300946547884186,0.7193026337136985,0.8814083996985016,0.3559042113955407,0.9670588235294117,3.0,0,0,0,0,1,0.05795822300676656,0.06384230656075296,0.055604589585172226
20251028,000690.SZ,宝新能源,000690.SZ,main_channel,B,True,False,True,0.747122968822563,0.8153953229398664,0.28301606186793576,0.856446745137686,0.3829787234042542,0.8016480282519128,3.0,0,0,0,1,0,-0.006237006237006071,0.012474012474012586,-0.01039501039501034
20251029,603516.SH,淳中科技,603516.SH,main_channel,B,True,False,True,0.7849171723070067,0.6738307349665924,0.3906562652101022,0.9740517450297015,0.255129650507328,0.8689006466784245,3.0,0,0,1,0,0,-0.049180327868852514,-0.05628415300546452,0.03808743169398898
20251030,600382.SH,广东明珠,600382.SH,main_channel,A,True,False,True,0.7830341787896815,0.5538028953229398,0.45518089881564006,0.84850223974212,0.4360000000000001,0.9641387419165197,2.0,0,0,0,0,1,-0.006756756756756799,0.002702702702702675,-0.008108108108108136
20251031,600064.SH,南京高科,600064.SH,main_channel,B,True,False,True,0.6962545349107794,0.7497216035634744,0.2744713644475691,0.9800992790082848,0.41071428571428487,0.9188712522045855,3.0,0,0,0,1,0,-0.018478260869565166,-0.02608695652173898,-0.021739130434782483
20251103,600115.SH,中国东航,600115.SH,main_channel,A,True,False,True,0.8134111189227193,0.5862026726057906,0.43298090963171276,0.9990828728411977,0.4705882352941172,0.9429747207524986,2.0,0,0,1,0,0,-0.011976047904191489,-0.011976047904191489,-0.009980039920159611
20251104,600470.SH,六国化工,600470.SH,main_channel,B,True,False,True,0.7390527823921476,0.7614922048997772,0.14413768860526743,0.9204138993898523,0.3272727272727266,0.8564705882352941,3.0,1,0,0,0,0,0.02912621359223322,0.12459546925566345,0.09708737864077688
20251105,600108.SH,亚盛集团,600108.SH,main_channel,B,True,False,True,0.7451569160658921,0.8027060133630288,0.22208777242983074,0.9265740462575168,0.38235294117647173,0.7761764705882352,3.0,0,0,0,0,1,-0.006249999999999978,-0.0031250000000000444,-0.006249999999999978
20251106,601226.SH,华电科工,601226.SH,main_channel,B,True,False,True,0.7351816850065027,0.6810746102449887,0.5914634146341463,0.9660727882394277,0.43965517241379287,0.7934078869923484,3.0,1,0,0,0,0,0.0012970168612191912,0.10116731517509736,0.08041504539559008
20251107,600241.SH,时代万恒,600241.SH,main_channel,A,True,False,True,0.8278702619582948,0.5114420935412026,0.9017292196203559,0.9584123281698215,0.5746268656716416,0.8846380223660977,1.0,0,0,1,0,0,-0.006437768240343367,0.0010729613733906351,-0.010729613733905574
20251110,600510.SH,黑牡丹,600510.SH,main_channel,B,True,False,True,0.7534517994203574,0.6307572383073496,0.5496728138013087,1.0,0.4395604395604391,0.8917647058823529,3.0,1,0,0,0,0,0.06557377049180313,0.04371584699453557,0.09180327868852456
20251111,600343.SH,航天动力,600343.SH,main_channel,B,True,False,True,0.7247225951598865,0.6000501113585746,0.5136485317181332,0.9843348086994401,0.5020242914979753,0.7977660199882423,3.0,0,0,0,0,1,0.04537093807480086,0.032495401594114126,0.017780502759043637
20251112,601968.SH,宝钢包装,601968.SH,main_channel,B,True,False,True,0.7666873566447548,0.8088390868596881,0.21786950408306743,0.9943568539456551,0.29545454545454525,0.6573529411764706,3.0,0,0,0,1,0,-0.00874125874125875,-0.027972027972028024,-0.036713286713286664
20251113,600201.SH,生物股份,600201.SH,main_channel,B,True,False,True,0.8063103452177672,0.7460968819599109,0.3980855551349305,0.9995133101433278,0.2846441947565542,0.7394117647058823,3.0,0,1,0,0,0,0.012733446519524572,0.021222410865874286,0.026315789473684292
20251114,600157.SH,永泰能源,600157.SH,main_channel,B,True,False,True,0.799066142653885,0.7959493318485523,0.13057703747769187,0.9936876088490085,0.363636363636363,0.7229411764705882,3.0,0,0,0,1,0,0.00561797752808979,-0.0393258426966292,-0.0674157303370787
20251117,605255.SH,天普股份,605255.SH,main_channel,A,True,False,True,0.8400210902282457,0.6534521158129175,0.575124384835866,0.9745583408139105,0.2890365448504983,0.9234844025897587,2.0,1,0,0,0,0,0.09261925328726361,0.14607927824167377,0.055667530473173965
20251118,601360.SH,三六零,601360.SH,main_channel,A,True,False,True,0.8465353415174951,0.6007572383073496,0.594856957438754,0.9838066163956888,0.425824175824176,0.9793996468510888,1.0,0,0,0,1,0,-0.01942446043165469,-0.06402877697841736,-0.09280575539568348
20251119,603489.SH,八方股份,603489.SH,main_channel,A,True,False,True,0.7965055973176141,0.558413140311804,0.3181074576821156,0.9561255754996817,0.4455337690631808,0.969429747207525,2.0,0,0,0,0,1,-0.025055502695845333,-0.05296542974944507,-0.03932762448461791
20251120,600734.SH,实达集团,600734.SH,main_channel,A,True,False,True,0.8470031366610784,0.5578396436525612,0.6104456221945812,0.9663457473925686,0.5135135135135135,0.9535020600353149,1.0,1,0,0,0,0,0.02212389380530988,0.1238938053097347,0.23672566371681425
20251121,000065.SZ,北方国际,000065.SZ,main_channel,B,True,False,True,0.6854052066284932,0.7426447661469933,0.10594343193986264,0.8002866023673445,0.3736842105263162,0.888235294117647,3.0,0,1,0,0,0,0.03200000000000003,0.016000000000000014,0.043199999999999905
20251124,600151.SH,航天机电,600151.SH,main_channel,B,True,False,True,0.7481394496638146,0.63641425389755,0.6632821372559624,0.9825255555928823,0.4545454545454543,0.9252501471453797,3.0,0,0,0,1,0,0.016891891891891664,-0.029279279279279424,-0.04842342342342354
20251125,600901.SH,江苏金租,600901.SH,main_channel,B,True,False,True,0.7302800743347011,0.8265673719376391,0.18469796117029907,0.9995654673217366,0.2934782608695648,0.8775750441436139,3.0,0,0,0,1,0,-0.01834862385321101,-0.019877675840978548,-0.012232415902140636
20251126,603778.SH,国晟科技,603778.SH,main_channel,A,True,False,True,0.8560237412795414,0.5033685968819599,0.5145340976691364,0.9758907324152879,0.44751381215469593,0.9994114184814596,1.0,1,0,0,0,0,0.03434739941118736,0.1373895976447499,0.251226692836114
20251127,600803.SH,新奥股份,600803.SH,main_channel,B,True,False,True,0.7053146030344057,0.7284910913140311,0.11143258882699691,0.9846524139812912,0.3926380368098161,0.909358446144791,3.0,0,0,0,0,1,-0.0042075736325385416,0.027115474520803984,0.017297802711547572
20251128,600678.SH,四川金顶,600678.SH,main_channel,B,True,False,True,0.6998369138740739,0.6468875278396437,0.5140406143529285,0.8958377074266937,0.33766233766233744,0.9570082449941107,3.0,0,0,1,0,0,-0.02872062663185382,0.011314186248912117,-0.03829416884247172
20251201,000886.SZ,海南高速,000886.SZ,main_channel,B,True,False,True,0.7367577813448193,0.7204426503340757,0.7134281542371965,0.7602202105399758,0.36301369863013716,0.9211997966446365,3.0,0,0,0,0,1,0.014341590612777066,0.011734028683181297,-0.044328552803129084
20251202,600201.SH,生物股份,600201.SH,main_channel,A,True,False,True,0.786828869605305,0.5154120267260579,0.3221499648477638,0.9925874421947186,0.5358649789029536,0.9369277721261444,1.0,1,0,0,0,0,0.02088353413654631,0.04417670682730934,0.0763052208835342
20251203,001226.SZ,拓山重工,001226.SZ,main_channel,B,True,False,True,0.716223610478022,0.6438975501113586,0.4876155967768103,0.9318990097228224,0.30338119499768396,0.923741738688358,4.0,0,0,0,1,0,-0.02809798270893371,-0.02737752161383289,-0.01729106628242072
20251204,600118.SH,中国卫星,600118.SH,main_channel,B,True,False,True,0.7704392232142441,0.620501113585746,0.39300200097344656,0.9939098395937609,0.40768588137009215,0.8601931875953228,3.0,1,0,0,0,0,0.04635044401126276,0.060862031622265444,0.054364305826294146
20251205,603129.SH,春风动力,603129.SH,main_channel,B,True,False,True,0.7571071262779829,0.6779064587973274,0.04850332594235034,0.9469260013014373,0.33165131827929883,0.8784333672431333,3.0,0,1,0,0,0,0.0027703820968554282,0.010577822551629756,0.05958120457652738
20251208,603660.SH,苏州科达,603660.SH,main_channel,B,True,False,True,0.693118596767596,0.5840423162583519,0.43310935049483534,0.8488638131583343,0.449392712550608,0.9251908396946565,3.0,0,0,0,0,1,-0.007827788649706457,0.010763209393346296,-0.0029354207436400603
20251209,600601.SH,方正科技,600601.SH,main_channel,B,True,False,True,0.7147663184357813,0.6376670378619154,0.8340003244821805,0.8568072504233036,0.39130434782608703,0.8606307222787386,3.0,0,0,0,0,1,-0.007419620774938296,0.03215169002473206,0.026380873866446608
20251210,601156.SH,东航物流,601156.SH,main_channel,B,True,False,True,0.7952154793982364,0.9013307349665924,0.41195040830674384,0.936998434348972,0.2558139534883727,0.6408952187182095,3.0,0,0,0,0,1,0.005959475566150063,0.020262216924910703,0.020262216924910703
20251211,600577.SH,精达股份,600577.SH,main_channel,B,True,False,True,0.6965450454387978,0.6591314031180401,0.7004759071980964,0.7999628513911312,0.41784037558685455,0.8692777212614445,3.0,0,0,0,0,1,0.06267029972752036,0.06267029972752036,-0.043596730245231696
20251212,000862.SZ,银星能源,000862.SZ,main_channel,B,True,False,True,0.6584387663764301,0.6226614699331848,0.4169596019685253,0.9222547767295197,0.5652173913043493,0.9064565327910523,3.0,0,0,0,1,0,-0.03343949044585992,-0.042993630573248454,-0.055732484076433164
20251215,600113.SH,浙江东日,600113.SH,main_channel,B,True,False,True,0.8131667105964843,0.6771826280623607,0.2521158942188092,0.9994361212164811,0.3081761006289306,0.9165818921668362,2.0,0,0,0,1,0,-0.10688353180365961,-0.0926517571884985,-0.1415916352018588
20251216,000547.SZ,航天发展,000547.SZ,main_channel,A,True,False,True,0.84779000594884,0.40348552338530064,0.5355510789032503,0.9477169035811902,0.5244233378561737,0.9974567650050865,1.0,0,0,0,1,0,-0.0440508628519527,-0.02588555858310626,0.012715712988192518
20251217,000893.SZ,亚钾国际,000893.SZ,main_channel,A,True,False,True,0.8790051917148884,0.6966703786191536,0.5992239467849224,0.9903648802568674,0.24167561761546727,0.987792472024415,1.0,0,0,0,1,0,-0.023824451410658365,-0.019435736677115956,-0.01839080459770115
20251218,600497.SH,驰宏锌锗,600497.SH,main_channel,B,True,False,True,0.7754221792604767,0.7355902004454342,0.3217173219404035,0.9716145659173905,0.42352941176470493,0.8267276422764228,3.0,0,0,0,0,1,0.027142857142857135,0.028571428571428692,0.027142857142857135
20251219,001215.SZ,千味央厨,001215.SZ,main_channel,B,True,False,True,0.7546949754021552,0.603184855233853,0.8988156400411011,0.9502432606465196,0.4134366925064602,0.9720386375190646,3.0,0,0,0,1,0,-0.018599033816425026,-0.032850241545893666,-0.06280193236714982
20251222,600711.SH,盛屯矿业,600711.SH,main_channel,A,True,False,True,0.8766851441241685,0.6314977728285077,0.8298766967714022,0.9610657517899833,0.4051724137931034,0.9450940518556177,1.0,0,0,1,0,0,0.030942334739803012,0.021800281293952173,0.002812939521800173
20251223,000672.SZ,上峰水泥,000672.SZ,main_channel,B,True,False,True,0.6897258833843025,0.5081570155902004,0.17746471256286844,0.9583266323809216,0.6029411764705886,0.8689690198070086,3.0,0,1,0,0,0,0.0376532399299474,0.04816112084063051,0.04816112084063051
20251224,605598.SH,上海港湾,605598.SH,main_channel,A,True,False,True,0.8394167004844753,0.45182628062360797,0.6392636958520361,1.0,0.5164021164021168,0.925850685627222,2.0,1,0,0,0,0,0.042087542087542174,0.14629629629629637,0.18939393939393945
20251225,600329.SH,达仁堂,600329.SH,main_channel,B,True,False,True,0.7198397118800591,0.7069654788418708,0.3850048672327078,0.9003784591079914,0.45688073394495293,0.669883189436262,3.0,0,0,0,1,0,-0.0069052102950407646,-0.03159656831973212,-0.03389830508474567
20251226,603686.SH,福龙马,603686.SH,main_channel,B,True,False,True,0.6697716882203254,0.6446770601336301,0.4441485046779514,0.9793984924980689,0.31491712707182307,0.6744540375825292,3.0,0,0,0,0,1,-0.04299999999999993,0.05266666666666664,-0.010333333333333306
20251229,002916.SZ,深南电路,002916.SZ,main_channel,A,True,False,True,0.8840002666100969,,0.7710778216429615,0.9844389283572565,,0.9366015481017324,2.0,0,0,1,0,0,-0.004047720494247953,-0.010268427780144807,0.032893054963783586
20251230,601100.SH,恒立液压,601100.SH,main_channel,B,True,False,True,0.7358602185795765,0.757043429844098,0.49620761451516954,0.9992739090958987,0.24211670895251886,0.8290346352247605,3.0,0,0,0,0,1,-0.028548700724765785,0.003181898532791161,-0.021566201166696164
20251231,600855.SH,航天长峰,600855.SH,main_channel,A,True,False,True,0.8699007625331243,0.4891703786191537,0.7628373262668324,0.9238563733710644,0.47432762836185854,0.9524511610762993,2.0,1,0,0,0,0,0.05903890160183067,0.16475972540045758,0.2009153318077801
20260105,000935.SZ,四川双马,000935.SZ,main_channel,B,True,False,True,0.7644360697435272,0.7380345211581291,0.29850332594235035,0.9787086400207912,0.2654320987654319,0.8611418047882137,3.0,1,0,0,0,0,0.0015624999999999112,0.06601562499999991,0.06484375000000009
20260106,002501.SZ,利源股份,002501.SZ,main_channel,A,True,False,True,0.88359661456925,,0.8312895462657508,0.982354807902433,,0.9458563535911603,1.0,0,0,0,0,1,-0.03157894736842115,-0.021052631578947434,-0.05263157894736836
20260107,002284.SZ,亚太股份,002284.SZ,main_channel,A,True,False,True,0.8698061218971392,,0.7198366773024715,0.9648312913126543,,0.9551800146950772,1.0,0,0,1,0,0,-0.01512287334593565,-0.022054190296156295,-0.021424070573408893
20260108,000863.SZ,三湘印象,000863.SZ,main_channel,A,True,False,True,0.8649415932075064,0.4559075723830735,0.75625980206587,0.9717638684667694,0.4878048780487806,0.9720793534166055,2.0,0,0,0,1,0,0.014173228346456845,-0.05039370078740146,-0.09133858267716533
20260109,001216.SZ,华瓷股份,001216.SZ,main_channel,B,True,False,True,0.7733285676259886,0.8487026726057906,0.4084757449570061,0.8366881492672933,0.24803149606299182,0.6438809261300992,3.0,0,1,0,0,0,0.0027932960893854997,0.02960893854748603,0.11117318435754209
20260112,000977.SZ,浪潮信息,000977.SZ,main_channel,B,True,False,True,0.8005616262685613,0.7583073496659243,0.874479476502082,0.9483226782742394,0.3874734607218686,0.7905181918412348,3.0,0,0,0,1,0,-0.04865016872890904,-0.022075365579302675,-0.04204161979752541
20260113,000710.SZ,贝瑞基因,000710.SZ,main_channel,A,True,False,True,0.8292085256180932,0.5110857461024498,0.6998201827916284,0.9643318616515977,0.4793577981651376,0.9326958440603162,2.0,0,0,0,1,0,0.02951269732326689,-0.07343857240905971,-0.12354152367879212
20260114,000978.SZ,桂林旅游,000978.SZ,main_channel,B,True,False,True,0.6921421490841252,0.5824916481069042,0.5263100968038505,0.9651297183936027,0.545454545454545,0.71895664952241,3.0,0,0,0,1,0,-0.0054421768707483276,-0.021768707482993088,0.00952380952380949
20260115,601156.SH,东航物流,601156.SH,main_channel,B,True,False,True,0.7055871509619062,0.7999443207126948,0.5185090043805094,0.9969304954029073,0.3359375000000009,0.6270190895741556,3.0,0,0,0,0,1,-0.025396825396825196,0.006878306878306928,0.02645502645502651
20260116,002426.SZ,胜利精密,002426.SZ,main_channel,A,True,False,True,0.8398582617729634,0.47939866369710465,0.8279771240062733,0.8472224017892984,0.5300000000000002,0.9092912229159016,1.0,1,0,0,0,0,0.10049019607843146,0.04166666666666674,0.05637254901960764
20260119,000823.SZ,超声电子,000823.SZ,main_channel,B,True,False,True,0.7500028952928883,0.7512694877505567,0.7315923963009031,0.9284318884062867,0.2499999999999999,0.7141284403669724,3.0,0,0,0,0,1,-0.021828103683492528,-0.004774897680764001,0.0395634379263301
20260120,600577.SH,精达股份,600577.SH,main_channel,A,True,False,True,0.870790384511384,0.4150167037861915,0.8271997187821102,0.9074714984754081,0.5285053929121725,0.9757975797579758,1.0,0,0,0,1,0,0.001958224543080922,0.021540469973890364,0.011096605744125299
20260121,000059.SZ,华锦股份,000059.SZ,main_channel,B,True,False,True,0.7534577674098898,0.7897661469933184,0.2524133362176194,0.9795742234603715,0.3181818181818185,0.7087307410124725,3.0,1,0,0,0,0,0.023297491039426577,0.08960573476702516,0.09139784946236551
20260122,600888.SH,新疆众和,600888.SH,main_channel,B,True,False,True,0.6884372294338061,0.633674832962138,0.7092504461629983,0.9585226063403272,0.45751633986928075,0.6982758620689655,3.0,0,1,0,0,0,0.021181716833890585,0.027870680044593144,0.01672240802675562
20260123,600478.SH,科力远,600478.SH,main_channel,B,True,False,True,0.7109326933541316,0.7076447661469933,0.9470215239846412,0.8962725538898774,0.4196428571428569,0.6978364503116978,4.0,0,0,0,1,0,-0.010389610389610393,-0.05324675324675321,-0.04805194805194801
20260126,000923.SZ,河钢资源,000923.SZ,main_channel,B,True,False,True,0.6912894982660694,0.5721881959910913,0.49099561949056303,0.9736782632701875,0.44016506189821175,0.9321100917431193,3.0,0,0,0,1,0,-0.02488335925349927,0.0038880248833592645,0.027216174183514852
20260127,603124.SH,江南新材,603124.SH,main_channel,B,True,False,True,0.7473798068952026,0.5890200445434298,0.4962414147423071,0.9934926601149551,0.4177170868347338,0.8297872340425532,3.0,0,0,0,1,0,0.011135393901550605,0.02997190134249128,0.03111666146321146
20260128,600201.SH,生物股份,600201.SH,main_channel,B,True,False,True,0.7192302915476776,0.5216146993318486,0.28968146665945593,0.9922218671632714,0.4816955684007706,0.8719266055045871,3.0,0,0,0,1,0,-0.015541264737406135,-0.03269024651661301,-0.127545551982851
20260129,603162.SH,海通发展,603162.SH,main_channel,B,True,False,True,0.7445933566007921,0.6016369710467706,0.23213995998053105,0.9999999993318092,0.493449781659388,0.8293577981651377,3.0,0,0,0,0,1,0.0696378830083566,0.011142061281337101,0.013231197771587766
20260130,603861.SH,白云电器,603861.SH,main_channel,A,True,False,True,0.8804193932183225,0.49840200445434296,0.5499770158455465,1.0,0.47927927927927927,0.9611009174311926,1.0,0,0,0,0,1,0.0,-0.003829321663019747,-0.024617067833698214
20260202,603291.SH,联合水务,603291.SH,main_channel,B,True,False,True,0.827022539992236,0.7748496659242761,0.11809799361851712,0.9976010843666165,0.2788844621513942,0.9611151870873074,1.0,0,0,0,1,0,-0.00547730829420956,-0.10485133020344284,-0.10485133020344284
20260203,601872.SH,招商轮船,601872.SH,main_channel,A,True,False,True,0.8313522536719735,0.7078897550111358,0.46136634038180735,0.9943033567801863,0.2887537993920975,0.9402054292002935,2.0,0,0,1,0,0,0.025641025641025772,-0.004273504273504147,-0.029059829059829068
20260204,601096.SH,宏盛华源,601096.SH,main_channel,A,True,False,True,0.8627405224163107,0.6465590200445434,0.6121897139148775,0.999999999355143,0.37426900584795303,0.9816715542521994,2.0,0,0,0,1,0,-0.06210191082802552,-0.07165605095541405,-0.05414012738853502
20260205,603345.SH,安井食品,603345.SH,main_channel,B,True,False,True,0.6510389481431615,0.6093875278396436,0.6970688443026337,0.9701229414773658,0.4996254681647938,0.7360703812316716,3.0,0,0,0,0,1,0.017413487133984162,0.037821650399290085,-0.0016637089618455336
20260206,002488.SZ,金固股份,002488.SZ,main_channel,A,True,False,True,0.859494262423897,0.6076391982182628,0.6804594126872533,0.9449980745270262,0.3649373881932022,0.9328932893289329,2.0,0,0,0,1,0,0.007451564828613977,-0.016393442622950838,-0.036512667660208664
20260209,600261.SH,阳光照明,600261.SH,main_channel,B,True,False,True,0.7442793685844783,0.8287444320712695,0.7201949597101293,0.982899164850393,0.3409090909090908,0.8360836083608361,3.0,0,0,0,1,0,0.0078125,-0.00520833333333337,-0.0078125
20260210,603186.SH,华正新材,603186.SH,main_channel,B,True,False,True,0.7769103620210337,0.637772828507795,0.7554891568871344,0.9769559726401349,0.3422867513611617,0.9725073313782991,3.0,0,1,0,0,0,0.024179620034542326,0.031088082901554515,0.06191045569283915
20260211,002859.SZ,洁美科技,002859.SZ,main_channel,A,True,False,True,0.8594875885565951,0.6626336302895324,0.6088164512465524,0.9853614561278234,0.3346425765907304,0.9805718475073314,1.0,0,0,1,0,0,0.003658536585365857,-0.0017073170731707332,0.07804878048780495
20260212,000539.SZ,粤电力Ａ,000539.SZ,main_channel,B,True,False,True,0.7286958113940676,0.8296380846325166,0.5649910767400357,0.8311863497490886,0.33928571428571364,0.765115426896299,3.0,0,0,0,0,1,-0.0325203252032521,-0.010162601626016232,-0.004065040650406471
20260213,000338.SZ,潍柴动力,000338.SZ,main_channel,A,True,False,True,0.8658312151857661,0.42335189309576826,0.6681696501000487,0.9502035424065454,0.5224416517055656,0.9644297763109644,1.0,1,0,0,0,0,0.06671554252199408,0.045454545454545414,0.07111436950146621
20260224,002491.SZ,通鼎互联,002491.SZ,main_channel,A,True,False,True,0.8718260234708778,0.44776169265033405,0.7003136661078362,0.9429785762749686,0.49795918367346936,0.995966263292996,2.0,0,0,0,1,0,-0.06385068762278978,0.02946954813359537,0.04027504911591362
20260225,600929.SH,雪天盐业,600929.SH,main_channel,B,True,False,True,0.7713593713485727,0.8000668151447661,0.46450300146016976,0.9915852794307799,0.34117647058823547,0.8510091743119266,3.0,0,0,0,0,1,0.021739130434782483,0.01863354037267073,0.01863354037267073
20260226,000733.SZ,振华科技,000733.SZ,main_channel,B,True,False,True,0.7236454788616403,0.7275723830734966,0.9461021578065003,0.9109050673262137,0.4310099573257463,0.6286238532110092,3.0,0,0,0,1,0,0.0033014769765422614,-0.006429192006950468,-0.0872284969591659
20260227,603028.SH,赛福天,603028.SH,main_channel,B,True,False,True,0.7663346855300973,0.6766759465478842,0.6370126007246768,0.9833240700254594,0.4473684210526327,0.7717431192660551,3.0,0,0,0,1,0,0.001980198019801982,-0.06237623762376232,-0.07425742574257421
20260302,000933.SZ,神火股份,000933.SZ,main_channel,B,True,False,True,0.714762420770079,0.6694153674832961,0.6897477151046455,0.9570909802367354,0.3736128236744757,0.7712922173274597,3.0,0,1,0,0,0,-0.004129793510324498,0.04483775811209445,0.07020648967551635
20260303,000421.SZ,南京公用,000421.SZ,main_channel,B,True,False,True,0.7377701151871814,0.747847995545657,0.8931304418365692,0.965627457653965,0.45588235294117607,0.7940528634361234,3.0,0,0,0,1,0,-0.06865284974093255,-0.0984455958549223,-0.0893782383419689
20260304,001278.SZ,一彬科技,001278.SZ,main_channel,B,True,False,True,0.7604113767192651,0.6523106904231625,0.39899140122221616,0.9047088371918636,0.36923076923076936,0.9555800293685757,3.0,0,0,0,1,0,-0.06702208682406707,-0.07692307692307698,-0.09634424980959633
20260305,000591.SZ,太阳能,000591.SZ,main_channel,B,True,False,True,0.7435244051961916,0.7068875278396436,0.6492347628576064,0.9465155929816356,0.3511450381679388,0.8414096916299559,3.0,0,1,0,0,0,0.016260162601625883,0.04065040650406493,0.02276422764227637
20260306,605167.SH,利柏特,605167.SH,main_channel,B,True,False,True,0.6987451956937979,0.6006291759465479,0.6904507598291061,0.9644434599733824,0.45340050377833785,0.7389867841409692,5.0,0,0,0,1,0,-0.045602605863192314,-0.02497285559174811,-0.029858849077090133
20260309,603105.SH,芯能科技,603105.SH,main_channel,B,True,False,True,0.6927985161772224,0.650370267260579,0.8791912281650534,0.9152597270454482,0.4788732394366195,0.7895122845617895,3.0,0,0,0,0,1,-0.0009372071227741197,0.026241799437675573,0.021555763823805085
