rank_group,n,avg_ret_t1,med_ret_t1,win_t1,avg_ret_t2,med_ret_t2,win_t2,avg_ret_t3,med_ret_t3,win_t3
top10,44,0.0040259891496441805,0.0008029978586724384,0.5,0.0022992735522144314,-0.005091294101829569,0.5,-0.0014379646079625602,-0.025123138865310035,0.4318181818181818
top20,103,-0.0022893121871981116,-0.008859357696566983,0.44660194174757284,-0.008381271307205163,-0.012765957446808529,0.39805825242718446,-0.01521827359289608,-0.04893617021276586,0.36893203883495146
top30,155,-0.0023275588827322453,-0.008859357696566983,0.45161290322580644,-0.00750362333387865,-0.012765957446808529,0.4,-0.014651939808370072,-0.03766233766233762,0.36774193548387096
