ts_code,trade_date,name,industry,label_true_breakout,a_quality_layer,path_source,score_total,score_trend_axis_single,score_platform_axis_single,score_chip_axis_single,score_industry_axis_single,f_strength_rs20_xsec_q,f_platform_compress_ratio,f_chip_winner_rate,f_ind_peer_strong_count,ret_t1,ret_t2,ret_t3,selected_c_reason,firewall_reason,core_keep,failure_quadrant,ahigh_subtype
002245.SZ,20260311,蔚蓝锂芯,电气设备,C,,B,0.6818784928920621,0.5906138927281444,0.7583978458431504,0.6048664300455855,0.9058977615494525,0.7719941348973607,0.33678756476683963,0.8314826951374275,38.0,-0.009825327510917,-0.015829694323144,-0.023471615720524,mixed_pseudo_C,platform_integrity_firewall,False,dropped_C,
002709.SZ,20260312,天赐材料,化工原料,C,,A,0.8686712089557083,0.8571462675752287,0.1511107371255469,0.756615834712993,0.8171733608509286,0.9310850439882697,0.9230769230769235,0.9699949581567033,30.0,0.0082695885879677,-0.0107504651643579,-0.057680380401075,mixed_pseudo_C,,True,kept_C,
600796.SH,20260312,钱江生化,环境保护,C,,B,0.7738218739509061,0.5570179140763317,0.7607287108717604,0.7312128682557322,0.3587474202254326,0.751466275659824,0.4347826086956526,0.9027038446405514,4.0,-0.0042372881355932,-0.0254237288135592,-0.0127118644067796,mixed_pseudo_C,,False,dropped_C,
600888.SH,20260312,新疆众和,铝,C,,B,0.7362407425904522,0.7473795175146905,0.6261023224503534,0.8171268001723629,0.5565565962851247,0.8614369501466276,0.5056179775280898,0.9906840444682399,12.0,-0.0519999999999999,-0.071,-0.1199999999999998,mixed_pseudo_C,,True,kept_C,
002531.SZ,20260313,天顺风能,电气设备,C,,B,0.6947887989537139,0.906423983836674,0.6142712891282396,0.740980903998367,0.6005913637085252,0.9857038123167156,0.41230068337129855,1.0,17.0,-0.04765625,-0.07890625,-0.0921875,mixed_pseudo_C,mixed_pseudo_firewall,False,dropped_C,
600096.SH,20260313,云天化,农药化肥,C,,B,0.6752482382431174,0.8824113737367563,0.5653315382026253,0.7819040664050982,0.6469280838228291,0.9387829912023461,0.4969217238346526,0.8233442711865924,15.0,-0.0663148233134465,-0.101193207893529,-0.1115190454336851,mixed_pseudo_C,,True,kept_C,
002733.SZ,20260316,雄韬股份,电气设备,C,,A,0.8704897602794095,0.9003277562920645,0.1943621676203298,0.9306314040777448,0.5529846007302747,0.9853426163429828,0.7653179190751448,0.9997650198279742,16.0,-0.064388489208633,-0.0370503597122302,-0.1010791366906476,platform_false_break_C,,True,kept_C,
600395.SH,20260316,盘江股份,煤炭开采,C,,B,0.6957935140477594,0.6470763267228676,0.7133456748569504,0.6716978998934071,0.0870574694395935,0.8002931476731403,0.33950617283950624,0.8772909168431848,0.0,-0.0115894039735099,-0.0049668874172186,-0.0115894039735099,mixed_pseudo_C,platform_integrity_firewall,False,dropped_C,
603929.SH,20260316,亚翔集成,装修装饰,A,A_high,B,0.716616671428722,0.7968287993807994,0.5735106024907438,0.7227440296645726,0.2344618193364026,0.8915353609380725,0.4961832061068701,0.9346631843969205,2.0,0.0531520395550062,0.1241038318912235,0.0846724351050678,,,False,dropped_Ahigh,mixed_Ahigh
001382.SZ,20260317,新亚电缆,电气设备,C,,A,0.8084447879395746,0.8609222737117866,0.2409289801413665,0.7140588075204681,0.451976504207017,0.9344322344322344,0.9756097560975608,0.9179837015331813,11.0,0.0707587382779197,0.0400682011935207,-0.0451832907075875,platform_false_break_C,,True,kept_C,
002470.SZ,20260317,金正大,农药化肥,C,,B,0.672859520319171,0.9085737651746272,0.3641029956243688,0.9781852788424468,0.318046515319892,0.9974358974358974,0.5928143712574852,0.9999999999999999,4.0,0.0112676056338028,-0.0535211267605634,-0.1492957746478872,platform_false_break_C,,True,kept_C,
601009.SH,20260317,南京银行,银行,C,,B,0.5982086207671893,0.5315577919741223,0.6607455402221474,0.4360414634976073,0.2396015240514367,0.743956043956044,0.5396825396825395,0.8079673461291921,1.0,-0.0008673026886383,-0.0052038161318298,-0.0138768430182133,mixed_pseudo_C,,False,dropped_C,
000729.SZ,20260318,燕京啤酒,啤酒,C,,B,0.7346489038202931,0.4729636776317191,0.844395826321104,0.6126795636495589,0.12285680266709,0.7051282051282052,0.3522012578616344,0.9002267639471802,0.0,-0.0115384615384616,-0.0169230769230769,-0.0646153846153846,mixed_pseudo_C,platform_integrity_firewall,False,dropped_C,
001287.SZ,20260318,中电港,元器件,A,A_low,B,0.6887923795029515,0.6150240659109283,0.7490912150790979,0.5534164946816955,0.7645658040958883,0.7959706959706959,0.336397058823529,0.7514348757239139,61.0,-0.0040567951318457,0.014604462474645,0.0012170385395537,,platform_integrity_firewall,False,,
002213.SZ,20260318,大为股份,半导体,C,,A,0.8595995333696729,0.8755159580589633,0.2167788623359138,0.741775191073413,0.6696896332751231,0.9435897435897436,0.8888888888888892,0.9302605161565825,21.0,0.0078311201906706,-0.0078311201906707,-0.0466462376574736,platform_false_break_C,,True,kept_C,
600780.SH,20260319,通宝能源,火力发电,A,A_low,B,0.6448589332180735,0.8342198643772193,0.65920565466173,0.5944709817884926,0.3316399428480711,0.9193843898864053,0.49541284403669733,0.9321319985063192,6.0,0.0014749262536872,-0.0294985250737462,0.0294985250737462,,,False,,
601088.SH,20260319,中国神华,煤炭开采,C,,A,0.8246241548205848,0.878638909150433,0.5956243688993604,0.5912668904361237,0.3801595491347833,0.9395382924148039,0.5058365758754862,0.9987319435255608,8.0,0.0193375848590824,0.0183089899197697,-0.0026743468422135,mixed_pseudo_C,,True,kept_C,
000423.SZ,20260320,东阿阿胶,中成药,C,,B,0.7774322235809531,0.6458149889477891,0.9001514641534837,0.5510454040323861,0.2997896491506588,0.8123854891901795,0.2581648522550539,0.910245603978823,5.0,-0.0196358443413067,0.0067832916815422,-0.0057122456265619,mixed_pseudo_C,platform_integrity_firewall,False,dropped_C,
002309.SZ,20260320,中利集团,电气设备,A,A_high,A,0.8814676932846485,0.8779657751326405,0.6609390777515987,0.730651860839589,0.583167963168757,0.9461341150604617,0.44047619047619047,0.9928126508651078,21.0,0.0,0.1002386634844869,0.2100238663484486,,,True,kept_Ahigh,high_momentum_frontline_A
600207.SH,20260323,安彩高科,电气设备,A,A_high,B,0.790002252356094,0.8784529830933242,0.7772972063278357,0.6916845304243303,0.4795602476583584,0.9443223443223443,0.2846153846153847,0.959136806889778,13.0,0.0510204081632652,0.0170068027210885,0.119047619047619,,platform_integrity_firewall,False,dropped_Ahigh,mixed_Ahigh
600938.SH,20260323,中国海油,石油开采,C,,B,0.6557483543545857,0.8907361678506059,0.5456748569505216,0.6684111423581974,0.197809176059692,0.9684981684981685,0.5025380710659897,0.7938894295709354,3.0,0.0251710654936461,-0.0083088954056697,0.0002443792766373,chip_distortion_C,,True,kept_C,
601908.SH,20260323,京运通,电气设备,A,A_high,A,0.847240038101286,0.8680606544275554,0.6041905082463817,0.5421278887805321,0.4795602476583584,0.9501831501831501,0.5636363636363643,0.9760319576907811,13.0,0.0392609699769053,0.0554272517321017,0.161662817551963,,,True,kept_Ahigh,high_momentum_frontline_A
601330.SH,20260324,绿色动力,环境保护,C,,A,0.8968669630100017,0.9054631949383476,0.1072366206664422,0.8081545823600118,0.6457374186378789,0.9963356540857456,0.8672086720867208,0.99517617137335,30.0,-0.0290909090909091,-0.1263636363636364,-0.1190909090909091,platform_false_break_C,,True,kept_C,
603301.SH,20260324,振德医疗,医疗保健,A,A_low,B,0.6895680019537664,0.7896755269317557,0.6579602827330864,0.6751111174109269,0.6000952532147961,0.8951997068523269,0.36451512316806983,0.8323043028367325,22.0,0.0184082295614509,-0.0014076881429344,0.0176502436383325,,platform_integrity_firewall,False,,
000539.SZ,20260325,粤电力Ａ,火力发电,C,,A,0.9001849499920622,0.9045327790571732,0.1393133625042073,0.6670709069466809,0.8603746626448643,0.994869915720044,0.8599033816425121,1.0,28.0,-0.0247395833333332,-0.0963541666666666,-0.1796875,industry_heat_C,mixed_pseudo_firewall,False,dropped_C,
600395.SH,20260325,盘江股份,煤炭开采,C,,B,0.772141156323498,0.8030035775361408,0.7096768764725682,0.6900948223073957,0.3661890776313701,0.8973983144008795,0.4583333333333328,0.9901842505455757,4.0,-0.0239234449760764,-0.0159489633173842,-0.0510366826156298,mixed_pseudo_C,,False,dropped_C,
600642.SH,20260325,申能股份,火力发电,C,,B,0.743131464944665,0.8308225245105466,0.7254964658364187,0.5989695813394416,0.8603746626448643,0.9212165628435325,0.47368421052631554,0.9830762344832789,28.0,0.0065075921908892,-0.0010845986984815,-0.0184381778741865,mixed_pseudo_C,,False,dropped_C,
000720.SZ,20260326,新能泰山,电气设备,C,,A,0.8807056675662803,0.8966509858036548,0.2420986199932682,0.69218987140816,0.5940823940307985,0.976897689768977,0.7777777777777772,1.0,18.0,0.014732965009208,-0.0865561694290976,0.0055248618784531,platform_false_break_C,,True,kept_C,
002655.SZ,20260326,共达电声,元器件,A,A_low,B,0.6920210370931497,0.8770203276029719,0.6565466173005722,0.6900944480983376,0.3197531354183204,0.942060872753942,0.36981757877280275,0.7334779253037084,6.0,0.0085665334094802,-0.0005711022272987,0.0336950314106225,,platform_integrity_firewall,False,,
002832.SZ,20260326,比音勒芬,服饰,C,,B,0.6982866907219609,0.8792271208013422,0.6181504543924604,0.6490967046923547,0.1091641530401651,0.9479281261459479,0.5244755244755246,0.9691961976884277,1.0,-0.0045871559633028,0.0034403669724769,-0.018348623853211,chip_distortion_C,,True,kept_C,
000890.SZ,20260327,法尔胜,环境保护,A,A_high,B,0.6978877275882287,0.908911342216518,0.564372265230562,0.81634403420044,0.4892046356564534,0.998898678414097,0.42303433001107427,0.8391051991191574,8.0,0.0630824372759857,0.1060931899641577,0.0967741935483872,,mixed_pseudo_firewall,False,dropped_Ahigh,mixed_Ahigh
600487.SH,20260330,亨通光电,通信设备,C,,B,0.7499058692609966,0.8482977364660854,0.5549141703130258,0.947756197128796,0.8483489442768694,0.9184722732280572,0.46150024838549436,0.9994724791377501,26.0,-0.0121928343650348,-0.0253235790658413,0.001500656537235,mixed_pseudo_C,,True,kept_C,
603738.SH,20260330,泰晶科技,元器件,C,,B,0.777653185405334,0.8906570042922414,0.6047290474587681,0.9657180278048668,0.7401174789649151,0.9401395519647447,0.4086715867158671,0.9956012868070203,18.0,-0.0159453302961275,-0.0015186028853454,-0.0580865603644646,mixed_pseudo_C,,True,kept_C,
