group,n,avg_ret_t1,med_ret_t1,win_t1,avg_ret_t2,med_ret_t2,win_t2,avg_ret_t3,med_ret_t3,win_t3
A,160,0.04754365108566727,0.047344410242831425,0.89375,0.08089830664933981,0.07097998619737755,0.9375,0.10384814598957141,0.08596810229374852,0.95625
C,543,-0.01117099111515579,-0.014981273408239737,0.3259668508287293,-0.02271505133246546,-0.022900763358778553,0.2983425414364641,-0.03194222080218794,-0.03450459006014561,0.26335174953959484
