axis,selected_A,selected_C,missed_A,rejected_C,selected_A_minus_selected_C,selected_A_minus_missed_A,selected_C_minus_rejected_C
score_chip_axis,0.6865227103499627,0.6572753305944445,0.4957060705827701,0.4796319628381804,0.029247379755518166,0.1908166397671926,0.17764336775626416
score_platform_axis,0.5444112914734609,0.5633349502107733,0.509254559113754,0.5072573781124583,-0.018923658737312388,0.035156732359706955,0.05607757209831499
score_industry_axis,0.5996525192355423,0.6190742119632664,0.5044055596922313,0.4804542069992554,-0.019421692727724094,0.09524695954331097,0.138620004964011
score_trend_axis,0.891738941166717,0.9168239058918075,0.46144147827949455,0.43155800968788194,-0.025084964725090475,0.4302974628872225,0.4852658962039256
