version,candidate_a_share,candidate_c_share,candidate_a_lift_points,top10_a_share,top20_a_share,top30_a_share,top_monotonic,a_coverage_rate,c_coverage_rate,hard_filter_elimination_rate,score_continuous,score_replacing_filter_risk,candidate_pool_ratio,candidate_pool_health,axis_gap_strength,axis_gap_industry,axis_gap_chip,axis_gap_platform,cand_top_pct
"baseline_top30_w(0.40,0.35,0.20,0.05)",0.22317596566523606,0.776824034334764,0.10903718764865639,0.24433249370277077,0.2295973884657236,0.22317596566523606,True,0.20981842636180228,0.09409929815440603,0.5815167331900521,yes,moderate,0.10730733804114216,balanced,0.13219876514920814,0.0592825708729916,0.10843311841162623,0.03324136461815347,0.3
"tune1_top25_w(0.40,0.35,0.23,0.02)",0.2247191011235955,0.7752808988764045,0.11058032310701582,0.2594458438287154,0.22850924918389554,0.2217453505007153,True,0.17484868863483524,0.07772290096178841,0.5815167331900521,yes,moderate,0.08880871968068775,balanced,0.13219876514920814,0.0592825708729916,0.10843311841162623,0.03324136461815347,0.25
