trade_date,stock_code,stock_name,label_class,label_A_high,archetype,path_source,in_C2A,in_mainline_q2,in_mainline_s2,in_er1,in_mainline_s2_er1,score_total,score_platform_axis_single,score_industry_axis_single,f_chip_winner_rate,f_platform_compress_ratio,f_strength_rs20_xsec_q,rank_global_after_merge,ret_t2_close
20250509,000021.SZ,深科技,G,0,,,False,False,False,False,False,,0.6944933184855233,0.31712725109512735,0.28491459786050116,0.3106796116504858,0.6658176260825267,,-0.0027247956403270157
20250509,000032.SZ,深桑达Ａ,G,0,,,False,False,False,False,False,,0.4245824053452115,0.478861337948191,0.4105459806415168,0.5559105431309903,0.7264391237901172,,-0.016386182462355903
20250509,000034.SZ,神州数码,C,0,,,False,False,False,False,False,,0.4523273942093541,0.22738088799956735,0.484238879019506,0.5158959537572249,0.8466632705043301,,-0.016953257447323677
20250509,000062.SZ,深圳华强,C,0,,,False,False,False,False,False,,0.39995545657015585,0.31712725109512735,0.8877179451776295,0.5374310480693459,0.9852266938359654,,-0.01067615658362997
20250509,000099.SZ,中信海直,G,0,,,False,False,False,False,False,,0.6173218262806235,0.14917392244875888,0.3542674953349638,0.4135593220338984,0.6719307182883342,,0.0008620689655172153
20250509,000100.SZ,TCL科技,G,0,,,False,False,False,False,False,,0.6606124721603563,0.31712725109512735,0.26665610429627423,0.397849462365591,0.5552725420275089,,0.006976744186046657
20250509,000158.SZ,常山北明,G,0,,,False,False,False,False,False,,0.2851475501113585,0.22738088799956735,0.699598641729148,0.640625,0.9638308711156394,,0.010052271813429936
20250509,000333.SZ,美的集团,G,0,,,False,False,False,False,False,,0.7635272828507795,0.5453125845005679,0.8758245765453486,0.3059392265193374,0.45236882322975036,,0.013272010512483723
20250509,000408.SZ,藏格矿业,G,0,,,False,False,False,False,False,,0.7599053452115813,0.23944080904223675,0.9294377355303167,0.3218562874251495,0.6556291390728477,,-0.004920721705850228
20250509,000409.SZ,云鼎科技,G,0,,,False,False,False,False,False,,0.6949331848552339,0.22738088799956735,0.6076191333395566,0.24434389140271456,0.7187977585328579,,-0.006102877070619073
20250509,000415.SZ,渤海租赁,A,0,,,False,False,False,False,False,,0.21359131403118037,0.2969147152668866,0.27506985523576877,0.7311827956989246,0.6474783494651044,,0.009404388714733702
20250509,000426.SZ,兴业银锡,A,0,,,False,False,False,False,False,,0.6158351893095768,0.10055567573414094,0.5438163692360383,0.3876543209876545,0.7666836474783495,,0.022205206738131533
20250509,000519.SZ,中兵红箭,G,0,,,False,False,False,False,False,,0.21089086859688194,0.5876304688767509,0.7273009575922124,0.8163265306122448,0.6179317371370352,,0.018965517241379404
20250509,000525.SZ,红太阳,G,0,,,False,False,False,False,False,,0.6231542316258352,0.23944080904223675,0.894942633757741,0.43137254901960786,0.7929190015282731,,-0.011396011396011319
20250509,000533.SZ,顺钠股份,G,0,,,False,False,False,False,False,,0.6875890868596881,0.5333608241847385,0.4985120096872386,0.2252559726962458,0.717014773306164,,-0.008389261744966459
20250509,000536.SZ,华映科技,G,0,,,False,False,False,False,False,,0.5950389755011135,0.31712725109512735,0.3181791046338192,0.39374999999999993,0.6535914416709119,,-0.00440528634361248
20250509,000555.SZ,神州信息,G,0,,,False,False,False,False,False,,0.6965256124721603,0.22738088799956735,0.34455258294716495,0.17117117117117098,0.5807437595517065,,-0.007950530035335635
20250509,000559.SZ,万向钱潮,A,0,,A,False,False,False,False,False,0.848912173489806,0.29622494432071267,0.6676558866475583,0.9999999999999999,0.6623376623376623,0.9633214467651554,1.0,0.04956896551724155
20250509,000600.SZ,建投能源,C,0,,,False,False,False,False,False,,0.41547884187082407,0.6296238710724136,0.6650758456150935,0.5608465608465607,0.6663270504330107,,0.010494752623688264
20250509,000601.SZ,韶能股份,C,0,,,False,False,False,False,False,,0.16826837416481066,0.06051592666702721,0.5361100621484165,0.7366412213740456,0.5878757004584819,,-0.026402640264026278
20250509,000617.SZ,中油资本,G,0,,,False,False,False,False,False,,0.34616926503340756,0.2969147152668866,0.501372644774177,0.5864661654135337,0.7373917473255222,,0.0
20250509,000628.SZ,高新发展,C,0,,,False,False,False,False,False,,0.6981792873051225,0.478861337948191,0.39807302750248197,0.29125528913963294,0.7982679572083545,,-0.016455696202531622
20250509,000657.SZ,中钨高新,A,0,,,False,False,False,False,False,,0.6541230512249443,0.3808406792493646,0.7925066849396974,0.4315789473684215,0.7111563932755985,,0.008754863813229541
20250509,000661.SZ,长春高新,G,0,,,False,False,False,False,False,,0.5480512249443207,0.31085392893840247,0.38808196497916336,0.4916227860220199,0.11054508405501783,,0.02807752750130943
20250509,000768.SZ,中航西飞,G,0,,,False,False,False,False,False,,0.5646770601336303,0.26661619166080797,0.3072343373406119,0.4947145877378435,0.4518593988792664,,0.025756336876533004
20250509,000777.SZ,中核科技,G,0,,,False,False,False,False,False,,0.5658296213808462,0.4191092964144719,0.3705693045124924,0.44007858546169,0.6423841059602649,,0.006868918145392255
20250509,000783.SZ,长江证券,A,0,,,False,False,False,False,False,,0.33510857461024496,0.13264561137850847,0.383340617867928,0.6956521739130437,0.5608762098828324,,0.012251148545176171
20250509,000801.SZ,四川九洲,G,0,,,False,False,False,False,False,,0.5523608017817372,0.5453125845005679,0.4921634114833902,0.46394230769230804,0.7014773306164035,,0.0791770573566084
20250509,000815.SZ,美利云,G,0,,,False,False,False,False,False,,0.4010244988864142,0.4205627061813856,0.4751176625520576,0.5458167330677288,0.9210392256749873,,-0.010226442658874957
20250509,000818.SZ,航锦科技,G,0,,,False,False,False,False,False,,0.5927338530066815,0.3272943594180953,0.4463784829642812,0.3865546218487395,0.6413652572592969,,0.007661290322580561
20250509,000833.SZ,粤桂股份,G,0,,,False,False,False,False,False,,0.7267873051224943,0.23068655021361745,0.7679346730121867,0.20588235294117643,0.8614365766683647,,0.013460015835312644
20250509,000837.SZ,秦川机床,A,0,,,False,False,False,False,False,,0.508674832962138,0.26210724136066194,0.6238323213840353,0.4575289575289574,0.6877228731533367,,0.022935779816513735
20250509,000859.SZ,国风新材,A,0,,,False,False,False,False,False,,0.22356904231625832,0.1810407765940187,0.5404881236005287,0.6782334384858043,0.7137035150280183,,0.03377386196769461
20250509,000887.SZ,中鼎股份,G,0,,,False,False,False,False,False,,0.5199944320712694,0.6676558866475583,0.6753437013708344,0.4524456521739134,0.9490575649516046,,-0.008686765457332712
20250509,000893.SZ,亚钾国际,G,0,,,False,False,False,False,False,,0.5601141425389755,0.23944080904223675,0.8837412578386477,0.45783132530120463,0.8318899643402955,,-0.001055966209081327
20250509,000921.SZ,海信家电,G,0,,,False,False,False,False,False,,0.7211581291759465,0.5453125845005679,0.5174908196828119,0.3018080667593882,0.6790626591951096,,0.023095484315753145
20250509,000948.SZ,南天信息,G,0,,,False,False,False,False,False,,0.30939309576837415,0.22738088799956735,0.48502249630746913,0.6299342105263157,0.8364747834946511,,-0.0010531858873090716
20250509,000953.SZ,河化股份,G,0,,,False,False,False,False,False,,0.4849777282850779,0.31833053918122334,0.9639748616709763,0.47656250000000033,0.9541518084564442,,-0.027692307692307683
20250509,000965.SZ,天保基建,G,0,,,False,False,False,False,False,,0.2171826280623608,0.28845113839165,0.32923525752387534,0.6721311475409837,0.9821701477330617,,-0.02244389027431415
20250509,000977.SZ,浪潮信息,G,0,,,False,False,False,False,False,,0.6448440979955455,0.25781461251419613,0.393649896279044,0.35442260442260415,0.695364238410596,,-0.009643201542912205
20250509,000980.SZ,众泰汽车,G,0,,,False,False,False,False,False,,0.5335133630289531,0.6676558866475583,0.42244616107196287,0.4520547945205476,0.7091186958736627,,0.0
20250509,000988.SZ,华工科技,G,0,,,False,False,False,False,False,,0.5849331848552338,0.5876304688767509,0.6878337571694465,0.4394618834080723,0.912888436067244,,-0.013425925925926063
20250509,000993.SZ,闽东电力,C,0,,,False,False,False,False,False,,0.29399220489977723,0.06051592666702721,0.5549026359549245,0.6446991404011461,0.8003056546102904,,-0.023126734505087843
20250509,001212.SZ,中旗新材,A,1,A5_mixed_other,,False,False,False,False,False,,0.5814420935412027,0.20185495646530743,0.5679592573135711,0.3736121869351924,0.8339276617422313,,0.056564245810055924
20250509,001287.SZ,中电港,G,0,,,False,False,False,False,False,,0.7003118040089087,0.31712725109512735,0.30839851620929337,0.24641833810888228,0.8171166581762608,,0.006214396685655155
20250509,001339.SZ,智微智能,C,0,,,False,False,False,False,False,,0.4449109131403118,0.25781461251419613,0.4420210189892541,0.5095147478591818,0.9612837493632196,,-0.013184772516248833
20250509,600000.SH,浦发银行,G,0,,,False,False,False,False,False,,0.5484799554565701,0.49561273051754906,0.9994736994899871,0.5112107623318384,0.717014773306164,,0.021132713440405793
20250509,600011.SH,华能国际,G,0,,,False,False,False,False,False,,0.6979760579064587,0.6296238710724136,0.6943803387076892,0.45555555555555555,0.3892002037697402,,0.0013458950201885589
20250509,600016.SH,民生银行,G,0,,,False,False,False,False,False,,0.8045851893095768,0.49561273051754906,0.754780446689343,0.3902439024390246,0.33520122261844115,,0.009779951100244544
20250509,600021.SH,上海电力,C,0,,,False,False,False,False,False,,0.7407795100222716,0.6296238710724136,0.5163215660351615,0.41592920353982327,0.35914416709118696,,-0.006557377049180357
20250509,600025.SH,华能水电,C,0,,,False,False,False,False,False,,0.6661219376391982,0.06051592666702721,0.628140090979434,0.5168539325842703,0.31940906775343864,,-0.004102564102564044
20250509,600036.SH,招商银行,G,0,,,False,False,False,False,False,,0.6442037861915367,0.49561273051754906,0.9537812561751386,0.47626841243862583,0.3601630157921549,,0.02554660529344077
20250509,600039.SH,四川路桥,G,0,,,False,False,False,False,False,,0.3002616926503341,0.478861337948191,0.9998255606493516,0.7840000000000004,0.47529291900152826,,-0.002152852529601623
20250509,600060.SH,海信视像,C,0,,,False,False,False,False,False,,0.4440701559020044,0.5453125845005679,0.9537871584560098,0.6151898734177216,0.489047376464595,,-0.00998402555910538
20250509,600081.SH,东风科技,G,0,,,False,False,True,False,True,,0.5847383073496658,0.6676558866475583,0.7405399700810857,0.401574803149606,0.6602139582272033,,-0.011220196353436185
20250509,600104.SH,上汽集团,G,0,,,False,False,False,False,False,,0.5664866369710467,0.16959601968525229,0.41290606173267214,0.5144927536231885,0.6469689251146205,,0.0018072289156625398
20250509,600105.SH,永鼎股份,A,0,,,False,False,False,False,False,,0.34619153674832964,0.4205627061813856,0.5674794275903113,0.5769230769230769,0.9791136016301579,,-0.0013850415512465242
20250509,600114.SH,东睦股份,G,0,,,False,False,False,False,False,,0.44075723830734964,0.4191092964144719,0.5868537448639695,0.5476190476190476,0.7727967396841569,,-0.004875670404680732
20250509,600120.SH,浙江东方,G,0,,,False,False,False,False,False,,0.6429510022271714,0.2969147152668866,0.31060302771354265,0.34285714285714264,0.5950076413652573,,-0.003278688524590123
20250509,600143.SH,金发科技,C,0,,,False,False,False,False,False,,0.6900640311804008,0.1810407765940187,0.4587757813402177,0.35249042145593873,0.7198166072338258,,-0.007233273056057921
20250509,600150.SH,中国船舶,A,1,A3_early_structure_low_rs20,,False,False,False,False,False,,0.7919766146993318,0.1975623276188416,0.18282155506700234,0.25919439579684767,0.3469179826795721,,0.04326287978863941
20250509,600160.SH,巨化股份,C,0,,,False,False,False,False,False,,0.29432349665924273,0.3272943594180953,0.9631548975879224,0.7000000000000003,0.6530820173204279,,-0.010000000000000009
20250509,600166.SH,福田汽车,G,0,,,False,False,False,False,False,,0.38403953229398663,0.16959601968525229,0.7998835423621362,0.6400000000000006,0.6141110545084055,,0.0
20250509,600183.SH,生益科技,A,0,,,False,False,False,False,False,,0.604805122494432,0.31712725109512735,0.5044521158159361,0.3881118881118884,0.7432501273560876,,0.012364760432766575
20250509,600203.SH,福日电子,G,0,,,False,False,False,False,False,,0.4512750556792873,0.31712725109512735,0.6217919234098254,0.5170278637770896,0.9016811003565971,,-0.006153846153846176
20250509,600206.SH,有研新材,G,0,,,False,False,False,False,False,,0.6440200445434298,0.1395070574874263,0.6531005980089358,0.3415765069551778,0.9240957717778909,,-0.00898045430533534
20250509,600219.SH,南山铝业,C,0,,,False,False,False,False,False,,0.6644599109131404,0.17369260721432048,0.32761401627567005,0.4025974025974027,0.5929699439633215,,0.005479452054794498
20250509,600246.SH,万通发展,C,0,,,False,False,False,False,False,,0.28893095768374166,0.28845113839165,0.6598432222417885,0.6815286624203822,0.869077941925624,,-0.1059390048154093
20250509,600273.SH,嘉化能源,C,0,,,False,False,False,False,False,,0.814977728285078,0.3272943594180953,0.8780666672199131,0.280303030303031,0.5710646968925115,,-0.008264462809917439
20250509,600276.SH,恒瑞医药,G,0,,,False,False,False,False,False,,0.7101169265033407,0.31833053918122334,0.9845329358051795,0.406024096385542,0.47631176770249617,,-0.01480769230769241
20250509,600298.SH,安琪酵母,C,0,,,False,False,False,False,False,,0.3254844097995545,0.3190538640419664,0.8713775762156526,0.7644539614561031,0.40906775343861435,,-0.000820568927789922
20250509,600315.SH,上海家化,C,0,,,False,False,False,False,False,,0.3006347438752784,0.5285611919312098,1.0,0.6608442503639012,0.9332654100866021,,-0.027479091995220917
20250509,600320.SH,振华重工,G,0,,,False,False,False,False,False,,0.685306236080178,0.5876304688767509,0.7025012793306067,0.22707423580786046,0.67396841569027,,-0.008869179600886956
20250509,600326.SH,西藏天路,G,0,,,False,False,False,False,False,,0.5504287305122494,0.23073387053160999,0.45411055184100146,0.4591836734693875,0.7452878247580235,,-0.012605042016806678
20250509,600340.SH,华夏幸福,A,1,A5_mixed_other,,False,False,False,False,False,,0.28791202672605787,0.22663728300254177,0.4642149383483717,0.6533333333333337,0.8211920529801324,,0.07851239669421495
20250509,600353.SH,旭光电子,A,0,,,False,False,False,False,False,,0.5404398663697105,0.31712725109512735,0.8005668930311169,0.4440894568690099,0.7157412124299541,,-0.01851851851851849
20250509,600363.SH,联创光电,G,0,,,False,False,False,False,False,,0.6271213808463251,0.31712725109512735,0.6226584209371944,0.3648373983739836,0.46663270504330107,,0.022417658216933978
20250509,600367.SH,红星发展,G,0,,,False,False,False,False,False,,0.7093930957683742,0.3272943594180953,0.45040601406054753,0.18576388888888865,0.6846663270504331,,-0.004329004329004182
20250509,600372.SH,中航机载,G,0,,,False,False,False,False,False,,0.4939755011135857,0.26661619166080797,0.28894763189394773,0.5615763546798034,0.4661232806928171,,0.02604166666666674
20250509,600391.SH,航发科技,G,0,,,False,False,False,False,False,,0.3403981069042316,0.26661619166080797,0.562338505132634,0.5895061728395062,0.9026999490575649,,0.019857029388403502
20250509,600392.SH,盛和资源,A,0,,,False,False,False,False,False,,0.23188752783964364,0.3808406792493646,0.7535828694894103,0.7755102040816323,0.5598573611818645,,-0.014107883817427336
20250509,600410.SH,华胜天成,A,0,,,False,False,False,False,False,,0.14675946547884186,0.22738088799956735,0.3150893858139776,0.7464788732394366,0.9862455425369333,,-0.02802802802802795
20250509,600415.SH,小商品城,A,0,,,False,False,False,False,False,,0.6393986636971047,0.23185603807257588,0.9600055933023153,0.3530534351145039,0.9302088639836984,,0.026700572155117452
20250509,600418.SH,江淮汽车,G,0,,,False,False,False,False,False,,0.6935968819599109,0.16959601968525229,0.6736870126161207,0.3393665158371041,0.7381558838512481,,-0.0005555555555556424
20250509,600435.SH,北方导航,G,0,,,False,False,False,False,False,,0.3344793986636971,0.5876304688767509,0.9140881409460212,0.7076923076923077,0.674477840040754,,0.00940170940170959
20250509,600460.SH,士兰微,G,0,,,False,False,False,False,False,,0.7293847438752783,0.1395070574874263,0.31836117407531334,0.344262295081967,0.7060621497707591,,0.004008016032064132
20250509,600480.SH,凌云股份,C,0,,,False,False,False,False,False,,0.5537917594654788,0.6676558866475583,0.6000793201313923,0.4125326370757178,0.9424350483953133,,-0.021662763466042012
20250509,600490.SH,鹏欣资源,C,0,,,False,False,False,False,False,,0.6096380846325167,0.1055107890325023,0.3799842184594934,0.3504273504273505,0.9806418746816098,,0.0066225165562912025
20250509,600505.SH,西昌电力,G,0,,,False,False,False,False,False,,0.16791202672605793,0.06051592666702721,0.20516331274137523,0.7205029013539652,0.9460010188487009,,-0.008962868117797673
20250509,600519.SH,贵州茅台,G,0,,,False,False,False,False,False,,0.762956570155902,0.16104456221945812,0.6955947346970307,0.4459449541284403,0.23892002037697402,,-0.004818523153942489
20250509,600531.SH,豫光金铅,G,0,,,False,False,False,False,False,,0.7243374164810691,0.10055567573414094,0.6061477391105868,0.22421524663677125,0.7284768211920529,,0.012875536480686733
20250509,600549.SH,厦门钨业,A,0,,,False,False,False,False,False,,0.7972438752783964,0.3808406792493646,0.3443362052913839,0.31525423728813556,0.3632195618950586,,0.01029866117404743
20250509,600552.SH,凯盛科技,A,0,,,False,False,False,False,False,,0.5552366369710466,0.31712725109512735,0.3686600965899192,0.4523076923076925,0.6642893530310748,,0.0017391304347824654
20250509,600556.SH,天下秀,G,0,,,False,False,False,False,False,,0.6761469933184855,0.24607917365204696,0.28755847601408197,0.3409090909090911,0.5970453387671931,,-0.010330578512396604
20250509,600563.SH,法拉电子,C,0,,,False,False,False,False,False,,0.695662583518931,0.31712725109512735,0.35057155780590876,0.30450275348234546,0.6311767702496179,,-0.010305449818958312
20250509,600575.SH,淮河能源,G,0,,,False,False,False,False,False,,0.2917733853006681,0.6296238710724136,0.6783437781173951,0.6635514018691586,0.5894039735099338,,-0.01749999999999996
20250509,600577.SH,精达股份,A,0,,,False,False,False,False,False,,0.6221213808463251,0.5333608241847385,0.5176260976488699,0.33720930232558116,0.825776872134488,,0.01386962552011095
20250509,600580.SH,卧龙电驱,G,0,,,False,False,False,False,False,,0.6080233853006681,0.5333608241847385,0.5333794845410988,0.3580454928390901,0.8599083036169128,,0.0053866871873797795
20250509,600584.SH,长电科技,G,0,,,False,False,False,False,False,,0.7261469933184855,0.1395070574874263,0.2755010626453939,0.31347150259067386,0.6123280692817117,,0.0020588235294116686
20250509,600589.SH,大位科技,G,0,,,False,False,False,False,False,,0.258390868596882,0.22738088799956735,0.4835818309337498,0.6506024096385544,0.9454915944982171,,0.032133676092544805
20250509,600595.SH,中孚实业,A,1,A3_early_structure_low_rs20,,False,False,False,False,False,,0.6976670378619153,0.17369260721432048,0.6624359192539174,0.25563909774436055,0.6754966887417219,,0.0474934036939314
20250509,600602.SH,云赛智联,G,0,,,False,False,False,False,False,,0.5108518930957684,0.22738088799956735,0.35903631122110025,0.4748603351955305,0.7412124299541518,,-0.003947368421052588
20250509,600610.SH,中毅达,A,1,A5_mixed_other,,False,False,False,False,False,,0.18834632516703786,0.3272943594180953,0.7074569861774621,0.7046476761619191,0.9933774834437086,,0.1456140350877193
20250509,600611.SH,大众交通,G,0,,,False,False,False,False,False,,0.4421687082405345,0.2639189335352333,0.33165520211020666,0.5303030303030304,0.71777890983189,,0.01718749999999991
20250509,600619.SH,海立股份,G,0,,,False,False,False,False,False,,0.6539086859688195,0.5453125845005679,0.5455492324613405,0.2992424242424242,0.6006113092205807,,-0.011735121542330362
20250509,600633.SH,浙数文化,G,0,,,False,False,False,False,False,,0.6020935412026726,0.24607917365204696,0.4435893257903182,0.4043583535108958,0.8283239938869078,,0.004344677769732019
20250509,600642.SH,申能股份,C,0,,,False,False,False,False,False,,0.3179203786191536,0.6296238710724136,0.9033282119741097,0.8470588235294108,0.19612837493632196,,-0.012035010940919189
20250509,600644.SH,乐山电力,A,1,A5_mixed_other,,False,False,False,False,False,,0.5207405345211581,0.06051592666702721,0.14568094311791313,0.4299876084262702,0.9943963321446765,,0.034671532846715314
20250509,600674.SH,川投能源,C,0,,,False,False,False,False,False,,0.8041481069042316,0.06051592666702721,0.7316239108984377,0.38547486033519446,0.22414671421293939,,-0.005820721769499548
20250509,600685.SH,中船防务,G,0,,,False,False,False,False,False,,0.6491481069042315,0.1975623276188416,0.5404787481104086,0.4148727984344425,0.6917982679572083,,0.009795918367346834
20250509,600686.SH,金龙汽车,G,0,,,False,False,False,False,False,,0.6686859688195992,0.16959601968525229,0.3653519886450592,0.30634573304157553,0.7554763117677025,,-0.0022988505747126853
20250509,600699.SH,均胜电子,A,0,,,False,False,False,False,False,,0.6678396436525612,0.6676558866475583,0.3775406885980974,0.32442748091603074,0.6775343861436577,,0.011918951132300348
20250509,600703.SH,三安光电,G,0,,,False,False,False,False,False,,0.7669821826280623,0.1395070574874263,0.41573802681027805,0.29831932773109215,0.7447784004075395,,0.0016000000000000458
20250509,600704.SH,物产中大,G,0,,,False,False,False,False,False,,0.38947383073496655,0.30708182358985453,0.8028266847807253,0.6799999999999997,0.5832908813041263,,0.00569259962049351
20250509,600741.SH,华域汽车,G,0,,,False,False,False,False,False,,0.24519487750556793,0.6676558866475583,0.9722879262827389,0.929577464788733,0.4121242995415181,,0.019220208676551165
20250509,600745.SH,闻泰科技,G,0,,,False,False,False,False,False,,0.565445434298441,0.1395070574874263,0.3590608650886141,0.4695431472081218,0.8115129903209374,,0.016531322505800583
20250509,600793.SH,宜宾纸业,C,0,,,False,False,False,False,False,,0.31159242761692646,0.2614312368179114,0.7958665355492063,0.5991902834008098,0.9918492103922567,,-0.006329113924050556
20250509,600797.SH,浙大网新,G,0,,,False,False,False,False,False,,0.6638864142538975,0.22738088799956735,0.5314535281970333,0.2614173228346457,0.8395313295975547,,0.02059925093632975
20250509,600835.SH,上海机电,G,0,,,False,False,False,False,False,,0.5307349665924276,0.23093667189443512,0.6696078619338636,0.46241134751773016,0.934793683138054,,0.014090520922288574
20250509,600839.SH,四川长虹,C,0,,,False,False,False,False,False,,0.40315144766146993,0.5453125845005679,0.5451540592104995,0.5682539682539679,0.8706062149770759,,-0.012669683257918618
20250509,600850.SH,电科数字,G,0,,,False,False,False,False,False,,0.7766007795100223,0.22738088799956735,0.372987387367122,0.31132075471698134,0.5771777890983188,,-0.017727639000805873
20250509,600862.SH,中航高科,G,0,,,False,False,False,False,False,,0.6197995545657016,0.26661619166080797,0.3908035608605246,0.46699266503667447,0.3647478349465104,,-0.005439330543932974
20250509,600863.SH,华能蒙电,C,0,,,False,False,False,False,False,,0.7617761692650333,0.6296238710724136,0.5183297731248189,0.4444444444444444,0.23993886907794193,,-0.002450980392156854
20250509,600866.SH,星湖科技,C,0,,,False,False,False,False,False,,0.7198134743875279,0.2069452706722189,0.5091286860634199,0.27586206896551746,0.6230259806418746,,-0.0027063599458727605
