group,n,t1_avg,t1_med,t1_win,t2_avg,t2_med,t2_win,t3_avg,t3_med,t3_win
top5,590,0.0017809590368387093,-0.0042148414443476945,0.45254237288135596,0.0021420154598168185,-0.005518680238794205,0.4423728813559322,0.0009034045295280608,-0.012626367141094386,0.43050847457627117
rank6_10,571,-0.00013034028615123558,-0.005154639175257825,0.43782837127845886,-0.0027376032967753,-0.007031249999999933,0.43782837127845886,-0.0010350092614281811,-0.006568144499178974,0.4395796847635727
