rule_candidate,candidate_expr,main_sample_n,main_Ahigh_over_C,main_C_pct,main_mean_ret_t2,confirm_sample_n,confirm_Ahigh_over_C,confirm_C_pct,confirm_mean_ret_t2,robust_label
R1_conservative,score_total>=q55 & score_platform_axis_single>=q45,21,0.2857142857142857,0.3333333333333333,-0.0006004093311577337,27,0.16666666666666666,0.4444444444444444,-0.009747824613097254,drop
R1_relaxed,score_total>=q50(~q55 proxied by q45) & score_platform_axis_single>=q40,39,0.25,0.41025641025641024,0.00090222871755862,44,0.25,0.45454545454545453,-0.0017211697812605333,drop
R2_conservative,NOT(industry>=q60 & chip>=q65),131,0.30357142857142855,0.42748091603053434,0.006966528203081576,149,0.2857142857142857,0.37583892617449666,0.0102806810553116,keep
R2_relaxed,NOT(industry>=q70 & chip>=q75),143,0.3050847457627119,0.4125874125874126,0.006698344179592012,158,0.26229508196721313,0.3860759493670886,0.010208295600177286,keep
R3_conservative,NOT(platform<=q45 & compress>=q60),105,0.23684210526315788,0.3619047619047619,0.0044061309241183455,112,0.2619047619047619,0.375,0.00987810829133906,drop
R3_relaxed,NOT(platform<=q35 & compress>=q65),116,0.25,0.3793103448275862,0.004691871143118478,121,0.29545454545454547,0.36363636363636365,0.010748085559424867,drop
