variant,sample_n,mean_ret_t1,mean_ret_t2,mean_ret_t3,median_ret_t1,median_ret_t2,median_ret_t3,win_t1,win_t2,win_t3
old_selector_core_with_G,167,0.005348404545108071,0.0042280416401428225,0.004555868430027441,0.0033014769765422,0.0,0.0002443792766373,0.5508982035928144,0.49101796407185627,0.5029940119760479
old_selector_core_no_G,123,0.00368362496158514,0.0015891811951789859,0.003529555757360132,0.0033014769765422,-0.0015186028853454,-0.00350532809871,0.5609756097560976,0.45528455284552843,0.4878048780487805
ahigh_refine_core,45,0.001125791379604914,-0.005382448300911477,-0.0014727280968899654,0.0019582245430809,-0.0078311201906707,-0.0064850843060959,0.5333333333333333,0.4666666666666667,0.4444444444444444
