k,combo,support_keptC,support_keptAhigh,diff_C_minus_A,nC,nA
3,score_trend_axis_single<=q60(0.9030) & f_strength_rs20_xsec_q<=q40(0.9473) & score_total>=q40(0.8377),0.12903225806451613,0.25,-0.12096774193548387,4,2
3,score_trend_axis_single<=q60(0.9030) & f_strength_rs20_xsec_q<=q40(0.9473) & score_platform_axis_single>=q40(0.3080),0.25806451612903225,0.25,0.008064516129032251,8,2
3,score_trend_axis_single<=q60(0.9030) & f_strength_rs20_xsec_q<=q40(0.9473) & score_industry_axis_single<=q60(0.7378),0.1935483870967742,0.125,0.06854838709677419,6,1
3,score_trend_axis_single<=q60(0.9030) & f_strength_rs20_xsec_q<=q40(0.9473) & f_platform_compress_ratio<=q60(0.6772),0.25806451612903225,0.125,0.13306451612903225,8,1
3,score_trend_axis_single<=q60(0.9030) & f_strength_rs20_xsec_q<=q40(0.9473) & f_chip_winner_rate<=q60(0.9925),0.2903225806451613,0.125,0.1653225806451613,9,1
3,score_trend_axis_single<=q60(0.9030) & f_platform_compress_ratio>=q60(0.6772) & score_total>=q40(0.8377),0.22580645161290322,0.125,0.10080645161290322,7,1
3,score_trend_axis_single<=q60(0.9030) & f_platform_compress_ratio>=q60(0.6772) & f_chip_winner_rate<=q60(0.9925),0.16129032258064516,0.125,0.03629032258064516,5,1
3,score_trend_axis_single<=q60(0.9030) & f_chip_winner_rate>=q60(0.9925) & score_total>=q40(0.8377),0.16129032258064516,0.125,0.03629032258064516,5,1
3,score_trend_axis_single<=q60(0.9030) & f_chip_winner_rate>=q60(0.9925) & score_platform_axis_single>=q40(0.3080),0.16129032258064516,0.125,0.03629032258064516,5,1
3,score_trend_axis_single<=q60(0.9030) & f_chip_winner_rate>=q60(0.9925) & f_platform_compress_ratio<=q60(0.6772),0.16129032258064516,0.125,0.03629032258064516,5,1
3,score_trend_axis_single<=q60(0.9030) & score_total>=q40(0.8377) & score_platform_axis_single>=q40(0.3080),0.03225806451612903,0.375,-0.342741935483871,1,3
3,score_trend_axis_single<=q60(0.9030) & score_total>=q40(0.8377) & score_industry_axis_single<=q40(0.6460),0.06451612903225806,0.25,-0.18548387096774194,2,2
3,score_trend_axis_single<=q60(0.9030) & score_total>=q40(0.8377) & score_industry_axis_single<=q60(0.7378),0.0967741935483871,0.25,-0.1532258064516129,3,2
3,score_trend_axis_single<=q60(0.9030) & score_total>=q40(0.8377) & f_platform_compress_ratio<=q60(0.6772),0.03225806451612903,0.25,-0.21774193548387097,1,2
3,score_trend_axis_single<=q60(0.9030) & score_total>=q40(0.8377) & f_chip_winner_rate<=q60(0.9925),0.0967741935483871,0.25,-0.1532258064516129,3,2
3,score_trend_axis_single<=q60(0.9030) & score_platform_axis_single>=q40(0.3080) & score_industry_axis_single<=q40(0.6460),0.16129032258064516,0.25,-0.08870967741935484,5,2
3,score_trend_axis_single<=q60(0.9030) & score_platform_axis_single>=q40(0.3080) & score_industry_axis_single<=q60(0.7378),0.1935483870967742,0.25,-0.05645161290322581,6,2
3,score_trend_axis_single<=q60(0.9030) & score_platform_axis_single>=q40(0.3080) & f_platform_compress_ratio<=q60(0.6772),0.3548387096774194,0.25,0.10483870967741937,11,2
3,score_trend_axis_single<=q60(0.9030) & score_platform_axis_single>=q40(0.3080) & f_chip_winner_rate<=q60(0.9925),0.1935483870967742,0.25,-0.05645161290322581,6,2
3,score_trend_axis_single<=q60(0.9030) & score_industry_axis_single<=q40(0.6460) & score_industry_axis_single<=q60(0.7378),0.25806451612903225,0.25,0.008064516129032251,8,2
3,score_trend_axis_single<=q60(0.9030) & score_industry_axis_single<=q40(0.6460) & f_platform_compress_ratio<=q60(0.6772),0.16129032258064516,0.25,-0.08870967741935484,5,2
3,score_trend_axis_single<=q60(0.9030) & score_industry_axis_single<=q40(0.6460) & f_chip_winner_rate<=q60(0.9925),0.16129032258064516,0.125,0.03629032258064516,5,1
3,score_trend_axis_single<=q60(0.9030) & score_industry_axis_single<=q60(0.7378) & f_platform_compress_ratio<=q60(0.6772),0.1935483870967742,0.25,-0.05645161290322581,6,2
3,score_trend_axis_single<=q60(0.9030) & score_industry_axis_single<=q60(0.7378) & f_chip_winner_rate<=q60(0.9925),0.22580645161290322,0.125,0.10080645161290322,7,1
3,score_trend_axis_single<=q60(0.9030) & f_platform_compress_ratio<=q60(0.6772) & f_chip_winner_rate<=q60(0.9925),0.1935483870967742,0.125,0.06854838709677419,6,1
3,score_industry_axis_single>=q40(0.6460) & score_industry_axis_single>=q60(0.7378) & f_strength_rs20_xsec_q<=q40(0.9473),0.25806451612903225,0.125,0.13306451612903225,8,1
3,score_industry_axis_single>=q40(0.6460) & score_industry_axis_single>=q60(0.7378) & f_platform_compress_ratio>=q60(0.6772),0.25806451612903225,0.25,0.008064516129032251,8,2
3,score_industry_axis_single>=q40(0.6460) & score_industry_axis_single>=q60(0.7378) & f_chip_winner_rate>=q60(0.9925),0.1935483870967742,0.0,0.1935483870967742,6,0
3,score_industry_axis_single>=q40(0.6460) & score_industry_axis_single>=q60(0.7378) & score_total>=q40(0.8377),0.2903225806451613,0.25,0.04032258064516131,9,2
3,score_industry_axis_single>=q40(0.6460) & score_industry_axis_single>=q60(0.7378) & score_platform_axis_single>=q40(0.3080),0.1935483870967742,0.125,0.06854838709677419,6,1
3,score_industry_axis_single>=q40(0.6460) & score_industry_axis_single>=q60(0.7378) & f_strength_rs20_xsec_q>=q40(0.9473),0.1935483870967742,0.125,0.06854838709677419,6,1
3,score_industry_axis_single>=q40(0.6460) & score_industry_axis_single>=q60(0.7378) & f_platform_compress_ratio<=q60(0.6772),0.1935483870967742,0.0,0.1935483870967742,6,0
3,score_industry_axis_single>=q40(0.6460) & score_industry_axis_single>=q60(0.7378) & f_chip_winner_rate<=q60(0.9925),0.25806451612903225,0.25,0.008064516129032251,8,2
3,score_industry_axis_single>=q40(0.6460) & f_strength_rs20_xsec_q<=q40(0.9473) & f_platform_compress_ratio>=q60(0.6772),0.16129032258064516,0.125,0.03629032258064516,5,1
3,score_industry_axis_single>=q40(0.6460) & f_strength_rs20_xsec_q<=q40(0.9473) & score_platform_axis_single>=q40(0.3080),0.16129032258064516,0.125,0.03629032258064516,5,1
3,score_industry_axis_single>=q40(0.6460) & f_strength_rs20_xsec_q<=q40(0.9473) & f_platform_compress_ratio<=q60(0.6772),0.16129032258064516,0.0,0.16129032258064516,5,0
3,score_industry_axis_single>=q40(0.6460) & f_strength_rs20_xsec_q<=q40(0.9473) & f_chip_winner_rate<=q60(0.9925),0.1935483870967742,0.125,0.06854838709677419,6,1
3,score_industry_axis_single>=q40(0.6460) & f_platform_compress_ratio>=q60(0.6772) & score_total>=q40(0.8377),0.25806451612903225,0.25,0.008064516129032251,8,2
3,score_industry_axis_single>=q40(0.6460) & f_platform_compress_ratio>=q60(0.6772) & f_chip_winner_rate<=q60(0.9925),0.22580645161290322,0.25,-0.02419354838709678,7,2
3,score_industry_axis_single>=q40(0.6460) & f_chip_winner_rate>=q60(0.9925) & score_total>=q40(0.8377),0.1935483870967742,0.0,0.1935483870967742,6,0
3,score_industry_axis_single>=q40(0.6460) & f_chip_winner_rate>=q60(0.9925) & score_platform_axis_single>=q40(0.3080),0.22580645161290322,0.0,0.22580645161290322,7,0
3,score_industry_axis_single>=q40(0.6460) & f_chip_winner_rate>=q60(0.9925) & f_strength_rs20_xsec_q>=q40(0.9473),0.16129032258064516,0.0,0.16129032258064516,5,0
3,score_industry_axis_single>=q40(0.6460) & f_chip_winner_rate>=q60(0.9925) & f_platform_compress_ratio<=q60(0.6772),0.22580645161290322,0.0,0.22580645161290322,7,0
3,score_industry_axis_single>=q40(0.6460) & score_total>=q40(0.8377) & score_platform_axis_single>=q40(0.3080),0.16129032258064516,0.25,-0.08870967741935484,5,2
3,score_industry_axis_single>=q40(0.6460) & score_total>=q40(0.8377) & score_trend_axis_single>=q60(0.9030),0.22580645161290322,0.25,-0.02419354838709678,7,2
3,score_industry_axis_single>=q40(0.6460) & score_total>=q40(0.8377) & f_strength_rs20_xsec_q>=q40(0.9473),0.2903225806451613,0.25,0.04032258064516131,9,2
3,score_industry_axis_single>=q40(0.6460) & score_total>=q40(0.8377) & f_platform_compress_ratio<=q60(0.6772),0.16129032258064516,0.125,0.03629032258064516,5,1
3,score_industry_axis_single>=q40(0.6460) & score_total>=q40(0.8377) & f_chip_winner_rate<=q60(0.9925),0.22580645161290322,0.375,-0.14919354838709678,7,3
3,score_industry_axis_single>=q40(0.6460) & score_platform_axis_single>=q40(0.3080) & f_strength_rs20_xsec_q>=q40(0.9473),0.16129032258064516,0.125,0.03629032258064516,5,1
3,score_industry_axis_single>=q40(0.6460) & score_platform_axis_single>=q40(0.3080) & f_platform_compress_ratio<=q60(0.6772),0.3225806451612903,0.125,0.1975806451612903,10,1
3,score_industry_axis_single>=q40(0.6460) & score_platform_axis_single>=q40(0.3080) & f_chip_winner_rate<=q60(0.9925),0.0967741935483871,0.25,-0.1532258064516129,3,2
3,score_industry_axis_single>=q40(0.6460) & score_trend_axis_single>=q60(0.9030) & f_strength_rs20_xsec_q>=q40(0.9473),0.25806451612903225,0.25,0.008064516129032251,8,2
3,score_industry_axis_single>=q40(0.6460) & score_trend_axis_single>=q60(0.9030) & f_platform_compress_ratio<=q60(0.6772),0.16129032258064516,0.125,0.03629032258064516,5,1
3,score_industry_axis_single>=q40(0.6460) & score_trend_axis_single>=q60(0.9030) & f_chip_winner_rate<=q60(0.9925),0.16129032258064516,0.25,-0.08870967741935484,5,2
3,score_industry_axis_single>=q40(0.6460) & score_industry_axis_single<=q60(0.7378) & f_platform_compress_ratio<=q60(0.6772),0.16129032258064516,0.125,0.03629032258064516,5,1
3,score_industry_axis_single>=q40(0.6460) & f_strength_rs20_xsec_q>=q40(0.9473) & f_platform_compress_ratio<=q60(0.6772),0.1935483870967742,0.125,0.06854838709677419,6,1
3,score_industry_axis_single>=q40(0.6460) & f_strength_rs20_xsec_q>=q40(0.9473) & f_chip_winner_rate<=q60(0.9925),0.16129032258064516,0.25,-0.08870967741935484,5,2
3,score_industry_axis_single>=q60(0.7378) & f_platform_compress_ratio>=q60(0.6772) & score_total>=q40(0.8377),0.22580645161290322,0.25,-0.02419354838709678,7,2
3,score_industry_axis_single>=q60(0.7378) & f_platform_compress_ratio>=q60(0.6772) & f_chip_winner_rate<=q60(0.9925),0.1935483870967742,0.25,-0.05645161290322581,6,2
3,score_industry_axis_single>=q60(0.7378) & score_total>=q40(0.8377) & f_strength_rs20_xsec_q>=q40(0.9473),0.1935483870967742,0.125,0.06854838709677419,6,1
3,score_industry_axis_single>=q60(0.7378) & score_total>=q40(0.8377) & f_chip_winner_rate<=q60(0.9925),0.1935483870967742,0.25,-0.05645161290322581,6,2
3,score_industry_axis_single>=q60(0.7378) & score_platform_axis_single>=q40(0.3080) & f_platform_compress_ratio<=q60(0.6772),0.1935483870967742,0.0,0.1935483870967742,6,0
3,f_strength_rs20_xsec_q<=q40(0.9473) & f_platform_compress_ratio>=q60(0.6772) & f_chip_winner_rate<=q60(0.9925),0.16129032258064516,0.125,0.03629032258064516,5,1
3,f_strength_rs20_xsec_q<=q40(0.9473) & score_total>=q40(0.8377) & score_platform_axis_single>=q40(0.3080),0.0,0.25,-0.25,0,2
3,f_strength_rs20_xsec_q<=q40(0.9473) & score_platform_axis_single>=q40(0.3080) & f_platform_compress_ratio<=q60(0.6772),0.25806451612903225,0.125,0.13306451612903225,8,1
3,f_strength_rs20_xsec_q<=q40(0.9473) & score_industry_axis_single<=q60(0.7378) & f_chip_winner_rate<=q60(0.9925),0.16129032258064516,0.0,0.16129032258064516,5,0
3,f_platform_compress_ratio>=q60(0.6772) & f_chip_winner_rate>=q60(0.9925) & score_total>=q40(0.8377),0.16129032258064516,0.0,0.16129032258064516,5,0
3,f_platform_compress_ratio>=q60(0.6772) & score_total>=q40(0.8377) & f_strength_rs20_xsec_q>=q40(0.9473),0.22580645161290322,0.125,0.10080645161290322,7,1
3,f_platform_compress_ratio>=q60(0.6772) & score_total>=q40(0.8377) & f_chip_winner_rate<=q60(0.9925),0.1935483870967742,0.25,-0.05645161290322581,6,2
3,f_platform_compress_ratio>=q60(0.6772) & score_trend_axis_single>=q60(0.9030) & f_strength_rs20_xsec_q>=q40(0.9473),0.16129032258064516,0.125,0.03629032258064516,5,1
3,f_platform_compress_ratio>=q60(0.6772) & score_industry_axis_single<=q40(0.6460) & score_industry_axis_single<=q60(0.7378),0.16129032258064516,0.0,0.16129032258064516,5,0
3,f_chip_winner_rate>=q60(0.9925) & score_total>=q40(0.8377) & score_platform_axis_single>=q40(0.3080),0.12903225806451613,0.25,-0.12096774193548387,4,2
3,f_chip_winner_rate>=q60(0.9925) & score_total>=q40(0.8377) & score_industry_axis_single<=q40(0.6460),0.0967741935483871,0.25,-0.1532258064516129,3,2
3,f_chip_winner_rate>=q60(0.9925) & score_total>=q40(0.8377) & score_industry_axis_single<=q60(0.7378),0.1935483870967742,0.25,-0.05645161290322581,6,2
3,f_chip_winner_rate>=q60(0.9925) & score_total>=q40(0.8377) & f_strength_rs20_xsec_q>=q40(0.9473),0.25806451612903225,0.125,0.13306451612903225,8,1
3,f_chip_winner_rate>=q60(0.9925) & score_total>=q40(0.8377) & f_platform_compress_ratio<=q60(0.6772),0.12903225806451613,0.25,-0.12096774193548387,4,2
3,f_chip_winner_rate>=q60(0.9925) & score_platform_axis_single>=q40(0.3080) & score_industry_axis_single<=q40(0.6460),0.06451612903225806,0.25,-0.18548387096774194,2,2
3,f_chip_winner_rate>=q60(0.9925) & score_platform_axis_single>=q40(0.3080) & score_industry_axis_single<=q60(0.7378),0.16129032258064516,0.25,-0.08870967741935484,5,2
3,f_chip_winner_rate>=q60(0.9925) & score_platform_axis_single>=q40(0.3080) & f_strength_rs20_xsec_q>=q40(0.9473),0.16129032258064516,0.125,0.03629032258064516,5,1
3,f_chip_winner_rate>=q60(0.9925) & score_platform_axis_single>=q40(0.3080) & f_platform_compress_ratio<=q60(0.6772),0.2903225806451613,0.25,0.04032258064516131,9,2
3,f_chip_winner_rate>=q60(0.9925) & score_trend_axis_single>=q60(0.9030) & score_industry_axis_single<=q60(0.7378),0.16129032258064516,0.125,0.03629032258064516,5,1
3,f_chip_winner_rate>=q60(0.9925) & score_trend_axis_single>=q60(0.9030) & f_strength_rs20_xsec_q>=q40(0.9473),0.16129032258064516,0.125,0.03629032258064516,5,1
3,f_chip_winner_rate>=q60(0.9925) & score_industry_axis_single<=q40(0.6460) & score_industry_axis_single<=q60(0.7378),0.16129032258064516,0.25,-0.08870967741935484,5,2
3,f_chip_winner_rate>=q60(0.9925) & score_industry_axis_single<=q40(0.6460) & f_platform_compress_ratio<=q60(0.6772),0.06451612903225806,0.25,-0.18548387096774194,2,2
3,f_chip_winner_rate>=q60(0.9925) & score_industry_axis_single<=q60(0.7378) & f_strength_rs20_xsec_q>=q40(0.9473),0.22580645161290322,0.125,0.10080645161290322,7,1
3,f_chip_winner_rate>=q60(0.9925) & score_industry_axis_single<=q60(0.7378) & f_platform_compress_ratio<=q60(0.6772),0.16129032258064516,0.25,-0.08870967741935484,5,2
3,f_chip_winner_rate>=q60(0.9925) & f_strength_rs20_xsec_q>=q40(0.9473) & f_platform_compress_ratio<=q60(0.6772),0.16129032258064516,0.125,0.03629032258064516,5,1
3,score_total>=q40(0.8377) & score_platform_axis_single>=q40(0.3080) & score_trend_axis_single>=q60(0.9030),0.12903225806451613,0.375,-0.24596774193548387,4,3
3,score_total>=q40(0.8377) & score_platform_axis_single>=q40(0.3080) & score_industry_axis_single<=q40(0.6460),0.0,0.5,-0.5,0,4
3,score_total>=q40(0.8377) & score_platform_axis_single>=q40(0.3080) & score_industry_axis_single<=q60(0.7378),0.0967741935483871,0.625,-0.5282258064516129,3,5
3,score_total>=q40(0.8377) & score_platform_axis_single>=q40(0.3080) & f_strength_rs20_xsec_q>=q40(0.9473),0.16129032258064516,0.5,-0.33870967741935487,5,4
3,score_total>=q40(0.8377) & score_platform_axis_single>=q40(0.3080) & f_platform_compress_ratio<=q60(0.6772),0.16129032258064516,0.625,-0.46370967741935487,5,5
3,score_total>=q40(0.8377) & score_platform_axis_single>=q40(0.3080) & f_chip_winner_rate<=q60(0.9925),0.03225806451612903,0.5,-0.467741935483871,1,4
3,score_total>=q40(0.8377) & score_trend_axis_single>=q60(0.9030) & score_industry_axis_single<=q40(0.6460),0.03225806451612903,0.25,-0.21774193548387097,1,2
3,score_total>=q40(0.8377) & score_trend_axis_single>=q60(0.9030) & score_industry_axis_single<=q60(0.7378),0.12903225806451613,0.375,-0.24596774193548387,4,3
3,score_total>=q40(0.8377) & score_trend_axis_single>=q60(0.9030) & f_strength_rs20_xsec_q>=q40(0.9473),0.25806451612903225,0.5,-0.24193548387096775,8,4
3,score_total>=q40(0.8377) & score_trend_axis_single>=q60(0.9030) & f_platform_compress_ratio<=q60(0.6772),0.12903225806451613,0.375,-0.24596774193548387,4,3
3,score_total>=q40(0.8377) & score_trend_axis_single>=q60(0.9030) & f_chip_winner_rate<=q60(0.9925),0.12903225806451613,0.375,-0.24596774193548387,4,3
3,score_total>=q40(0.8377) & score_industry_axis_single<=q40(0.6460) & score_industry_axis_single<=q60(0.7378),0.0967741935483871,0.5,-0.4032258064516129,3,4
3,score_total>=q40(0.8377) & score_industry_axis_single<=q40(0.6460) & f_strength_rs20_xsec_q>=q40(0.9473),0.0967741935483871,0.375,-0.2782258064516129,3,3
3,score_total>=q40(0.8377) & score_industry_axis_single<=q40(0.6460) & f_platform_compress_ratio<=q60(0.6772),0.0,0.5,-0.5,0,4
3,score_total>=q40(0.8377) & score_industry_axis_single<=q40(0.6460) & f_chip_winner_rate<=q60(0.9925),0.0,0.25,-0.25,0,2
3,score_total>=q40(0.8377) & score_industry_axis_single<=q60(0.7378) & f_strength_rs20_xsec_q>=q40(0.9473),0.1935483870967742,0.5,-0.3064516129032258,6,4
3,score_total>=q40(0.8377) & score_industry_axis_single<=q60(0.7378) & f_platform_compress_ratio<=q60(0.6772),0.0967741935483871,0.625,-0.5282258064516129,3,5
3,score_total>=q40(0.8377) & score_industry_axis_single<=q60(0.7378) & f_chip_winner_rate<=q60(0.9925),0.03225806451612903,0.375,-0.342741935483871,1,3
3,score_total>=q40(0.8377) & f_strength_rs20_xsec_q>=q40(0.9473) & f_platform_compress_ratio<=q60(0.6772),0.16129032258064516,0.5,-0.33870967741935487,5,4
3,score_total>=q40(0.8377) & f_strength_rs20_xsec_q>=q40(0.9473) & f_chip_winner_rate<=q60(0.9925),0.12903225806451613,0.5,-0.3709677419354839,4,4
3,score_total>=q40(0.8377) & f_platform_compress_ratio<=q60(0.6772) & f_chip_winner_rate<=q60(0.9925),0.03225806451612903,0.375,-0.342741935483871,1,3
3,score_platform_axis_single>=q40(0.3080) & score_trend_axis_single>=q60(0.9030) & score_industry_axis_single<=q40(0.6460),0.03225806451612903,0.375,-0.342741935483871,1,3
3,score_platform_axis_single>=q40(0.3080) & score_trend_axis_single>=q60(0.9030) & score_industry_axis_single<=q60(0.7378),0.12903225806451613,0.5,-0.3709677419354839,4,4
3,score_platform_axis_single>=q40(0.3080) & score_trend_axis_single>=q60(0.9030) & f_strength_rs20_xsec_q>=q40(0.9473),0.16129032258064516,0.5,-0.33870967741935487,5,4
3,score_platform_axis_single>=q40(0.3080) & score_trend_axis_single>=q60(0.9030) & f_platform_compress_ratio<=q60(0.6772),0.16129032258064516,0.5,-0.33870967741935487,5,4
3,score_platform_axis_single>=q40(0.3080) & score_trend_axis_single>=q60(0.9030) & f_chip_winner_rate<=q60(0.9925),0.03225806451612903,0.375,-0.342741935483871,1,3
3,score_platform_axis_single>=q40(0.3080) & score_industry_axis_single<=q40(0.6460) & score_industry_axis_single<=q60(0.7378),0.1935483870967742,0.625,-0.4314516129032258,6,5
3,score_platform_axis_single>=q40(0.3080) & score_industry_axis_single<=q40(0.6460) & f_strength_rs20_xsec_q>=q40(0.9473),0.0967741935483871,0.5,-0.4032258064516129,3,4
3,score_platform_axis_single>=q40(0.3080) & score_industry_axis_single<=q40(0.6460) & f_platform_compress_ratio<=q60(0.6772),0.1935483870967742,0.625,-0.4314516129032258,6,5
3,score_platform_axis_single>=q40(0.3080) & score_industry_axis_single<=q40(0.6460) & f_chip_winner_rate<=q60(0.9925),0.12903225806451613,0.375,-0.24596774193548387,4,3
3,score_platform_axis_single>=q40(0.3080) & score_industry_axis_single<=q60(0.7378) & f_strength_rs20_xsec_q>=q40(0.9473),0.1935483870967742,0.625,-0.4314516129032258,6,5
3,score_platform_axis_single>=q40(0.3080) & score_industry_axis_single<=q60(0.7378) & f_platform_compress_ratio<=q60(0.6772),0.3225806451612903,0.75,-0.4274193548387097,10,6
3,score_platform_axis_single>=q40(0.3080) & score_industry_axis_single<=q60(0.7378) & f_chip_winner_rate<=q60(0.9925),0.16129032258064516,0.5,-0.33870967741935487,5,4
3,score_platform_axis_single>=q40(0.3080) & f_strength_rs20_xsec_q>=q40(0.9473) & f_platform_compress_ratio<=q60(0.6772),0.25806451612903225,0.625,-0.36693548387096775,8,5
3,score_platform_axis_single>=q40(0.3080) & f_strength_rs20_xsec_q>=q40(0.9473) & f_chip_winner_rate<=q60(0.9925),0.0967741935483871,0.5,-0.4032258064516129,3,4
3,score_platform_axis_single>=q40(0.3080) & f_platform_compress_ratio<=q60(0.6772) & f_chip_winner_rate<=q60(0.9925),0.22580645161290322,0.5,-0.27419354838709675,7,4
3,score_trend_axis_single>=q60(0.9030) & score_industry_axis_single<=q40(0.6460) & score_industry_axis_single<=q60(0.7378),0.0967741935483871,0.375,-0.2782258064516129,3,3
3,score_trend_axis_single>=q60(0.9030) & score_industry_axis_single<=q40(0.6460) & f_strength_rs20_xsec_q>=q40(0.9473),0.0967741935483871,0.375,-0.2782258064516129,3,3
3,score_trend_axis_single>=q60(0.9030) & score_industry_axis_single<=q40(0.6460) & f_platform_compress_ratio<=q60(0.6772),0.03225806451612903,0.375,-0.342741935483871,1,3
3,score_trend_axis_single>=q60(0.9030) & score_industry_axis_single<=q40(0.6460) & f_chip_winner_rate<=q60(0.9925),0.03225806451612903,0.25,-0.21774193548387097,1,2
3,score_trend_axis_single>=q60(0.9030) & score_industry_axis_single<=q60(0.7378) & f_strength_rs20_xsec_q>=q40(0.9473),0.22580645161290322,0.5,-0.27419354838709675,7,4
3,score_trend_axis_single>=q60(0.9030) & score_industry_axis_single<=q60(0.7378) & f_platform_compress_ratio<=q60(0.6772),0.16129032258064516,0.5,-0.33870967741935487,5,4
3,score_trend_axis_single>=q60(0.9030) & score_industry_axis_single<=q60(0.7378) & f_chip_winner_rate<=q60(0.9925),0.06451612903225806,0.375,-0.31048387096774194,2,3
3,score_trend_axis_single>=q60(0.9030) & f_strength_rs20_xsec_q>=q40(0.9473) & f_platform_compress_ratio<=q60(0.6772),0.1935483870967742,0.5,-0.3064516129032258,6,4
3,score_trend_axis_single>=q60(0.9030) & f_strength_rs20_xsec_q>=q40(0.9473) & f_chip_winner_rate<=q60(0.9925),0.1935483870967742,0.5,-0.3064516129032258,6,4
3,score_trend_axis_single>=q60(0.9030) & f_platform_compress_ratio<=q60(0.6772) & f_chip_winner_rate<=q60(0.9925),0.06451612903225806,0.375,-0.31048387096774194,2,3
3,score_industry_axis_single<=q40(0.6460) & score_industry_axis_single<=q60(0.7378) & f_strength_rs20_xsec_q>=q40(0.9473),0.22580645161290322,0.5,-0.27419354838709675,7,4
3,score_industry_axis_single<=q40(0.6460) & score_industry_axis_single<=q60(0.7378) & f_platform_compress_ratio<=q60(0.6772),0.1935483870967742,0.625,-0.4314516129032258,6,5
3,score_industry_axis_single<=q40(0.6460) & score_industry_axis_single<=q60(0.7378) & f_chip_winner_rate<=q60(0.9925),0.1935483870967742,0.375,-0.1814516129032258,6,3
3,score_industry_axis_single<=q40(0.6460) & f_strength_rs20_xsec_q>=q40(0.9473) & f_platform_compress_ratio<=q60(0.6772),0.0967741935483871,0.5,-0.4032258064516129,3,4
3,score_industry_axis_single<=q40(0.6460) & f_strength_rs20_xsec_q>=q40(0.9473) & f_chip_winner_rate<=q60(0.9925),0.0967741935483871,0.375,-0.2782258064516129,3,3
3,score_industry_axis_single<=q40(0.6460) & f_platform_compress_ratio<=q60(0.6772) & f_chip_winner_rate<=q60(0.9925),0.12903225806451613,0.375,-0.24596774193548387,4,3
3,score_industry_axis_single<=q60(0.7378) & f_strength_rs20_xsec_q>=q40(0.9473) & f_platform_compress_ratio<=q60(0.6772),0.22580645161290322,0.625,-0.39919354838709675,7,5
3,score_industry_axis_single<=q60(0.7378) & f_strength_rs20_xsec_q>=q40(0.9473) & f_chip_winner_rate<=q60(0.9925),0.12903225806451613,0.5,-0.3709677419354839,4,4
3,score_industry_axis_single<=q60(0.7378) & f_platform_compress_ratio<=q60(0.6772) & f_chip_winner_rate<=q60(0.9925),0.1935483870967742,0.5,-0.3064516129032258,6,4
3,f_strength_rs20_xsec_q>=q40(0.9473) & f_platform_compress_ratio<=q60(0.6772) & f_chip_winner_rate<=q60(0.9925),0.12903225806451613,0.5,-0.3709677419354839,4,4
