variant,window,sample_n,Ahigh_n,Ahigh_pct,Amid_n,Amid_pct,Alow_n,Alow_pct,C_n,C_pct,G_n,G_pct,Ahigh_over_C
v3.1_relaxed,main,17,9,0.5294117647058824,1,0.058823529411764705,1,0.058823529411764705,4,0.23529411764705882,2,0.11764705882352941,2.25
v3.1_relaxed,confirm,15,2,0.13333333333333333,2,0.13333333333333333,2,0.13333333333333333,7,0.4666666666666667,2,0.13333333333333333,0.2857142857142857
v3.2_candidate,main,101,11,0.10891089108910891,12,0.1188118811881188,12,0.1188118811881188,41,0.40594059405940597,25,0.24752475247524752,0.2682926829268293
v3.2_candidate,confirm,109,13,0.11926605504587157,8,0.07339449541284404,12,0.11009174311926606,39,0.3577981651376147,37,0.3394495412844037,0.3333333333333333
v3_freeze_candidate_2,main,166,18,0.10843373493975904,17,0.10240963855421686,15,0.09036144578313253,70,0.42168674698795183,46,0.27710843373493976,0.2571428571428571
v3_freeze_candidate_2,confirm,172,16,0.09302325581395349,16,0.09302325581395349,19,0.11046511627906977,67,0.38953488372093026,54,0.313953488372093,0.23880597014925373
