model,a_total,c_total,a_hard_pass_rate,c_hard_pass_rate,candidate_n,candidate_a_n,candidate_c_n,candidate_a_share,candidate_c_share,a_share_top10,a_share_top20,a_share_top30,a_share_lift_pts_vs_full_top10,a_share_lift_pts_vs_full_top20,a_share_lift_pts_vs_full_top30,sample_n_top10,sample_n_top20,sample_n_top30
v1_freeze1,1426,2603,0.2769985974754558,0.25316941990011527,274,79,195,0.28832116788321166,0.7116788321167883,0.2638888888888889,0.26744186046511625,0.28832116788321166,-0.09004508976586417,-0.08649211818963681,-0.06561281077154141,72.0,172.0,274.0
v2_draft,1426,2603,0.37237026647966337,0.35920092201306186,414,129,285,0.3115942028985507,0.6884057971014492,0.2605042016806723,0.2777777777777778,0.3115942028985507,-0.09342977697408078,-0.07615620087697528,-0.04233977575620235,119.0,270.0,414.0
