scenario,selected_n,A_recall_rate,A_high_recall_rate,A_high_over_C,mean_ret_t2,win_t2
C2A,636,0.04663348179198323,0.05476190476190476,0.2987012987012987,0.004632358700187716,0.5015723270440252
E1,637,0.04663348179198323,0.05476190476190476,0.2987012987012987,0.004641670145846186,0.5023547880690737
E2,637,0.04663348179198323,0.05476190476190476,0.2987012987012987,0.004641670145846186,0.5023547880690737
