group,n,avg_ret_t1,med_ret_t1,win_t1,avg_ret_t2,med_ret_t2,win_t2
top1,118,0.010514121133312246,0.0030706670837646888,0.5169491525423728,0.010441032555822355,0.0005631289102751014,0.5
top2,236,0.006009656843418532,0.0,0.4872881355932203,0.009645318829013596,-0.002089761922681399,0.4788135593220339
top3,354,0.004267295099138094,-0.001775905696475899,0.4745762711864407,0.006024049889368093,-0.003388662834506617,0.4604519774011299
top5,587,0.002245231058692487,-0.0038151759220008685,0.4565587734241908,0.0013783137577412783,-0.00843170320404718,0.43100511073253833
rank6_10,543,-0.0006959870620090596,-0.0054331421672200175,0.43278084714548803,-0.0017743777285459813,-0.005411673753382362,0.4585635359116022
