scope,scenario,selected_n,A_recall_rate,A_high_recall_rate,A_high_over_C,A_low_plus_C_share,mean_ret_t2,median_ret_t2,win_t2
full_year,mainline_s3_er1_er2,1000,0.07492795389048991,0.08492063492063492,0.29971988795518206,0.444,0.005201917454707979,0.000773067234912439,0.5
full_year,mainline_s3_er1_er2_er3,1281,0.09824469478648153,0.10396825396825397,0.29175946547884185,0.4418423106947697,0.00477447252809101,0.0,0.492583918813427
main_window,mainline_s3_er1_er2,287,0.06030855539971949,0.0697211155378486,0.2916666666666667,0.5052264808362369,0.0038335314144040677,0.0006195786864930941,0.5017421602787456
main_window,mainline_s3_er1_er2_er3,395,0.08274894810659186,0.08764940239043825,0.2732919254658385,0.5012658227848101,0.0029565037359405755,-0.0005977286312015551,0.4911392405063291
confirm_window,mainline_s3_er1_er2,244,0.08251231527093596,0.10144927536231885,0.3218390804597701,0.4344262295081967,0.008587483800126035,0.00274178516670176,0.5409836065573771
confirm_window,mainline_s3_er1_er2_er3,292,0.10098522167487685,0.10869565217391304,0.2803738317757009,0.4520547945205479,0.007101553940539292,0.0013541484538777127,0.5205479452054794
