group,n,avg_ret_t1,med_ret_t1,win_t1,avg_ret_t2,med_ret_t2,win_t2
top1_3,354,0.004267295099138094,-0.001775905696475899,0.4745762711864407,0.006024049889368093,-0.003388662834506617,0.4604519774011299
top4_5,233,-0.0008269177409544876,-0.007853403141361404,0.4291845493562232,-0.00568001495726255,-0.014204545454545414,0.38626609442060084
