ts_code,event_interval_days
002669.SZ,17
002669.SZ,33
002670.SZ,30
002673.SZ,7
002673.SZ,17
002675.SZ,57
002675.SZ,19
002676.SZ,19
002678.SZ,52
002681.SZ,8
002681.SZ,44
002682.SZ,59
002683.SZ,21
002683.SZ,46
002685.SZ,29
002685.SZ,27
002685.SZ,21
002692.SZ,22
002698.SZ,14
002701.SZ,21
002703.SZ,18
002703.SZ,21
002703.SZ,32
002706.SZ,21
002706.SZ,24
002706.SZ,27
002707.SZ,17
002708.SZ,19
002708.SZ,31
002709.SZ,21
002709.SZ,28
002709.SZ,27
002709.SZ,19
002712.SZ,19
002714.SZ,60
002714.SZ,7
002716.SZ,21
002716.SZ,37
002718.SZ,64
002721.SZ,17
002723.SZ,32
002725.SZ,47
002725.SZ,17
002727.SZ,17
002728.SZ,13
002728.SZ,17
002728.SZ,43
002729.SZ,19
002729.SZ,41
002729.SZ,17
002730.SZ,19
002733.SZ,9
002733.SZ,41
002733.SZ,19
002733.SZ,23
002734.SZ,14
002734.SZ,17
002734.SZ,27
002735.SZ,22
002735.SZ,34
002736.SZ,71
002738.SZ,21
002738.SZ,37
002738.SZ,42
002739.SZ,24
002739.SZ,14
002739.SZ,61
002741.SZ,14
002741.SZ,36
002745.SZ,13
002745.SZ,65
002747.SZ,21
002748.SZ,50
002755.SZ,72
002756.SZ,26
002756.SZ,34
002756.SZ,17
002757.SZ,64
002758.SZ,31
002759.SZ,45
002759.SZ,35
002759.SZ,17
002765.SZ,21
002767.SZ,17
002767.SZ,21
002768.SZ,18
002768.SZ,27
002769.SZ,23
002769.SZ,40
002772.SZ,17
002772.SZ,19
002772.SZ,27
002773.SZ,81
002779.SZ,77
002780.SZ,36
002782.SZ,7
002782.SZ,17
002782.SZ,27
002782.SZ,20
002783.SZ,21
002783.SZ,29
002783.SZ,27
002785.SZ,21
002785.SZ,17
002787.SZ,21
002787.SZ,38
002788.SZ,91
002791.SZ,7
002791.SZ,27
002792.SZ,24
002792.SZ,66
002795.SZ,17
002795.SZ,32
002795.SZ,20
002795.SZ,17
002796.SZ,21
002796.SZ,24
002796.SZ,27
002797.SZ,7
002797.SZ,43
002797.SZ,17
002797.SZ,26
002800.SZ,26
002800.SZ,27
002800.SZ,21
002803.SZ,17
002803.SZ,46
002805.SZ,25
002805.SZ,39
002805.SZ,21
002806.SZ,19
002806.SZ,29
002807.SZ,7
002807.SZ,35
002807.SZ,27
002810.SZ,19
002810.SZ,25
002810.SZ,19
002811.SZ,47
002812.SZ,22
002812.SZ,27
002812.SZ,19
002815.SZ,15
002815.SZ,20
002815.SZ,28
002821.SZ,9
002821.SZ,19
002821.SZ,44
002821.SZ,19
002824.SZ,27
002824.SZ,35
002826.SZ,17
002827.SZ,32
002828.SZ,19
002828.SZ,17
002828.SZ,27
002828.SZ,21
002829.SZ,62
002831.SZ,7
002831.SZ,27
002831.SZ,22
002832.SZ,17
002837.SZ,30
002837.SZ,29
002837.SZ,20
002838.SZ,36
002839.SZ,7
002839.SZ,35
002839.SZ,21
002840.SZ,36
002840.SZ,9
002840.SZ,7
002842.SZ,21
002842.SZ,17
002842.SZ,27
002842.SZ,34
002843.SZ,36
002843.SZ,20
002845.SZ,28
002845.SZ,31
002847.SZ,7
002847.SZ,24
002849.SZ,19
002849.SZ,25
002850.SZ,21
002850.SZ,18
002850.SZ,48
002851.SZ,21
002851.SZ,17
002851.SZ,29
002853.SZ,20
002857.SZ,49
002858.SZ,39
002859.SZ,19
002859.SZ,41
002861.SZ,25
002864.SZ,18
002865.SZ,21
002865.SZ,17
002866.SZ,21
002866.SZ,17
002866.SZ,33
002866.SZ,17
002869.SZ,58
002870.SZ,19
002876.SZ,20
002877.SZ,49
002878.SZ,21
002878.SZ,19
002878.SZ,50
002879.SZ,21
002879.SZ,28
002881.SZ,9
002881.SZ,32
002881.SZ,17
002882.SZ,17
002885.SZ,21
002885.SZ,24
002885.SZ,27
002886.SZ,20
002886.SZ,33
002891.SZ,86
002893.SZ,64
002895.SZ,17
002895.SZ,33
002895.SZ,17
002896.SZ,21
002896.SZ,25
002896.SZ,41
002897.SZ,21
002897.SZ,18
002897.SZ,27
002899.SZ,20
002899.SZ,71
002902.SZ,71
002902.SZ,17
002903.SZ,43
002903.SZ,17
002903.SZ,26
002906.SZ,17
002906.SZ,39
002910.SZ,20
002913.SZ,23
002913.SZ,22
002913.SZ,27
002913.SZ,28
002915.SZ,21
002916.SZ,21
002916.SZ,18
002916.SZ,27
002919.SZ,17
002919.SZ,27
002920.SZ,21
002921.SZ,28
002921.SZ,20
002922.SZ,21
002922.SZ,17
002922.SZ,27
002923.SZ,26
002925.SZ,17
002925.SZ,21
002925.SZ,27
002926.SZ,22
002927.SZ,24
002927.SZ,42
002928.SZ,21
002928.SZ,16
002928.SZ,63
002929.SZ,17
002929.SZ,19
002929.SZ,27
002929.SZ,21
002930.SZ,29
002930.SZ,17
002933.SZ,38
002935.SZ,21
002936.SZ,23
002936.SZ,35
002937.SZ,23
002937.SZ,19
002937.SZ,27
002937.SZ,22
002938.SZ,17
002938.SZ,19
002938.SZ,49
002940.SZ,81
002941.SZ,11
002941.SZ,12
002941.SZ,43
002941.SZ,20
002943.SZ,17
002943.SZ,19
002945.SZ,76
002946.SZ,10
002946.SZ,62
002947.SZ,34
002947.SZ,29
002947.SZ,13
002948.SZ,19
002948.SZ,49
002950.SZ,21
002952.SZ,33
002952.SZ,24
002953.SZ,30
002957.SZ,17
002957.SZ,19
002957.SZ,49
002958.SZ,14
002958.SZ,31
002960.SZ,19
002960.SZ,30
002960.SZ,27
002961.SZ,60
002961.SZ,7
002965.SZ,21
002965.SZ,38
002966.SZ,23
002966.SZ,7
002966.SZ,35
002966.SZ,14
002967.SZ,21
002967.SZ,17
002969.SZ,37
002970.SZ,17
002970.SZ,19
002970.SZ,27
002971.SZ,32
002975.SZ,17
002975.SZ,21
002975.SZ,55
002978.SZ,17
002978.SZ,33
002979.SZ,21
002979.SZ,78
002983.SZ,18
002983.SZ,7
002983.SZ,39
002984.SZ,29
002984.SZ,63
002985.SZ,17
002985.SZ,19
002987.SZ,21
002992.SZ,39
002993.SZ,24
002993.SZ,27
002993.SZ,28
002995.SZ,53
002995.SZ,22
002996.SZ,38
003002.SZ,22
003007.SZ,34
003007.SZ,36
003009.SZ,66
003010.SZ,17
003010.SZ,54
003010.SZ,21
003015.SZ,25
003018.SZ,20
003018.SZ,27
003018.SZ,22
003021.SZ,21
003021.SZ,50
003022.SZ,14
003022.SZ,37
003022.SZ,19
003022.SZ,23
003026.SZ,39
003026.SZ,14
003029.SZ,35
003031.SZ,17
003031.SZ,34
003031.SZ,22
003033.SZ,21
003035.SZ,25
003035.SZ,19
003036.SZ,17
003039.SZ,56
003041.SZ,21
003041.SZ,21
003041.SZ,34
003043.SZ,45
003816.SZ,14
003816.SZ,17
003816.SZ,24
003816.SZ,7
003816.SZ,16
600000.SH,19
600000.SH,20
600000.SH,7
600000.SH,17
600000.SH,25
600000.SH,17
600000.SH,20
600000.SH,34
600000.SH,58
600000.SH,17
600000.SH,72
600000.SH,20
600004.SH,49
600004.SH,10
600004.SH,27
600004.SH,9
600004.SH,47
600004.SH,14
600004.SH,7
600004.SH,43
600004.SH,33
600004.SH,20
600006.SH,53
600006.SH,10
600006.SH,18
600006.SH,12
600006.SH,34
600006.SH,7
600006.SH,27
600006.SH,17
600006.SH,54
600006.SH,7
600008.SH,17
600008.SH,11
600008.SH,31
600008.SH,11
600008.SH,25
600008.SH,7
600008.SH,21
600008.SH,27
600008.SH,14
600008.SH,74
600008.SH,15
600008.SH,9
600008.SH,27
600008.SH,14
600009.SH,8
600009.SH,20
600009.SH,30
600009.SH,7
600009.SH,20
600009.SH,18
600009.SH,23
600009.SH,44
600009.SH,10
600009.SH,38
600009.SH,21
600010.SH,26
600010.SH,21
600010.SH,10
600010.SH,19
600010.SH,20
600010.SH,52
600010.SH,19
600010.SH,69
600010.SH,7
600010.SH,17
600010.SH,27
600010.SH,42
600011.SH,47
600011.SH,26
600011.SH,9
600011.SH,22
600011.SH,18
600011.SH,45
600011.SH,19
600011.SH,22
600011.SH,20
600011.SH,66
600011.SH,7
600011.SH,19
600012.SH,18
600012.SH,139
600015.SH,7
600015.SH,13
600015.SH,11
600015.SH,52
600015.SH,59
600015.SH,19
600015.SH,9
600015.SH,39
600015.SH,46
600015.SH,17
600015.SH,11
600015.SH,18
600016.SH,17
600016.SH,8
600016.SH,7
600016.SH,17
600016.SH,7
600016.SH,19
600016.SH,91
600016.SH,19
600016.SH,10
600016.SH,54
600016.SH,23
600016.SH,28
600017.SH,28
600017.SH,41
600017.SH,35
600017.SH,71
600017.SH,84
600017.SH,28
600017.SH,15
600018.SH,22
600018.SH,18
600018.SH,21
600018.SH,37
600018.SH,55
600018.SH,9
600018.SH,7
600018.SH,11
600018.SH,23
600018.SH,20
600018.SH,69
600018.SH,17
600019.SH,48
600019.SH,19
600019.SH,17
600019.SH,63
600019.SH,21
600019.SH,7
600019.SH,50
600019.SH,25
600019.SH,38
600021.SH,20
600021.SH,33
600021.SH,13
600021.SH,7
600021.SH,14
600021.SH,17
600021.SH,19
600021.SH,21
600021.SH,27
600021.SH,17
600021.SH,43
600021.SH,21
600021.SH,42
600022.SH,45
600022.SH,30
600022.SH,19
600022.SH,11
600022.SH,35
600022.SH,24
600022.SH,10
600022.SH,7
600022.SH,27
600022.SH,20
600023.SH,24
600023.SH,20
600023.SH,33
600023.SH,45
600023.SH,18
600023.SH,10
600023.SH,27
600023.SH,19
600023.SH,21
600023.SH,43
600023.SH,9
600023.SH,7
600023.SH,14
600025.SH,10
600025.SH,29
600025.SH,35
600025.SH,29
600025.SH,19
600025.SH,18
600025.SH,17
600025.SH,10
600025.SH,41
600025.SH,41
600025.SH,45
600025.SH,19
600026.SH,31
600026.SH,41
600026.SH,27
600026.SH,16
600026.SH,19
600026.SH,27
600026.SH,9
600026.SH,19
600026.SH,29
600026.SH,21
600026.SH,19
600026.SH,17
600026.SH,27
600027.SH,33
600027.SH,20
600027.SH,32
600027.SH,24
600027.SH,52
600027.SH,7
600027.SH,43
600027.SH,76
600027.SH,8
600027.SH,19
600028.SH,17
600028.SH,12
600028.SH,29
600028.SH,11
600028.SH,31
600028.SH,63
600028.SH,19
600028.SH,8
600028.SH,19
600028.SH,21
600028.SH,22
600028.SH,17
600028.SH,24
600029.SH,9
600029.SH,21
600029.SH,42
600029.SH,21
600029.SH,12
600029.SH,14
600029.SH,9
600029.SH,28
600029.SH,19
600029.SH,17
600029.SH,27
600029.SH,21
600029.SH,28
600029.SH,63
600030.SH,24
600030.SH,11
600030.SH,8
600030.SH,17
600030.SH,12
600030.SH,19
600030.SH,7
600030.SH,7
600030.SH,35
600030.SH,25
600030.SH,45
600030.SH,9
600030.SH,9
600030.SH,11
600030.SH,23
600031.SH,51
600031.SH,7
600031.SH,12
600031.SH,17
600031.SH,15
600031.SH,19
600031.SH,9
600031.SH,10
600031.SH,25
600031.SH,41
600031.SH,22
600031.SH,11
600031.SH,7
600031.SH,10
600031.SH,19
600031.SH,56
600032.SH,154
600032.SH,83
600032.SH,50
600032.SH,19
600033.SH,17
600033.SH,19
600033.SH,17
600033.SH,48
600033.SH,34
600033.SH,19
600036.SH,19
600036.SH,14
600036.SH,12
600036.SH,17
600036.SH,97
600036.SH,19
600036.SH,17
600036.SH,40
600036.SH,59
600036.SH,19
600036.SH,21
600037.SH,19
600037.SH,17
600037.SH,11
600037.SH,45
600037.SH,85
600037.SH,19
600037.SH,13
600037.SH,37
600038.SH,22
600038.SH,22
600038.SH,19
600038.SH,15
600038.SH,20
600038.SH,57
600038.SH,31
600038.SH,35
600038.SH,10
600038.SH,10
600038.SH,19
600038.SH,17
600039.SH,21
600039.SH,14
600039.SH,24
600039.SH,50
600039.SH,17
600039.SH,40
600039.SH,8
600039.SH,19
600039.SH,22
600039.SH,19
600039.SH,10
600039.SH,53
600039.SH,28
600048.SH,21
600048.SH,17
600048.SH,22
600048.SH,46
600048.SH,98
600048.SH,17
600048.SH,19
600050.SH,55
600050.SH,17
600050.SH,19
600050.SH,8
600050.SH,20
600050.SH,71
600050.SH,47
600050.SH,58
600050.SH,8
600053.SH,18
600053.SH,21
600053.SH,25
600053.SH,20
600053.SH,17
600053.SH,62
600053.SH,20
600053.SH,50
600053.SH,19
600054.SH,55
600054.SH,19
600054.SH,11
600054.SH,132
600054.SH,42
600054.SH,20
600055.SH,61
600055.SH,14
600055.SH,13
600055.SH,126
600056.SH,10
600056.SH,9
600056.SH,19
600056.SH,30
600056.SH,27
600056.SH,23
600056.SH,64
600056.SH,17
600056.SH,65
600057.SH,55
600057.SH,55
600057.SH,38
600057.SH,19
600057.SH,19
600057.SH,21
600057.SH,17
600057.SH,25
600057.SH,37
600057.SH,19
600057.SH,23
600058.SH,63
600058.SH,41
600058.SH,36
600059.SH,20
600059.SH,21
600059.SH,51
600059.SH,12
600059.SH,45
600059.SH,102
600059.SH,17
600060.SH,20
600060.SH,33
600060.SH,22
600060.SH,34
600060.SH,22
600060.SH,7
600060.SH,27
600060.SH,20
600060.SH,17
600060.SH,46
600060.SH,17
600060.SH,47
600060.SH,15
600061.SH,27
600061.SH,7
600061.SH,7
600061.SH,16
600061.SH,19
600061.SH,15
600061.SH,7
600061.SH,37
600061.SH,28
600061.SH,45
600061.SH,17
600061.SH,11
600061.SH,7
600061.SH,17
600062.SH,15
600062.SH,47
600062.SH,13
600062.SH,17
600062.SH,73
600062.SH,7
600062.SH,7
600062.SH,63
600062.SH,14
600062.SH,53
600062.SH,12
600063.SH,28
600063.SH,20
600063.SH,17
600063.SH,18
600063.SH,22
600063.SH,27
600063.SH,24
600063.SH,39
600063.SH,16
600063.SH,7
600063.SH,23
600063.SH,31
600063.SH,30
600064.SH,34
600064.SH,15
600064.SH,30
600064.SH,8
600064.SH,19
600064.SH,23
600064.SH,11
600064.SH,10
600064.SH,56
600064.SH,11
600064.SH,14
600064.SH,8
600064.SH,28
600064.SH,20
600066.SH,19
600066.SH,35
600066.SH,7
600066.SH,14
600066.SH,7
600066.SH,17
600066.SH,27
600066.SH,11
600066.SH,17
600066.SH,20
600066.SH,8
600066.SH,25
600066.SH,22
600066.SH,17
600066.SH,31
600066.SH,15
600067.SH,19
600067.SH,30
600067.SH,19
600067.SH,21
600071.SH,24
600071.SH,19
600071.SH,104
600072.SH,32
600072.SH,12
600072.SH,19
600072.SH,22
600072.SH,17
600072.SH,26
600072.SH,41
600072.SH,22
600072.SH,50
600072.SH,26
600072.SH,27
600072.SH,28
600073.SH,61
600073.SH,22
600073.SH,50
600075.SH,14
600075.SH,61
600075.SH,17
600075.SH,19
600075.SH,27
600075.SH,21
600076.SH,75
600076.SH,42
600076.SH,19
600078.SH,17
600078.SH,43
600078.SH,24
600078.SH,18
600078.SH,33
600080.SH,54
600081.SH,19
600081.SH,75
600081.SH,9
600082.SH,86
600085.SH,20
600085.SH,45
600085.SH,12
600085.SH,21
600085.SH,82
600085.SH,63
600085.SH,24
600088.SH,133
600088.SH,21
600089.SH,42
600089.SH,8
600089.SH,19
600089.SH,17
600089.SH,18
600089.SH,7
600089.SH,7
600089.SH,17
600089.SH,27
600089.SH,19
600089.SH,31
600089.SH,19
600089.SH,21
600089.SH,23
600089.SH,27
600094.SH,30
600094.SH,27
600094.SH,20
600094.SH,42
600094.SH,21
600094.SH,17
600095.SH,21
600095.SH,15
600095.SH,17
600095.SH,19
600095.SH,19
600095.SH,37
600095.SH,33
600095.SH,39
600095.SH,31
600095.SH,17
600096.SH,30
600096.SH,19
600096.SH,8
600096.SH,11
600096.SH,17
600096.SH,13
600096.SH,19
600096.SH,22
600096.SH,27
600096.SH,10
600096.SH,49
600096.SH,21
600096.SH,40
600096.SH,17
600097.SH,74
600097.SH,11
600098.SH,27
600098.SH,39
600098.SH,17
600098.SH,7
600098.SH,31
600098.SH,12
600098.SH,16
600098.SH,74
600098.SH,7
600098.SH,17
600098.SH,15
600098.SH,19
600098.SH,8
600100.SH,10
600100.SH,26
600100.SH,17
600100.SH,12
600100.SH,19
600100.SH,7
600100.SH,24
600100.SH,19
600100.SH,30
600100.SH,19
600100.SH,17
600100.SH,20
600100.SH,21
600101.SH,41
600101.SH,17
600101.SH,34
600101.SH,75
600101.SH,69
600101.SH,17
600101.SH,26
600101.SH,17
600103.SH,19
600103.SH,47
600103.SH,24
600103.SH,22
600103.SH,68
600103.SH,21
600103.SH,21
600104.SH,13
600104.SH,40
600104.SH,7
600104.SH,17
600104.SH,19
600104.SH,7
600104.SH,103
600104.SH,14
600104.SH,22
600104.SH,64
600104.SH,19
600105.SH,19
600105.SH,20
600105.SH,17
600105.SH,19
600105.SH,21
600105.SH,12
600105.SH,17
600105.SH,28
600105.SH,19
600105.SH,21
600105.SH,20
600105.SH,17
600105.SH,21
600105.SH,19
600105.SH,27
600105.SH,28
600106.SH,25
600106.SH,30
600106.SH,19
600106.SH,71
600106.SH,57
600106.SH,26
600108.SH,55
600108.SH,42
600108.SH,31
600108.SH,26
600108.SH,7
600108.SH,23
600108.SH,14
600108.SH,21
600108.SH,19
600108.SH,28
600108.SH,19
600109.SH,18
600109.SH,25
600109.SH,14
600109.SH,17
600109.SH,19
600109.SH,7
600109.SH,22
600109.SH,29
600109.SH,19
600109.SH,40
600109.SH,17
600109.SH,12
600109.SH,23
600110.SH,19
600110.SH,19
600110.SH,17
600110.SH,19
600110.SH,52
600110.SH,7
600110.SH,20
600110.SH,34
600110.SH,21
600110.SH,41
600110.SH,17
600110.SH,19
600111.SH,21
600111.SH,7
600111.SH,19
600111.SH,10
600111.SH,19
600111.SH,17
600111.SH,19
600111.SH,36
600111.SH,20
600111.SH,33
600111.SH,24
600111.SH,12
600111.SH,17
600111.SH,19
600111.SH,56
600113.SH,21
600113.SH,17
600113.SH,19
600113.SH,64
600113.SH,19
600113.SH,14
600113.SH,21
600113.SH,25
600114.SH,39
600114.SH,17
600114.SH,19
600114.SH,19
600114.SH,17
600114.SH,19
600114.SH,27
600114.SH,49
600114.SH,17
600114.SH,20
600114.SH,12
600114.SH,24
600114.SH,55
600115.SH,7
600115.SH,20
600115.SH,16
600115.SH,26
600115.SH,21
600115.SH,7
600115.SH,19
600115.SH,22
600115.SH,15
600115.SH,19
600115.SH,17
600115.SH,25
600115.SH,21
600115.SH,17
600115.SH,19
600115.SH,57
600116.SH,189
600116.SH,32
600116.SH,10
600116.SH,16
600118.SH,17
600118.SH,27
600118.SH,21
600118.SH,19
600118.SH,17
600118.SH,19
600118.SH,30
600118.SH,19
600118.SH,17
600118.SH,20
600118.SH,19
600118.SH,21
600118.SH,48
600119.SH,128
600120.SH,33
600120.SH,19
600120.SH,17
600120.SH,26
600120.SH,9
600120.SH,27
600120.SH,36
600120.SH,7
600120.SH,19
600120.SH,38
600120.SH,25
600120.SH,38
600121.SH,21
600121.SH,17
600121.SH,78
600121.SH,19
600121.SH,19
600121.SH,51
600121.SH,22
600121.SH,29
600121.SH,19
600123.SH,64
600123.SH,10
600123.SH,17
600123.SH,84
600123.SH,27
600123.SH,19
600125.SH,18
600125.SH,7
600125.SH,31
600125.SH,11
600125.SH,60
600125.SH,23
600125.SH,33
600125.SH,22
600126.SH,12
600126.SH,17
600126.SH,19
600126.SH,9
600126.SH,33
600126.SH,44
600126.SH,59
600126.SH,17
600126.SH,21
600126.SH,27
600126.SH,28
600127.SH,17
600127.SH,21
600127.SH,26
600127.SH,96
600127.SH,18
600127.SH,48
600127.SH,7
600127.SH,33
600127.SH,27
600128.SH,23
600128.SH,22
600128.SH,19
600128.SH,54
600128.SH,170
600129.SH,20
600129.SH,24
600129.SH,19
600129.SH,7
600129.SH,77
600129.SH,84
600129.SH,20
600131.SH,37
600131.SH,26
600131.SH,11
600131.SH,48
600131.SH,20
600131.SH,7
600131.SH,61
600131.SH,7
600131.SH,17
600131.SH,27
600131.SH,22
600132.SH,8
600132.SH,44
600132.SH,11
600132.SH,29
600132.SH,82
600132.SH,23
600132.SH,54
600132.SH,10
600132.SH,26
600132.SH,10
600132.SH,19
600133.SH,58
600133.SH,20
600133.SH,17
600133.SH,33
600133.SH,27
600133.SH,44
600133.SH,20
600133.SH,15
600133.SH,19
600135.SH,26
600135.SH,21
600135.SH,56
600135.SH,17
600137.SH,154
600138.SH,28
600138.SH,20
600138.SH,12
600138.SH,7
600138.SH,17
600138.SH,92
600138.SH,21
600138.SH,26
600141.SH,12
600141.SH,16
600141.SH,26
600141.SH,7
600141.SH,17
600141.SH,19
600141.SH,19
600141.SH,22
600141.SH,29
600141.SH,19
600141.SH,18
600141.SH,19
600141.SH,21
600141.SH,41
600141.SH,17
600143.SH,46
600143.SH,14
600143.SH,7
600143.SH,17
600143.SH,19
600143.SH,19
600143.SH,17
600143.SH,71
600143.SH,17
600143.SH,7
600143.SH,21
600148.SH,25
600149.SH,43
600149.SH,175
600149.SH,27
600149.SH,21
600150.SH,40
600150.SH,7
600150.SH,16
600150.SH,19
600150.SH,7
600150.SH,23
600150.SH,53
600150.SH,17
600150.SH,32
600150.SH,27
600150.SH,7
600150.SH,31
600151.SH,17
600151.SH,25
600151.SH,13
600151.SH,17
600151.SH,20
600151.SH,37
600151.SH,12
600151.SH,19
600151.SH,17
600151.SH,19
600152.SH,7
600152.SH,66
600152.SH,20
600152.SH,29
600152.SH,21
600152.SH,19
600152.SH,20
600152.SH,17
600152.SH,19
600153.SH,15
600153.SH,35
600153.SH,11
600153.SH,64
600153.SH,13
600153.SH,80
600153.SH,27
600153.SH,19
600155.SH,29
600155.SH,13
600155.SH,16
600155.SH,13
600155.SH,19
600155.SH,10
600155.SH,38
600155.SH,30
600155.SH,16
600155.SH,53
600155.SH,17
600155.SH,33
600155.SH,19
600156.SH,63
600156.SH,19
600156.SH,21
600156.SH,63
600157.SH,42
600157.SH,7
600157.SH,9
600157.SH,19
600157.SH,22
600157.SH,22
600157.SH,27
600157.SH,36
600157.SH,53
600157.SH,17
600157.SH,32
600157.SH,17
600158.SH,48
600158.SH,7
600158.SH,17
600158.SH,19
600158.SH,17
600158.SH,31
600158.SH,51
600158.SH,12
600158.SH,22
600158.SH,7
600158.SH,17
600158.SH,18
600158.SH,17
600158.SH,19
600160.SH,25
600160.SH,10
600160.SH,18
600160.SH,34
600160.SH,8
600160.SH,17
600160.SH,19
600160.SH,57
600160.SH,25
600160.SH,14
600160.SH,28
600160.SH,18
600160.SH,24
600161.SH,8
600161.SH,27
600161.SH,19
600161.SH,13
600161.SH,17
600161.SH,145
600162.SH,22
600162.SH,105
600163.SH,71
600163.SH,28
600163.SH,22
600163.SH,26
600163.SH,17
600163.SH,22
600163.SH,19
600166.SH,19
600166.SH,28
600166.SH,19
600166.SH,8
600166.SH,29
600166.SH,19
600166.SH,7
600166.SH,36
600166.SH,9
600166.SH,19
600166.SH,31
600166.SH,18
600166.SH,13
600166.SH,17
600166.SH,55
600167.SH,35
600167.SH,20
600167.SH,50
600167.SH,61
600170.SH,19
600170.SH,7
600170.SH,7
600170.SH,12
600170.SH,32
600170.SH,21
600170.SH,27
600170.SH,25
600170.SH,63
600170.SH,7
600170.SH,17
600170.SH,41
600171.SH,19
600171.SH,17
600171.SH,18
600171.SH,8
600171.SH,20
600171.SH,28
600171.SH,49
600171.SH,23
600171.SH,19
600171.SH,17
600171.SH,40
600172.SH,20
600172.SH,17
600172.SH,20
600172.SH,21
600172.SH,11
600172.SH,32
600172.SH,27
600172.SH,19
600172.SH,17
600172.SH,19
600172.SH,36
600172.SH,19
600172.SH,17
600172.SH,27
600173.SH,52
600173.SH,19
600173.SH,27
600173.SH,93
600173.SH,19
600176.SH,41
600176.SH,7
600176.SH,19
600176.SH,25
600176.SH,11
600176.SH,17
600176.SH,27
600176.SH,20
600176.SH,33
600176.SH,21
600176.SH,9
600176.SH,21
600176.SH,19
600176.SH,25
600176.SH,26
600177.SH,15
600177.SH,12
600177.SH,34
600177.SH,23
600177.SH,23
600177.SH,24
600177.SH,9
600177.SH,19
600177.SH,59
600177.SH,41
600177.SH,8
600178.SH,20
600178.SH,19
600178.SH,17
600178.SH,19
600178.SH,20
600178.SH,59
600178.SH,88
600179.SH,17
600179.SH,19
600179.SH,17
600179.SH,19
600179.SH,22
600179.SH,19
600179.SH,35
600179.SH,17
600179.SH,61
600179.SH,36
600180.SH,61
600180.SH,105
600183.SH,20
600183.SH,20
600183.SH,16
600183.SH,19
600183.SH,19
600183.SH,17
600183.SH,19
600183.SH,27
600183.SH,56
600183.SH,17
600183.SH,25
600183.SH,38
600183.SH,41
600184.SH,27
600184.SH,7
600184.SH,19
600184.SH,17
600184.SH,19
600184.SH,52
600184.SH,45
600184.SH,17
600184.SH,25
600184.SH,50
600184.SH,35
600185.SH,69
600185.SH,33
600185.SH,20
600185.SH,25
600185.SH,19
600185.SH,19
600185.SH,29
600185.SH,37
600185.SH,19
600186.SH,32
600186.SH,17
600186.SH,19
600186.SH,9
600186.SH,52
600186.SH,21
600186.SH,10
600186.SH,32
600186.SH,21
600186.SH,18
600186.SH,19
600186.SH,27
600186.SH,17
600187.SH,43
600188.SH,8
600188.SH,21
600188.SH,29
600188.SH,11
600188.SH,17
600188.SH,39
600188.SH,8
600188.SH,17
600188.SH,19
600188.SH,50
600188.SH,20
600188.SH,19
600188.SH,9
600188.SH,27
600188.SH,17
600189.SH,77
600189.SH,70
600189.SH,17
600191.SH,74
600191.SH,21
600191.SH,17
600191.SH,25
600191.SH,23
600191.SH,37
600192.SH,17
600192.SH,19
600192.SH,17
600192.SH,59
600192.SH,17
600192.SH,54
600192.SH,21
600192.SH,51
600195.SH,29
600195.SH,105
600195.SH,41
600195.SH,31
600195.SH,11
600195.SH,72
600196.SH,17
600196.SH,10
600196.SH,22
600196.SH,15
600196.SH,8
600196.SH,19
600196.SH,13
600196.SH,7
600196.SH,17
600196.SH,43
600196.SH,40
600196.SH,26
600196.SH,18
600196.SH,63
600198.SH,53
600198.SH,14
600198.SH,11
600198.SH,17
600198.SH,73
600198.SH,18
600198.SH,19
600198.SH,19
600198.SH,21
600199.SH,20
600199.SH,28
600199.SH,17
600199.SH,146
600201.SH,14
600201.SH,9
600201.SH,11
600201.SH,17
600201.SH,21
600201.SH,19
600201.SH,27
600201.SH,25
600201.SH,19
600201.SH,15
600201.SH,19
600201.SH,17
600201.SH,21
600201.SH,19
600201.SH,49
600201.SH,21
600203.SH,20
600203.SH,33
600203.SH,17
600203.SH,7
600203.SH,19
600203.SH,35
600203.SH,41
600203.SH,17
600203.SH,25
600203.SH,31
600206.SH,32
600206.SH,14
600206.SH,17
600206.SH,27
600206.SH,13
600206.SH,19
600206.SH,22
600206.SH,27
600206.SH,46
600206.SH,12
600206.SH,12
600206.SH,17
600206.SH,21
600206.SH,55
600207.SH,24
600207.SH,28
600207.SH,17
600207.SH,34
600207.SH,16
600207.SH,101
600207.SH,25
600207.SH,17
600208.SH,20
600208.SH,17
600208.SH,19
600208.SH,34
600208.SH,43
600208.SH,45
600208.SH,39
600208.SH,17
600208.SH,75
600210.SH,22
600210.SH,13
600210.SH,20
600210.SH,41
600210.SH,17
600210.SH,34
600210.SH,8
600210.SH,7
600210.SH,56
600210.SH,12
600210.SH,9
600210.SH,8
600210.SH,19
600211.SH,42
600211.SH,21
600211.SH,24
600211.SH,28
600211.SH,53
600211.SH,52
600211.SH,17
600211.SH,50
600211.SH,26
600212.SH,26
600212.SH,17
600212.SH,19
600212.SH,57
600212.SH,36
600212.SH,27
600212.SH,57
600215.SH,91
600215.SH,28
600216.SH,16
600216.SH,33
600216.SH,17
600216.SH,12
600216.SH,19
600216.SH,71
600216.SH,10
600216.SH,75
600216.SH,9
600216.SH,7
600216.SH,27
600216.SH,25
600217.SH,55
600218.SH,72
600218.SH,19
