ts_code,event_interval_days
600651.SH,25
600651.SH,31
600651.SH,19
600651.SH,65
600654.SH,27
600654.SH,72
600654.SH,19
600654.SH,47
600654.SH,7
600654.SH,81
600655.SH,154
600657.SH,27
600658.SH,46
600658.SH,18
600658.SH,33
600658.SH,41
600658.SH,71
600660.SH,7
600660.SH,20
600660.SH,23
600660.SH,19
600660.SH,26
600660.SH,17
600660.SH,19
600660.SH,66
600660.SH,38
600660.SH,30
600660.SH,57
600662.SH,166
600663.SH,118
600664.SH,19
600664.SH,28
600664.SH,16
600664.SH,12
600664.SH,21
600664.SH,64
600664.SH,20
600664.SH,22
600664.SH,96
600664.SH,30
600666.SH,27
600666.SH,17
600666.SH,19
600666.SH,17
600666.SH,19
600666.SH,72
600666.SH,61
600666.SH,9
600666.SH,19
600666.SH,27
600666.SH,17
600666.SH,19
600667.SH,15
600667.SH,15
600667.SH,19
600667.SH,8
600667.SH,19
600667.SH,17
600667.SH,27
600667.SH,19
600667.SH,43
600667.SH,21
600667.SH,17
600667.SH,42
600668.SH,42
600668.SH,10
600668.SH,42
600671.SH,177
600673.SH,23
600673.SH,9
600673.SH,19
600673.SH,19
600673.SH,17
600673.SH,19
600673.SH,17
600673.SH,46
600673.SH,28
600673.SH,17
600673.SH,19
600673.SH,21
600673.SH,19
600673.SH,38
600674.SH,11
600674.SH,42
600674.SH,21
600674.SH,80
600674.SH,17
600674.SH,31
600674.SH,53
600674.SH,22
600674.SH,17
600674.SH,7
600674.SH,19
600675.SH,17
600675.SH,39
600675.SH,24
600675.SH,67
600675.SH,17
600676.SH,19
600676.SH,26
600676.SH,36
600676.SH,27
600676.SH,88
600676.SH,42
600678.SH,35
600678.SH,19
600678.SH,25
600678.SH,20
600678.SH,67
600678.SH,25
600678.SH,19
600678.SH,21
600678.SH,28
600679.SH,61
600679.SH,44
600679.SH,60
600679.SH,38
600681.SH,54
600681.SH,22
600681.SH,33
600681.SH,20
600682.SH,28
600682.SH,19
600682.SH,21
600682.SH,70
600682.SH,37
600682.SH,21
600682.SH,58
600682.SH,26
600683.SH,79
600683.SH,27
600683.SH,20
600684.SH,34
600684.SH,19
600684.SH,17
600684.SH,19
600684.SH,37
600684.SH,52
600684.SH,39
600684.SH,27
600685.SH,21
600685.SH,14
600685.SH,12
600685.SH,19
600685.SH,21
600685.SH,17
600685.SH,40
600685.SH,27
600685.SH,7
600685.SH,16
600685.SH,19
600685.SH,28
600685.SH,17
600685.SH,19
600685.SH,27
600686.SH,19
600686.SH,35
600686.SH,8
600686.SH,39
600686.SH,52
600686.SH,19
600686.SH,17
600686.SH,19
600686.SH,19
600686.SH,21
600686.SH,28
600686.SH,44
600688.SH,41
600688.SH,62
600688.SH,26
600688.SH,43
600688.SH,10
600688.SH,19
600688.SH,27
600690.SH,51
600690.SH,19
600690.SH,31
600690.SH,19
600690.SH,52
600690.SH,12
600690.SH,15
600690.SH,19
600690.SH,35
600690.SH,22
600691.SH,52
600691.SH,77
600691.SH,34
600691.SH,19
600693.SH,77
600693.SH,32
600693.SH,17
600693.SH,47
600693.SH,20
600693.SH,18
600693.SH,20
600693.SH,42
600694.SH,144
600694.SH,27
600697.SH,68
600697.SH,28
600697.SH,48
600698.SH,34
600698.SH,17
600698.SH,19
600698.SH,20
600698.SH,52
600698.SH,19
600698.SH,21
600698.SH,50
600698.SH,78
600699.SH,19
600699.SH,27
600699.SH,20
600699.SH,9
600699.SH,13
600699.SH,8
600699.SH,19
600699.SH,17
600699.SH,41
600699.SH,37
600699.SH,12
600699.SH,21
600699.SH,82
600702.SH,17
600702.SH,7
600702.SH,19
600702.SH,7
600702.SH,17
600702.SH,41
600702.SH,25
600702.SH,45
600702.SH,35
600703.SH,12
600703.SH,35
600703.SH,13
600703.SH,16
600703.SH,18
600703.SH,7
600703.SH,18
600703.SH,19
600703.SH,72
600703.SH,19
600703.SH,13
600703.SH,17
600703.SH,34
600703.SH,19
600704.SH,19
600704.SH,28
600704.SH,7
600704.SH,19
600704.SH,30
600704.SH,19
600704.SH,22
600704.SH,27
600704.SH,51
600704.SH,7
600704.SH,12
600704.SH,7
600704.SH,17
600704.SH,32
600706.SH,20
600706.SH,35
600706.SH,12
600706.SH,17
600706.SH,55
600706.SH,21
600706.SH,14
600706.SH,29
600706.SH,25
600707.SH,9
600707.SH,8
600707.SH,38
600707.SH,88
600707.SH,19
600707.SH,19
600707.SH,15
600707.SH,17
600707.SH,33
600708.SH,45
600708.SH,31
600708.SH,26
600708.SH,87
600708.SH,19
600710.SH,59
600710.SH,19
600710.SH,20
600710.SH,41
600710.SH,29
600710.SH,62
600710.SH,11
600710.SH,10
600710.SH,11
600710.SH,27
600710.SH,41
600711.SH,23
600711.SH,7
600711.SH,16
600711.SH,19
600711.SH,19
600711.SH,21
600711.SH,18
600711.SH,27
600711.SH,19
600711.SH,17
600711.SH,19
600711.SH,19
600711.SH,21
600711.SH,17
600711.SH,62
600712.SH,57
600712.SH,20
600712.SH,19
600712.SH,18
600712.SH,49
600712.SH,53
600713.SH,8
600713.SH,24
600713.SH,79
600714.SH,33
600714.SH,76
600714.SH,60
600714.SH,19
600714.SH,27
600714.SH,20
600715.SH,17
600715.SH,68
600715.SH,83
600717.SH,8
600717.SH,56
600717.SH,9
600717.SH,97
600717.SH,42
600718.SH,21
600718.SH,9
600718.SH,12
600718.SH,14
600718.SH,30
600718.SH,62
600718.SH,41
600718.SH,21
600719.SH,56
600719.SH,175
600719.SH,86
600721.SH,21
600721.SH,38
600721.SH,19
600721.SH,19
600721.SH,17
600721.SH,70
600721.SH,20
600721.SH,19
600721.SH,93
600722.SH,19
600722.SH,44
600722.SH,79
600722.SH,19
600722.SH,27
600722.SH,17
600724.SH,79
600724.SH,41
600725.SH,48
600725.SH,21
600725.SH,21
600725.SH,30
600726.SH,17
600726.SH,94
600726.SH,23
600726.SH,104
600726.SH,17
600726.SH,19
600727.SH,32
600727.SH,22
600727.SH,14
600727.SH,8
600727.SH,20
600727.SH,171
600727.SH,27
600728.SH,22
600728.SH,21
600728.SH,12
600728.SH,10
600728.SH,19
600728.SH,12
600728.SH,18
600728.SH,25
600728.SH,83
600728.SH,8
600728.SH,21
600729.SH,91
600729.SH,39
600729.SH,24
600730.SH,19
600730.SH,17
600730.SH,57
600730.SH,19
600730.SH,19
600730.SH,31
600731.SH,34
600731.SH,17
600731.SH,70
600731.SH,129
600732.SH,17
600732.SH,13
600732.SH,19
600732.SH,17
600732.SH,19
600732.SH,17
600732.SH,19
600732.SH,19
600732.SH,30
600732.SH,57
600732.SH,18
600732.SH,11
600732.SH,19
600732.SH,27
600732.SH,17
600733.SH,21
600733.SH,19
600733.SH,15
600733.SH,14
600733.SH,17
600733.SH,32
600733.SH,42
600733.SH,49
600733.SH,21
600733.SH,17
600734.SH,37
600734.SH,19
600734.SH,38
600734.SH,26
600734.SH,48
600734.SH,17
600734.SH,19
600734.SH,34
600734.SH,43
600736.SH,26
600736.SH,23
600736.SH,20
600736.SH,44
600736.SH,14
600736.SH,21
600736.SH,39
600737.SH,10
600737.SH,8
600737.SH,19
600737.SH,12
600737.SH,17
600737.SH,19
600737.SH,44
600737.SH,19
600737.SH,27
600737.SH,22
600737.SH,17
600737.SH,7
600737.SH,32
600738.SH,20
600738.SH,17
600738.SH,28
600738.SH,102
600738.SH,44
600738.SH,33
600739.SH,15
600739.SH,16
600739.SH,17
600739.SH,17
600739.SH,8
600739.SH,38
600739.SH,28
600739.SH,17
600739.SH,54
600739.SH,17
600739.SH,48
600740.SH,52
600740.SH,7
600740.SH,19
600740.SH,78
600740.SH,27
600740.SH,17
600741.SH,46
600741.SH,14
600741.SH,13
600741.SH,30
600741.SH,19
600741.SH,18
600741.SH,34
600741.SH,43
600741.SH,10
600741.SH,15
600741.SH,17
600741.SH,67
600742.SH,188
600742.SH,17
600744.SH,50
600744.SH,17
600744.SH,21
600744.SH,19
600744.SH,44
600744.SH,19
600744.SH,44
600744.SH,25
600744.SH,10
600744.SH,19
600744.SH,22
600744.SH,19
600745.SH,20
600745.SH,27
600745.SH,13
600745.SH,7
600745.SH,17
600745.SH,19
600745.SH,19
600745.SH,17
600745.SH,32
600745.SH,17
600745.SH,54
600745.SH,15
600745.SH,49
600746.SH,17
600748.SH,32
600748.SH,17
600748.SH,67
600748.SH,17
600749.SH,29
600749.SH,63
600749.SH,70
600750.SH,99
600750.SH,83
600750.SH,19
600750.SH,8
600750.SH,45
600750.SH,7
600750.SH,35
600750.SH,14
600751.SH,14
600751.SH,8
600751.SH,19
600751.SH,19
600751.SH,18
600751.SH,19
600751.SH,22
600751.SH,19
600751.SH,34
600751.SH,49
600751.SH,18
600751.SH,31
600751.SH,35
600754.SH,12
600754.SH,24
600754.SH,10
600754.SH,17
600754.SH,7
600754.SH,43
600754.SH,10
600754.SH,17
600754.SH,34
600754.SH,12
600754.SH,17
600754.SH,7
600754.SH,27
600754.SH,13
600754.SH,15
600755.SH,38
600755.SH,31
600755.SH,32
600755.SH,25
600755.SH,11
600755.SH,17
600755.SH,19
600755.SH,21
600755.SH,69
600756.SH,7
600756.SH,49
600756.SH,17
600756.SH,17
600756.SH,38
600756.SH,21
600756.SH,19
600756.SH,17
600756.SH,40
600756.SH,44
600756.SH,32
600757.SH,132
600757.SH,13
600757.SH,28
600757.SH,42
600757.SH,29
600758.SH,97
600758.SH,22
600758.SH,117
600758.SH,17
600759.SH,20
600759.SH,44
600759.SH,19
600759.SH,35
600759.SH,27
600759.SH,8
600759.SH,13
600759.SH,17
600759.SH,20
600759.SH,19
600759.SH,21
600759.SH,17
600759.SH,27
600760.SH,19
600760.SH,13
600760.SH,17
600760.SH,19
600760.SH,17
600760.SH,21
600760.SH,28
600760.SH,27
600760.SH,39
600760.SH,31
600760.SH,11
600760.SH,17
600760.SH,39
600761.SH,22
600761.SH,9
600761.SH,19
600761.SH,17
600761.SH,21
600761.SH,18
600761.SH,17
600761.SH,27
600761.SH,20
600761.SH,35
600761.SH,21
600761.SH,21
600761.SH,20
600761.SH,31
600763.SH,17
600763.SH,39
600763.SH,10
600763.SH,19
600763.SH,19
600763.SH,17
600763.SH,50
600763.SH,10
600763.SH,56
600763.SH,7
600763.SH,17
600763.SH,27
600764.SH,24
600764.SH,18
600764.SH,17
600764.SH,19
600764.SH,8
600764.SH,19
600764.SH,36
600764.SH,28
600764.SH,22
600764.SH,47
600764.SH,17
600764.SH,21
600764.SH,18
600765.SH,21
600765.SH,20
600765.SH,12
600765.SH,17
600765.SH,7
600765.SH,29
600765.SH,39
600765.SH,27
600765.SH,10
600765.SH,33
600765.SH,9
600765.SH,21
600765.SH,19
600765.SH,28
600769.SH,27
600769.SH,83
600769.SH,55
600769.SH,21
600770.SH,7
600770.SH,22
600770.SH,15
600770.SH,20
600770.SH,61
600770.SH,65
600770.SH,20
600771.SH,49
600771.SH,11
600771.SH,7
600771.SH,17
600771.SH,82
600771.SH,20
600771.SH,65
600773.SH,27
600773.SH,25
600773.SH,35
600773.SH,20
600773.SH,19
600773.SH,38
600773.SH,11
600773.SH,17
600773.SH,33
600773.SH,19
600774.SH,17
600774.SH,167
600775.SH,21
600775.SH,11
600775.SH,17
600775.SH,20
600775.SH,12
600775.SH,17
600775.SH,55
600775.SH,14
600775.SH,36
600775.SH,19
600775.SH,22
600775.SH,49
600776.SH,29
600776.SH,22
600776.SH,11
600776.SH,7
600776.SH,17
600776.SH,28
600776.SH,21
600776.SH,19
600776.SH,17
600776.SH,21
600776.SH,24
600776.SH,79
600778.SH,19
600778.SH,113
600778.SH,40
600778.SH,8
600779.SH,58
600779.SH,19
600779.SH,20
600779.SH,17
600779.SH,66
600779.SH,58
600779.SH,22
600780.SH,130
600780.SH,17
600782.SH,17
600782.SH,19
600782.SH,33
600782.SH,22
600782.SH,30
600782.SH,14
600782.SH,36
600782.SH,10
600782.SH,9
600782.SH,14
600782.SH,21
600782.SH,27
600783.SH,29
600783.SH,19
600783.SH,22
600783.SH,19
600783.SH,23
600783.SH,56
600785.SH,21
600785.SH,16
600785.SH,62
600785.SH,35
600785.SH,26
600785.SH,17
600787.SH,16
600787.SH,28
600787.SH,14
600787.SH,19
600787.SH,19
600787.SH,7
600787.SH,18
600787.SH,42
600787.SH,14
600787.SH,66
600787.SH,10
600787.SH,8
600787.SH,27
600789.SH,20
600789.SH,37
600789.SH,13
600789.SH,32
600789.SH,24
600789.SH,27
600789.SH,19
600789.SH,66
600789.SH,18
600791.SH,22
600792.SH,88
600792.SH,17
600792.SH,33
600792.SH,56
600792.SH,27
600792.SH,17
600793.SH,19
600793.SH,35
600793.SH,19
600793.SH,30
600793.SH,64
600794.SH,20
600794.SH,17
600794.SH,19
600794.SH,29
600794.SH,14
600795.SH,22
600795.SH,19
600795.SH,55
600795.SH,13
600795.SH,7
600795.SH,31
600795.SH,18
600795.SH,17
600795.SH,14
600795.SH,13
600795.SH,77
600795.SH,8
600795.SH,7
600796.SH,38
600797.SH,60
600797.SH,17
600797.SH,10
600797.SH,10
600797.SH,19
600797.SH,20
600797.SH,52
600797.SH,8
600797.SH,45
600797.SH,7
600797.SH,17
600797.SH,29
600798.SH,20
600798.SH,20
600798.SH,35
600798.SH,34
600798.SH,8
600798.SH,27
600798.SH,100
600798.SH,33
600800.SH,20
600800.SH,17
600800.SH,22
600800.SH,32
600800.SH,105
600800.SH,42
600800.SH,17
600800.SH,31
600800.SH,25
600801.SH,7
600801.SH,21
600801.SH,30
600801.SH,10
600801.SH,17
600801.SH,29
600801.SH,19
600801.SH,28
600801.SH,19
600801.SH,21
600801.SH,72
600802.SH,36
600802.SH,26
600803.SH,55
600803.SH,17
600803.SH,32
600803.SH,15
600803.SH,7
600803.SH,7
600803.SH,15
600803.SH,19
600803.SH,70
600803.SH,20
600803.SH,17
600805.SH,41
600805.SH,67
600805.SH,24
600805.SH,68
600807.SH,65
600807.SH,78
600808.SH,18
600808.SH,19
600808.SH,27
600808.SH,8
600808.SH,7
600808.SH,20
600808.SH,24
600808.SH,27
600808.SH,19
600808.SH,7
600808.SH,41
600808.SH,21
600808.SH,17
600808.SH,29
600808.SH,40
600809.SH,19
600809.SH,13
600809.SH,20
600809.SH,8
600809.SH,17
600809.SH,56
600809.SH,10
600809.SH,17
600809.SH,40
600809.SH,23
600810.SH,35
600810.SH,38
600810.SH,7
600810.SH,16
600810.SH,19
600810.SH,25
600810.SH,32
600810.SH,45
600810.SH,24
600810.SH,49
600810.SH,30
600812.SH,30
600812.SH,22
600812.SH,89
600812.SH,23
600812.SH,115
600812.SH,24
600814.SH,25
600814.SH,26
600815.SH,17
600815.SH,21
600815.SH,94
600815.SH,17
600816.SH,19
600816.SH,32
600816.SH,7
600816.SH,25
600816.SH,43
600816.SH,19
600816.SH,50
600816.SH,7
600816.SH,45
600819.SH,18
600819.SH,33
600819.SH,20
600819.SH,55
600819.SH,24
600820.SH,43
600820.SH,11
600820.SH,17
600820.SH,35
600820.SH,33
600820.SH,19
600820.SH,51
600820.SH,20
600820.SH,17
600820.SH,41
600821.SH,20
600821.SH,27
600821.SH,11
600821.SH,34
600821.SH,20
600821.SH,86
600821.SH,19
600821.SH,27
600821.SH,17
600822.SH,53
600822.SH,39
600822.SH,20
600822.SH,10
600822.SH,125
600824.SH,103
600824.SH,8
600824.SH,69
600824.SH,30
600824.SH,21
600824.SH,20
600825.SH,30
600825.SH,15
600825.SH,19
600825.SH,110
600825.SH,53
600826.SH,40
600826.SH,57
600826.SH,22
600826.SH,53
600826.SH,23
600827.SH,8
600827.SH,19
600827.SH,107
600827.SH,9
600827.SH,21
600827.SH,26
600828.SH,78
600828.SH,34
600828.SH,75
600828.SH,24
600828.SH,29
600828.SH,24
600829.SH,96
600829.SH,22
600829.SH,49
600830.SH,17
600830.SH,19
600830.SH,19
600833.SH,17
600833.SH,75
600835.SH,46
600835.SH,17
600835.SH,13
600835.SH,19
600835.SH,17
600835.SH,27
600835.SH,36
600835.SH,19
600835.SH,19
600835.SH,18
600835.SH,21
600838.SH,35
600838.SH,74
600838.SH,37
600838.SH,21
600838.SH,19
600839.SH,53
600839.SH,10
600839.SH,26
600839.SH,9
600839.SH,34
600839.SH,39
600839.SH,22
600839.SH,34
600839.SH,14
600839.SH,7
600839.SH,17
600839.SH,29
600841.SH,28
600841.SH,19
600841.SH,160
600841.SH,17
600841.SH,29
600841.SH,33
600843.SH,18
600843.SH,27
600843.SH,21
600843.SH,19
600843.SH,17
600843.SH,12
600843.SH,21
600843.SH,27
600843.SH,49
600843.SH,17
600844.SH,33
600844.SH,33
600844.SH,233
600844.SH,19
600845.SH,11
600845.SH,27
600845.SH,52
600845.SH,78
600845.SH,13
600845.SH,19
600845.SH,28
600845.SH,34
600846.SH,51
600846.SH,19
600846.SH,28
600846.SH,34
600848.SH,30
600848.SH,27
600848.SH,17
600848.SH,38
600848.SH,22
600848.SH,17
600850.SH,47
600850.SH,16
600850.SH,19
600850.SH,19
600850.SH,7
600850.SH,17
600850.SH,29
600850.SH,52
600850.SH,14
600850.SH,21
600850.SH,53
600851.SH,152
600851.SH,48
600851.SH,24
600853.SH,30
600853.SH,25
600853.SH,37
600853.SH,42
600853.SH,36
600855.SH,13
600855.SH,21
600855.SH,18
600855.SH,17
600855.SH,40
600855.SH,24
600855.SH,21
600855.SH,10
600855.SH,17
600855.SH,20
600855.SH,61
600857.SH,61
600857.SH,57
600857.SH,25
600858.SH,39
600858.SH,58
600858.SH,7
600858.SH,92
600858.SH,31
600858.SH,23
600859.SH,40
600859.SH,18
600859.SH,24
600859.SH,14
600859.SH,17
600859.SH,49
600859.SH,11
600859.SH,30
600859.SH,9
600859.SH,21
600860.SH,59
600860.SH,19
600860.SH,17
600860.SH,82
600860.SH,9
600860.SH,20
600860.SH,21
600860.SH,21
600860.SH,20
600860.SH,27
600862.SH,31
600862.SH,9
600862.SH,7
600862.SH,19
600862.SH,11
600862.SH,67
600862.SH,73
600862.SH,7
600862.SH,7
600862.SH,21
600862.SH,19
600862.SH,9
600863.SH,25
600863.SH,7
600863.SH,22
600863.SH,8
600863.SH,11
600863.SH,31
600863.SH,18
600863.SH,21
600863.SH,15
600863.SH,16
600863.SH,7
600863.SH,21
600863.SH,19
600863.SH,31
600863.SH,10
600863.SH,17
600863.SH,15
600863.SH,19
600864.SH,16
600864.SH,19
600864.SH,14
600864.SH,17
600864.SH,31
600864.SH,21
600864.SH,58
600864.SH,21
600864.SH,64
600864.SH,7
600864.SH,8
600865.SH,101
600865.SH,19
600865.SH,37
600866.SH,25
600866.SH,7
600866.SH,31
600866.SH,19
600866.SH,20
600866.SH,42
600866.SH,92
600866.SH,13
600866.SH,7
600866.SH,36
600866.SH,14
600867.SH,18
600867.SH,22
600867.SH,7
600867.SH,7
600867.SH,17
600867.SH,48
600867.SH,19
600867.SH,17
600867.SH,27
600867.SH,29
600867.SH,11
600867.SH,7
600867.SH,28
600867.SH,17
600867.SH,19
600868.SH,41
600868.SH,23
600868.SH,22
600868.SH,19
600868.SH,27
600868.SH,17
600868.SH,42
600869.SH,30
600869.SH,13
600869.SH,17
600869.SH,19
600869.SH,19
600869.SH,17
600869.SH,27
600869.SH,19
600869.SH,32
600869.SH,19
600869.SH,21
600869.SH,19
600869.SH,25
600869.SH,27
600871.SH,23
600871.SH,14
600871.SH,19
600871.SH,9
600871.SH,20
600871.SH,29
600871.SH,12
600871.SH,17
600871.SH,59
600871.SH,17
600871.SH,19
600871.SH,27
600872.SH,19
600872.SH,20
600872.SH,28
600872.SH,7
600872.SH,17
600872.SH,60
600872.SH,51
600872.SH,15
600872.SH,20
600872.SH,27
600872.SH,24
600873.SH,33
600873.SH,15
600873.SH,19
600873.SH,9
600873.SH,27
600873.SH,17
600873.SH,28
600873.SH,19
600873.SH,8
600873.SH,48
600873.SH,13
600873.SH,9
600873.SH,11
600873.SH,17
600873.SH,22
600874.SH,127
600875.SH,19
600875.SH,12
600875.SH,8
600875.SH,17
600875.SH,14
600875.SH,19
600875.SH,19
600875.SH,36
600875.SH,27
600875.SH,10
600875.SH,35
600875.SH,19
600875.SH,21
600875.SH,17
600875.SH,27
600877.SH,27
600877.SH,17
600877.SH,42
600877.SH,25
600877.SH,17
600877.SH,19
600877.SH,17
600877.SH,21
600879.SH,19
600879.SH,22
600879.SH,7
600879.SH,19
600879.SH,21
600879.SH,17
600879.SH,40
600879.SH,27
600879.SH,32
600879.SH,19
600879.SH,21
600879.SH,19
600879.SH,35
600880.SH,17
600880.SH,46
600880.SH,57
600880.SH,33
600880.SH,42
600880.SH,17
600880.SH,19
600881.SH,25
600881.SH,30
600881.SH,19
600881.SH,17
600881.SH,60
600881.SH,17
600882.SH,11
600882.SH,18
600882.SH,68
600882.SH,54
600882.SH,18
600882.SH,25
600882.SH,20
600882.SH,7
600884.SH,19
600884.SH,17
600884.SH,19
600884.SH,15
600884.SH,19
600884.SH,17
600884.SH,10
600884.SH,17
600884.SH,49
600884.SH,19
600884.SH,17
600884.SH,21
600884.SH,28
600884.SH,27
600885.SH,62
600885.SH,13
600885.SH,12
600885.SH,17
600885.SH,14
600885.SH,19
600885.SH,16
600885.SH,19
600885.SH,38
600885.SH,19
600885.SH,13
600885.SH,50
600886.SH,47
600886.SH,20
600886.SH,7
600886.SH,74
600886.SH,19
600886.SH,76
600886.SH,45
600886.SH,10
600886.SH,17
600887.SH,20
600887.SH,43
600887.SH,35
600887.SH,8
600887.SH,66
600887.SH,7
600887.SH,8
600887.SH,31
600887.SH,88
600887.SH,22
600888.SH,31
600888.SH,18
600888.SH,27
600888.SH,11
600888.SH,48
600888.SH,11
600888.SH,17
600888.SH,34
600888.SH,15
600889.SH,83
600889.SH,14
600889.SH,23
600889.SH,27
600889.SH,82
600889.SH,21
600889.SH,36
600893.SH,17
600893.SH,20
600893.SH,12
600893.SH,17
600893.SH,7
600893.SH,19
600893.SH,45
600893.SH,80
600893.SH,10
600893.SH,21
600893.SH,19
600893.SH,27
600895.SH,47
600895.SH,19
600895.SH,9
600895.SH,19
600895.SH,17
600895.SH,19
600895.SH,27
600895.SH,44
600895.SH,28
600895.SH,21
600895.SH,84
600897.SH,25
600897.SH,49
600900.SH,20
600900.SH,21
600900.SH,17
600900.SH,45
600900.SH,17
600900.SH,28
600900.SH,8
600900.SH,10
600900.SH,8
600900.SH,118
600900.SH,7
600900.SH,17
600901.SH,19
600901.SH,13
600901.SH,21
600901.SH,90
600901.SH,15
600901.SH,7
600901.SH,17
600901.SH,18
600901.SH,41
600901.SH,17
600901.SH,7
600901.SH,7
600901.SH,27
600901.SH,13
600901.SH,14
600903.SH,63
600903.SH,28
600903.SH,106
600905.SH,47
600905.SH,7
600905.SH,13
600905.SH,35
600905.SH,14
600905.SH,31
600905.SH,21
600905.SH,68
600905.SH,7
600905.SH,7
600905.SH,38
600905.SH,7
600905.SH,19
600906.SH,13
600906.SH,19
600906.SH,10
600906.SH,14
600906.SH,19
600906.SH,62
600906.SH,71
600906.SH,20
600906.SH,30
600908.SH,9
600908.SH,13
600908.SH,11
600908.SH,17
600908.SH,46
600908.SH,58
600908.SH,40
600908.SH,115
600909.SH,26
600909.SH,15
600909.SH,17
600909.SH,13
600909.SH,19
600909.SH,10
600909.SH,38
600909.SH,25
600909.SH,19
600909.SH,26
600909.SH,17
600909.SH,11
600909.SH,17
600916.SH,8
600916.SH,40
600916.SH,8
600916.SH,34
600916.SH,7
600916.SH,8
600916.SH,30
600916.SH,83
600916.SH,12
600916.SH,9
600916.SH,20
600918.SH,16
600918.SH,13
600918.SH,16
600918.SH,19
600918.SH,17
600918.SH,130
600918.SH,71
600919.SH,19
600919.SH,15
600919.SH,8
600919.SH,19
600919.SH,97
600919.SH,17
600919.SH,32
600919.SH,36
600919.SH,22
600919.SH,27
600919.SH,15
600919.SH,19
600926.SH,13
600926.SH,20
600926.SH,19
600926.SH,18
600926.SH,33
600926.SH,51
600926.SH,7
600926.SH,24
600926.SH,23
600926.SH,33
600926.SH,8
600926.SH,17
600926.SH,27
600926.SH,14
600926.SH,19
600927.SH,17
600927.SH,21
600927.SH,75
600927.SH,57
600927.SH,21
600928.SH,8
600928.SH,16
600928.SH,50
600928.SH,19
600928.SH,33
600928.SH,22
600928.SH,87
600929.SH,61
600929.SH,67
600929.SH,33
600929.SH,19
600930.SH,7
600930.SH,7
600933.SH,42
600933.SH,19
600933.SH,8
600933.SH,13
600933.SH,17
600933.SH,21
600933.SH,19
600933.SH,27
600933.SH,65
600933.SH,14
600935.SH,36
600935.SH,21
600936.SH,19
600938.SH,17
600938.SH,11
600938.SH,30
600938.SH,20
600938.SH,26
600938.SH,8
600938.SH,17
600938.SH,21
600938.SH,12
600938.SH,12
600938.SH,7
600938.SH,22
600938.SH,27
600938.SH,21
600938.SH,17
600938.SH,27
600938.SH,19
600939.SH,20
600939.SH,103
600939.SH,23
600941.SH,15
600941.SH,40
600941.SH,43
600941.SH,50
600941.SH,24
600941.SH,9
600941.SH,8
600941.SH,110
600941.SH,9
600955.SH,17
600955.SH,19
600955.SH,47
600956.SH,115
600958.SH,22
600958.SH,21
600958.SH,17
600958.SH,19
600958.SH,19
600958.SH,42
600958.SH,25
600958.SH,42
600958.SH,19
600958.SH,12
600959.SH,29
600959.SH,10
600959.SH,17
600959.SH,15
600959.SH,19
600959.SH,41
600959.SH,13
600959.SH,64
600959.SH,7
600959.SH,17
600959.SH,61
600960.SH,37
600960.SH,57
600960.SH,19
600960.SH,55
600960.SH,21
600961.SH,27
600961.SH,22
600961.SH,19
600961.SH,19
600961.SH,17
600961.SH,19
600961.SH,20
600961.SH,45
600961.SH,22
600961.SH,12
600961.SH,21
600961.SH,19
600961.SH,30
600962.SH,20
600962.SH,19
600962.SH,121
600962.SH,33
600963.SH,117
600963.SH,50
600963.SH,20
600963.SH,17
600965.SH,46
600965.SH,17
600966.SH,30
600966.SH,26
600966.SH,20
600966.SH,29
600967.SH,19
600967.SH,20
600967.SH,20
600967.SH,17
600967.SH,19
600967.SH,17
600967.SH,42
600967.SH,38
600967.SH,43
600967.SH,21
600967.SH,35
600968.SH,30
600968.SH,28
600968.SH,33
600968.SH,19
600968.SH,38
600968.SH,12
600968.SH,17
600968.SH,32
600968.SH,28
600968.SH,14
600968.SH,17
600968.SH,27
600969.SH,52
600969.SH,132
600969.SH,34
600969.SH,23
600969.SH,68
600970.SH,30
600970.SH,10
600970.SH,35
600970.SH,36
600970.SH,16
600970.SH,21
600970.SH,20
600970.SH,7
600970.SH,15
600970.SH,21
600970.SH,12
600970.SH,8
600970.SH,27
600970.SH,15
600970.SH,28
600971.SH,9
600971.SH,19
600971.SH,85
600971.SH,27
600971.SH,20
600973.SH,17
600973.SH,31
600973.SH,17
600973.SH,19
600973.SH,7
600973.SH,7
600973.SH,51
600973.SH,19
600973.SH,8
600973.SH,30
600973.SH,19
600973.SH,23
600973.SH,41
600973.SH,7
600973.SH,34
600975.SH,29
600975.SH,11
600975.SH,18
600975.SH,18
600975.SH,16
600975.SH,61
600976.SH,25
600976.SH,13
600977.SH,19
600977.SH,31
600977.SH,19
600977.SH,45
600977.SH,19
600977.SH,54
600977.SH,17
600977.SH,62
600979.SH,52
600979.SH,75
600979.SH,113
600979.SH,20
600980.SH,19
600980.SH,27
600980.SH,51
600980.SH,20
600980.SH,89
600980.SH,31
600981.SH,35
600981.SH,98
600981.SH,39
600981.SH,19
600982.SH,59
600982.SH,21
600982.SH,100
600982.SH,114
600982.SH,19
600984.SH,46
600984.SH,22
600984.SH,19
600984.SH,45
600984.SH,27
600985.SH,20
600985.SH,37
600985.SH,11
600985.SH,17
600985.SH,41
600985.SH,22
600985.SH,8
600985.SH,19
600985.SH,63
600985.SH,15
600985.SH,19
600985.SH,27
600985.SH,18
600986.SH,19
600986.SH,40
600986.SH,17
600986.SH,19
600986.SH,17
