trade_date,universe_n_base,after_filter_n_base,score_gate_n_base,breakout_pass_n_base,momentum_pass_n_base,quality_pass_n_base,trigger_pass_n_base,signal_ready_n_base,score_total_median_base,score_total_p75_base,score_total_p90_base,profile,after_filter_n_rate_base,score_gate_n_rate_base,breakout_pass_n_rate_base,momentum_pass_n_rate_base,quality_pass_n_rate_base,trigger_pass_n_rate_base,signal_ready_n_rate_base,universe_n_tune1,after_filter_n_tune1,score_gate_n_tune1,breakout_pass_n_tune1,momentum_pass_n_tune1,quality_pass_n_tune1,trigger_pass_n_tune1,signal_ready_n_tune1,score_total_median_tune1,score_total_p75_tune1,score_total_p90_tune1,after_filter_n_rate_tune1,score_gate_n_rate_tune1,breakout_pass_n_rate_tune1,momentum_pass_n_rate_tune1,quality_pass_n_rate_tune1,trigger_pass_n_rate_tune1,signal_ready_n_rate_tune1,universe_n_delta,after_filter_n_delta,score_gate_n_delta,breakout_pass_n_delta,momentum_pass_n_delta,quality_pass_n_delta,trigger_pass_n_delta,signal_ready_n_delta,after_filter_n_rate_delta,score_gate_n_rate_delta,breakout_pass_n_rate_delta,momentum_pass_n_rate_delta,quality_pass_n_rate_delta,trigger_pass_n_rate_delta,signal_ready_n_rate_delta
20260311,68,26,26,19,26,20,24,24,0.0,89.55818485841388,94.90036665457194,loose,0.3823529411764705,0.3823529411764705,0.2794117647058823,0.3823529411764705,0.2941176470588235,0.3529411764705882,0.3529411764705882,68,26,26,19,26,20,24,24,0.0,89.55818485841388,94.90036665457194,0.3823529411764705,0.3823529411764705,0.2794117647058823,0.3823529411764705,0.2941176470588235,0.3529411764705882,0.3529411764705882,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260312,64,31,31,17,31,21,27,27,0.0,83.43498806910489,96.37386831275391,loose,0.484375,0.484375,0.265625,0.484375,0.328125,0.421875,0.421875,64,31,31,17,31,21,27,27,0.0,83.43498806910489,96.37386831275391,0.484375,0.484375,0.265625,0.484375,0.328125,0.421875,0.421875,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260313,42,13,13,12,13,8,12,12,0.0,62.66617737685214,93.41354691019156,loose,0.3095238095238095,0.3095238095238095,0.2857142857142857,0.3095238095238095,0.1904761904761904,0.2857142857142857,0.2857142857142857,42,13,13,12,13,8,12,12,0.0,62.66617737685214,93.41354691019156,0.3095238095238095,0.3095238095238095,0.2857142857142857,0.3095238095238095,0.1904761904761904,0.2857142857142857,0.2857142857142857,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260316,53,23,23,14,22,15,18,18,0.0,83.35115401508762,95.57087606108983,loose,0.4339622641509434,0.4339622641509434,0.2641509433962264,0.4150943396226415,0.2830188679245283,0.3396226415094339,0.3396226415094339,53,23,23,14,22,15,18,18,0.0,83.35115401508762,95.57087606108983,0.4339622641509434,0.4339622641509434,0.2641509433962264,0.4150943396226415,0.2830188679245283,0.3396226415094339,0.3396226415094339,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260317,26,14,14,13,14,9,14,14,65.29987884554045,79.71216318380186,98.45722389228176,loose,0.5384615384615384,0.5384615384615384,0.5,0.5384615384615384,0.3461538461538461,0.5384615384615384,0.5384615384615384,26,14,14,13,14,9,14,14,65.29987884554045,79.71216318380186,98.45722389228176,0.5384615384615384,0.5384615384615384,0.5,0.5384615384615384,0.3461538461538461,0.5384615384615384,0.5384615384615384,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260318,23,8,8,4,7,4,6,6,0.0,88.160560850696,95.54563997390534,loose,0.3478260869565217,0.3478260869565217,0.1739130434782608,0.3043478260869565,0.1739130434782608,0.2608695652173913,0.2608695652173913,23,8,8,4,7,4,6,6,0.0,88.160560850696,95.54563997390534,0.3478260869565217,0.3478260869565217,0.1739130434782608,0.3043478260869565,0.1739130434782608,0.2608695652173913,0.2608695652173913,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260319,19,15,15,13,15,6,15,15,88.0,92.2506236348968,98.87035338971428,loose,0.7894736842105263,0.7894736842105263,0.6842105263157895,0.7894736842105263,0.3157894736842105,0.7894736842105263,0.7894736842105263,19,15,15,13,15,6,15,15,88.0,92.2506236348968,98.87035338971428,0.7894736842105263,0.7894736842105263,0.6842105263157895,0.7894736842105263,0.3157894736842105,0.7894736842105263,0.7894736842105263,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260320,17,8,8,7,8,6,8,8,0.0,93.3843398619151,96.02386734635076,loose,0.4705882352941176,0.4705882352941176,0.4117647058823529,0.4705882352941176,0.3529411764705882,0.4705882352941176,0.4705882352941176,17,8,8,7,8,6,8,8,0.0,93.3843398619151,96.02386734635076,0.4705882352941176,0.4705882352941176,0.4117647058823529,0.4705882352941176,0.3529411764705882,0.4705882352941176,0.4705882352941176,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260323,6,6,6,6,6,4,5,5,87.67194677500115,96.29603241156404,99.40568827437602,loose,1.0,1.0,1.0,1.0,0.6666666666666666,0.8333333333333334,0.8333333333333334,6,6,6,6,6,4,5,5,87.67194677500115,96.29603241156404,99.40568827437602,1.0,1.0,1.0,1.0,0.6666666666666666,0.8333333333333334,0.8333333333333334,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260324,15,7,7,4,7,5,7,7,0.0,72.2309089711818,94.07135469557998,loose,0.4666666666666667,0.4666666666666667,0.2666666666666666,0.4666666666666667,0.3333333333333333,0.4666666666666667,0.4666666666666667,15,8,8,5,8,5,8,8,50.10346109614339,83.48346888598479,94.07135469557998,0.5333333333333333,0.5333333333333333,0.3333333333333333,0.5333333333333333,0.3333333333333333,0.5333333333333333,0.5333333333333333,0,1,1,1,1,0,1,1,0.06666666666666665,0.06666666666666665,0.06666666666666671,0.06666666666666665,0.0,0.06666666666666665,0.06666666666666665
20260325,39,19,19,14,19,13,19,19,0.0,86.64378344860972,95.34636091862072,loose,0.4871794871794871,0.4871794871794871,0.358974358974359,0.4871794871794871,0.3333333333333333,0.4871794871794871,0.4871794871794871,39,19,19,14,19,13,19,19,0.0,86.64378344860972,95.34636091862072,0.4871794871794871,0.4871794871794871,0.358974358974359,0.4871794871794871,0.3333333333333333,0.4871794871794871,0.4871794871794871,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260326,21,13,13,9,12,7,10,10,70.0,78.12488194261599,88.75,loose,0.6190476190476191,0.6190476190476191,0.4285714285714285,0.5714285714285714,0.3333333333333333,0.4761904761904761,0.4761904761904761,21,13,13,9,12,7,10,10,70.0,78.12488194261599,88.75,0.6190476190476191,0.6190476190476191,0.4285714285714285,0.5714285714285714,0.3333333333333333,0.4761904761904761,0.4761904761904761,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260327,30,24,24,19,24,16,22,22,79.18493150684931,88.5625,98.64946629956889,loose,0.8,0.8,0.6333333333333333,0.8,0.5333333333333333,0.7333333333333333,0.7333333333333333,30,24,24,19,24,16,22,22,79.18493150684931,88.5625,98.64946629956889,0.8,0.8,0.6333333333333333,0.8,0.5333333333333333,0.7333333333333333,0.7333333333333333,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALL,1529,604,595,371,587,375,498,495,0.0,80.43076653480168,94.00103127800324,loose,0.395029431000654,0.3891432308698496,0.2426422498364944,0.3839110529758012,0.2452583387835186,0.3257030739045127,0.3237410071942446,1529,617,608,375,600,376,502,499,0.0,82.25026195044455,94.00103127800324,0.4035317200784826,0.3976455199476782,0.2452583387835186,0.3924133420536298,0.2459123610202747,0.3283191628515369,0.3263570961412688,0,13,13,4,13,1,4,4,0.008502289077828573,0.008502289077828629,0.0026160889470241977,0.008502289077828629,0.0006540222367560911,0.0026160889470241977,0.0026160889470241977
20260206,36,16,16,8,16,9,11,11,0.0,78.31174080886524,86.96416868832671,neutral,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.4444444444444444,0.25,0.3055555555555556,0.3055555555555556,36,16,16,8,16,9,11,11,0.0,78.31174080886524,86.96416868832671,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.4444444444444444,0.25,0.3055555555555556,0.3055555555555556,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260209,81,26,26,6,22,11,12,12,0.0,68.17892650515078,86.34650382704675,neutral,0.3209876543209876,0.3209876543209876,0.074074074074074,0.2716049382716049,0.1358024691358024,0.1481481481481481,0.1481481481481481,81,27,26,6,22,11,12,12,0.0,68.17892650515078,86.34650382704675,0.3333333333333333,0.3209876543209876,0.074074074074074,0.2716049382716049,0.1358024691358024,0.1481481481481481,0.1481481481481481,0,1,0,0,0,0,0,0,0.012345679012345734,0.0,0.0,0.0,0.0,0.0,0.0
20260210,57,17,17,3,16,9,9,9,0.0,83.81755607902426,90.140150068796,neutral,0.2982456140350877,0.2982456140350877,0.0526315789473684,0.2807017543859649,0.1578947368421052,0.1578947368421052,0.1578947368421052,57,18,18,4,17,9,10,10,0.0,83.81755607902426,90.140150068796,0.3157894736842105,0.3157894736842105,0.0701754385964912,0.2982456140350877,0.1578947368421052,0.175438596491228,0.175438596491228,0,1,1,1,1,0,1,1,0.017543859649122806,0.017543859649122806,0.0175438596491228,0.017543859649122806,0.0,0.017543859649122806,0.017543859649122806
20260211,61,18,18,6,16,8,8,8,0.0,66.58531752959519,86.83652590703657,neutral,0.2950819672131147,0.2950819672131147,0.0983606557377049,0.2622950819672131,0.1311475409836065,0.1311475409836065,0.1311475409836065,61,19,19,6,17,8,8,8,0.0,66.58531752959519,86.83652590703657,0.3114754098360656,0.3114754098360656,0.0983606557377049,0.2786885245901639,0.1311475409836065,0.1311475409836065,0.1311475409836065,0,1,1,0,1,0,0,0,0.016393442622950893,0.016393442622950893,0.0,0.016393442622950838,0.0,0.0,0.0
20260212,53,15,15,5,14,8,10,10,0.0,67.44238672560336,86.81569976452504,neutral,0.2830188679245283,0.2830188679245283,0.0943396226415094,0.2641509433962264,0.1509433962264151,0.1886792452830188,0.1886792452830188,53,15,15,5,14,8,10,10,0.0,67.44238672560336,86.81569976452504,0.2830188679245283,0.2830188679245283,0.0943396226415094,0.2641509433962264,0.1509433962264151,0.1886792452830188,0.1886792452830188,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260213,24,12,12,4,11,4,7,7,38.51282063441465,89.06255583551015,95.36764711938152,neutral,0.5,0.5,0.1666666666666666,0.4583333333333333,0.1666666666666666,0.2916666666666667,0.2916666666666667,24,13,13,5,12,4,7,7,79.51282063441465,89.06255583551015,95.36764711938152,0.5416666666666666,0.5416666666666666,0.2083333333333333,0.5,0.1666666666666666,0.2916666666666667,0.2916666666666667,0,1,1,1,1,0,0,0,0.04166666666666663,0.04166666666666663,0.041666666666666685,0.041666666666666685,0.0,0.0,0.0
20260224,97,25,25,8,25,18,20,20,0.0,70.04826079317687,88.20628331900035,neutral,0.2577319587628865,0.2577319587628865,0.0824742268041237,0.2577319587628865,0.1855670103092783,0.2061855670103092,0.2061855670103092,97,25,25,8,25,18,20,20,0.0,70.04826079317687,88.20628331900035,0.2577319587628865,0.2577319587628865,0.0824742268041237,0.2577319587628865,0.1855670103092783,0.2061855670103092,0.2061855670103092,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260225,112,28,27,15,26,14,25,25,0.0,11.99502040855786,87.22561731404646,neutral,0.25,0.2410714285714285,0.1339285714285714,0.2321428571428571,0.125,0.2232142857142857,0.2232142857142857,112,29,28,16,27,14,26,26,0.0,53.2153703385566,87.22561731404646,0.2589285714285714,0.25,0.1428571428571428,0.2410714285714285,0.125,0.2321428571428571,0.2321428571428571,0,1,1,1,1,0,1,1,0.008928571428571397,0.008928571428571508,0.008928571428571397,0.008928571428571397,0.0,0.008928571428571397,0.008928571428571397
20260226,114,26,25,13,25,14,19,19,0.0,0.0,83.00701596881281,neutral,0.2280701754385964,0.219298245614035,0.1140350877192982,0.219298245614035,0.1228070175438596,0.1666666666666666,0.1666666666666666,114,28,27,13,26,14,19,19,0.0,0.0,83.00701596881281,0.2456140350877192,0.2368421052631578,0.1140350877192982,0.2280701754385964,0.1228070175438596,0.1666666666666666,0.1666666666666666,0,2,2,0,1,0,0,0,0.017543859649122806,0.017543859649122806,0.0,0.008771929824561403,0.0,0.0,0.0
20260227,109,25,25,13,25,17,20,20,0.0,0.0,86.04984388037512,neutral,0.2293577981651376,0.2293577981651376,0.1192660550458715,0.2293577981651376,0.1559633027522936,0.1834862385321101,0.1834862385321101,109,26,26,14,26,17,21,21,0.0,0.0,86.04984388037512,0.2385321100917431,0.2385321100917431,0.128440366972477,0.2385321100917431,0.1559633027522936,0.1926605504587156,0.1926605504587156,0,1,1,1,1,0,1,1,0.009174311926605505,0.009174311926605505,0.009174311926605491,0.009174311926605505,0.0,0.009174311926605505,0.009174311926605505
20260302,91,24,23,12,23,10,15,14,0.0,54.17062876129427,85.32855709844321,neutral,0.2637362637362637,0.2527472527472527,0.1318681318681318,0.2527472527472527,0.1098901098901098,0.1648351648351648,0.1538461538461538,91,25,24,13,24,10,16,15,0.0,59.3432621695338,85.32855709844321,0.2747252747252747,0.2637362637362637,0.1428571428571428,0.2637362637362637,0.1098901098901098,0.1758241758241758,0.1648351648351648,0,1,1,1,1,0,1,1,0.010989010989011005,0.010989010989011005,0.010989010989011005,0.010989010989011005,0.0,0.010989010989011005,0.010989010989011005
20260303,41,14,14,14,14,6,13,13,0.0,69.85542725760938,86.0471032438808,neutral,0.3414634146341463,0.3414634146341463,0.3414634146341463,0.3414634146341463,0.1463414634146341,0.3170731707317073,0.3170731707317073,41,15,15,15,15,6,14,14,0.0,69.85542725760938,86.0471032438808,0.3658536585365853,0.3658536585365853,0.3658536585365853,0.3658536585365853,0.1463414634146341,0.3414634146341463,0.3414634146341463,0,1,1,1,1,0,1,1,0.02439024390243899,0.02439024390243899,0.02439024390243899,0.02439024390243899,0.0,0.02439024390243899,0.02439024390243899
20260304,28,11,11,6,11,7,10,10,0.0,84.87735928080907,90.59390140139026,neutral,0.3928571428571428,0.3928571428571428,0.2142857142857142,0.3928571428571428,0.25,0.3571428571428571,0.3571428571428571,28,11,11,6,11,7,10,10,0.0,84.87735928080907,90.59390140139026,0.3928571428571428,0.3928571428571428,0.2142857142857142,0.3928571428571428,0.25,0.3571428571428571,0.3571428571428571,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260305,33,14,14,7,14,7,11,11,0.0,81.09015960446605,94.84567485729096,neutral,0.4242424242424242,0.4242424242424242,0.2121212121212121,0.4242424242424242,0.2121212121212121,0.3333333333333333,0.3333333333333333,33,14,14,7,14,7,11,11,0.0,81.09015960446605,94.84567485729096,0.4242424242424242,0.4242424242424242,0.2121212121212121,0.4242424242424242,0.2121212121212121,0.3333333333333333,0.3333333333333333,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260306,74,16,16,8,16,13,14,14,0.0,0.0,85.20353647339356,neutral,0.2162162162162162,0.2162162162162162,0.1081081081081081,0.2162162162162162,0.1756756756756756,0.1891891891891892,0.1891891891891892,74,16,16,8,16,13,14,14,0.0,0.0,85.20353647339356,0.2162162162162162,0.2162162162162162,0.1081081081081081,0.2162162162162162,0.1756756756756756,0.1891891891891892,0.1891891891891892,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260309,37,12,11,11,12,8,11,11,0.0,85.42385560097195,93.3152917475359,neutral,0.3243243243243243,0.2972972972972973,0.2972972972972973,0.3243243243243243,0.2162162162162162,0.2972972972972973,0.2972972972972973,37,12,11,11,12,8,11,11,0.0,85.42385560097195,93.3152917475359,0.3243243243243243,0.2972972972972973,0.2972972972972973,0.3243243243243243,0.2162162162162162,0.2972972972972973,0.2972972972972973,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260310,58,14,14,9,14,6,11,11,0.0,0.0,90.6955999993344,neutral,0.2413793103448276,0.2413793103448276,0.1551724137931034,0.2413793103448276,0.1034482758620689,0.1896551724137931,0.1896551724137931,58,15,15,9,15,6,11,11,0.0,50.400189457697664,90.6955999993344,0.2586206896551724,0.2586206896551724,0.1551724137931034,0.2586206896551724,0.1034482758620689,0.1896551724137931,0.1896551724137931,0,1,1,0,1,0,0,0,0.01724137931034478,0.01724137931034478,0.0,0.01724137931034478,0.0,0.0,0.0
20260311,68,23,23,14,23,15,19,19,0.0,88.09558823529412,92.73342546072077,neutral,0.3382352941176471,0.3382352941176471,0.2058823529411764,0.3382352941176471,0.2205882352941176,0.2794117647058823,0.2794117647058823,68,23,23,14,23,15,19,19,0.0,88.09558823529412,92.73342546072077,0.3382352941176471,0.3382352941176471,0.2058823529411764,0.3382352941176471,0.2205882352941176,0.2794117647058823,0.2794117647058823,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260312,64,26,26,11,25,17,20,20,0.0,82.57737876181456,94.5873952465001,neutral,0.40625,0.40625,0.171875,0.390625,0.265625,0.3125,0.3125,64,26,26,11,25,17,20,20,0.0,82.57737876181456,94.5873952465001,0.40625,0.40625,0.171875,0.390625,0.265625,0.3125,0.3125,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
