scope,scenario,selected_n,A_recall_rate,A_high_recall_rate,A_high_over_C,A_low_plus_C_share,mean_ret_t2,median_ret_t2,win_t2
full_year,C2A+ECH2_Q2,726,0.054231071522137804,0.06190476190476191,0.29770992366412213,0.44352617079889806,0.0045581649304428104,0.0005799136004047689,0.4986225895316804
full_year,C2A+ECH2_S2,772,0.056850930049777315,0.06507936507936508,0.29927007299270075,0.43523316062176165,0.004758104358410817,0.0007272727272726875,0.49870466321243523
main_window,C2A+ECH2_Q2,197,0.04067321178120617,0.049800796812749,0.28735632183908044,0.5329949238578681,0.0021543178916648203,-0.0010845986984815426,0.4873096446700508
main_window,C2A+ECH2_S2,209,0.04207573632538569,0.05179282868525897,0.29213483146067415,0.5119617224880383,0.003041660643982507,0.0006195786864930941,0.5023923444976076
confirm_window,C2A+ECH2_Q2,183,0.0603448275862069,0.07608695652173914,0.328125,0.41530054644808745,0.008085191544507658,0.002702702702702675,0.5519125683060109
confirm_window,C2A+ECH2_S2,194,0.0665024630541872,0.08333333333333333,0.34328358208955223,0.4175257731958763,0.008300017120642558,0.0026044841834315102,0.5515463917525774
