scope,scenario,selected_n,A_recall_rate,A_high_recall_rate,A_high_over_C,A_low_plus_C_share,mean_ret_t1,median_ret_t1,win_t1,mean_ret_t2,median_ret_t2,win_t2,mean_ret_t3,median_ret_t3,win_t3
full_year,C2,627,0.04558553838092743,0.05476190476190476,0.30131004366812225,0.4370015948963317,0.0019687948030620442,-9.899029895066302e-05,0.4704944178628389,0.0044814755904696016,0.0,0.4944178628389155,0.004580408953063648,0.0,0.4880382775119617
full_year,C2A_rank_relax,636,0.04663348179198323,0.05476190476190476,0.2987012987012987,0.4386792452830189,0.002115619923589973,0.0,0.4716981132075472,0.004632358700187716,0.0009097078576333351,0.5015723270440252,0.004607222630507995,0.0,0.4889937106918239
