trade_date,stock_code,stock_name,ts_code,path_source,label_class,label_A_high,label_A_mid,label_A_low,label_C,label_G,score_total,score_platform_axis_single,score_industry_axis_single,f_chip_winner_rate,f_platform_compress_ratio,f_strength_rs20_xsec_q,rank_global_after_merge,ret_t1_close,ret_t2_close,ret_t3_close,quality_tag,quality_tag_reason,quality_tag_industry_cap,quality_tag_rs20_floor,signal_triggered,signal_type,signal_time,signal_price,signal_reason,non_trigger_reason
20250528,603611.SH,诺力股份,603611.SH,A,C,0,0,0,1,0,0.8452941971770052,0.4680233853006681,0.5304404845600562,0.9803037404425764,0.5145348837209306,0.9750762970498474,2.0,0.021380846325167,-0.020044543429844,-0.0926503340757237,1,ind_le_q55_and_rs20_ge_q30,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250529,603123.SH,翠微股份,603123.SH,A,A,1,0,0,0,0,0.8589278567951977,0.5381792873051225,0.5512681845222,0.9965219128903812,0.4977973568281942,0.9730417090539166,2.0,0.0,0.1004444444444445,0.1457777777777777,1,ind_le_q55_and_rs20_ge_q30,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250530,603444.SH,吉比特,603444.SH,B,A,1,0,0,0,0,0.7531379772995902,0.8003563474387527,0.1891731112433075,0.99482421740388,0.3033850852634255,0.7360122075279756,2.0,0.0628290766208252,0.077328094302554,0.0867190569744598,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250603,600285.SH,羚锐制药,600285.SH,B,C,0,0,0,1,0,0.742439884388432,0.8483129175946548,0.7274484884538425,0.9618614372440636,0.3565217391304353,0.7517838939857289,4.0,-0.0056703118671527,-0.0267314702308627,-0.025111381125962,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250604,600249.SH,两面针,600249.SH,A,C,0,0,0,1,0,0.8306681628900547,0.6084632516703785,0.5394651452057757,0.9871306012617184,0.3680297397769513,0.959775967413442,1.0,-0.0345864661654136,-0.0270676691729324,-0.0285714285714285,1,ind_le_q55_and_rs20_ge_q30,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250605,603109.SH,神驰机电,603109.SH,A,C,0,0,0,1,0,0.8177781082688876,0.5985746102449888,0.6330444540587313,0.7795868818114602,0.3708661417322835,0.9735368956743002,1.0,-0.0442477876106194,-0.0584070796460176,-0.1008849557522124,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250606,600459.SH,贵研铂业,600459.SH,B,G,0,0,0,0,1,0.735167555374316,0.6290089086859688,0.5626723811584013,0.9800209053063555,0.4999999999999995,0.9389002036659878,3.0,0.0135483870967743,-0.0077419354838709,0.0206451612903226,1,ind_le_q55_and_rs20_ge_q30,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250609,600800.SH,渤海化学,600800.SH,A,C,0,0,0,1,0,0.8792242171867396,0.500011135857461,0.7855510789032502,0.9690173114108254,0.47972972972973,0.9704533876719308,1.0,0.0,-0.0158013544018057,-0.020316027088036,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250610,603333.SH,尚纬股份,603333.SH,A,C,0,0,0,1,0,0.8507833540641393,0.4160077951002227,0.6340652209182845,0.959112053281814,0.5210084033613446,0.9979623025980642,1.0,-0.0598930481283422,-0.0491978609625667,-0.1208556149732619,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250611,601838.SH,成都银行,601838.SH,B,G,0,0,0,0,1,0.6919771156229642,0.8351948775055679,0.0723122059380239,0.9746026144666946,0.2798507462686567,0.7412124299541518,3.0,0.0139896373056993,0.0062176165803109,0.0155440414507772,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250612,000661.SZ,长春高新,000661.SZ,B,C,0,0,0,1,0,0.762277964824316,0.7659632516703786,0.3070480233627169,0.937384174840438,0.276259607173356,0.9184505606523956,3.0,-0.0107334525939177,-0.0272808586762074,-0.0697674418604651,1,ind_le_q55_and_rs20_ge_q30,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250613,600685.SH,中船防务,600685.SH,B,G,0,0,0,0,1,0.7461179425759751,0.8017873051224944,0.0980138986533989,0.811430196445769,0.3661016949152549,0.6889002036659878,3.0,0.0015923566878981,-0.0011942675159236,0.0119426751592357,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250616,601319.SH,中国人保,601319.SH,B,C,0,0,0,1,0,0.6815567615541304,0.745695991091314,0.2808798875128441,0.9996593489070484,0.3293413173652697,0.7974554707379135,3.0,-0.0103329506314582,-0.026406429391504,-0.0378874856486797,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250617,600195.SH,中牧股份,600195.SH,B,G,0,0,0,0,1,0.7804069657960031,0.8595601336302896,0.2354388621491536,0.8815481091650743,0.3548387096774189,0.6680223690899848,3.0,-0.0110957004160887,-0.0249653259361997,-0.015256588072122,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250618,601838.SH,成都银行,601838.SH,B,G,0,0,0,0,1,0.7479824935810023,0.8485244988864142,0.5026026174895895,0.9999465773088256,0.2448275862068957,0.9171326893746824,3.0,-0.0079168728352301,-0.0069272637308263,0.0024740227610093,1,ind_le_q55_and_rs20_ge_q30,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250619,600273.SH,嘉化能源,600273.SH,B,G,0,0,0,0,1,0.7486985523435394,0.8371269487750557,0.5585284733113406,0.8540322531317411,0.4038461538461524,0.6837824097610574,2.0,-0.0106761565836298,-0.015421115065243,0.0071174377224199,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250620,601998.SH,中信银行,601998.SH,A,C,0,0,0,1,0,0.8208599778604557,0.6556291759465478,0.5636999080633822,0.9954690213505007,0.4285714285714292,0.9303507880020336,1.0,0.0,-0.0115074798619102,0.0011507479861909,1,ind_le_q55_and_rs20_ge_q30,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250623,601916.SH,浙商银行,601916.SH,A,G,0,0,0,0,1,0.8550935590287168,0.5524554565701558,0.6188010383429776,0.9995060465619422,0.5510204081632647,0.9450661241098678,1.0,-0.0027855153203342,0.0111420612813371,0.0250696378830084,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250624,000988.SZ,华工科技,000988.SZ,A,G,0,0,0,0,1,0.8311293600739984,0.621347438752784,0.7653723433021471,0.9658721471628834,0.5381355932203389,0.8830111902339777,1.0,0.0043103448275862,0.0010775862068965,-0.0015086206896551,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250625,000915.SZ,华特达因,000915.SZ,B,A,1,0,0,0,0,0.6980840157590392,0.7563919821826279,0.171826834676329,0.8441559448661381,0.3567134268537075,0.7075279755849441,3.0,-0.004176035978156,0.0420815933183424,0.1355605525216834,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250626,601528.SH,瑞丰银行,601528.SH,B,G,0,0,0,0,1,0.8019377292253245,0.8463641425389754,0.5446636201395274,0.999261765711767,0.2784810126582278,0.8819938962360122,2.0,-0.0216306156405989,-0.0366056572379367,-0.0282861896838602,1,ind_le_q55_and_rs20_ge_q30,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250627,600711.SH,盛屯矿业,600711.SH,B,A,1,0,0,0,0,0.7405349831257616,0.6703201559020044,0.6153736953112324,0.9908837653235388,0.4925373134328359,0.9201017811704836,3.0,0.0112,0.0544,0.0656000000000001,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250630,600379.SH,宝光股份,600379.SH,A,A,1,0,0,0,0,0.8144710978257513,0.5545601336302894,0.905771726786004,0.9142030310088018,0.4507462686567164,0.879837067209776,1.0,0.0645438898450947,0.0688468158347677,0.0404475043029259,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250701,603988.SH,中电电机,603988.SH,A,C,0,0,0,1,0,0.8650605700070305,0.450673719376392,0.7507706451787356,0.9472298434124592,0.5212527964205818,0.9679226069246436,1.0,-0.0039412396990325,-0.0637764242207095,-0.0913651021139376,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250702,605020.SH,永和股份,605020.SH,A,G,0,0,0,0,1,0.8698088259153103,0.5010579064587972,0.7013141528311071,0.9752271689043834,0.5993485342019543,0.9460285132382892,1.0,-0.0157349896480331,-0.0169772256728778,-0.0008281573498964,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250703,000889.SZ,中嘉博创,000889.SZ,A,G,0,0,0,0,1,0.8330747390622466,0.6347383073496659,0.6416837921150831,0.914097081135025,0.3313253012048192,0.9674300254452928,1.0,-0.0772946859903381,-0.0772946859903381,-0.0700483091787438,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250704,600645.SH,中源协和,600645.SH,B,G,0,0,0,0,1,0.80161303941143,0.7323830734966592,0.3207844356714077,0.9999999999999998,0.3606911447084238,0.9033078880407124,3.0,-0.0096153846153845,0.0288461538461537,0.0061538461538461,1,ind_le_q55_and_rs20_ge_q30,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250707,601860.SH,紫金银行,601860.SH,B,G,0,0,0,0,1,0.6411450260062792,0.523424276169265,0.3912646692985777,0.993360116459188,0.5945945945945937,0.8835198372329603,4.0,0.0031446540880502,0.0251572327044022,0.0377358490566037,1,ind_le_q55_and_rs20_ge_q30,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250708,600063.SH,皖维高新,600063.SH,B,C,0,0,0,1,0,0.777407595177956,0.7287861915367484,0.276986101346601,0.9900408263749568,0.4444444444444448,0.8518329938900203,3.0,-0.0102669404517453,-0.0082135523613963,-0.0061601642710472,1,ind_le_q55_and_rs20_ge_q30,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250709,603800.SH,洪田股份,603800.SH,A,C,0,0,0,1,0,0.8146306311178412,0.5287249443207127,0.4895557298145043,0.8973923117566956,0.5023400936037445,0.973027989821883,2.0,-0.0335312609151239,-0.0590289905693327,-0.0736989172196995,1,ind_le_q55_and_rs20_ge_q30,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250710,600208.SH,衢州发展,600208.SH,A,A,0,0,1,0,0,0.8791241685144126,0.4969821826280622,0.8568289978908658,0.9585291856887248,0.5468750000000004,0.9704834605597964,1.0,0.0542168674698795,0.0150602409638556,-0.0060240963855421,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250711,600549.SH,厦门钨业,600549.SH,B,G,0,0,0,0,1,0.8273622643952064,0.8824387527839643,0.7913647179709047,0.975383802791172,0.2386363636363632,0.6139369277721262,3.0,-0.0126811594202898,-0.0240036231884056,-0.0212862318840578,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250714,000901.SZ,航天科技,000901.SZ,B,G,0,0,0,0,1,0.8363124239068555,0.8023106904231625,0.7690836082418474,0.9746958049908409,0.3416149068322976,0.8178117048346056,2.0,0.0323886639676114,0.0056680161943321,0.0340080971659919,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250715,001287.SZ,中电港,001287.SZ,A,G,0,0,0,0,1,0.8080533019677774,0.7299443207126948,0.5116881185441566,0.8758569101895861,0.4611398963730573,0.9338758901322484,1.0,0.0049594229035165,-0.0072137060414788,0.042380522993688,1,ind_le_q55_and_rs20_ge_q30,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250716,600196.SH,复星医药,600196.SH,B,C,0,0,0,1,0,0.7050480506119045,0.7533574610244989,0.8476623762911687,0.8859515590313166,0.453744493392071,0.6544529262086514,3.0,0.0053313023610053,0.0038080731150036,-0.004950495049505,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250717,603386.SH,骏亚科技,603386.SH,A,C,0,0,0,1,0,0.856678546442901,0.6822160356347439,0.8212373587150505,0.9725828282449386,0.379310344827586,0.9017811704834604,1.0,-0.009622501850481,-0.0007401924500369,-0.0222057735011101,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250718,600351.SH,亚宝药业,600351.SH,B,A,1,0,0,0,0,0.7383896091943227,0.6897021158129175,0.1271158942188091,0.9575118608910396,0.4848484848484845,0.6200406917599186,3.0,0.0434108527131782,0.0387596899224806,0.1007751937984495,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250721,000932.SZ,华菱钢铁,000932.SZ,A,A,0,1,0,0,0,0.8846647017467959,0.6273775055679287,0.8154845600562435,0.9762818421578888,0.434782608695652,0.9471544715447154,2.0,0.0596745027124774,0.0307414104882459,0.0397830018083182,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250722,600166.SH,福田汽车,600166.SH,B,C,0,0,0,1,0,0.8167935154219895,0.8218819599109131,0.3428762641284949,0.9984493967886904,0.3157894736842109,0.7019328585961343,3.0,-0.0206896551724138,-0.0172413793103447,-0.0310344827586206,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250723,603716.SH,塞力医疗,603716.SH,A,A,1,0,0,0,0,0.8006454491374183,0.4941759465478841,0.4071778162349251,1.0,0.4557606619987269,0.9994913530010172,2.0,0.0555555555555555,0.0840277777777778,0.1510416666666665,1,ind_le_q55_and_rs20_ge_q30,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250724,600410.SH,华胜天成,600410.SH,B,G,0,0,0,0,1,0.73639609537434,0.6344710467706013,0.5145205775782813,0.9959425373268692,0.4611111111111109,0.8244274809160306,3.0,-0.0118181818181818,-0.0236363636363635,-0.0154545454545454,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250725,603228.SH,景旺电子,603228.SH,A,A,1,0,0,0,0,0.8612722405494566,0.5673719376391981,0.5666067275972094,0.9993803868986426,0.3984826589595376,0.9913486005089058,1.0,0.083704974271012,0.1665523156089194,0.1355060034305317,1,ind_le_q55_and_rs20_ge_q30,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250728,600276.SH,恒瑞医药,600276.SH,A,G,0,0,0,0,1,0.8459714363437436,0.7378730512249443,0.6080728462495268,0.9999999999999998,0.395715896279594,0.9272264631043255,2.0,0.0126984126984126,0.0093650793650794,-0.0015873015873015,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250729,600570.SH,恒生电子,600570.SH,B,C,0,0,0,1,0,0.8408900884845215,0.7590423162583518,0.5388905413444378,1.0,0.2762836185819067,0.9182326053834434,3.0,-0.0387113535983373,-0.0594959729799947,-0.076903091712133,1,ind_le_q55_and_rs20_ge_q30,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250730,600216.SH,浙江医药,600216.SH,B,C,0,0,0,1,0,0.7949564198086759,0.7620907572383073,0.7597615055973175,0.9701889592138576,0.4400000000000001,0.8059928897917725,3.0,-0.0239117106069894,-0.0226854690374003,-0.0275904353157571,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250731,601515.SH,衢州东峰,601515.SH,B,A,1,0,0,0,0,0.8040617776292495,0.7761191536748329,0.2118057433345952,0.9601957467561498,0.3283582089552235,0.8310467479674797,2.0,0.0192307692307691,0.0528846153846154,0.0552884615384614,1,ind_le_q55_and_rs20_ge_q30,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250801,603488.SH,展鹏科技,603488.SH,B,G,0,0,0,0,1,0.8285170115717401,0.7871436525612472,0.1241955545941268,0.949154240566942,0.2142857142857141,0.8902439024390244,3.0,0.075808249721293,0.0133779264214046,0.0167224080267556,1,ind_le_q55_and_rs20_ge_q30,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250804,603683.SH,晶华新材,603683.SH,A,C,0,0,0,1,0,0.8465596776810341,0.4899331848552338,0.4654223676383104,0.999043315702836,0.4790697674418606,0.9903357070193286,1.0,0.0548523206751054,0.0088607594936709,-0.0092827004219409,1,ind_le_q55_and_rs20_ge_q30,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250805,603270.SH,金帝股份,603270.SH,B,G,0,0,0,0,1,0.7629098307283586,0.8085690423162584,0.5957019631171921,0.940332513259134,0.3784722222222218,0.8199389623601221,4.0,0.0153846153846153,0.0084249084249083,0.0106227106227105,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250806,600596.SH,新安股份,600596.SH,A,C,0,0,0,1,0,0.8115604197623103,0.5687750556792873,0.5579809096317128,0.8499969805420975,0.4391891891891893,0.9374364191251272,1.0,-0.0284035259549462,-0.0156709108716944,-0.0048971596474045,1,ind_le_q55_and_rs20_ge_q30,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250807,603040.SH,新坐标,603040.SH,A,A,0,1,0,0,0,0.8516946081877672,0.6173218262806236,0.7592139419176895,0.9412761805162052,0.3786523553965414,0.9715302491103204,2.0,-0.0001979805979013,0.0235596911502673,0.0728568600277173,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250808,000633.SZ,合金投资,000633.SZ,B,G,0,0,0,0,1,0.7768095540903968,0.7646659242761692,0.5554256124601158,0.9297004040507436,0.2356687898089172,0.7758007117437722,3.0,-0.0120663650075414,-0.0150829562594267,-0.0105580693815988,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250811,000050.SZ,深天马Ａ,000050.SZ,B,C,0,0,0,1,0,0.8106295945007362,0.7911720489977728,0.8791506678924883,0.9824050305174892,0.3697478991596636,0.8272357723577236,3.0,0.0051599587203303,-0.0010319917440659,-0.0185758513931888,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250812,000783.SZ,长江证券,000783.SZ,B,A,0,1,0,0,0,0.7791481609587907,0.7884465478841871,0.4209480287707533,0.985326425017017,0.3723404255319147,0.7169715447154471,4.0,0.027237354085603,0.0181582360570686,0.0544747081712062,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250813,603090.SH,宏盛股份,603090.SH,A,C,0,0,0,1,0,0.879824509220702,0.4397104677060133,0.7989630090314206,0.9709310081207024,0.5290546400693843,0.9705284552845528,2.0,-0.0124013528748589,0.0033821871476888,-0.0825817361894024,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250814,000545.SZ,金浦钛业,000545.SZ,B,A,0,0,1,0,0,0.7767692499149281,0.6559214922048997,0.3757638851333081,0.9935419652966024,0.3469387755102039,0.8770325203252033,2.0,-0.0088757396449703,-0.059171597633136,-0.0650887573964495,1,ind_le_q55_and_rs20_ge_q30,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250815,600392.SH,盛和资源,600392.SH,A,A,0,1,0,0,0,0.8497314909956196,0.6412527839643652,0.7714158239143367,0.9008948066507324,0.3074380165289256,0.9776309100152516,2.0,0.070042194092827,0.0303797468354432,0.0046413502109703,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250818,603486.SH,科沃斯,603486.SH,A,A,0,0,1,0,0,0.85151343897031,0.5473775055679287,0.6357417121843059,0.9800143002723368,0.4230568596765779,0.9740721911540416,2.0,-0.0256690333151282,-0.0027307482250136,-0.0012015292190059,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250819,603119.SH,浙江荣泰,603119.SH,B,A,0,0,1,0,0,0.7835731885468267,0.6478340757238307,0.8723703423287005,0.9630666977299832,0.3096464126330244,0.9583333333333334,3.0,0.0121875,-0.0023437499999999,0.0546875,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250820,000050.SZ,深天马Ａ,000050.SZ,B,G,0,0,0,0,1,0.789108715353593,0.7751920935412027,0.8050335298253204,0.9856938139562504,0.3790322580645165,0.6786985256736147,3.0,-0.0081883316274309,0.0112589559877176,0.0030706243602867,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250821,001206.SZ,依依股份,001206.SZ,B,C,0,0,0,1,0,0.7710846482785984,0.6856124721603564,0.2850575955870423,0.980168707083358,0.3553846153846157,0.7107269954245043,4.0,-0.0221289584128195,-0.0351011064479207,-0.054177794734834,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250822,000980.SZ,众泰汽车,000980.SZ,A,G,0,0,0,0,1,0.8770339624682278,0.5652227171492205,0.7929127683738035,0.9701193551945988,0.4666666666666664,0.9532520325203252,1.0,-0.0078431372549019,0.0117647058823531,-0.0078431372549019,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250825,603319.SH,美湖股份,603319.SH,A,G,0,0,0,0,1,0.8792079930777136,0.6255957683741648,0.8151668379211509,0.9477035558090284,0.3570914326853852,0.9776536312849162,1.0,-0.0198285101822079,0.0107181136120042,-0.0139335476956056,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250826,000572.SZ,海马汽车,000572.SZ,B,C,0,0,0,1,0,0.7623209627191363,0.6724582405345211,0.4450678708560922,0.9894284585379176,0.4745762711864397,0.6886744540375825,3.0,-0.0062893081761005,-0.0272536687631027,-0.0251572327044024,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250827,600810.SH,神马股份,600810.SH,B,A,0,0,1,0,0,0.7075485657699386,0.5786469933184856,0.1836771943107457,0.9840703282289118,0.566037735849056,0.7901422764227642,3.0,-0.0039525691699603,-0.0069169960474306,0.0069169960474309,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250828,600895.SH,张江高科,600895.SH,B,C,0,0,0,1,0,0.8038903026052469,0.6645267260579064,0.2381023200475907,1.0,0.3228840125391847,0.8897917724733367,3.0,-0.062900838677849,-0.0488406512086827,-0.0604341391218548,1,ind_le_q55_and_rs20_ge_q30,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250829,601606.SH,长城军工,601606.SH,B,C,0,0,0,1,0,0.8042629865410007,0.6464198218262807,0.6406359850738197,0.9873208129438124,0.2917127071823205,0.9974606399187405,3.0,-0.004225352112676,0.02,-0.0819718309859154,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250901,600037.SH,歌华有线,600037.SH,B,C,0,0,0,1,0,0.7609467904326798,0.7123663697104677,0.6434481639716618,0.9977526605272244,0.3902439024390237,0.7595532039976485,4.0,-0.0562499999999999,-0.0739583333333332,-0.0999999999999998,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250902,601908.SH,京运通,601908.SH,B,G,0,0,0,0,1,0.729067326959164,0.670445434298441,0.3725325834189606,0.955284960672106,0.4642857142857142,0.8348030570252792,3.0,0.0258215962441314,-0.0352112676056336,0.0187793427230047,1,ind_le_q55_and_rs20_ge_q30,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250903,600298.SH,安琪酵母,600298.SH,B,A,0,1,0,0,0,0.6958835324316711,0.7556570155902004,0.0479963225352874,0.9198046307898036,0.3486238532110083,0.8595769682726204,3.0,0.0007591093117407,0.0113866396761133,0.0483299595141699,1,ind_le_q55_and_rs20_ge_q30,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250904,600660.SH,福耀玻璃,600660.SH,A,A,0,1,0,0,0,0.8036442052890597,0.5768207126948774,0.3195405873127467,0.9791464410183576,0.4676650782845474,0.9476778365667254,1.0,0.0161841128433557,0.0283593170007425,0.0430586488492947,1,ind_le_q55_and_rs20_ge_q30,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250905,603013.SH,亚普股份,603013.SH,A,G,0,0,0,0,1,0.851277707703231,0.502522271714922,0.7633510897193229,0.9651721014504884,0.5171821305841927,0.890652557319224,2.0,0.0487210718635808,0.0414129110840437,0.0336987413723102,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250908,603336.SH,宏辉果蔬,603336.SH,B,G,0,0,0,0,1,0.793149681308039,0.63826280623608,0.5014872099940512,1.0,0.3851590106007068,0.9617871840094062,3.0,-0.0363636363636362,-0.0258373205741626,-0.0047846889952152,1,ind_le_q55_and_rs20_ge_q30,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250909,600113.SH,浙江东日,600113.SH,A,C,0,0,0,1,0,0.8267500405602727,0.6840256124721603,0.7239603050132496,0.8391505052675028,0.2165257703845104,0.9888366627497064,1.0,-0.0074437489426492,-0.002537641684994,0.0010150566739977,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250910,601880.SH,辽港股份,601880.SH,B,A,0,1,0,0,0,0.6606754946742748,0.6237193763919822,0.1113987885998594,0.929528681822949,0.5263157894736836,0.7480916030534351,3.0,0.0117647058823529,0.0411764705882353,0.0411764705882353,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250911,601375.SH,中原证券,601375.SH,B,C,0,0,0,1,0,0.7159462840209644,0.6836024498886415,0.8261248715591369,0.913827578118354,0.4727272727272733,0.6578483245149912,4.0,-0.0084033613445377,-0.0105042016806722,0.0042016806722691,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250912,601138.SH,工业富联,601138.SH,A,C,0,0,0,1,0,0.8370442377372778,0.5208407572383073,0.604557622627224,0.9988331670971258,0.4435333581811405,0.981786133960047,2.0,-0.0016666666666667,-0.0045,0.0186666666666666,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250915,600853.SH,龙建股份,600853.SH,B,C,0,0,0,1,0,0.7368143990247562,0.7005456570155901,0.6978394894813693,0.966506171959004,0.4444444444444452,0.6844888366627497,3.0,-0.0117924528301885,-0.0117924528301885,-0.0212264150943395,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250916,603439.SH,三力制药,603439.SH,B,C,0,0,0,1,0,0.6916980528628867,0.7815757238307349,0.3651844140392623,0.8580836174752977,0.3772455089820353,0.6081081081081081,3.0,-0.0014836795252225,-0.0185459940652819,-0.0318991097922848,0,baseline_only,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250917,603111.SH,康尼机电,603111.SH,B,C,0,0,0,1,0,0.7378975060485907,0.5736859688195991,0.508335136012114,1.0,0.4876543209876546,0.9412110523221634,4.0,-0.0290909090909091,-0.0545454545454545,-0.046060606060606,1,ind_le_q55_and_rs20_ge_q30,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250918,603186.SH,华正新材,603186.SH,B,G,0,0,0,0,1,0.7698072955865266,0.6340256124721603,0.5829254772592072,0.986426603279843,0.3711495116453793,0.8589894242068156,3.0,-0.0183234081539165,0.0155748969308293,-0.021300961978928,1,ind_le_q55_and_rs20_ge_q30,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
20250919,603815.SH,交建股份,603815.SH,A,C,0,0,0,1,0,0.8302463360553785,0.5876670378619153,0.482755124114434,0.9861632015895252,0.3916666666666665,0.9888366627497064,1.0,-0.0294585987261147,-0.0636942675159236,0.003184713375796,1,ind_le_q55_and_rs20_ge_q30,0.5869395922340599,0.8270325203252032,0,,,,,missing_intraday_data
