stock_code,stock_name,ts_code,trade_date,name,industry,label_true_breakout,a_quality_layer,window,path_source,is_core_candidate,pass_v3_2_candidate,pass_v3_1_relaxed,priority_tag,priority_reason,score_total,score_trend_axis_single,score_platform_axis_single,score_chip_axis_single,score_industry_axis_single,rank_in_path,rank_global_after_merge,selector_reject_reason,selector_explain,buy_date,buy_open_t1,close_t1,close_t2,close_t3,ret_t1,ret_t2,ret_t3,ret_t1_close,ret_t2_close,ret_t3_close,label_A_high,label_A_mid,label_A_low,label_C,label_G
000623.SZ,吉林敖东,000623.SZ,20250929,吉林敖东,中成药,G,,confirm,B,1,1,0,0,in_v32_core_only,0.7761092352631525,0.456945487872574,0.7803223844282238,0.7422363463635284,0.32267917267917273,1.0,2,,schemeB:v32_core;path=B;priority_tag=0,20250930,20.21,20.01,20.31,20.83,-0.009896091044037547,0.004948045522018774,0.03067788223651635,-0.009896091044037547,0.004948045522018774,0.03067788223651635,0,0,0,0,1
600301.SH,华锡有色,600301.SH,20250930,华锡有色,小金属,C,,confirm,B,1,1,0,0,in_v32_core_only,0.766644927765261,0.5129598048386175,0.6821472019464719,0.8956868950759225,0.768073593073593,1.0,2,,schemeB:v32_core;path=B;priority_tag=0,20251009,33.5,34.52,31.87,32.77,0.03044776119402992,-0.04865671641791047,-0.02179104477611926,0.03044776119402992,-0.04865671641791047,-0.02179104477611926,0,0,0,1,0
600392.SH,盛和资源,600392.SH,20251009,盛和资源,小金属,G,,confirm,B,1,1,0,0,in_v32_core_only,0.7466099773026618,0.4511169522239481,0.7481346309813462,0.7941814835206358,0.8332010582010583,2.0,3,,schemeB:v32_core;path=B;priority_tag=0,20251010,25.22,23.96,26.07,25.0,-0.04996034892942103,0.03370340999206989,-0.008723235527359208,-0.04996034892942103,0.03370340999206989,-0.008723235527359208,0,0,0,0,1
603038.SH,华立股份,603038.SH,20251009,华立股份,家居用品,A,A_high,confirm,B,1,1,0,0,in_v32_core_only,0.7539940772029983,0.7989067311575552,0.7334651257096512,0.7235343339582742,0.14403559403559404,1.0,2,,schemeB:v32_core;path=B;priority_tag=0,20251010,17.59,18.1,19.91,19.94,0.028993746446844826,0.1318931210915293,0.13359863558840268,0.028993746446844826,0.1318931210915293,0.13359863558840268,1,0,0,0,0
600850.SH,电科数字,600850.SH,20251010,电科数字,软件服务,C,,confirm,B,1,1,0,0,in_v32_core_only,0.6602070508572456,0.6140321569887529,0.6862834549878345,0.6076196593652953,0.04547859547859548,2.0,3,,schemeB:v32_core;path=B;priority_tag=0,20251013,28.3,29.6,27.71,28.76,0.04593639575971742,-0.020848056537102422,0.016254416961130724,0.04593639575971742,-0.020848056537102422,0.016254416961130724,0,0,0,1,0
605580.SH,恒盛能源,605580.SH,20251010,恒盛能源,供气供热,C,,confirm,B,1,1,0,0,in_v32_core_only,0.7301196540172276,0.897203947770318,0.6931670721816706,0.5900625060724811,0.7321188071188071,1.0,2,,schemeB:v32_core;path=B;priority_tag=0,20251013,27.0,28.44,28.04,28.28,0.053333333333333455,0.038518518518518396,0.04740740740740734,0.053333333333333455,0.038518518518518396,0.04740740740740734,0,0,0,1,0
600114.SH,东睦股份,600114.SH,20251013,东睦股份,机械基件,C,,confirm,B,1,1,0,0,in_v32_core_only,0.7478130585384849,0.8642849050018839,0.6733880778588807,0.8175235012516808,0.23214285714285715,2.0,3,,schemeB:v32_core;path=B;priority_tag=0,20251014,34.7,32.05,33.04,31.7,-0.07636887608069176,-0.04783861671469747,-0.08645533141210382,-0.07636887608069176,-0.04783861671469747,-0.08645533141210382,0,0,0,1,0
603969.SH,银龙股份,603969.SH,20251013,银龙股份,其他建材,C,,confirm,B,1,1,0,0,in_v32_core_only,0.7596440835677918,0.8481067030547896,0.5976074614760746,0.899729380253071,0.27421837421837425,1.0,2,,schemeB:v32_core;path=B;priority_tag=0,20251014,10.94,10.72,10.65,10.4,-0.02010968921389389,-0.026508226691042025,-0.04936014625228513,-0.02010968921389389,-0.026508226691042025,-0.04936014625228513,0,0,0,1,0
601069.SH,西部黄金,601069.SH,20251014,西部黄金,黄金,C,,confirm,B,1,1,0,0,in_v32_core_only,0.7645950212928023,0.8904459550685261,0.6727899432278994,0.8431696792170608,0.33552188552188555,1.0,2,,schemeB:v32_core;path=B;priority_tag=0,20251015,34.78,34.21,32.09,33.26,-0.016388729154686588,-0.07734330074755602,-0.04370327774583105,-0.016388729154686588,-0.07734330074755602,-0.04370327774583105,0,0,0,1,0
605188.SH,国光连锁,605188.SH,20251014,国光连锁,超市连锁,G,,confirm,B,1,1,0,0,in_v32_core_only,0.6539353303991662,0.6252879758979927,0.6860097323600973,0.6569776856559899,0.38909331409331405,2.0,3,,schemeB:v32_core;path=B;priority_tag=0,20251015,19.59,20.9,20.82,19.09,0.06687085247575286,0.06278713629402755,-0.025523226135783617,0.06687085247575286,0.06278713629402755,-0.025523226135783617,0,0,0,0,1
603391.SH,力聚热能,603391.SH,20251015,力聚热能,专用机械,C,,confirm,B,1,1,0,0,in_v32_core_only,0.8184580425225255,0.8970096303138283,0.7226480129764801,0.8508482881300836,0.6972823472823473,1.0,2,,schemeB:v32_core;path=B;priority_tag=0,20251016,54.75,50.98,49.96,50.94,-0.0688584474885845,-0.08748858447488583,-0.06958904109589048,-0.0688584474885845,-0.08748858447488583,-0.06958904109589048,0,0,0,1,0
603725.SH,天安新材,603725.SH,20251015,天安新材,塑料,C,,confirm,B,1,1,0,0,in_v32_core_only,0.6965587641505329,0.6944662909637833,0.6360705596107056,0.7104124189286284,0.4422318422318422,2.0,3,,schemeB:v32_core;path=B;priority_tag=0,20251016,11.0,10.93,10.39,10.31,-0.006363636363636349,-0.05545454545454542,-0.06272727272727263,-0.006363636363636349,-0.05545454545454542,-0.06272727272727263,0,0,0,1,0
600179.SH,安通控股,600179.SH,20251016,安通控股,水运,A,A_high,confirm,A,1,1,0,0,in_v32_core_only,0.801281785031785,0.866779858290149,0.6167477696674777,0.59745645506244,0.5372655122655123,1.0,1,,schemeB:v32_core;path=A;priority_tag=0,20251017,4.1,4.28,4.71,4.61,0.043902439024390505,0.14878048780487818,0.12439024390243913,0.043902439024390505,0.14878048780487818,0.12439024390243913,1,0,0,0,0
603069.SH,海汽集团,603069.SH,20251016,海汽集团,公共交通,A,A_high,confirm,B,1,1,0,0,in_v32_core_only,0.7577400208210955,0.8289724576848809,0.6728304947283049,0.7947851091367301,0.16873496873496874,1.0,2,,schemeB:v32_core;path=B;priority_tag=0,20251017,23.55,24.3,26.73,28.66,0.031847133757961776,0.13503184713375793,0.21698513800424624,0.031847133757961776,0.13503184713375793,0.21698513800424624,1,0,0,0,0
601718.SH,际华集团,601718.SH,20251017,际华集团,服饰,C,,confirm,B,1,1,0,0,in_v32_core_only,0.5667894488986603,0.7576193878164545,0.7288219789132198,0.3473067391645945,0.22682780182780182,2.0,3,,schemeB:v32_core;path=B;priority_tag=0,20251020,3.81,3.75,3.75,3.86,-0.015748031496062964,-0.015748031496062964,0.013123359580052396,-0.015748031496062964,-0.015748031496062964,0.013123359580052396,0,0,0,1,0
603988.SH,中电电机,603988.SH,20251017,中电电机,电气设备,C,,confirm,B,1,1,0,0,in_v32_core_only,0.5674536796156288,0.8416574861096043,0.581478102189781,0.5394458778498679,0.03062770562770563,1.0,2,,schemeB:v32_core;path=B;priority_tag=0,20251020,30.23,29.5,29.23,27.62,-0.024148197155143936,-0.033079722130334055,-0.08633807476017197,-0.024148197155143936,-0.033079722130334055,-0.08633807476017197,0,0,0,1,0
600158.SH,中体产业,600158.SH,20251020,中体产业,文教休闲,C,,confirm,B,1,1,0,0,in_v32_core_only,0.6822739528377896,0.39335218612553324,0.8040855636658556,0.5456450924156659,0.24416786916786914,1.0,2,,schemeB:v32_core;path=B;priority_tag=0,20251021,9.43,9.49,9.52,9.48,0.006362672322375529,0.009544008483563182,0.005302226935312904,0.006362672322375529,0.009544008483563182,0.005302226935312904,0,0,0,1,0
