scenario,selected_n,A_recall_rate,A_high_recall_rate,A_high_over_C,mean_ret_t2,win_t2
C2A,636,0.04663348179198323,0.05476190476190476,0.2987012987012987,0.004632358700187716,0.5015723270440252
D1,637,0.04663348179198323,0.05476190476190476,0.2974137931034483,0.004589939134336739,0.5007849293563579
D2,640,0.04663348179198323,0.05396825396825397,0.29310344827586204,0.004324141560342572,0.5
