scope,scenario,selected_n,signal_days,avg_days_per_signal,A_recall_rate,A_high_recall_rate,A_high_over_C,A_low_plus_C_share,mean_ret_t2,median_ret_t2,win_t2
full_year,R1_baseline_top1,223,223,1.0,0.01676709457689285,0.023809523809523808,0.3333333333333333,0.4798206278026906,0.006178882294513452,0.0010775862068965,0.5022421524663677
main_window,R1_baseline_top1,57,57,1.0,0.011921458625525946,0.01593625498007968,0.2857142857142857,0.5614035087719298,0.002867932977471533,-0.0017073170731707,0.47368421052631576
confirm_window,R1_baseline_top1,60,60,1.0,0.02832512315270936,0.043478260869565216,0.5714285714285714,0.4666666666666667,0.01664735457565342,0.011038697821129151,0.6
full_year,R1_ind55_rs30,82,82,2.7195121951219514,0.007597589730154571,0.013492063492063493,0.5666666666666667,0.43902439024390244,0.011498844622047078,0.0038880248833592,0.5365853658536586
main_window,R1_ind55_rs30,18,18,3.1666666666666665,0.004207573632538569,0.00796812749003984,0.5,0.5555555555555556,0.011316562142452656,0.00751504308234815,0.6111111111111112
confirm_window,R1_ind55_rs30,27,27,2.2222222222222223,0.01847290640394089,0.03260869565217391,1.125,0.4074074074074074,0.023296826939764,0.0107632093933462,0.5925925925925926
full_year,R1_ind60_rs40,75,75,2.973333333333333,0.006287660466334818,0.011904761904761904,0.46875,0.49333333333333335,0.009494181485545155,-0.0011392096502347,0.48
main_window,R1_ind60_rs40,14,14,4.071428571428571,0.004207573632538569,0.00597609561752988,0.42857142857142855,0.7142857142857143,0.002434283608777577,-0.0011392096502347,0.42857142857142855
confirm_window,R1_ind60_rs40,26,26,2.3076923076923075,0.014778325123152709,0.028985507246376812,0.8,0.46153846153846156,0.018927275012105182,0.006640262627166151,0.5384615384615384
full_year,R1_ind55_rs30_score45,47,47,4.74468085106383,0.004715745349751114,0.009523809523809525,0.7058823529411765,0.44680851063829785,0.009751285465731726,-0.00056330948015855,0.48936170212765956
main_window,R1_ind55_rs30_score45,8,8,7.125,0.0021037868162692847,0.00398406374501992,0.6666666666666666,0.5,0.0012686904574650375,0.0072398341283749995,0.5
confirm_window,R1_ind55_rs30_score45,12,12,5.0,0.009852216748768473,0.021739130434782608,3.0,0.3333333333333333,0.03173348415397933,0.02343970476500595,0.5833333333333334
full_year,R1_ind60_rs35_chip50,54,54,4.12962962962963,0.0052397170552790145,0.010317460317460317,0.5652173913043478,0.5185185185185185,0.007200504353113128,-0.0040514129682619,0.46296296296296297
main_window,R1_ind60_rs35_chip50,10,10,5.7,0.002805049088359046,0.00398406374501992,0.4,0.7,-0.007536787914993381,-0.0027683193680952,0.4
confirm_window,R1_ind60_rs35_chip50,16,16,3.75,0.011083743842364532,0.025362318840579712,1.1666666666666667,0.5,0.023240252767727964,0.00756971330830625,0.5
full_year,R1_ind55_rs30_plat75,66,66,3.378787878787879,0.006287660466334818,0.011111111111111112,0.56,0.4696969696969697,0.013501696324423485,0.0038880248833592,0.5303030303030303
main_window,R1_ind55_rs30_plat75,14,14,4.071428571428571,0.0035063113604488078,0.00597609561752988,0.42857142857142855,0.6428571428571429,0.015765598918723495,0.00751504308234815,0.5714285714285714
confirm_window,R1_ind55_rs30_plat75,23,23,2.608695652173913,0.01600985221674877,0.028985507246376812,1.3333333333333333,0.391304347826087,0.023234064803507908,0.0107632093933462,0.6086956521739131
full_year,R1_ind50_score50,43,43,5.186046511627907,0.0034058160859313596,0.004761904761904762,0.3333333333333333,0.4883720930232558,-0.0038291259908296775,-0.00771362920143755,0.4186046511627907
main_window,R1_ind50_score50,5,5,11.4,0.0007012622720897616,0.0,0.0,0.8,-0.0259853786890104,-0.0042735042735041,0.2
confirm_window,R1_ind50_score50,13,13,4.615384615384615,0.007389162561576354,0.010869565217391304,0.75,0.46153846153846156,0.00011829713028086126,-0.0119760479041914,0.46153846153846156
