scope,scenario,total_events,selected_n,A_total,A_selected,A_recall_rate,A_high_total,A_high_selected,A_high_recall_rate,C_total,C_selected,C_selected_share,A_high_over_C,mean_ret_t1,median_ret_t1,win_t1,mean_ret_t2,median_ret_t2,win_t2,mean_ret_t3,median_ret_t3,win_t3
full_year,C2,18491,627,3817,174,0.04558553838092743,1260,69,0.05476190476190476,6992,229,0.3652312599681021,0.30131004366812225,0.0019687948030620442,-9.899029895066302e-05,0.4704944178628389,0.0044814755904696016,0.0,0.4944178628389155,0.004580408953063648,0.0,0.4880382775119617
full_year,C2A_rank_relax,18491,636,3817,178,0.04663348179198323,1260,69,0.05476190476190476,6992,231,0.3632075471698113,0.2987012987012987,0.002115619923589973,0.0,0.4716981132075472,0.004632358700187716,0.0009097078576333351,0.5015723270440252,0.004607222630507995,0.0,0.4889937106918239
full_year,C2B_eligibility_relax,18491,637,3817,177,0.046371495939219284,1260,68,0.05396825396825397,6992,232,0.3642072213500785,0.29310344827586204,0.0019646509258070518,-9.899029895066302e-05,0.47095761381475665,0.004274286123075059,0.0006195786864930941,0.4976452119309262,0.004408631582354747,0.0,0.4897959183673469
full_year,C2AB_combo,18491,640,3817,178,0.04663348179198323,1260,68,0.05396825396825397,6992,232,0.3625,0.29310344827586204,0.0019108530102551788,-0.00019798059790132605,0.4703125,0.004324141560342572,0.0007368635345743613,0.5,0.004414833503589482,0.0,0.4890625
