feature,non_null_rate,null_count
f_chip_peak_count_sig,0.9997697267424009,3
f_chip_secondary_peak_ratio,0.9997697267424009,3
f_chip_peak_dominance,0.9997697267424009,3
f_chip_single_peak_score,0.9997697267424009,3
