watch_date,entry_date,ts_code,name,industry,signal_score,pivot,trigger_price,stop_loss,confirm_time,entry_price,entry_price_net,entry_bar_close,volume_ratio,vol_ma20_prev,prev_close,limit_up_price,signal_grade,position_ratio,ret_close0,ret_t1,ret_t2,ret_t3,ret_close0_gross,ret_t1_gross,ret_t2_gross,ret_t3_gross
20251120,20251121,600331.SH,宏达股份,农药化肥,74.26,11.25,11.27,10.73,10:20:00,11.27,11.284651,11.25,1.0002041278268636,458967.31200000003,11.96,13.156000000000002,B,0.5,-0.02304599406751684,-0.06548381513969714,-0.0442649046036071,-0.04161254078659593,-0.019520851818988327,-0.06211180124223592,-0.04081632653061218,-0.03815439219165928
20251125,20251126,603638.SH,艾迪精密,专用机械,69.14,19.88,19.92,19.31,14:00:00,19.92,19.945896000000005,19.92258268,1.6930592610786175,63428.96699999999,19.9,21.89,A,1.0,-0.0010943103283004296,-0.004595732375221817,0.007409143214222924,0.001406705419500609,0.0025100401606423794,-0.0010040160642571516,0.011044176706827225,0.005020080321284981
20251126,20251127,600690.SH,海尔智家,家用电器,71.0,27.54,27.6,26.9,13:45:00,27.6,27.635880000000004,27.58,1.0050561377544178,388825.047,27.4,30.14,B,0.5,-0.003956342262305457,-0.004317358448509889,-0.008288536496757315,0.002180932903167898,-0.00036231884057980057,-0.0007246376811594901,-0.004710144927536297,0.005797101449275477
20251219,20251222,000672.SZ,上峰水泥,水泥,63.02,11.51,11.53,11.1,10:00:00,11.53,11.544989000000001,11.51,1.0380609665523284,141593.803,11.13,12.243000000000002,B,0.5,-0.011372986150095077,-0.0131013550554272,0.02405857640921072,0.03442878984120301,-0.0078057241977450564,-0.0095403295750216,0.027753686036426695,0.038161318300086844
20251222,20251223,601899.SH,紫金矿业,铜,75.49,31.95,32.01,30.75,13:50:00,32.01,32.051613,32.01,1.1103058194263447,1958786.455,32.53,35.783,B,0.5,-0.0011050925892560626,0.005743049499568276,-0.0029727677043898115,0.04371911017395602,0.002499218994064467,0.009372071227741419,0.0006248047485162278,0.04748516088722288
20251231,20260105,600909.SH,华安证券,证券,70.1,6.85,6.86,6.69,14:05:00,6.86,6.868918000000001,6.86,1.0648793363055624,514499.47550000006,6.78,7.458000000000001,B,0.5,0.003667098660953494,0.10388856003230762,0.0937211654004313,0.03271679760917223,0.007288629737609353,0.10787172011661794,0.09766763848396498,0.036443148688046545
20260106,20260107,000776.SZ,广发证券,证券,74.51,23.06,23.11,22.37,13:30:00,23.11,23.140043000000002,23.09,1.0484899304843465,570658.232,23.78,26.158000000000005,B,0.5,-0.0014395392437257515,-0.040243702226482436,-0.038087915394107275,-0.020841620735103983,0.002163565556036362,-0.03678061445261782,-0.03461704889658157,-0.017308524448290674
20260109,20260112,603132.SH,金徽股份,铅锌,70.26,15.35,15.38,14.77,13:45:00,15.38,15.399994000000001,15.37,1.0214359790000331,58971.9975,15.55,17.105,B,0.5,-0.0016517538902937057,0.016488253177241452,0.014544680991434022,0.05341612470758106,0.0019505851755525772,0.020156046814044037,0.01820546163849146,0.057217165149545
20260120,20260121,605111.SH,新洁能,半导体,63.29,38.43,38.51,37.17,14:45:00,38.51,38.560063,38.55,1.1075151852974314,157997.4815,38.48,42.328,B,0.5,-0.0012666732416904969,0.09834792023031724,0.107403792364136,0.11801209972089532,0.002337055310309033,0.1023110880290834,0.11139963645806272,0.12204622176058177
20260204,20260205,601872.SH,招商轮船,水运,78.31,11.64,11.66,10.97,14:50:00,11.66,11.675158000000001,11.66,1.0072525890055948,1207512.3095,12.0,13.200000000000001,B,0.5,-0.004449875539157655,-0.02923180996779673,0.027168454593933467,0.05280493848562906,-0.0008576329331045907,-0.025728987993139052,0.030874785591766596,0.05660377358490565
