watch_date,ts_code,name,signal_score,close,pivot,trigger_price,stop_loss,rs20_xsec_q,box_range_pct,industry
20260108,600039.SH,四川路桥,71.19,10.3,10.19,10.21,9.85,0.8039,5.05,建筑工程
20260108,603499.SH,翔港科技,68.25,21.87,21.24,21.28,20.26,0.8544,6.86,广告包装
20260109,600970.SH,中材国际,70.64,10.38,10.6,10.62,10.3,0.8007,4.72,建筑工程
20260109,603132.SH,金徽股份,70.26,15.55,15.35,15.38,14.77,0.8231,7.72,铅锌
20260112,000977.SZ,浪潮信息,74.96,70.77,69.43,69.57,66.87,0.8124,5.16,IT设备
20260112,603889.SH,新澳股份,60.75,8.71,8.26,8.28,7.88,0.842,7.46,纺织
20260113,600487.SH,亨通光电,74.36,24.05,25.92,25.97,24.84,0.8305,7.36,通信设备
20260114,600487.SH,亨通光电,76.99,24.95,25.75,25.8,24.65,0.9001,7.9,通信设备
20260115,600487.SH,亨通光电,79.7,24.91,25.39,25.44,24.31,0.9065,6.46,通信设备
20260116,600487.SH,亨通光电,78.84,25.63,25.39,25.44,24.35,0.8551,6.28,通信设备
20260116,603500.SH,祥和实业,69.72,12.96,12.83,12.86,12.49,0.8198,7.79,运输设备
20260119,001287.SZ,中电港,68.46,24.93,24.7,24.75,23.87,0.8079,7.74,元器件
20260120,605389.SH,长龄液压,77.86,79.26,82.38,82.54,78.37,0.8147,7.6,机械基件
20260120,600966.SH,博汇纸业,77.37,7.03,6.86,6.87,6.57,0.8087,6.4,造纸
20260120,603098.SH,森特股份,74.02,14.7,14.8,14.83,14.38,0.8254,6.6,装修装饰
20260120,605111.SH,新洁能,63.29,38.48,38.43,38.51,37.17,0.8097,7.02,半导体
20260121,603798.SH,康普顿,69.89,17.93,17.35,17.38,16.53,0.8401,7.81,石油加工
20260126,000680.SZ,山推股份,73.11,12.79,12.96,12.99,12.46,0.8099,7.27,工程机械
20260126,600826.SH,兰生股份,68.24,12.58,12.64,12.67,12.19,0.8414,7.87,文教休闲
20260204,601872.SH,招商轮船,78.31,12.0,11.64,11.66,10.97,0.9673,7.92,水运
20260206,603730.SH,岱美股份,78.78,10.87,10.68,10.7,10.09,0.9648,7.54,汽车配件
20260206,603022.SH,新通联,70.75,11.51,11.73,11.75,11.31,0.8154,7.21,广告包装
20260209,600163.SH,中闽能源,68.09,6.01,6.02,6.03,5.82,0.8059,5.66,新型电力
20260209,600510.SH,黑牡丹,66.84,9.66,9.7,9.72,9.26,0.866,7.45,全国地产
20260210,601968.SH,宝钢包装,80.97,6.14,6.16,6.17,5.97,0.8411,5.05,广告包装
20260210,603726.SH,朗迪集团,75.46,27.82,26.55,26.6,25.39,0.8726,6.94,家用电器
20260211,601968.SH,宝钢包装,80.31,6.09,6.16,6.17,5.96,0.8241,5.09,广告包装
20260212,601968.SH,宝钢包装,81.48,5.99,6.16,6.17,5.97,0.8356,5.18,广告包装
20260212,600724.SH,宁波富达,72.09,6.77,7.05,7.06,6.78,0.8141,7.68,综合类
20260212,001373.SZ,翔腾新材,72.05,44.1,44.0,44.09,41.8,0.8721,7.23,元器件
