signal_date,entry_date,exit_date,hold_bars,ts_code,name,setup_type,signal_score,single_peak_dense_score,trigger_price,stop_loss,entry_price,exit_price,exit_reason,pnl_pct,r_multiple,risk_pct,hit_1r,hit_2r,hit_3r,volume_ratio,platform_range,chip_concentration,chip_low_position
20260114,20260115,20260116,2,603190.SH,亚通精工,pullback,63.21,0.5041,28.18,27.62,28.18,27.62,stop_loss,-0.019872249822569188,-1.0,0.019872249822569153,1,0,0,1.89,10.46,4.54,73.08
20260114,20260115,20260121,5,603199.SH,九华旅游,pullback,62.91,0.2206,38.77,38.15,38.86,42.79,time_exit,0.1011322696860526,5.535211267605627,0.01827071538857439,1,1,1,1.15,7.89,5.55,36.68
20260114,20260115,20260121,5,605066.SH,天正电气,pullback,59.21,0.2645,7.91,7.76,8.01,8.3,time_exit,0.0362047440699127,1.1600000000000037,0.031210986267166042,1,1,0,2.02,11.93,6.61,47.96
20260114,20260115,20260121,5,605488.SH,福莱新材,pullback,59.01,0.3988,37.2,36.5,37.28,40.45,time_exit,0.08503218884120178,4.06410256410256,0.02092274678111591,1,1,1,1.45,18.57,9.54,40.88
20260115,20260116,20260122,5,000021.SZ,深科技,breakout,66.48,0.5359,28.13,27.79,28.8,31.51,time_exit,0.09409722222222228,2.68316831683168,0.0350694444444445,1,1,1,2.17,13.89,9.65,52.31
20260115,20260116,20260119,2,000060.SZ,中金岭南,breakout,57.43,0.3009,6.86,6.66,6.86,6.66,stop_loss,-0.029154518950437303,-1.0,0.02915451895043734,1,0,0,2.19,18.72,14.0,51.38
20260115,20260116,20260122,5,000400.SZ,许继电气,pullback,58.39,0.1589,28.77,28.05,31.0,31.2,time_exit,0.006451612903225712,0.0677966101694913,0.09516129032258062,1,0,0,1.6,15.73,8.38,58.64
20260115,20260116,20260120,3,001202.SZ,炬申股份,pullback,56.75,0.1764,19.08,18.1,19.08,18.1,stop_loss,-0.05136268343815498,-1.0,0.05136268343815498,1,0,0,2.95,20.78,11.55,64.56
20260115,20260116,20260122,5,001223.SZ,欧克科技,pullback,61.04,0.2249,55.72,54.75,55.72,56.44,time_exit,0.012921751615218913,0.7422680412371131,0.017408470926058846,1,1,1,0.82,19.71,8.11,74.21
20260115,20260116,20260122,5,001896.SZ,豫能控股,pullback,55.14,0.2395,6.28,6.17,6.45,6.34,time_exit,-0.01705426356589157,-0.3928571428571436,0.04341085271317833,0,0,0,1.55,21.94,10.31,56.95
20260115,20260116,20260116,1,600128.SH,苏豪弘业,pullback,63.56,0.5578,11.22,11.16,11.28,11.16,stop_loss,-0.010638297872340385,-1.0,0.010638297872340358,0,0,0,0.93,7.14,4.64,58.65
20260115,20260116,20260119,2,600397.SH,江钨装备,pullback,46.59,0.3485,9.4,9.21,9.46,9.21,stop_loss,-0.026427061310782207,-1.0,0.02642706131078224,1,1,0,0.98,27.82,19.23,52.0
20260115,20260116,20260122,5,600584.SH,长电科技,pullback,59.83,0.3013,43.99,41.47,45.0,49.4,time_exit,0.09777777777777774,1.246458923512747,0.07844444444444447,1,1,0,2.02,19.46,10.22,43.31
20260115,20260116,20260119,2,603036.SH,如通股份,breakout,66.11,0.4056,22.66,22.26,22.66,22.26,stop_loss,-0.0176522506619593,-1.0,0.017652250661959336,1,0,0,1.39,14.15,8.07,64.7
20260115,20260116,20260120,3,603150.SH,万朗磁塑,pullback,57.03,0.4363,44.29,43.31,44.34,43.31,stop_loss,-0.023229589535408213,-1.0,0.023229589535408234,1,0,0,0.96,18.74,10.36,56.15
20260115,20260116,20260116,1,603190.SH,亚通精工,pullback,60.29,0.3364,28.27,27.81,28.3,27.81,stop_loss,-0.017314487632508868,-1.0,0.017314487632508903,0,0,0,1.15,10.46,4.52,74.6
20260115,20260116,20260122,5,603191.SH,望变电气,pullback,61.45,0.2647,17.98,17.33,19.0,18.3,time_exit,-0.0368421052631579,-0.4191616766467057,0.08789473684210536,0,0,0,2.1,18.96,9.83,51.49
20260115,20260116,20260122,5,603285.SH,键邦股份,pullback,59.84,0.2663,27.48,26.87,27.84,29.69,time_exit,0.06645114942528751,1.9072164948453645,0.03484195402298847,1,1,1,3.4,13.27,6.6,27.27
20260115,20260116,20260120,3,603396.SH,金辰股份,pullback,55.45,0.1582,37.34,36.78,37.7,36.78,stop_loss,-0.024403183023872677,-1.0,0.02440318302387272,1,0,0,1.3,20.32,10.06,58.85
20260115,20260116,20260122,5,605488.SH,福莱新材,pullback,59.44,0.3934,37.93,37.2,37.93,44.5,time_exit,0.1732138149222251,9.000000000000039,0.019245979435802713,1,1,1,1.05,20.18,10.02,42.42
20260116,20260119,20260120,2,001202.SZ,炬申股份,pullback,57.32,0.3598,19.01,18.54,19.01,18.4,gap_stop,-0.032088374539716136,-1.2978723404255317,0.024723829563387815,1,1,0,1.83,21.48,11.55,64.56
20260116,20260119,20260123,5,001319.SZ,铭科精技,breakout,72.94,0.6286,28.25,27.41,28.4,29.98,time_exit,0.055633802816901445,1.5959595959596002,0.03485915492957741,1,1,1,2.47,8.74,5.74,42.57
20260116,20260119,20260119,1,600531.SH,豫光金铅,pullback,52.39,0.3945,13.98,13.78,14.17,13.78,stop_loss,-0.02752293577981657,-1.0,0.027522935779816553,0,0,0,1.2,22.06,13.06,58.73
20260116,20260119,20260119,1,601020.SH,华钰矿业,pullback,59.11,0.1808,31.31,30.44,31.31,30.44,stop_loss,-0.027786649632705163,-1.0,0.027786649632705124,0,0,0,1.33,17.09,9.18,61.98
20260116,20260119,20260119,1,603002.SH,宏昌电子,pullback,59.79,0.16,8.08,7.98,8.08,7.98,stop_loss,-0.012376237623762387,-1.0,0.012376237623762332,0,0,0,2.65,13.07,8.55,40.26
20260116,20260119,20260119,1,603036.SH,如通股份,pullback,63.77,0.4066,22.8,22.42,22.85,22.42,stop_loss,-0.018818380743982455,-1.0,0.018818380743982482,0,0,0,1.13,15.94,8.3,65.38
20260116,20260119,20260120,2,603150.SH,万朗磁塑,pullback,60.66,0.4325,44.4,43.7,44.66,43.7,stop_loss,-0.02149574563367651,-1.0,0.02149574563367653,1,0,0,0.63,18.74,10.36,56.15
20260116,20260119,20260119,1,603285.SH,键邦股份,breakout,61.97,0.2397,28.49,27.89,28.49,27.89,stop_loss,-0.021060021060021028,-1.0,0.021060021060020986,0,0,0,3.4,14.13,8.19,31.78
20260116,20260119,20260123,5,603291.SH,联合水务,breakout,67.6,0.2809,11.68,11.28,11.68,11.75,time_exit,0.0059931506849315586,0.17500000000000054,0.034246575342465786,0,0,0,1.63,16.42,9.26,32.62
20260116,20260119,20260123,5,603320.SH,迪贝电气,pullback,59.93,0.1937,20.7,20.31,20.7,23.03,time_exit,0.11256038647343014,5.97435897435897,0.018840579710144956,1,1,1,3.76,12.79,7.83,45.15
20260116,20260119,20260120,2,603416.SH,信捷电气,pullback,57.16,0.2583,64.5,62.57,64.81,62.57,stop_loss,-0.03456256750501474,-1.0,0.034562567505014685,0,0,0,1.81,22.21,10.47,43.74
20260116,20260119,20260123,5,603500.SH,祥和实业,breakout,73.29,0.2505,12.96,12.7,12.96,14.01,time_exit,0.08101851851851838,4.03846153846151,0.02006172839506185,1,1,1,1.39,10.21,8.46,62.71
20260116,20260119,20260123,5,603690.SH,至纯科技,breakout,64.63,0.2664,34.23,33.33,34.58,34.23,time_exit,-0.010121457489878583,-0.28000000000000114,0.03614806246385194,0,0,0,2.73,12.06,8.17,43.77
20260119,20260120,20260126,5,001319.SZ,铭科精技,pullback,63.57,0.606,28.58,28.22,28.58,29.85,time_exit,0.04443666899930032,3.527777777777792,0.012596221133659883,1,1,1,1.88,9.52,6.72,46.62
20260119,20260120,20260126,5,600455.SH,博通股份,pullback,66.33,0.2301,27.96,27.18,27.98,28.55,time_exit,0.02037169406719097,0.7124999999999997,0.028591851322373147,1,0,0,0.83,8.52,5.79,37.99
20260119,20260120,20260126,5,600509.SH,天富能源,pullback,57.92,0.3596,9.17,8.89,9.19,9.06,time_exit,-0.014145810663764857,-0.43333333333333157,0.032644178454842104,0,0,0,2.1,10.52,5.75,68.21
20260119,20260120,20260126,5,600644.SH,乐山电力,pullback,58.38,0.1971,11.49,11.1,11.49,11.1,stop_loss,-0.03394255874673635,-1.0,0.033942558746736344,1,1,0,1.92,19.37,9.94,26.38
20260119,20260120,20260126,5,603002.SH,宏昌电子,pullback,61.82,0.1697,8.07,7.94,8.07,8.87,time_exit,0.09913258983890949,6.153846153846151,0.016109045848822785,1,1,1,1.22,11.75,8.55,40.26
20260119,20260120,20260120,1,603004.SH,鼎龙科技,breakout,68.65,0.6538,24.93,24.68,24.93,24.68,stop_loss,-0.010028078620136327,-1.0,0.010028078620136383,0,0,0,1.24,7.56,4.34,45.9
20260119,20260120,20260126,5,603045.SH,福达合金,pullback,54.6,0.2757,24.0,23.27,24.0,28.93,time_exit,0.20541666666666658,6.753424657534242,0.030416666666666686,1,1,1,1.09,23.08,12.45,55.98
20260119,20260120,20260120,1,603056.SH,德邦股份,breakout,60.04,0.4237,18.86,18.82,18.86,18.85,time_exit,-0.0005302226935312015,-0.2499999999999556,0.0021208907741250872,0,0,0,16.85,27.57,14.81,51.0
20260119,20260120,20260126,5,603059.SH,倍加洁,pullback,63.43,0.5423,35.49,34.71,35.49,34.71,stop_loss,-0.02197802197802201,-1.0,0.021978021978022007,1,1,1,1.25,21.57,10.66,28.92
20260119,20260120,20260120,1,603150.SH,万朗磁塑,pullback,57.97,0.4278,44.7,43.88,44.86,43.88,stop_loss,-0.021845742309406946,-1.0,0.021845742309406974,0,0,0,0.79,18.74,10.7,57.21
20260119,20260120,20260120,1,603282.SH,亚光股份,pullback,56.03,0.3294,21.46,21.31,21.46,21.31,stop_loss,-0.006989748369058857,-1.0,0.006989748369058813,0,0,0,1.13,17.51,9.86,59.02
20260119,20260120,20260122,3,603291.SH,联合水务,pullback,57.65,0.2737,11.58,11.5,11.7,11.5,stop_loss,-0.017094017094017033,-1.0,0.017094017094017033,1,0,0,1.01,18.77,9.21,36.92
20260119,20260120,20260120,1,603319.SH,美湖股份,breakout,61.73,0.4258,39.48,39.01,39.48,39.01,stop_loss,-0.011904761904761862,-1.0,0.011904761904761876,0,0,0,1.6,13.2,6.26,53.25
20260119,20260120,20260126,5,603320.SH,迪贝电气,pullback,61.41,0.1748,21.12,20.36,21.5,22.66,time_exit,0.05395348837209313,1.0175438596491224,0.053023255813953514,1,1,0,2.28,13.87,7.83,45.15
20260119,20260120,20260126,5,603500.SH,祥和实业,breakout,69.48,0.2472,13.08,12.96,13.18,13.73,time_exit,0.041729893778452265,2.500000000000016,0.016691957511380796,1,1,1,1.17,9.18,8.46,62.71
20260120,20260121,20260121,1,000422.SZ,湖北宜化,breakout,69.08,0.4107,15.84,15.66,15.9,15.66,stop_loss,-0.015094339622641506,-1.0,0.015094339622641522,0,0,0,1.3,11.17,7.43,47.55
20260120,20260121,20260127,5,001287.SZ,中电港,pullback,61.88,0.3543,25.04,24.65,25.04,24.65,stop_loss,-0.015575079872204523,-1.0,0.015575079872204496,1,1,1,1.4,12.4,9.0,80.74
20260120,20260121,20260127,5,001319.SZ,铭科精技,breakout,64.23,0.5707,29.39,28.9,29.39,30.74,time_exit,0.045933991153453535,2.755102040816311,0.0166723375297721,1,1,1,3.01,11.82,8.14,52.0
20260120,20260121,20260121,1,600455.SH,博通股份,pullback,62.42,0.2258,27.87,27.67,27.87,27.67,stop_loss,-0.0071761750986724104,-1.0,0.007176175098672382,0,0,0,0.99,9.47,5.79,37.99
20260120,20260121,20260121,1,600509.SH,天富能源,pullback,57.91,0.3508,9.19,9.1,9.19,9.1,stop_loss,-0.009793253536452662,-1.0,0.009793253536452651,0,0,0,1.4,13.7,5.75,68.21
20260120,20260121,20260126,4,600644.SH,乐山电力,pullback,57.65,0.204,12.02,11.25,12.02,11.25,stop_loss,-0.0640599001663893,-1.0,0.06405990016638932,0,0,0,2.5,19.37,10.31,27.27
20260120,20260121,20260121,1,600667.SH,太极实业,breakout,64.27,0.2148,9.66,9.54,9.66,9.5,gap_stop,-0.0165631469979296,-1.3333333333333235,0.012422360248447308,0,0,0,2.27,17.74,11.15,55.58
20260120,20260121,20260122,2,600671.SH,天目药业,breakout,65.34,0.4469,20.55,20.25,21.0,20.25,stop_loss,-0.0357142857142857,-1.0,0.03571428571428571,1,1,0,4.43,16.0,10.09,66.55
20260120,20260121,20260127,5,603002.SH,宏昌电子,pullback,60.78,0.2043,8.16,8.05,8.16,8.9,time_exit,0.09068627450980404,6.727272727272764,0.013480392156862675,1,1,1,1.28,11.75,8.55,40.02
20260120,20260121,20260126,4,603004.SH,鼎龙科技,pullback,66.15,0.6026,24.9,24.64,24.9,24.64,stop_loss,-0.010441767068273045,-1.0,0.010441767068273013,1,0,0,0.93,7.9,4.75,47.94
20260120,20260121,20260126,4,603005.SH,晶方科技,pullback,57.74,0.3877,31.05,30.59,31.05,30.59,stop_loss,-0.014814814814814836,-1.0,0.014814814814814841,1,1,1,2.03,12.33,8.74,43.42
20260120,20260121,20260121,1,603059.SH,倍加洁,pullback,64.91,0.5385,36.38,35.45,36.38,35.45,stop_loss,-0.025563496426608046,-1.0,0.025563496426608018,0,0,0,1.08,21.57,10.66,28.92
20260120,20260121,20260121,1,603289.SH,泰瑞机器,breakout,68.56,0.2135,11.04,10.94,11.04,10.94,stop_loss,-0.009057971014492683,-1.0,0.009057971014492723,0,0,0,1.6,9.54,7.77,41.57
20260120,20260121,20260121,1,603291.SH,联合水务,breakout,61.91,0.2651,11.84,11.7,11.84,11.7,stop_loss,-0.011824324324324342,-1.0,0.011824324324324372,0,0,0,1.23,18.84,9.82,38.99
20260120,20260121,20260126,4,603324.SH,盛剑科技,pullback,59.8,0.3444,27.41,27.08,27.41,27.08,stop_loss,-0.012039401678219708,-1.0,0.012039401678219696,1,1,0,0.86,12.52,8.1,48.18
20260120,20260121,20260127,5,603506.SH,南都物业,pullback,63.79,0.3858,14.2,14.0,14.2,14.0,stop_loss,-0.014084507042253502,-1.0,0.014084507042253471,1,0,0,0.85,13.95,8.6,36.17
20260120,20260121,20260127,5,603629.SH,利通电子,pullback,61.71,0.1621,29.84,29.21,29.84,34.65,time_exit,0.16119302949061654,7.634920634920645,0.021112600536192995,1,1,1,0.93,13.1,7.08,63.2
20260120,20260121,20260123,3,603690.SH,至纯科技,pullback,56.93,0.1944,34.23,33.48,34.23,33.48,stop_loss,-0.021910604732690575,-1.0,0.021910604732690624,0,0,0,1.29,15.88,8.58,45.76
20260120,20260121,20260127,5,603823.SH,百合花,breakout,67.16,0.2918,19.0,18.5,19.2,19.11,time_exit,-0.004687499999999956,-0.1285714285714285,0.0364583333333333,1,0,0,1.65,19.09,12.32,60.86
20260121,20260122,20260122,1,000021.SZ,深科技,pullback,50.66,0.3592,32.64,31.3,33.54,31.3,stop_loss,-0.06678592725104349,-1.0,0.06678592725104349,0,0,0,1.56,25.69,15.35,64.34
20260121,20260122,20260122,1,000422.SZ,湖北宜化,breakout,66.93,0.3981,16.0,15.9,16.17,15.9,stop_loss,-0.016697588126159624,-1.0,0.016697588126159638,0,0,0,1.45,12.78,7.43,47.55
20260121,20260122,20260128,5,000571.SZ,新大洲A,pullback,65.29,0.1819,6.58,6.19,6.58,6.19,stop_loss,-0.059270516717325195,-1.0,0.05927051671732518,0,0,0,0.92,13.98,7.98,63.31
20260121,20260122,20260122,1,001319.SZ,铭科精技,breakout,62.92,0.5411,30.71,30.34,30.74,30.34,stop_loss,-0.013012361743656387,-1.0,0.013012361743656428,0,0,0,3.53,15.66,9.47,50.71
20260121,20260122,20260122,1,600206.SH,有研新材,breakout,65.66,0.3674,22.77,22.49,22.82,22.49,stop_loss,-0.014460999123575902,-1.0,0.014460999123575891,0,0,0,1.82,10.65,7.83,42.58
20260121,20260122,20260128,5,603002.SH,宏昌电子,breakout,63.92,0.2127,8.54,8.26,8.69,8.85,time_exit,0.018411967779056404,0.3720930232558145,0.04948216340621401,1,0,0,2.95,11.75,9.95,44.86
20260121,20260122,20260122,1,603022.SH,新通联,pullback,59.58,0.3291,11.46,11.23,11.49,11.23,stop_loss,-0.022628372497824123,-1.0,0.022628372497824175,0,0,0,0.75,14.35,7.42,57.12
20260121,20260122,20260126,3,603324.SH,盛剑科技,pullback,61.83,0.3389,27.95,27.1,27.97,27.1,stop_loss,-0.031104755094744307,-1.0,0.03110475509474428,0,0,0,0.81,12.61,8.1,48.18
20260121,20260122,20260127,4,603400.SH,华之杰,pullback,59.99,0.1915,59.0,57.9,61.17,57.9,stop_loss,-0.053457577243747,-1.0,0.05345757724374699,0,0,0,1.14,14.95,7.31,24.82
20260121,20260122,20260123,2,603690.SH,至纯科技,pullback,60.49,0.384,34.61,33.54,34.86,33.54,stop_loss,-0.03786574870912218,-1.0,0.03786574870912221,0,0,0,1.19,16.02,8.58,45.76
20260121,20260122,20260122,1,603861.SH,白云电器,pullback,53.05,0.0862,15.22,14.92,15.22,14.92,stop_loss,-0.019710906701708275,-1.0,0.019710906701708324,0,0,0,0.79,25.28,15.48,60.83
20260121,20260122,20260128,5,603988.SH,中电电机,breakout,62.38,0.3749,31.2,30.18,31.2,38.13,time_exit,0.22211538461538471,6.79411764705883,0.03269230769230768,1,1,1,2.74,21.19,12.41,40.97
20260122,20260123,20260127,3,000636.SZ,风华高科,pullback,53.53,0.1998,20.67,20.14,20.83,20.14,stop_loss,-0.03312530004800762,-1.0,0.033125300048007573,0,0,0,1.45,23.25,14.67,58.08
20260122,20260123,20260126,2,600509.SH,天富能源,pullback,60.85,0.3392,9.12,9.01,9.13,9.01,stop_loss,-0.013143483023001168,-1.0,0.013143483023001203,1,0,0,0.9,13.7,5.51,68.79
20260122,20260123,20260123,1,603079.SH,圣达生物,pullback,57.05,0.3235,21.63,21.36,21.84,21.36,stop_loss,-0.02197802197802201,-1.0,0.021978021978021997,0,0,0,1.1,25.05,12.65,51.46
20260122,20260123,20260123,1,603629.SH,利通电子,breakout,56.71,0.1506,33.1,32.45,33.1,32.45,stop_loss,-0.01963746223564955,-1.0,0.019637462235649505,0,0,0,1.85,19.68,12.06,59.43
20260122,20260123,20260123,1,603666.SH,亿嘉和,pullback,59.94,0.3076,33.56,33.22,33.56,33.22,stop_loss,-0.010131108462455352,-1.0,0.010131108462455405,0,0,0,0.75,13.24,7.48,42.45
20260122,20260123,20260127,3,605366.SH,宏柏新材,pullback,65.59,0.2382,6.93,6.82,6.95,6.82,stop_loss,-0.018705035971222972,-1.0,0.018705035971223007,1,0,0,1.39,13.38,8.51,50.06
20260123,20260126,20260126,1,000151.SZ,中成股份,breakout,65.47,0.4422,13.61,13.42,13.61,13.42,stop_loss,-0.013960323291697274,-1.0,0.013960323291697245,0,0,0,1.64,11.75,5.9,48.4
20260123,20260126,20260126,1,000636.SZ,风华高科,pullback,52.03,0.1944,20.88,20.54,20.88,20.54,stop_loss,-0.016283524904214586,-1.0,0.016283524904214555,0,0,0,1.36,23.25,14.56,59.07
20260123,20260126,20260127,2,000722.SZ,湖南发展,pullback,59.9,0.3786,12.96,12.8,12.96,12.8,gap_stop,-0.012345679012345734,-1.0,0.012345679012345689,1,0,0,1.56,13.7,7.25,30.73
20260123,20260126,20260126,1,001296.SZ,长江材料,breakout,61.97,0.4425,30.0,29.4,30.0,29.4,stop_loss,-0.020000000000000018,-1.0,0.02000000000000005,0,0,0,1.35,13.0,6.32,81.59
20260123,20260126,20260130,5,001333.SZ,光华股份,pullback,53.93,0.2865,25.36,25.23,25.57,26.52,time_exit,0.037152913570590584,2.7941176470588225,0.013296832225263976,1,1,1,1.05,17.82,7.28,68.77
20260123,20260126,20260127,2,001360.SZ,南矿集团,pullback,52.41,0.1688,27.03,26.6,27.86,26.6,stop_loss,-0.045226130653266305,-1.0,0.045226130653266264,1,0,0,0.97,23.38,10.65,78.58
20260123,20260126,20260126,1,001378.SZ,德冠新材,pullback,58.2,0.3379,24.93,24.81,24.93,24.81,stop_loss,-0.004813477737665495,-1.0,0.004813477737665503,0,0,0,0.81,8.56,6.01,58.83
20260123,20260126,20260126,1,600246.SH,万通发展,pullback,59.94,0.4029,14.05,13.63,14.05,13.63,stop_loss,-0.029893238434163694,-1.0,0.029893238434163694,0,0,0,1.18,20.54,8.71,68.18
20260123,20260126,20260126,1,600509.SH,天富能源,pullback,60.78,0.2513,9.26,9.08,9.26,9.08,stop_loss,-0.01943844492440605,-1.0,0.019438444924406016,0,0,0,1.11,13.7,5.51,68.79
20260123,20260126,20260127,2,603029.SH,天鹅股份,pullback,65.26,0.392,19.98,19.71,19.99,19.35,gap_stop,-0.03201600800400184,-2.285714285714295,0.014007003501750756,0,0,0,1.02,9.85,6.29,53.02
20260123,20260126,20260127,2,603257.SH,中国瑞林,pullback,63.31,0.5233,65.0,64.44,65.99,64.44,stop_loss,-0.023488407334444572,-1.0,0.023488407334444572,1,0,0,1.45,12.74,7.11,31.41
20260123,20260126,20260126,1,603370.SH,华新精科,pullback,57.53,0.4934,54.7,53.68,54.7,53.68,stop_loss,-0.0186471663619745,-1.0,0.01864716636197446,0,0,0,2.71,20.35,10.04,21.99
20260123,20260126,20260127,2,603726.SH,朗迪集团,pullback,60.98,0.2602,26.68,26.07,26.68,26.07,stop_loss,-0.022863568215892083,-1.0,0.022863568215892034,1,0,0,0.64,15.0,9.91,58.98
20260123,20260126,20260127,2,603998.SH,方盛制药,pullback,64.34,0.2614,12.4,12.25,12.44,12.25,stop_loss,-0.015273311897106123,-1.0,0.01527331189710607,1,0,0,0.67,9.96,6.2,45.02
20260123,20260126,20260127,2,605366.SH,宏柏新材,pullback,63.78,0.2262,7.0,6.92,7.07,6.92,stop_loss,-0.021216407355021283,-1.0,0.021216407355021265,0,0,0,1.31,13.38,8.51,50.06
20260126,20260127,20260127,1,000782.SZ,恒申新材,pullback,55.13,0.2529,5.68,5.61,5.68,5.61,stop_loss,-0.012323943661971759,-1.0,0.012323943661971726,0,0,0,1.06,18.39,9.2,53.87
20260126,20260127,20260127,1,001368.SZ,通达创智,pullback,63.41,0.3492,28.9,28.32,28.92,28.32,stop_loss,-0.020746887966805017,-1.0,0.020746887966805027,0,0,0,1.28,17.19,8.45,64.45
20260126,20260127,20260127,1,600367.SH,红星发展,breakout,60.49,0.3179,20.93,20.49,20.93,20.49,stop_loss,-0.021022455805064566,-1.0,0.021022455805064563,0,0,0,1.72,17.0,9.46,63.83
20260126,20260127,20260127,1,600860.SH,京城股份,pullback,63.14,0.6024,13.7,13.37,13.7,13.37,stop_loss,-0.024087591240875894,-1.0,0.02408759124087592,0,0,0,1.75,11.62,7.41,44.81
20260126,20260127,20260202,5,603393.SH,新天然气,pullback,60.9,0.4115,30.45,29.65,30.45,29.65,stop_loss,-0.026272577996716007,-1.0,0.02627257799671595,1,1,0,2.59,13.04,6.8,49.59
20260126,20260127,20260127,1,603626.SH,科森科技,pullback,49.77,0.2233,22.6,22.45,22.6,21.86,gap_stop,-0.032743362831858525,-4.933333333333277,0.006637168141593014,0,0,0,0.79,26.76,21.99,68.37
20260126,20260127,20260127,1,603980.SH,吉华集团,pullback,57.2,0.3785,5.6,5.53,5.6,5.53,stop_loss,-0.012499999999999845,-1.0,0.012499999999999893,0,0,0,1.14,17.73,8.25,34.95
20260126,20260127,20260127,1,603987.SH,康德莱,breakout,69.21,0.2342,9.52,9.47,9.54,9.47,stop_loss,-0.007337526205450584,-1.0,0.007337526205450578,0,0,0,1.5,8.4,6.22,36.15
20260126,20260127,20260127,1,603998.SH,方盛制药,pullback,61.13,0.2578,12.5,12.35,12.52,12.35,stop_loss,-0.013578274760383424,-1.0,0.01357827476038338,0,0,0,1.02,9.8,6.01,45.76
20260126,20260127,20260127,1,605111.SH,新洁能,pullback,56.28,0.3883,43.21,42.72,43.21,42.72,stop_loss,-0.011339967600092593,-1.0,0.011339967600092617,0,0,0,1.73,17.25,12.85,50.34
20260127,20260128,20260129,2,000410.SZ,沈阳机床,pullback,61.48,0.2306,8.19,7.98,8.19,7.98,stop_loss,-0.02564102564102555,-1.0,0.02564102564102553,0,0,0,1.67,16.01,10.45,47.65
20260127,20260128,20260129,2,600078.SH,澄星股份,breakout,58.62,0.2508,13.51,13.28,13.51,13.28,stop_loss,-0.01702442635085122,-1.0,0.017024426350851253,1,1,1,2.14,26.77,15.38,71.04
20260127,20260128,20260128,1,600539.SH,狮头股份,pullback,61.47,0.3941,11.33,11.11,11.33,11.11,stop_loss,-0.019417475728155442,-1.0,0.019417475728155397,0,0,0,1.3,12.74,7.32,21.17
20260127,20260128,20260202,4,603139.SH,康惠股份,pullback,60.83,0.2749,24.09,23.09,24.43,23.09,stop_loss,-0.05485059353254196,-1.0,0.05485059353254195,0,0,0,2.06,15.43,7.72,45.43
20260128,20260129,20260204,5,000722.SZ,湖南发展,pullback,59.72,0.2354,12.93,12.66,13.18,13.1,time_exit,-0.006069802731411222,-0.1538461538461541,0.03945371775417296,0,0,0,1.17,12.08,7.25,30.73
20260128,20260129,20260129,1,000782.SZ,恒申新材,pullback,58.17,0.1682,5.7,5.62,5.7,5.62,stop_loss,-0.01403508771929829,-1.0,0.014035087719298258,0,0,0,0.75,18.06,9.2,53.87
20260128,20260129,20260130,2,600111.SH,北方稀土,breakout,68.51,0.5112,52.98,52.34,53.99,52.34,stop_loss,-0.03056121503982212,-1.0,0.030561215039822162,1,1,0,2.51,8.72,8.59,52.45
20260128,20260129,20260129,1,603353.SH,和顺石油,breakout,52.48,0.2232,36.42,36.27,36.42,35.14,gap_stop,-0.03514552443712249,-8.533333333333422,0.004118616144975249,0,0,0,1.38,24.47,18.47,67.56
20260128,20260129,20260129,1,605366.SH,宏柏新材,pullback,63.17,0.3263,7.18,7.04,7.18,7.04,stop_loss,-0.01949860724233976,-1.0,0.019498607242339788,0,0,0,1.33,12.5,8.11,51.52
20260129,20260130,20260130,1,000822.SZ,山东海化,pullback,58.88,0.1928,5.95,5.89,5.95,5.88,gap_stop,-0.01176470588235301,-1.1666666666666616,0.010084033613445462,0,0,0,1.18,11.9,7.45,44.49
20260129,20260130,20260130,1,000951.SZ,中国重汽,pullback,59.25,0.2648,19.43,19.1,19.43,19.1,stop_loss,-0.016984045290787342,-1.0,0.016984045290787356,0,0,0,1.52,15.84,7.63,41.92
20260129,20260130,20260130,1,600127.SH,金健米业,breakout,64.64,0.5478,7.16,7.1,7.16,7.1,stop_loss,-0.008379888268156499,-1.0,0.008379888268156494,0,0,0,2.06,6.43,3.48,50.3
20260129,20260130,20260204,4,600354.SH,敦煌种业,pullback,54.78,0.2902,7.2,7.04,7.2,7.04,stop_loss,-0.022222222222222254,-1.0,0.02222222222222224,1,1,1,2.23,9.99,5.67,58.52
20260129,20260130,20260202,2,600418.SH,江淮汽车,breakout,62.81,0.272,55.01,53.44,55.01,53.44,stop_loss,-0.028540265406289733,-1.0,0.02854026540628977,0,0,0,1.7,12.32,7.37,40.98
20260129,20260130,20260202,2,600540.SH,新赛股份,pullback,60.61,0.3171,5.04,4.95,5.04,4.95,stop_loss,-0.017857142857142794,-1.0,0.01785714285714283,1,1,1,1.97,10.3,5.6,50.53
20260129,20260130,20260205,5,603326.SH,我乐家居,pullback,58.87,0.264,10.0,9.77,10.0,10.2,time_exit,0.020000000000000018,0.8695652173912997,0.02300000000000004,1,1,0,0.89,14.73,7.93,53.51
20260129,20260130,20260130,1,603519.SH,立霸股份,breakout,65.47,0.2946,13.54,13.24,13.54,13.21,gap_stop,-0.024372230428360342,-1.0999999999999983,0.022156573116691208,0,0,0,2.69,9.5,6.95,50.52
20260129,20260130,20260203,3,605337.SH,李子园,pullback,58.86,0.2049,13.62,13.11,13.64,13.11,stop_loss,-0.03885630498533732,-1.0,0.03885630498533733,1,1,0,2.98,14.84,8.42,39.71
