signal_date,entry_date,exit_date,hold_bars,ts_code,name,setup_type,signal_score,single_peak_dense_score,trigger_price,stop_loss,entry_price,exit_price,exit_reason,pnl_pct,r_multiple,risk_pct,hit_1r,hit_2r,hit_3r,ambiguous_intrabar,volume_ratio,platform_range,chip_concentration,chip_low_position
20260120,20260121,20260126,4,603004.SH,鼎龙科技,pullback,57.02,0.5353,24.9,24.64,24.9,24.9,intrabar_mid,0.0,0.0,0.010441767068273013,1,0,0,1,0.93,7.9,4.75,47.94
20260211,20260212,20260212,1,603214.SH,爱婴室,pullback,57.77,0.4573,18.54,18.4,18.54,18.4,stop_loss,-0.007551240560949357,-1.0,0.00755124056094933,0,0,0,0,0.62,8.27,4.26,41.14
