watch_date,entry_date,ts_code,name,industry,signal_score,pivot,trigger_price,stop_loss,confirm_time,entry_price,entry_price_net,entry_bar_close,fill_vs_trigger_pct,volume_ratio,vol_ma20_prev,prev_close,limit_up_price,signal_grade,position_ratio,ret_close0,ret_t1,ret_t2,ret_t3,ret_close0_gross,ret_t1_gross,ret_t2_gross,ret_t3_gross
20250812,20250813,000856.SZ,冀东装备,专用机械,73.39,12.29,12.31,11.82,14:10:00,12.31,12.326003000000002,12.32,0.0,1.0128955398956077,214877.0445,12.42,13.662,B,0.5,0.0012612361038688569,-0.04082896945587322,-0.03921011539588315,-0.020593293705997162,0.004874086108854536,-0.037367993501218555,-0.035743298131600376,-0.0170593013809911
20250813,20250814,603278.SH,大业股份,钢加工,78.01,10.69,10.71,10.38,13:55:00,10.76,10.773988000000001,10.76,0.00466853408029877,1.000238249421092,148050.727,11.05,12.155000000000001,B,0.5,-0.010077512616498363,-0.000817246130216831,0.006590967058808461,0.01122110030194956,-0.006505576208178487,0.0027881040892192566,0.010223048327137496,0.014869888475836479
20250815,20250818,000612.SZ,焦作万方,铝,78.06,9.05,9.07,8.81,14:40:00,9.07,9.081791,9.08,0.0,1.0000322071996577,316652.80149999994,9.07,9.977,B,0.5,-0.001398182362928213,0.007390392489763142,0.02606611405173287,0.013981823629281909,0.0022050716648289725,0.011025358324145529,0.029768467475192795,0.01764057331863289
20250815,20250818,603855.SH,华荣股份,专用机械,67.31,22.56,22.61,21.91,13:30:00,22.61,22.639393000000002,22.51,0.0,1.0491663206088835,77936.16549999999,22.89,25.179000000000002,B,0.5,-0.015494010815572778,-6.978985699834794e-05,0.005659206499043501,-0.002713942021325577,-0.011941618752764227,0.0035382574082265528,0.009287925696594534,0.0008845643520565272
20250825,20250826,603089.SH,正裕工业,汽车配件,82.07,16.9,16.93,16.08,13:55:00,16.93,16.952009,16.32,0.0,1.0107092068677437,134130.56800000003,16.84,18.524,B,0.5,-0.04361630530045146,-0.0706893206581003,-0.10247068651273128,-0.09599670457938059,-0.04016538688718252,-0.06733608978145311,-0.09923213230950978,-0.09273479031305376
20251029,20251030,601336.SH,新华保险,保险,66.88,70.5,70.64,67.83,14:20:00,70.64,70.73183200000001,70.39975332,0.0,1.0091674087053195,277832.00049999997,70.05,77.055,B,0.5,7.207504536266285e-05,-0.04351357674434342,-0.061286366794514935,-0.05846528900877346,0.0036806342015855975,-0.040062287655719064,-0.057899207248018114,-0.055067950169875424
20251103,20251104,000159.SZ,国际实业,石油贸易,73.94,6.23,6.24,6.07,14:45:00,6.24,6.248112000000001,6.2,0.0,1.0187328209837752,174636.5645,6.16,6.776000000000001,B,0.5,-0.008385733162273756,0.005985488096243996,-0.00040172135198612846,0.015566302268589238,-0.004807692307692402,0.009615384615384581,0.0032051282051281937,0.019230769230769162
20251103,20251104,600526.SH,菲达环保,环境保护,66.87,5.63,5.64,5.47,13:15:00,5.65,5.657345000000001,5.65,0.0017730496453902678,1.0010127077838116,156176.83849999998,5.79,6.369000000000001,B,0.5,-0.005358874171541794,0.010513058687422916,0.01580370297374456,0.03343918392814982,-0.0017699115044248481,0.014159292035398341,0.019469026548672552,0.03716814159292037
20251111,20251112,603660.SH,苏州科达,IT设备,68.77,9.1,9.12,8.71,11:05:00,9.16,9.171908,9.17,0.004385964912280826,1.3702865887879176,197636.029,9.05,9.955000000000002,A,1.0,0.014896900405019231,0.019248012518223945,0.03447690491444089,0.10627025478232,0.018558951965065518,0.022925764192139653,0.03820960698689957,0.11026200873362435
20251114,20251117,600776.SH,东方通信,通信设备,67.11,13.42,13.45,12.9,14:00:00,13.49,13.507537000000001,13.49,0.0029739776951673846,1.0080470613455168,252611.222,13.62,14.982000000000001,B,0.5,-0.0021180767448574223,-0.022060942716647824,-0.0405265593571944,-0.04791280601341308,0.00148257968865817,-0.018532246108228345,-0.03706449221645658,-0.044477390659747984
20251118,20251119,601058.SH,赛轮轮胎,汽车配件,71.31,16.45,16.48,15.98,10:50:00,16.48,16.501424,16.29,0.0,1.0160393523463975,244388.17200000002,15.71,17.281000000000002,B,0.5,-0.021129146187625958,-0.025966062080460484,-0.03624450835273374,-0.047732183598215516,-0.01759708737864074,-0.022451456310679685,-0.03276699029126218,-0.04429611650485443
20251120,20251121,600331.SH,宏达股份,农药化肥,74.26,11.25,11.27,10.73,10:20:00,11.27,11.284651,11.25,0.0,1.0002041278268636,458967.31200000003,11.96,13.156000000000002,B,0.5,-0.02304599406751684,-0.06548381513969714,-0.0442649046036071,-0.04161254078659593,-0.019520851818988327,-0.06211180124223592,-0.04081632653061218,-0.03815439219165928
20251125,20251126,603338.SH,浙江鼎力,工程机械,72.12,55.22,55.33,53.56,13:50:00,55.55,55.622215000000004,55.63,0.003976143141153132,1.0074483537977117,63734.284499999994,54.32,59.752,B,0.5,-0.003954067632869429,-0.015254426671070243,0.00985748230270933,-0.001084135178723189,-0.00036003600360023924,-0.011701170117011661,0.013501350135013412,0.002520252025202563
20251125,20251126,603638.SH,艾迪精密,专用机械,69.14,19.88,19.92,19.31,10:40:00,20.01214474,20.038160528162003,20.17136618,0.004625739959839281,1.014899076001033,63428.96699999999,19.9,21.89,B,0.5,-0.005693712653996208,-0.009179012609640713,0.002770587238283273,-0.00320421268567872,-0.0021059581842701736,-0.005603834144565667,0.006388883433590564,0.0003925246445124486
20251126,20251127,600690.SH,海尔智家,家用电器,71.0,27.54,27.6,26.9,13:45:00,27.68,27.715984000000002,27.58,0.0028985507246375164,1.0050561377544178,388825.047,27.4,30.14,B,0.5,-0.006835081157501088,-0.007195053944323404,-0.011154754599367767,-0.0007155437815233867,-0.0032514450867051625,-0.0036127167630057855,-0.007586705202312194,0.0028901734104047616
20251127,20251128,605507.SH,国邦医药,化学制药,62.01,24.11,24.16,23.48,14:15:00,24.16,24.191408000000003,24.0,0.0,1.0032900571115966,37860.437,24.07,26.477000000000004,B,0.5,-0.011431289985270987,0.0058903144455255685,0.0021785420674977907,0.010014505976667198,-0.007864238410596025,0.009519867549668826,0.005794701986755024,0.013658940397350827
20251128,20251201,603338.SH,浙江鼎力,工程机械,71.38,55.98,56.09,54.35,14:50:00,56.09,56.16291700000001,55.67,0.0,1.0071903796702262,57834.1505,56.3,61.93,B,0.5,-0.010701082352969848,-0.017984482536760105,0.054138943673456286,0.06266585120569856,-0.0071313959707614005,-0.014441076840791656,0.05794259226243548,0.06650026742734894
20251128,20251201,605507.SH,国邦医药,化学制药,61.23,24.22,24.27,23.61,11:25:00,24.41,24.441733000000003,24.44,0.005768438401318576,1.0327227109679573,38536.966,23.97,26.367,B,0.5,-0.004411716632368057,-0.008085474135569704,-0.0003297638510331158,-0.0027789355198342136,-0.0008193363375665896,-0.004506349856616132,0.0032773453502661365,0.0008193363375665896
20251216,20251217,600795.SH,国电电力,火力发电,83.1,5.95,5.96,5.81,14:45:00,5.96,5.967748,5.94,0.0,1.0002034821759578,1133175.419,5.84,6.424,B,0.5,-0.008610785844174407,0.0014201336919721363,-0.016969885457629896,-0.01864170538032106,-0.005033557046979942,0.005033557046979942,-0.01342281879194629,-0.015100671140939603
20251217,20251218,600298.SH,安琪酵母,食品,63.06,41.86,41.94,40.76,14:50:00,42.09,42.14471700000001,42.05,0.003576537911301969,1.3880771766153095,57177.656500000005,41.68,45.848000000000006,A,1.0,-0.002411666449201877,0.055587655268867886,0.07949757973223526,0.04659184210443246,0.001187930624851452,0.05939653124257549,0.0833927298645758,0.050368258493703966
20251217,20251218,600993.SH,马应龙,中成药,65.65,29.44,29.5,28.79,13:55:00,29.64,29.678532000000004,29.67,0.004745762711864332,1.1112041633346248,46903.172,29.31,32.241,B,0.5,-0.00023363689282218658,0.012540782003638062,-0.0005698058111500703,-0.02611864360407057,0.003373819163292824,0.0161943319838056,0.0030364372469635637,-0.022604588394062097
20251217,20251218,603313.SH,梦百合,家居用品,60.94,9.64,9.66,9.33,14:30:00,9.66,9.672558,9.58,0.0,1.0215128092033376,104726.0485,9.58,10.538,B,0.5,-0.0139100742533671,0.009813846554344474,0.0015620480125320135,-0.008752700164734173,-0.010351966873705987,0.013457556935817738,0.005175983436852993,-0.005175983436853104
20251217,20251218,605099.SH,共创草坪,文教休闲,62.42,38.11,38.19,36.41,14:25:00,38.19,38.239647,37.93,0.0,1.0057832537088256,23873.931000000004,37.53,41.283,B,0.5,-0.015857965425256193,-0.005943491057853967,0.008667313273053923,-0.002551697195321778,-0.01230688661953383,-0.002356637863314859,0.012306886619533941,0.0010473946059177397
20251218,20251219,600795.SH,国电电力,火力发电,85.41,5.96,5.97,5.83,13:50:00,5.97,5.977761,5.91,0.0,1.0726181266106571,1173541.607,5.99,6.589,B,0.5,-0.018616502064903506,-0.02028552161921493,-0.013609443401969457,-0.010271404293346609,-0.015075376884422065,-0.0167504187604689,-0.01005025125628134,-0.00670016750418756
20251219,20251222,000672.SZ,上峰水泥,水泥,63.02,11.51,11.53,11.1,10:00:00,11.53,11.544989000000001,11.51,0.0,1.0380609665523284,141593.803,11.13,12.243000000000002,B,0.5,-0.011372986150095077,-0.0131013550554272,0.02405857640921072,0.03442878984120301,-0.0078057241977450564,-0.0095403295750216,0.027753686036426695,0.038161318300086844
20251222,20251223,000672.SZ,上峰水泥,水泥,66.01,11.51,11.53,11.08,13:40:00,11.53,11.544989000000001,11.44,0.0,1.0058058214993657,152163.56549999997,11.44,12.584,B,0.5,-0.0131013550554272,0.02405857640921072,0.03442878984120301,0.03442878984120301,-0.0095403295750216,0.027753686036426695,0.038161318300086844,0.038161318300086844
20251222,20251223,600428.SH,中远海特,水运,67.35,7.3,7.31,7.12,14:35:00,7.31,7.319503,7.27,0.0,1.0101093436520716,238902.84900000002,7.34,8.074,B,0.5,-0.006321467454825758,-0.013136820901637702,-0.01858910365908728,-0.019952174348449536,-0.002735978112175075,-0.009575923392612817,-0.015047879616962967,-0.01641586867305056
20251222,20251223,601899.SH,紫金矿业,铜,75.49,31.95,32.01,30.75,13:45:00,32.04,32.081652,32.04,0.0009372071227742307,1.0805159462877743,1958786.455,32.53,35.783,B,0.5,-0.0020403874463820193,0.004801342524381358,-0.0039063138020447585,0.04274184508952361,0.0015605493133583614,0.008426966292135019,-0.0003121098626716057,0.04650436953807757
20251226,20251229,000899.SZ,赣能股份,火力发电,67.92,10.35,10.37,10.12,13:05:00,10.37,10.383481,10.21,0.0,1.0190796290452915,85153.30649999999,10.28,11.308,B,0.5,-0.02569494758068125,-0.03722518488741866,-0.048755422194156184,-0.042029450431892657,-0.022179363548698094,-0.03375120540019283,-0.045323047251687454,-0.03857280617164882
20251226,20251229,600057.SH,厦门象屿,仓储物流,64.36,8.84,8.86,8.5,14:40:00,8.86,8.871518,8.71,0.0,1.003415533654,304322.576,8.86,9.746,B,0.5,-0.021589089939286543,-0.028336751387981085,-0.04183207428537039,-0.05645200742420853,-0.018058690744921058,-0.02483069977426622,-0.038374717832957095,-0.053047404063205295
20251226,20251229,601168.SH,西部矿业,铜,82.1,26.38,26.43,25.32,14:40:00,26.55662955,26.591153168415,26.61655425,0.004791129398410865,1.4489018252807417,428033.1415,27.47,30.217000000000002,A,1.0,-0.002343266876030481,0.011163932218539951,0.0370527304831334,0.053186329401648136,0.0012565770041401692,0.014812514112883646,0.04079472690464225,0.05698654067341913
20251229,20251230,000425.SZ,徐工机械,工程机械,68.11,11.38,11.4,11.01,14:40:00,11.4,11.41482,11.31,0.0,1.0594912653464832,689698.9375,11.26,12.386000000000001,B,0.5,-0.009713600389668953,0.012137379301644602,0.008641222551034389,0.02787008467939045,-0.0061403508771930015,0.015789473684210575,0.012280701754385781,0.03157894736842093
20251231,20260105,600909.SH,华安证券,证券,70.1,6.85,6.86,6.69,13:45:00,6.86,6.868918000000001,6.83,0.0,1.0021043451967522,514499.47550000006,6.78,7.458000000000001,B,0.5,0.003667098660953494,0.10388856003230762,0.0937211654004313,0.03271679760917223,0.007288629737609353,0.10787172011661794,0.09766763848396498,0.036443148688046545
20260106,20260107,000776.SZ,广发证券,证券,74.51,23.06,23.11,22.37,13:30:00,23.2,23.23016,23.09,0.0038944180008653184,1.0484899304843465,570658.232,23.78,26.158000000000005,B,0.5,-0.005313265169073378,-0.043966894760948616,-0.04181947089473348,-0.02464007996501094,-0.0017241379310344307,-0.04051724137931023,-0.038362068965517304,-0.02112068965517233
20260106,20260107,600312.SH,平高电气,电气设备,69.03,18.3,18.34,17.72,13:55:00,18.44,18.463972000000002,18.48,0.005452562704471253,1.0124217276941836,242495.092,18.59,20.449,B,0.5,0.0012678203801435028,0.018559007780124537,0.026123902267616073,0.02990634951136162,0.0048806941431669415,0.022234273318872066,0.029826464208242864,0.03362255965292826
20260107,20260108,600089.SH,特变电工,电气设备,70.05,23.79,23.84,22.89,14:25:00,23.88,23.911044,23.97,0.001677852348993314,1.0248800787101657,1940689.6,24.19,26.609000000000005,B,0.5,0.003498007029722361,0.04063369211315093,0.038130162781683685,0.14202663003756766,0.0071189279731993516,0.044388609715243055,0.041876046901172526,0.14614740368509227
20260107,20260108,600312.SH,平高电气,电气设备,68.25,18.64,18.68,18.06,14:20:00,18.72,18.744336,18.81,0.0021413276231263545,1.0049603955065018,248396.62449999998,18.53,20.383000000000003,B,0.5,0.003324150826148342,0.010775895182416617,0.014501767360550755,0.052825024049931724,0.006944444444444642,0.014423076923076872,0.018162393162393098,0.056623931623931645
20260108,20260109,000959.SZ,首钢股份,普钢,82.08,5.06,5.07,4.88,13:40:00,5.07,5.0765910000000005,4.91,0.0,1.0099457788618138,476144.00700000004,5.05,5.555000000000001,B,0.5,-0.037005344728381684,0.023918806931659375,0.018022921287139226,0.0278493973613394,-0.0335305719921104,0.027613412228796763,0.021696252465483123,0.03155818540433919
20260109,20260112,603132.SH,金徽股份,铅锌,70.26,15.35,15.38,14.77,13:45:00,15.4,15.420020000000001,15.37,0.0013003901170349774,1.0214359790000331,58971.9975,15.55,17.105,B,0.5,-0.0029483100540725893,0.015168138562725586,0.01322709049664006,0.052048051818350594,0.0006493506493505663,0.018831168831168865,0.016883116883116944,0.05584415584415603
20260112,20260113,000977.SZ,浪潮信息,IT设备,74.96,69.43,69.57,66.87,13:15:00,69.57,69.66044099999999,68.13,0.0,1.001620742966649,510198.41949999996,70.77,77.84700000000001,B,0.5,-0.03095098120323414,-0.003881772726646915,-0.024219484915405598,-0.024792378216497157,-0.02745436251257727,-0.00028748023573377246,-0.02069857697283306,-0.021273537444300605
20260115,20260116,600487.SH,亨通光电,通信设备,79.7,25.39,25.44,24.31,14:45:00,25.55,25.583215000000003,25.51,0.004323899371069251,1.0201010812033806,1333602.841,24.91,27.401000000000003,B,0.5,-0.00047546799727871125,0.056071959681377015,0.08337071787107297,0.09078038080827588,0.0031311154598825386,0.0598825831702543,0.08727984344422701,0.09471624266144807
20260120,20260121,605111.SH,新洁能,半导体,63.29,38.43,38.51,37.17,14:20:00,38.67,38.720271000000004,38.62,0.004154764996104898,1.008362718743716,157997.4815,38.48,42.328,B,0.5,-0.00539900663401871,0.09380342405144848,0.10282182684103613,0.11338624153741073,-0.001810188776829591,0.09775019394879747,0.1068011378329452,0.1174036720972329
20260204,20260205,601872.SH,招商轮船,水运,78.31,11.64,11.66,10.97,14:50:00,11.66,11.675158000000001,11.66,0.0,1.0072525890055948,1207512.3095,12.0,13.200000000000001,B,0.5,-0.004449875539157655,-0.02923180996779673,0.027168454593933467,0.05280493848562906,-0.0008576329331045907,-0.025728987993139052,0.030874785591766596,0.05660377358490565
20260209,20260210,600163.SH,中闽能源,新型电力,68.09,6.02,6.03,5.82,14:30:00,6.03,6.037839000000001,5.95,0.0,1.002747752984087,400428.46150000003,6.01,6.611000000000001,B,0.5,-0.01846703762720414,-0.0019429136815342085,0.014581210264135835,-0.01350980044350325,-0.01492537313432829,0.0016583747927030323,0.018242122719734466,-0.009950248756218971
