watch_date,entry_date,ts_code,name,industry,signal_score,pivot,trigger_price,stop_loss,confirm_time,entry_price,entry_bar_close,volume_ratio,vol_ma20_prev,signal_grade,position_ratio,ret_close0,ret_t1,ret_t2,ret_t3
20251128,20251201,605507.SH,国邦医药,化学制药,61.23,24.22,24.27,23.61,11:25:00,24.27,24.44,1.0327227109679573,38536.966,B,0.5,0.0049443757725586845,0.0012360939431397266,0.0090646889163577,0.006592501030078246
20251203,20251204,603338.SH,浙江鼎力,工程机械,73.8,56.55,56.66,54.67,13:55:00,56.66,59.68,1.0019797368001646,61863.52649999999,B,0.5,0.05577126720790693,0.07042004941757862,0.07147899752912124,0.06900811860218847
20251205,20251208,601318.SH,中国平安,保险,60.5,60.22,60.34,58.81,10:35:00,60.34,62.89,1.0023696323553732,598209.4635,B,0.5,0.050712628438846385,0.03496851176665561,0.03662578720583354,0.03629433211799804
20251216,20251217,600795.SH,国电电力,火力发电,83.1,5.95,5.96,5.81,14:45:00,5.96,5.94,1.0002034821759578,1133175.419,B,0.5,-0.005033557046979942,0.005033557046979942,-0.01342281879194629,-0.015100671140939603
20251217,20251218,600298.SH,安琪酵母,食品,63.06,41.86,41.94,40.76,13:40:00,41.94,42.25,1.0037837070149944,57177.656500000005,B,0.5,0.004768717215069218,0.06318550309966642,0.08726752503576551,0.05412494039103488
20251217,20251218,600993.SH,马应龙,中成药,65.65,29.44,29.5,28.79,13:40:00,29.5,29.68,1.0021497053546826,46903.172,B,0.5,0.008135593220338855,0.021016949152542486,0.0077966101694915135,-0.017966101694915304
20251217,20251218,601156.SH,东航物流,仓储物流,63.85,17.26,17.29,16.86,14:50:00,17.29,17.84,1.0342623382915115,87977.679,B,0.5,0.03296703296703307,0.037015615962984416,0.055523423944476624,0.03990746096009268
20251217,20251218,603313.SH,梦百合,家居用品,60.94,9.64,9.66,9.33,14:30:00,9.66,9.58,1.0215128092033376,104726.0485,B,0.5,-0.010351966873705987,0.013457556935817738,0.005175983436852993,-0.005175983436853104
20251217,20251218,605099.SH,共创草坪,文教休闲,62.42,38.11,38.19,36.41,14:25:00,38.19,37.93,1.0057832537088256,23873.931000000004,B,0.5,-0.01230688661953383,-0.002356637863314859,0.012306886619533941,0.0010473946059177397
20251218,20251219,600298.SH,安琪酵母,食品,65.93,42.15,42.23,41.02,10:35:00,42.23,43.78,1.0249960244431457,59199.254,B,0.5,0.05588444233956924,0.07980108927302876,0.046886099928960645,0.04309732417712531
20251218,20251219,600795.SH,国电电力,火力发电,85.41,5.96,5.97,5.83,13:50:00,5.97,5.91,1.0726181266106571,1173541.607,B,0.5,-0.015075376884422065,-0.0167504187604689,-0.01005025125628134,-0.00670016750418756
20251218,20251219,600993.SH,马应龙,中成药,66.85,29.44,29.5,28.73,14:25:00,29.5,29.99,1.0261898510541783,48046.665,B,0.5,0.021016949152542486,0.0077966101694915135,-0.017966101694915304,-0.02745762711864408
20251219,20251222,000672.SZ,上峰水泥,水泥,63.02,11.51,11.53,11.1,10:00:00,11.53,11.51,1.0380609665523284,141593.803,B,0.5,-0.0078057241977450564,-0.0095403295750216,0.027753686036426695,0.038161318300086844
20251219,20251222,600298.SH,安琪酵母,食品,70.5,42.47,42.55,41.16,10:05:00,42.55,45.22,1.0286084515720033,64065.193999999996,B,0.5,0.07168037602820232,0.03901292596944783,0.03525264394829608,0.033137485311398374
20251219,20251222,601899.SH,紫金矿业,铜,73.47,31.95,32.01,30.84,13:45:00,32.01,32.42,1.0151247664438392,1921947.0005000003,B,0.5,0.01624492346141837,0.002499218994064467,0.009372071227741419,0.0006248047485162278
20251222,20251223,000672.SZ,上峰水泥,水泥,66.01,11.51,11.53,11.08,13:40:00,11.53,11.44,1.0058058214993657,152163.56549999997,B,0.5,-0.0095403295750216,0.027753686036426695,0.038161318300086844,0.038161318300086844
20251222,20251223,600428.SH,中远海特,水运,67.35,7.3,7.31,7.12,14:35:00,7.31,7.27,1.0101093436520716,238902.84900000002,B,0.5,-0.002735978112175075,-0.009575923392612817,-0.015047879616962967,-0.01641586867305056
20251222,20251223,601899.SH,紫金矿业,铜,75.49,31.95,32.01,30.75,13:30:00,32.01,32.32,1.000759932251012,1958786.455,B,0.5,0.002499218994064467,0.009372071227741419,0.0006248047485162278,0.04748516088722288
20251224,20251225,000672.SZ,上峰水泥,水泥,68.95,11.57,11.59,11.11,14:20:00,11.59,11.91,1.0052204001829068,167909.4455,B,0.5,0.032786885245901676,0.032786885245901676,0.0051768766177739955,0.018981880931837836
20251226,20251229,000612.SZ,焦作万方,铝,72.98,10.45,10.47,9.99,11:20:00,10.47,11.05,1.0057130776323737,478264.637,B,0.5,0.03151862464183375,0.05921680993314227,0.05253104106972284,0.08118433619866283
20251226,20251229,000630.SZ,铜陵有色,铜,72.93,5.64,5.65,5.4,10:05:00,5.65,5.85,1.0417384834364372,2951630.4225,B,0.5,0.014159292035398341,0.0265486725663715,0.06371681415929187,0.030088495575221197
20251226,20251229,000737.SZ,北方铜业,铜,80.66,14.92,14.95,14.31,10:30:00,14.95,15.54,1.014387294099139,632854.9299999999,B,0.5,0.01672240802675584,0.008695652173912993,0.02943143812709037,0.04013377926421424
20251226,20251229,000899.SZ,赣能股份,火力发电,67.92,10.35,10.37,10.12,13:05:00,10.37,10.21,1.0190796290452915,85153.30649999999,B,0.5,-0.022179363548698094,-0.03375120540019283,-0.045323047251687454,-0.03857280617164882
20251226,20251229,600057.SH,厦门象屿,仓储物流,64.36,8.84,8.86,8.5,14:40:00,8.86,8.71,1.003415533654,304322.576,B,0.5,-0.018058690744921058,-0.02483069977426622,-0.038374717832957095,-0.053047404063205295
20251226,20251229,601168.SH,西部矿业,铜,82.1,26.38,26.43,25.32,13:10:00,26.43,27.2257887,1.0033218420775019,428033.1415,B,0.5,0.006053726825576922,0.019674612183125273,0.04578130911842604,0.06205069996216417
20251229,20251230,000425.SZ,徐工机械,工程机械,68.11,11.38,11.4,11.01,14:40:00,11.4,11.31,1.0594912653464832,689698.9375,B,0.5,-0.0061403508771930015,0.015789473684210575,0.012280701754385781,0.03157894736842093
20251230,20251231,000425.SZ,徐工机械,工程机械,67.28,11.44,11.46,11.06,14:45:00,11.46,11.58,1.0027487276793725,674672.509,B,0.5,0.010471204188481575,0.00698080279232105,0.02617801047120416,0.023560209424083656
20251231,20260105,600869.SH,远东股份,电气设备,73.53,8.08,8.1,7.76,11:10:00,8.1,8.25,1.023342009649901,515461.444,B,0.5,0.013580246913580396,0.1148148148148147,0.22592592592592586,0.3481481481481481
20251231,20260105,600909.SH,华安证券,证券,70.1,6.85,6.86,6.69,13:45:00,6.86,6.83,1.0021043451967522,514499.47550000006,B,0.5,0.007288629737609353,0.10787172011661794,0.09766763848396498,0.036443148688046545
20251231,20260105,603885.SH,吉祥航空,空运,69.97,14.45,14.48,13.89,14:50:00,14.48,14.75,1.0021145887106977,182535.02349999998,B,0.5,0.0200276243093922,0.05386740331491713,0.046270718232044095,0.037292817679557944
20260105,20260106,000776.SZ,广发证券,证券,73.38,22.56,22.61,21.91,10:40:00,22.61,23.48,1.0471611554385438,546105.8949999999,B,0.5,0.051747014595311835,0.02432551968155683,-0.015479876160990669,-0.01326846528084924
20260105,20260106,000803.SZ,山高环能,环境保护,64.32,7.35,7.36,6.99,09:40:00,7.36,7.98,1.0127759024274978,164723.74550000002,B,0.5,0.06385869565217384,0.059782608695652106,0.06385869565217384,0.11277173913043459
20260105,20260106,600312.SH,平高电气,电气设备,66.73,18.25,18.29,17.67,13:15:00,18.29,18.51,1.0029648851097546,233486.61899999995,B,0.5,0.016402405686167354,0.013121924548934016,0.030617823947512335,0.03827227993439042
20260105,20260106,600869.SH,远东股份,电气设备,74.83,8.13,8.15,7.8,13:25:00,8.15,8.64,1.109610076070743,541762.0954999999,B,0.5,0.10797546012269921,0.21840490797545997,0.33987730061349697,0.2957055214723927
20260106,20260107,000776.SZ,广发证券,证券,74.51,23.06,23.11,22.37,13:30:00,23.11,23.09,1.0484899304843465,570658.232,B,0.5,0.002163565556036362,-0.03678061445261782,-0.03461704889658157,-0.017308524448290674
20260106,20260107,600312.SH,平高电气,电气设备,69.03,18.3,18.34,17.72,13:55:00,18.34,18.48,1.0124217276941836,242495.092,B,0.5,0.010359869138495181,0.027808069792802703,0.03544165757906215,0.03925845147219187
20260106,20260107,601688.SH,华泰证券,证券,75.55,24.36,24.41,23.42,14:45:00,24.41,25.1,1.0091429106763825,985273.106,B,0.5,0.03318312167144599,-0.018844735764031117,-0.018844735764031117,-0.020483408439164297
20260107,20260108,600089.SH,特变电工,电气设备,70.05,23.79,23.84,22.89,14:25:00,23.84,23.97,1.0248800787101657,1940689.6,B,0.5,0.008808724832214843,0.04614093959731558,0.043624161073825496,0.14807046979865768
20260107,20260108,600312.SH,平高电气,电气设备,68.25,18.64,18.68,18.06,14:20:00,18.68,18.81,1.0049603955065018,248396.62449999998,B,0.5,0.009100642398287118,0.016595289079229136,0.020342612419700146,0.058886509635974305
20260107,20260108,600352.SH,浙江龙盛,染料涂料,63.92,11.15,11.17,10.92,14:10:00,11.17,11.28,1.034081362576436,196175.24049999999,B,0.5,0.00895255147717089,0.009847806624887934,0.009847806624887934,0.0008952551477170445
20260108,20260109,000959.SZ,首钢股份,普钢,82.08,5.06,5.07,4.88,13:40:00,5.07,4.91,1.0099457788618138,476144.00700000004,B,0.5,-0.0335305719921104,0.027613412228796763,0.021696252465483123,0.03155818540433919
20260108,20260109,603499.SH,翔港科技,广告包装,68.25,21.24,21.28,20.26,11:30:00,21.28,22.31,1.0291651781528268,62415.44249999999,B,0.5,0.041353383458646586,0.07283834586466154,0.04981203007518786,0.03054511278195471
