watch_date,entry_date,ts_code,name,industry,signal_score,pivot,trigger_price,stop_loss,confirm_time,entry_price,entry_bar_close,volume_ratio,vol_ma20_prev,signal_grade,position_ratio,ret_close0,ret_t1,ret_t2,ret_t3
20260109,20260112,603132.SH,金徽股份,铅锌,70.26,15.35,15.38,14.77,13:45:00,15.38,15.37,1.0214359790000331,58971.9975,B,0.5,0.0019505851755525772,0.020156046814044037,0.01820546163849146,0.057217165149545
20260112,20260113,000977.SZ,浪潮信息,IT设备,74.96,69.43,69.57,66.87,13:15:00,69.57,68.13,1.001620742966649,510198.41949999996,B,0.5,-0.02745436251257727,-0.00028748023573377246,-0.02069857697283306,-0.021273537444300605
20260112,20260113,603889.SH,新澳股份,纺织,60.75,8.26,8.28,7.88,10:10:00,8.28,9.16,1.0389496106836067,103275.384,B,0.5,0.07487922705314021,0.09420289855072483,0.07487922705314021,0.07608695652173925
20260115,20260116,600487.SH,亨通光电,通信设备,79.7,25.39,25.44,24.31,14:45:00,25.44,25.51,1.0201010812033806,1333602.841,B,0.5,0.0074685534591194536,0.06446540880503138,0.09198113207547176,0.09944968553459099
20260116,20260119,600487.SH,亨通光电,通信设备,78.84,25.39,25.44,24.35,11:05:00,25.44,27.46,1.0062666910913152,1318422.255,B,0.5,0.06446540880503138,0.09198113207547176,0.09944968553459099,0.06092767295597468
20260119,20260120,001287.SZ,中电港,元器件,68.46,24.7,24.75,23.87,11:25:00,24.75,25.19,1.0404556129806222,246328.45150000002,B,0.5,0.011717171717171793,0.06101010101010118,0.05252525252525264,0.06585858585858584
20260120,20260121,603098.SH,森特股份,装修装饰,74.02,14.8,14.83,14.38,14:05:00,14.83,15.08,1.0114486241728897,73631.81700000001,B,0.5,0.014160485502360043,0.022926500337154376,0.061362103843560334,0.06405933917734319
20260120,20260121,605111.SH,新洁能,半导体,63.29,38.43,38.51,37.17,14:20:00,38.51,38.62,1.008362718743716,157997.4815,B,0.5,0.002337055310309033,0.1023110880290834,0.11139963645806272,0.12204622176058177
20260121,20260122,603798.SH,康普顿,石油加工,69.89,17.35,17.38,16.53,14:50:00,17.38,18.1,1.012391986847758,61658.231999999996,B,0.5,0.04142692750287691,0.06501726121979301,-0.0414269275028768,-0.09436133486766396
20260204,20260205,601872.SH,招商轮船,水运,78.31,11.64,11.66,10.97,14:50:00,11.66,11.66,1.0072525890055948,1207512.3095,B,0.5,-0.0008576329331045907,-0.025728987993139052,0.030874785591766596,0.05660377358490565
20260209,20260210,600163.SH,中闽能源,新型电力,68.09,6.02,6.03,5.82,14:30:00,6.03,5.95,1.002747752984087,400428.46150000003,B,0.5,-0.01492537313432829,0.0016583747927030323,0.018242122719734466,-0.009950248756218971
20260224,20260225,600929.SH,雪天盐业,食品,71.98,6.22,6.23,6.05,13:25:00,6.23,6.44,1.0037383094863204,273344.5435,B,0.5,0.024077046548956593,0.05617977528089879,0.052969502407704594,0.052969502407704594
20260225,20260226,600929.SH,雪天盐业,食品,73.18,6.24,6.25,6.05,13:50:00,6.25,6.61,1.035378663291175,285414.6415,B,0.5,0.05279999999999996,0.049599999999999866,0.049599999999999866,0.02400000000000002
20260226,20260227,600510.SH,黑牡丹,全国地产,65.57,9.99,10.01,9.49,11:10:00,10.01,10.63,1.0053691236434146,133938.33849999998,B,0.5,0.0449550449550451,-0.020979020979020935,-0.06593406593406592,-0.08391608391608385
20260302,20260303,000985.SZ,大庆华科,化工原料,72.85,22.15,22.19,21.26,10:00:00,22.19,23.5,1.14203197262306,37451.666000000005,B,0.5,0.11311401532221721,0.0018026137899953554,-0.046867958539882904,-0.035150968904912205
