signal_date,entry_date,ts_code,name,industry,signal_score,pivot,trigger_price,stop_loss,rs20_xsec_q,box_range,vol_ma20_prev,confirm_date,confirm_time,entry_price,entry_bar_close,volume_ratio,signal_grade,position_ratio,confirm_type,day_open,day_high_at_signal,ret_close0,ret_t1,ret_t2,ret_t3
20251224,20251225,000600.SZ,建投能源,火力发电,71.13,8.68,8.7,8.44,0.8246,7.47,245549.79849999998,20251225,10:05:00,8.6974,8.66942564,46.3731,A,1.0,breakout+volume,8.49148988,8.70896692,0.009497091084691878,0.01294639777404738,-0.02499597580886237,-0.030744820291121466
20251225,20251226,000600.SZ,建投能源,火力发电,72.75,8.68,8.7,8.42,0.8542,7.29,245625.0905,20251226,09:35:00,8.6974,8.65954032,9.7225,A,1.0,breakout+volume,8.65954032,8.72873756,0.01294639777404738,-0.02499597580886237,-0.030744820291121466,-0.019247131326603384
20260105,20260106,600312.SH,平高电气,电气设备,71.48,18.25,18.29,17.67,0.8103,6.06,233486.619,20260106,09:40:00,18.2865,18.27,16.7453,A,1.0,breakout+volume,18.01,18.34,0.01659694310010118,0.013315834085254163,0.0308150821644384,0.038471003199081144
20260106,20260107,600312.SH,平高电气,电气设备,71.62,18.3,18.34,17.72,0.8136,6.13,242495.092,20260107,09:35:00,18.3366,18.64,7.7593,A,1.0,breakout+volume,18.49,18.71,0.010547211587753402,0.027998647513715724,0.035633650731324185,0.039451152340128415
20260107,20260108,600312.SH,平高电气,电气设备,70.82,18.64,18.68,18.06,0.8125,7.99,248396.62449999998,20260108,09:35:00,18.6773,18.92,13.3251,A,1.0,breakout+volume,18.5,18.92,0.009246518501068168,0.016742248611951283,0.02049011366739295,0.05903958280907862
20260116,20260119,600487.SH,亨通光电,通信设备,77.84,25.39,25.44,24.35,0.8551,6.28,1318422.255,20260119,09:35:00,25.4408,27.98,29.2884,A,1.0,breakout+volume,26.91,27.98,0.0644319361026382,0.09194679412597084,0.09941511273230397,0.06089431149963831
